,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,atencion odontologica,otras acciones,2010-05-01,5,3,5,3,8
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-05-01,182,169,182,169,351
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-05-01,25,19,25,19,44
PUNA,atencion odontologica,otras acciones,2010-05-01,84,36,84,36,120
PUNATA,atencion odontologica,otras acciones,2010-05-01,45,63,45,63,108
QUILLACOLLO,atencion odontologica,otras acciones,2010-05-01,249,293,249,293,542
QUIME,atencion odontologica,otras acciones,2010-05-01,4,3,4,3,7
QUIRUSILLAS,atencion odontologica,otras acciones,2010-05-01,19,14,19,14,33
REYES,atencion odontologica,otras acciones,2010-05-01,0,14,0,14,14
RIBERALTA,atencion odontologica,otras acciones,2010-05-01,29,35,29,35,64
ROBORE,atencion odontologica,otras acciones,2010-05-01,15,15,15,15,30
RURRENABAQUE,atencion odontologica,otras acciones,2010-05-01,25,11,25,11,36
SABAYA,atencion odontologica,otras acciones,2010-05-01,14,39,14,39,53
SACABA,atencion odontologica,otras acciones,2010-05-01,229,479,229,479,708
SACABAMBA,atencion odontologica,otras acciones,2010-05-01,0,3,0,3,3
SACACA,atencion odontologica,otras acciones,2010-05-01,1,0,1,0,1
SAIPINA,atencion odontologica,otras acciones,2010-05-01,6,21,6,21,27
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-05-01,26,36,26,36,62
SAMAIPATA,atencion odontologica,otras acciones,2010-05-01,7,20,7,20,27
SAN AGUSTIN,atencion odontologica,otras acciones,2010-05-01,4,6,4,6,10
SAN ANDRES,atencion odontologica,otras acciones,2010-05-01,5,4,5,4,9
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-05-01,10,7,10,7,17
SAN BENITO,atencion odontologica,otras acciones,2010-05-01,18,13,18,13,31
SAN BORJA,atencion odontologica,otras acciones,2010-05-01,14,31,14,31,45
SAN BUENA VENTURA,atencion odontologica,otras acciones,2010-05-01,21,16,21,16,37
SAN CARLOS,atencion odontologica,otras acciones,2010-05-01,9,13,9,13,22
SAN IGNACIO,atencion odontologica,otras acciones,2010-05-01,9,8,9,8,17
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-05-01,28,29,28,29,57
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-05-01,84,107,84,107,191
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2010-05-01,5,14,5,14,19
SAN LORENZO(PND),atencion odontologica,otras acciones,2010-05-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-05-01,56,100,56,100,156
SAN LUCAS,atencion odontologica,otras acciones,2010-05-01,17,11,17,11,28
SAN MATIAS,atencion odontologica,otras acciones,2010-05-01,5,4,5,4,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-05-01,23,26,23,26,49
SAN PEDRO,atencion odontologica,otras acciones,2010-05-01,7,0,7,0,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-05-01,15,15,15,15,30
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-05-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-05-01,13,15,13,15,28
SAN RAFAEL,atencion odontologica,otras acciones,2010-05-01,6,7,6,7,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-05-01,212,347,212,347,559
SANTA ROSA,atencion odontologica,otras acciones,2010-05-01,15,4,15,4,19
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-05-01,9,26,9,26,35
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-05-01,9,6,9,6,15
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-05-01,41,51,41,51,92
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-05-01,1,6,1,6,7
SANTIVAÑES,atencion odontologica,otras acciones,2010-05-01,9,9,9,9,18
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-05-01,3,0,3,0,3
SENA,atencion odontologica,otras acciones,2010-05-01,5,5,5,5,10
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2010-05-01,15,18,15,18,33
SIPE SIPE,atencion odontologica,otras acciones,2010-05-01,2,2,2,2,4
SOPACHUY,atencion odontologica,otras acciones,2010-05-01,25,43,25,43,68
SORACACHI,atencion odontologica,otras acciones,2010-05-01,9,24,9,24,33
SORATA,atencion odontologica,otras acciones,2010-05-01,25,27,25,27,52
SUCRE,atencion odontologica,otras acciones,2010-05-01,488,776,488,776,1264
TACACOMA,atencion odontologica,otras acciones,2010-05-01,14,16,14,16,30
TAHUA,atencion odontologica,otras acciones,2010-05-01,0,7,0,7,7
TAPACARI,atencion odontologica,otras acciones,2010-05-01,16,19,16,19,35
TARABUCO,atencion odontologica,otras acciones,2010-05-01,4,6,4,6,10
TARACO,atencion odontologica,otras acciones,2010-05-01,4,4,4,4,8
TARIJA,atencion odontologica,otras acciones,2010-05-01,646,1099,646,1099,1745
TARVITA,atencion odontologica,otras acciones,2010-05-01,11,28,11,28,39
TIAWANACU,atencion odontologica,otras acciones,2010-05-01,12,9,12,9,21
TINGUIPAYA,atencion odontologica,otras acciones,2010-05-01,6,6,6,6,12
TIQUIPAYA,atencion odontologica,otras acciones,2010-05-01,86,151,86,151,237
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-05-01,29,31,29,31,60
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2010-05-01,23,4,23,4,27
TOCO,atencion odontologica,otras acciones,2010-05-01,9,15,9,15,24
TOLATA,atencion odontologica,otras acciones,2010-05-01,25,109,25,109,134
TOLEDO,atencion odontologica,otras acciones,2010-05-01,3,4,3,4,7
TOMAVE,atencion odontologica,otras acciones,2010-05-01,6,8,6,8,14
TOMINA,atencion odontologica,otras acciones,2010-05-01,162,467,162,467,629
TORO TORO,atencion odontologica,otras acciones,2010-05-01,12,13,12,13,25
TOTORA(CBBA),atencion odontologica,otras acciones,2010-05-01,0,75,0,75,75
TRINIDAD,atencion odontologica,otras acciones,2010-05-01,64,48,64,48,112
TUPIZA,atencion odontologica,otras acciones,2010-05-01,60,77,60,77,137
UMALA,atencion odontologica,otras acciones,2010-05-01,1,4,1,4,5
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2010-05-01,135,260,135,260,395
URUBICHA,atencion odontologica,otras acciones,2010-05-01,8,5,8,5,13
VALLEGRANDE,atencion odontologica,otras acciones,2010-05-01,11,32,11,32,43
VIACHA,atencion odontologica,otras acciones,2010-05-01,27,35,27,35,62
VILA VILA,atencion odontologica,otras acciones,2010-05-01,2,1,2,1,3
VILLA CHARCAS,atencion odontologica,otras acciones,2010-05-01,1,4,1,4,5
VILLA MONTES,atencion odontologica,otras acciones,2010-05-01,18,34,18,34,52
VILLA RIVERO,atencion odontologica,otras acciones,2010-05-01,4,6,4,6,10
VILLA SERRANO,atencion odontologica,otras acciones,2010-05-01,6,6,6,6,12
VILLA TUNARI,atencion odontologica,otras acciones,2010-05-01,38,68,38,68,106
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2010-05-01,5,10,5,10,15
VILLAZON,atencion odontologica,otras acciones,2010-05-01,78,129,78,129,207
VINTO,atencion odontologica,otras acciones,2010-05-01,150,0,150,0,150
VITICHI,atencion odontologica,otras acciones,2010-05-01,9,18,9,18,27
WALDO BALLIVIAN,atencion odontologica,otras acciones,2010-05-01,1,4,1,4,5
WARNES,atencion odontologica,otras acciones,2010-05-01,47,55,47,55,102
YACO,atencion odontologica,otras acciones,2010-05-01,13,13,13,13,26
YACUIBA,atencion odontologica,otras acciones,2010-05-01,79,120,79,120,199
YAMPARAEZ,atencion odontologica,otras acciones,2010-05-01,4,9,4,9,13
YANACACHI,atencion odontologica,otras acciones,2010-05-01,20,16,20,16,36
YAPACANI,atencion odontologica,otras acciones,2010-05-01,2,4,2,4,6
YOCALLA,atencion odontologica,otras acciones,2010-05-01,12,26,12,26,38
YOTALA,atencion odontologica,otras acciones,2010-05-01,18,46,18,46,64
YUNCHARA,atencion odontologica,otras acciones,2010-05-01,6,0,6,0,6
ZUDAÑEZ,atencion odontologica,otras acciones,2010-05-01,16,19,16,19,35
ACHACACHI,atencion odontologica,otras acciones,2010-06-01,15,24,15,24,39
ACHOCALLA,atencion odontologica,otras acciones,2010-06-01,5,10,5,10,15
ALCALA,atencion odontologica,otras acciones,2010-06-01,21,36,21,36,57
ALTO BENI,atencion odontologica,otras acciones,2010-06-01,0,10,0,10,10
ANCORAIMES,atencion odontologica,otras acciones,2010-06-01,4,15,4,15,19
ANDAMARCA,atencion odontologica,otras acciones,2010-06-01,12,4,12,4,16
ANTEQUERA,atencion odontologica,otras acciones,2010-06-01,31,28,31,28,59
ANZALDO,atencion odontologica,otras acciones,2010-06-01,9,1,9,1,10
APOLO,atencion odontologica,otras acciones,2010-06-01,20,54,20,54,74
ARAMPAMPA,atencion odontologica,otras acciones,2010-06-01,0,10,0,10,10
ARANI,atencion odontologica,otras acciones,2010-06-01,0,71,0,71,71
ATOCHA,atencion odontologica,otras acciones,2010-06-01,145,208,145,208,353
AYATA,atencion odontologica,otras acciones,2010-06-01,0,2,0,2,2
AYO AYO,atencion odontologica,otras acciones,2010-06-01,13,21,13,21,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2010-06-01,30,63,30,63,93
AZURDUY,atencion odontologica,otras acciones,2010-06-01,5,14,5,14,19
BATALLAS,atencion odontologica,otras acciones,2010-06-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica,otras acciones,2010-06-01,1,2,1,2,3
BELLA FLOR,atencion odontologica,otras acciones,2010-06-01,0,14,0,14,14
BERMEJO,atencion odontologica,otras acciones,2010-06-01,25,41,25,41,66
BETANZOS,atencion odontologica,otras acciones,2010-06-01,8,9,8,9,17
BOLIVAR,atencion odontologica,otras acciones,2010-06-01,2,3,2,3,5
BOLPEBRA,atencion odontologica,otras acciones,2010-06-01,9,11,9,11,20
BUENA VISTA,atencion odontologica,otras acciones,2010-06-01,20,10,20,10,30
CABEZAS,atencion odontologica,otras acciones,2010-06-01,5,15,5,15,20
CAIROMA,atencion odontologica,otras acciones,2010-06-01,23,25,23,25,48
"CAIZA ""D""",atencion odontologica,otras acciones,2010-06-01,46,40,46,40,86
CAJUATA,atencion odontologica,otras acciones,2010-06-01,6,9,6,9,15
CALACOTO,atencion odontologica,otras acciones,2010-06-01,4,2,4,2,6
CALAMARCA,atencion odontologica,otras acciones,2010-06-01,13,20,13,20,33
CAMARGO,atencion odontologica,otras acciones,2010-06-01,83,161,83,161,244
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2010-06-01,49,49,49,49,98
CAMIRI,atencion odontologica,otras acciones,2010-06-01,104,145,104,145,249
CAPINOTA,atencion odontologica,otras acciones,2010-06-01,36,48,36,48,84
CAQUIAVIRI,atencion odontologica,otras acciones,2010-06-01,9,29,9,29,38
CARACOLLO,atencion odontologica,otras acciones,2010-06-01,49,83,49,83,132
CARANAVI,atencion odontologica,otras acciones,2010-06-01,109,160,109,160,269
CARAPARI,atencion odontologica,otras acciones,2010-06-01,2,1,2,1,3
CARIPUYO,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2010-06-01,17,25,17,25,42
CATACORA,atencion odontologica,otras acciones,2010-06-01,3,5,3,5,8
CHALLAPATA,atencion odontologica,otras acciones,2010-06-01,54,109,54,109,163
CHAQUI,atencion odontologica,otras acciones,2010-06-01,5,2,5,2,7
CHARAGUA,atencion odontologica,otras acciones,2010-06-01,3,6,3,6,9
CHAYANTA,atencion odontologica,otras acciones,2010-06-01,90,118,90,118,208
CHIMORE,atencion odontologica,otras acciones,2010-06-01,46,46,46,46,92
CHIPAYA,atencion odontologica,otras acciones,2010-06-01,9,15,9,15,24
CHOQUE COTA,atencion odontologica,otras acciones,2010-06-01,1,8,1,8,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-06-01,8,22,8,22,30
CHUMA,atencion odontologica,otras acciones,2010-06-01,21,25,21,25,46
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2010-06-01,10,8,10,8,18
CKOCHAS,atencion odontologica,otras acciones,2010-06-01,10,11,10,11,21
CLIZA,atencion odontologica,otras acciones,2010-06-01,42,69,42,69,111
COBIJA,atencion odontologica,otras acciones,2010-06-01,51,82,51,82,133
COCAPATA,atencion odontologica,otras acciones,2010-06-01,3,2,3,2,5
COCHABAMBA,atencion odontologica,otras acciones,2010-06-01,2615,3182,2615,3182,5797
COIPASA,atencion odontologica,otras acciones,2010-06-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,otras acciones,2010-06-01,122,124,122,124,246
"COLCHA ""K""",atencion odontologica,otras acciones,2010-06-01,6,7,6,7,13
COLOMI,atencion odontologica,otras acciones,2010-06-01,1,44,1,44,45
COLPA BELGICA,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
COLQUECHACA,atencion odontologica,otras acciones,2010-06-01,16,32,16,32,48
COLQUENCHA,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
COLQUIRI,atencion odontologica,otras acciones,2010-06-01,36,45,36,45,81
COMANCHE,atencion odontologica,otras acciones,2010-06-01,39,12,39,12,51
COMARAPA,atencion odontologica,otras acciones,2010-06-01,37,84,37,84,121
COPACABANA,atencion odontologica,otras acciones,2010-06-01,4,13,4,13,17
CORIPATA,atencion odontologica,otras acciones,2010-06-01,38,33,38,33,71
CORQUE,atencion odontologica,otras acciones,2010-06-01,100,97,100,97,197
COTAGAITA,atencion odontologica,otras acciones,2010-06-01,148,129,148,129,277
CUATRO CAÑADAS,atencion odontologica,otras acciones,2010-06-01,22,50,22,50,72
CULPINA,atencion odontologica,otras acciones,2010-06-01,31,55,31,55,86
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-06-01,13,31,13,31,44
CURVA,atencion odontologica,otras acciones,2010-06-01,1,10,1,10,11
EL ALTO,atencion odontologica,otras acciones,2010-06-01,1121,1858,1121,1858,2979
EL CHORO,atencion odontologica,otras acciones,2010-06-01,7,16,7,16,23
EL PUENTE(STC),atencion odontologica,otras acciones,2010-06-01,17,25,17,25,42
EL PUENTE(TJA),atencion odontologica,otras acciones,2010-06-01,11,23,11,23,34
EL TORNO,atencion odontologica,otras acciones,2010-06-01,3,2,3,2,5
EL VILLAR,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-06-01,29,59,29,59,88
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-06-01,10,17,10,17,27
ESCOMA,atencion odontologica,otras acciones,2010-06-01,1,4,1,4,5
EUCALIPTUS,atencion odontologica,otras acciones,2010-06-01,20,0,20,0,20
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-06-01,30,20,30,20,50
FILADELFIA,atencion odontologica,otras acciones,2010-06-01,6,4,6,4,10
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-06-01,12,16,12,16,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-06-01,30,41,30,41,71
GUAQUI,atencion odontologica,otras acciones,2010-06-01,27,30,27,30,57
GUAYARAMERIN,atencion odontologica,otras acciones,2010-06-01,30,51,30,51,81
GUTIERREZ,atencion odontologica,otras acciones,2010-06-01,45,51,45,51,96
HUACARETA,atencion odontologica,otras acciones,2010-06-01,36,37,36,37,73
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2010-06-01,3,10,3,10,13
HUACHACALLA,atencion odontologica,otras acciones,2010-06-01,8,16,8,16,24
HUANUNI,atencion odontologica,otras acciones,2010-06-01,13,45,13,45,58
HUARINA,atencion odontologica,otras acciones,2010-06-01,6,9,6,9,15
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-06-01,13,15,13,15,28
ICLA,atencion odontologica,otras acciones,2010-06-01,7,16,7,16,23
INCAHUASI,atencion odontologica,otras acciones,2010-06-01,0,1,0,1,1
INQUISIVI,atencion odontologica,otras acciones,2010-06-01,3,5,3,5,8
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-06-01,31,50,31,50,81
IXIAMAS,atencion odontologica,otras acciones,2010-06-01,5,15,5,15,20
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-06-01,26,18,26,18,44
LA ASUNTA,atencion odontologica,otras acciones,2010-06-01,0,3,0,3,3
LA GUARDIA,atencion odontologica,otras acciones,2010-06-01,2,5,2,5,7
LA PAZ,atencion odontologica,otras acciones,2010-06-01,2352,3165,2352,3165,5517
LAJA,atencion odontologica,otras acciones,2010-06-01,2,3,2,3,5
LAS CARRERAS,atencion odontologica,otras acciones,2010-06-01,4,14,4,14,18
LICOMA PAMPA,atencion odontologica,otras acciones,2010-06-01,3,2,3,2,5
LLALLAGUA,atencion odontologica,otras acciones,2010-06-01,95,260,95,260,355
LLICA,atencion odontologica,otras acciones,2010-06-01,46,46,46,46,92
LURIBAY,atencion odontologica,otras acciones,2010-06-01,8,5,8,5,13
MACHACAMARCA,atencion odontologica,otras acciones,2010-06-01,14,21,14,21,35
MACHARETI,atencion odontologica,otras acciones,2010-06-01,7,22,7,22,29
MAGDALENA,atencion odontologica,otras acciones,2010-06-01,5,0,5,0,5
MAIRANA,atencion odontologica,otras acciones,2010-06-01,32,73,32,73,105
MECAPACA,atencion odontologica,otras acciones,2010-06-01,4,1,4,1,5
MINEROS,atencion odontologica,otras acciones,2010-06-01,55,193,55,193,248
MOCOMOCO,atencion odontologica,otras acciones,2010-06-01,4,8,4,8,12
MOJOCOYA,atencion odontologica,otras acciones,2010-06-01,16,18,16,18,34
MONTEAGUDO,atencion odontologica,otras acciones,2010-06-01,41,82,41,82,123
MONTERO,atencion odontologica,otras acciones,2010-06-01,28,100,28,100,128
MOROCHATA,atencion odontologica,otras acciones,2010-06-01,0,1,0,1,1
OCURI,atencion odontologica,otras acciones,2010-06-01,6,11,6,11,17
OMEREQUE,atencion odontologica,otras acciones,2010-06-01,10,13,10,13,23
ORURO,atencion odontologica,otras acciones,2010-06-01,927,1645,927,1645,2572
PADCAYA,atencion odontologica,otras acciones,2010-06-01,35,41,35,41,76
PADILLA,atencion odontologica,otras acciones,2010-06-01,10,16,10,16,26
PAILON,atencion odontologica,otras acciones,2010-06-01,25,21,25,21,46
PALOS BLANCOS,atencion odontologica,otras acciones,2010-06-01,1,10,1,10,11
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-06-01,1,5,1,5,6
PAMPA GRANDE,atencion odontologica,otras acciones,2010-06-01,1,27,1,27,28
PATACAMAYA,atencion odontologica,otras acciones,2010-06-01,10,30,10,30,40
PAZÑA,atencion odontologica,otras acciones,2010-06-01,30,28,30,28,58
PELECHUCO,atencion odontologica,otras acciones,2010-06-01,2,7,2,7,9
POCOATA,atencion odontologica,otras acciones,2010-06-01,7,4,7,4,11
POCONA,atencion odontologica,otras acciones,2010-06-01,13,15,13,15,28
POJO (CBBA),atencion odontologica,otras acciones,2010-06-01,9,22,9,22,31
POOPO,atencion odontologica,otras acciones,2010-06-01,38,34,38,34,72
PORCO,atencion odontologica,otras acciones,2010-06-01,24,54,24,54,78
POROMA,atencion odontologica,otras acciones,2010-06-01,0,1,0,1,1
PORONGO,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
PORVENIR,atencion odontologica,otras acciones,2010-06-01,51,82,51,82,133
POTOSI,atencion odontologica,otras acciones,2010-06-01,382,367,382,367,749
PRESTO,atencion odontologica,otras acciones,2010-06-01,1,1,1,1,2
PUCARA,atencion odontologica,otras acciones,2010-06-01,8,14,8,14,22
PUCARANI,atencion odontologica,otras acciones,2010-06-01,9,15,9,15,24
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-06-01,2,1,2,1,3
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-06-01,4,9,4,9,13
PUERTO PEREZ,atencion odontologica,otras acciones,2010-06-01,4,10,4,10,14
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-06-01,11,52,11,52,63
PUERTO RICO,atencion odontologica,otras acciones,2010-06-01,16,10,16,10,26
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-06-01,7,34,7,34,41
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-06-01,214,198,214,198,412
PUNA,atencion odontologica,otras acciones,2010-06-01,38,50,38,50,88
PUNATA,atencion odontologica,otras acciones,2010-06-01,39,92,39,92,131
QUIABAYA,atencion odontologica,otras acciones,2010-06-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,otras acciones,2010-06-01,172,189,172,189,361
QUIME,atencion odontologica,otras acciones,2010-06-01,6,6,6,6,12
QUIRUSILLAS,atencion odontologica,otras acciones,2010-06-01,3,3,3,3,6
REYES,atencion odontologica,otras acciones,2010-06-01,23,19,23,19,42
RIBERALTA,atencion odontologica,otras acciones,2010-06-01,0,11,0,11,11
ROBORE,atencion odontologica,otras acciones,2010-06-01,21,19,21,19,40
RURRENABAQUE,atencion odontologica,otras acciones,2010-06-01,0,17,0,17,17
SABAYA,atencion odontologica,otras acciones,2010-06-01,18,43,18,43,61
SACABA,atencion odontologica,otras acciones,2010-06-01,365,489,365,489,854
SACABAMBA,atencion odontologica,otras acciones,2010-06-01,1,0,1,0,1
SACACA,atencion odontologica,otras acciones,2010-06-01,479,482,479,482,961
SAIPINA,atencion odontologica,otras acciones,2010-06-01,29,62,29,62,91
