,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,17,18,17,35
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,54,52,54,52,106
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,7,16,7,16,23
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,26,36,26,36,62
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,23,60,23,60,83
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,6,10,6,10,16
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,7,25,7,25,32
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,39,18,39,57
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,163,197,163,197,360
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,87,114,87,114,201
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,88,168,88,168,256
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,10,15,10,15,25
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,57,160,57,160,217
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,5012,6812,5012,6812,11824
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,17,63,17,63,80
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,196,166,196,166,362
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,26,31,26,31,57
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,93,127,93,127,220
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,101,119,101,119,220
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,29,48,29,48,77
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,0,3,0,3,3
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,16,20,16,20,36
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,54,84,54,84,138
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,28,34,28,34,62
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,49,42,49,42,91
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,32,68,32,68,100
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,53,27,53,80
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,25,44,25,44,69
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,124,60,124,60,184
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,253,40,253,40,293
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,22,18,22,18,40
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,125,142,125,142,267
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,36,53,36,53,89
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,292,306,292,306,598
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,347,377,347,377,724
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,14,13,14,13,27
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,80,82,80,82,162
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,42,27,42,69
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,24,69,24,69,93
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,16,29,16,29,45
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,1583,2104,1583,2104,3687
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,127,162,127,162,289
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,80,177,80,177,257
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,46,114,46,114,160
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,33,51,33,51,84
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,38,63,38,63,101
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,45,27,45,72
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,21,34,21,34,55
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,38,46,38,46,84
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,1,4,1,4,5
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,40,121,40,121,161
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,47,72,47,72,119
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,17,30,17,30,47
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,47,66,47,66,113
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,86,113,86,113,199
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,51,27,51,78
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,103,128,103,128,231
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,20,41,20,41,61
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,30,22,30,22,52
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,22,18,22,40
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,211,278,211,278,489
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,109,98,109,98,207
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,23,34,23,34,57
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,254,590,254,590,844
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,20,25,20,25,45
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,4,41,4,41,45
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,116,168,116,168,284
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,14,26,14,26,40
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,119,119,119,119,238
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,175,193,175,193,368
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,8,5,8,5,13
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,49,14,49,14,63
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,70,36,70,36,106
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,53,117,53,117,170
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,91,116,91,116,207
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,173,262,173,262,435
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,104,169,104,169,273
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,133,363,133,363,496
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,51,58,51,58,109
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,33,24,33,24,57
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,10,15,10,15,25
REYES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,26,46,26,46,72
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,207,526,207,526,733
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,47,61,47,61,108
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,48,80,48,80,128
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,24,47,24,47,71
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,1121,1907,1121,1907,3028
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,1,6,1,6,7
SACACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,429,421,429,421,850
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,19,36,19,36,55
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,42,40,42,40,82
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,54,72,54,72,126
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,13,11,13,11,24
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,43,58,43,58,101
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,144,187,144,187,331
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,396,312,396,312,708
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,552,596,552,596,1148
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,42,50,42,50,92
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,66,75,66,75,141
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,122,186,122,186,308
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,81,154,81,154,235
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,29,38,29,38,67
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,6,28,6,28,34
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,69,0,69,0,69
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,59,86,59,86,145
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,115,127,115,127,242
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,124,27,124,151
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,0,8,0,8,8
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,332,475,332,475,807
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,129,234,129,234,363
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,73,18,73,91
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,41,53,41,53,94
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,10,21,10,21,31
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,36,36,36,36,72
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,12,7,12,7,19
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,37,44,37,44,81
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,16,52,16,52,68
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,44,86,44,86,130
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,32,80,32,80,112
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,48,86,48,86,134
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,2619,4309,2619,4309,6928
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,67,82,67,82,149
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,473,522,473,522,995
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,40,25,40,25,65
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,127,178,127,178,305
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,81,84,81,84,165
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,4,14,4,14,18
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,60,81,60,81,141
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,42,18,42,18,60
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,28,36,28,36,64
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,147,199,147,199,346
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,25,17,25,17,42
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,32,73,32,73,105
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,376,224,376,224,600
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,102,196,102,196,298
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,284,328,284,328,612
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,63,63,63,63,126
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,72,85,72,85,157
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,2200,3098,2200,3098,5298
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,107,106,107,106,213
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,19,60,19,60,79
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,8,10,8,10,18
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,35,62,35,62,97
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,585,684,585,684,1269
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,42,18,42,60
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,27,28,27,28,55
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,1916,3446,1916,3446,5362
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,61,123,61,123,184
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,81,121,81,121,202
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,23,42,23,42,65
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,9,2,9,2,11
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,189,244,189,244,433
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,56,71,56,71,127
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,28,10,28,10,38
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,16,27,16,27,43
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,38,18,38,56
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,71,66,71,66,137
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,33,52,33,52,85
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,205,357,205,357,562
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,95,80,95,80,175
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,0,233,0,233,233
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,6,6,6,6,12
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,14,31,14,31,45
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,589,692,589,692,1281
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,197,247,197,247,444
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,40,50,40,50,90
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,5,10,5,10,15
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,21,67,21,67,88
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,235,439,235,439,674
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,9,22,9,22,31
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,10,42,10,42,52
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,25,85,25,85,110
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,75,109,75,109,184
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,29,156,29,156,185
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,8,10,8,10,18
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,2,6,2,6,8
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,385,665,385,665,1050
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,86,128,86,128,214
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,21,13,21,13,34
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,909,830,909,830,1739
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,232,456,232,456,688
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,81,75,81,75,156
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,119,184,119,184,303
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,23,27,23,27,50
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,24,44,24,44,68
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,7,13,7,13,20
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,147,277,147,277,424
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,40,59,40,59,99
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,563,989,563,989,1552
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,7,30,7,30,37
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,26,29,26,29,55
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,70,82,70,82,152
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,25,53,25,53,78
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,18,23,18,23,41
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,31,45,31,45,76
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-05-01,51,54,51,54,105
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,21,46,21,46,67
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,131,156,131,156,287
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,105,123,105,123,228
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,37,25,37,25,62
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,2,3,2,3,5
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,27,66,27,66,93
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,50,28,50,28,78
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,20,43,20,43,63
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,27,17,27,17,44
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,65,75,65,75,140
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,32,62,32,62,94
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,68,183,68,183,251
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,26,24,26,24,50
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,0,63,0,63,63
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,5,9,5,9,14
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,120,200,120,200,320
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,10,30,10,30,40
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,419,393,419,393,812
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,103,125,103,125,228
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,15,34,15,34,49
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,104,185,104,185,289
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,159,186,159,186,345
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,42,73,42,73,115
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,1,4,1,4,5
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-06-01,9,11,9,11,20
