,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
LA ASUNTA,atencion odontologica,endodoncias,2010-05-01,1,1,1,1,2
LA GUARDIA,atencion odontologica,endodoncias,2010-05-01,11,17,11,17,28
LA PAZ,atencion odontologica,endodoncias,2010-05-01,877,987,877,987,1864
LAGUNILLAS,atencion odontologica,endodoncias,2010-05-01,0,5,0,5,5
LAJA,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
LAS CARRERAS,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
LICOMA PAMPA,atencion odontologica,endodoncias,2010-05-01,2,4,2,4,6
LLALLAGUA,atencion odontologica,endodoncias,2010-05-01,12,20,12,20,32
LORETO,atencion odontologica,endodoncias,2010-05-01,33,3,33,3,36
MACHACAMARCA,atencion odontologica,endodoncias,2010-05-01,9,12,9,12,21
MACHARETI,atencion odontologica,endodoncias,2010-05-01,0,2,0,2,2
MAGDALENA,atencion odontologica,endodoncias,2010-05-01,1,0,1,0,1
MAPIRI,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
MECAPACA,atencion odontologica,endodoncias,2010-05-01,11,7,11,7,18
MINEROS,atencion odontologica,endodoncias,2010-05-01,6,10,6,10,16
MIZQUE,atencion odontologica,endodoncias,2010-05-01,3,16,3,16,19
MOJOCOYA,atencion odontologica,endodoncias,2010-05-01,10,6,10,6,16
MONTEAGUDO,atencion odontologica,endodoncias,2010-05-01,8,30,8,30,38
MONTERO,atencion odontologica,endodoncias,2010-05-01,45,53,45,53,98
MOROCHATA,atencion odontologica,endodoncias,2010-05-01,1,0,1,0,1
OCURI,atencion odontologica,endodoncias,2010-05-01,0,5,0,5,5
OKINAWA,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
OMEREQUE,atencion odontologica,endodoncias,2010-05-01,3,4,3,4,7
ORURO,atencion odontologica,endodoncias,2010-05-01,334,382,334,382,716
PADCAYA,atencion odontologica,endodoncias,2010-05-01,10,24,10,24,34
PADILLA,atencion odontologica,endodoncias,2010-05-01,2,2,2,2,4
PAILON,atencion odontologica,endodoncias,2010-05-01,10,14,10,14,24
PALCA,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
PALOS BLANCOS,atencion odontologica,endodoncias,2010-05-01,9,8,9,8,17
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-05-01,3,3,3,3,6
PAMPA GRANDE,atencion odontologica,endodoncias,2010-05-01,0,4,0,4,4
PASORAPA,atencion odontologica,endodoncias,2010-05-01,3,3,3,3,6
PATACAMAYA,atencion odontologica,endodoncias,2010-05-01,3,17,3,17,20
PAZÑA,atencion odontologica,endodoncias,2010-05-01,7,6,7,6,13
PELECHUCO,atencion odontologica,endodoncias,2010-05-01,1,0,1,0,1
POCOATA,atencion odontologica,endodoncias,2010-05-01,0,3,0,3,3
POCONA,atencion odontologica,endodoncias,2010-05-01,3,8,3,8,11
POJO (CBBA),atencion odontologica,endodoncias,2010-05-01,9,12,9,12,21
POOPO,atencion odontologica,endodoncias,2010-05-01,2,6,2,6,8
PORCO,atencion odontologica,endodoncias,2010-05-01,3,6,3,6,9
POROMA,atencion odontologica,endodoncias,2010-05-01,2,4,2,4,6
PORTACHUELO,atencion odontologica,endodoncias,2010-05-01,6,19,6,19,25
PORVENIR,atencion odontologica,endodoncias,2010-05-01,0,4,0,4,4
POTOSI,atencion odontologica,endodoncias,2010-05-01,162,142,162,142,304
PUCARA,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
PUCARANI,atencion odontologica,endodoncias,2010-05-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-05-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-05-01,2,12,2,12,14
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-05-01,40,69,40,69,109
PUNA,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
PUNATA,atencion odontologica,endodoncias,2010-05-01,13,34,13,34,47
QUILLACOLLO,atencion odontologica,endodoncias,2010-05-01,42,58,42,58,100
QUIME,atencion odontologica,endodoncias,2010-05-01,3,2,3,2,5
QUIRUSILLAS,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
RAVELO,atencion odontologica,endodoncias,2010-05-01,1,5,1,5,6
REYES,atencion odontologica,endodoncias,2010-05-01,2,13,2,13,15
RIBERALTA,atencion odontologica,endodoncias,2010-05-01,32,23,32,23,55
ROBORE,atencion odontologica,endodoncias,2010-05-01,2,0,2,0,2
SABAYA,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
SACABA,atencion odontologica,endodoncias,2010-05-01,53,84,53,84,137
SAIPINA,atencion odontologica,endodoncias,2010-05-01,2,7,2,7,9
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-05-01,4,8,4,8,12
SAMAIPATA,atencion odontologica,endodoncias,2010-05-01,0,3,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-05-01,5,8,5,8,13
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-05-01,12,0,12,0,12
SAN BENITO,atencion odontologica,endodoncias,2010-05-01,18,17,18,17,35
SAN BORJA,atencion odontologica,endodoncias,2010-05-01,6,8,6,8,14
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-05-01,1,3,1,3,4
SAN CARLOS,atencion odontologica,endodoncias,2010-05-01,11,21,11,21,32
SAN IGNACIO,atencion odontologica,endodoncias,2010-05-01,6,12,6,12,18
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-05-01,26,18,26,18,44
SAN JAVIER(BNI),atencion odontologica,endodoncias,2010-05-01,15,19,15,19,34
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2010-05-01,6,12,6,12,18
SAN JULIAN,atencion odontologica,endodoncias,2010-05-01,0,13,0,13,13
SAN LORENZO(PND),atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-05-01,31,69,31,69,100
SAN LUCAS,atencion odontologica,endodoncias,2010-05-01,7,2,7,2,9
SAN MATIAS,atencion odontologica,endodoncias,2010-05-01,3,5,3,5,8
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-05-01,4,5,4,5,9
SAN PEDRO,atencion odontologica,endodoncias,2010-05-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
SAN RAFAEL,atencion odontologica,endodoncias,2010-05-01,2,3,2,3,5
SAN RAMON BENI,atencion odontologica,endodoncias,2010-05-01,9,10,9,10,19
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-05-01,4,2,4,2,6
SANTA ANA,atencion odontologica,endodoncias,2010-05-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-05-01,455,498,455,498,953
SANTA ROSA,atencion odontologica,endodoncias,2010-05-01,4,1,4,1,5
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-05-01,3,5,3,5,8
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-05-01,16,12,16,12,28
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2010-05-01,1,4,1,4,5
SANTIVAÑES,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
SAPAHAQUI,atencion odontologica,endodoncias,2010-05-01,1,2,1,2,3
SENA,atencion odontologica,endodoncias,2010-05-01,4,2,4,2,6
SHINAOTA,atencion odontologica,endodoncias,2010-05-01,3,7,3,7,10
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2010-05-01,2,0,2,0,2
SIPE SIPE,atencion odontologica,endodoncias,2010-05-01,35,39,35,39,74
SOPACHUY,atencion odontologica,endodoncias,2010-05-01,1,8,1,8,9
SORACACHI,atencion odontologica,endodoncias,2010-05-01,0,3,0,3,3
SORATA,atencion odontologica,endodoncias,2010-05-01,19,28,19,28,47
SUCRE,atencion odontologica,endodoncias,2010-05-01,327,535,327,535,862
TACACOMA,atencion odontologica,endodoncias,2010-05-01,1,1,1,1,2
TAHUA,atencion odontologica,endodoncias,2010-05-01,3,0,3,0,3
TAPACARI,atencion odontologica,endodoncias,2010-05-01,2,5,2,5,7
TARABUCO,atencion odontologica,endodoncias,2010-05-01,5,11,5,11,16
TARATA,atencion odontologica,endodoncias,2010-05-01,4,1,4,1,5
TARIJA,atencion odontologica,endodoncias,2010-05-01,397,502,397,502,899
TARVITA,atencion odontologica,endodoncias,2010-05-01,0,9,0,9,9
TIAWANACU,atencion odontologica,endodoncias,2010-05-01,1,0,1,0,1
TIQUIPAYA,atencion odontologica,endodoncias,2010-05-01,34,44,34,44,78
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-05-01,9,5,9,5,14
TOCO,atencion odontologica,endodoncias,2010-05-01,3,2,3,2,5
TOLATA,atencion odontologica,endodoncias,2010-05-01,6,10,6,10,16
TOLEDO,atencion odontologica,endodoncias,2010-05-01,0,1,0,1,1
TOMINA,atencion odontologica,endodoncias,2010-05-01,2,3,2,3,5
TORO TORO,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
TOTORA(CBBA),atencion odontologica,endodoncias,2010-05-01,0,18,0,18,18
TRINIDAD,atencion odontologica,endodoncias,2010-05-01,112,118,112,118,230
TUPIZA,atencion odontologica,endodoncias,2010-05-01,67,88,67,88,155
TURCO,atencion odontologica,endodoncias,2010-05-01,6,0,6,0,6
UNCIA,atencion odontologica,endodoncias,2010-05-01,4,16,4,16,20
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2010-05-01,14,27,14,27,41
UYUNI,atencion odontologica,endodoncias,2010-05-01,8,7,8,7,15
VACAS,atencion odontologica,endodoncias,2010-05-01,6,17,6,17,23
VALLEGRANDE,atencion odontologica,endodoncias,2010-05-01,18,33,18,33,51
VIACHA,atencion odontologica,endodoncias,2010-05-01,15,30,15,30,45
VILA VILA,atencion odontologica,endodoncias,2010-05-01,2,1,2,1,3
VILLA CHARCAS,atencion odontologica,endodoncias,2010-05-01,2,6,2,6,8
VILLA MONTES,atencion odontologica,endodoncias,2010-05-01,36,58,36,58,94
VILLA RIVERO,atencion odontologica,endodoncias,2010-05-01,3,4,3,4,7
VILLA TUNARI,atencion odontologica,endodoncias,2010-05-01,26,64,26,64,90
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2010-05-01,1,4,1,4,5
VILLAZON,atencion odontologica,endodoncias,2010-05-01,15,25,15,25,40
VINTO,atencion odontologica,endodoncias,2010-05-01,2,0,2,0,2
VITICHI,atencion odontologica,endodoncias,2010-05-01,1,4,1,4,5
WARNES,atencion odontologica,endodoncias,2010-05-01,3,3,3,3,6
YACUIBA,atencion odontologica,endodoncias,2010-05-01,39,85,39,85,124
YAMPARAEZ,atencion odontologica,endodoncias,2010-05-01,2,2,2,2,4
YANACACHI,atencion odontologica,endodoncias,2010-05-01,1,4,1,4,5
YAPACANI,atencion odontologica,endodoncias,2010-05-01,3,7,3,7,10
YOTALA,atencion odontologica,endodoncias,2010-05-01,3,8,3,8,11
YUNCHARA,atencion odontologica,endodoncias,2010-05-01,11,6,11,6,17
ZUDAÑEZ,atencion odontologica,endodoncias,2010-05-01,1,1,1,1,2
ACACIO,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
ACHACACHI,atencion odontologica,endodoncias,2010-06-01,14,17,14,17,31
ACHOCALLA,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
AIQUILE,atencion odontologica,endodoncias,2010-06-01,13,22,13,22,35
ALCALA,atencion odontologica,endodoncias,2010-06-01,5,8,5,8,13
ALTO BENI,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,endodoncias,2010-06-01,3,4,3,4,7
ANZALDO,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
ARAMPAMPA,atencion odontologica,endodoncias,2010-06-01,0,6,0,6,6
ARANI,atencion odontologica,endodoncias,2010-06-01,0,26,0,26,26
ARBIETO,atencion odontologica,endodoncias,2010-06-01,2,8,2,8,10
ARQUE,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2010-06-01,5,0,5,0,5
ATOCHA,atencion odontologica,endodoncias,2010-06-01,19,34,19,34,53
AYATA,atencion odontologica,endodoncias,2010-06-01,2,0,2,0,2
AYO AYO,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2010-06-01,21,23,21,23,44
AZURDUY,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
BERMEJO,atencion odontologica,endodoncias,2010-06-01,55,47,55,47,102
BETANZOS,atencion odontologica,endodoncias,2010-06-01,9,14,9,14,23
BOLIVAR,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
BOYUIBE,atencion odontologica,endodoncias,2010-06-01,1,4,1,4,5
BUENA VISTA,atencion odontologica,endodoncias,2010-06-01,8,2,8,2,10
CABEZAS,atencion odontologica,endodoncias,2010-06-01,3,0,3,0,3
"CAIZA ""D""",atencion odontologica,endodoncias,2010-06-01,1,4,1,4,5
CAJUATA,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
CALAMARCA,atencion odontologica,endodoncias,2010-06-01,7,6,7,6,13
CAMARGO,atencion odontologica,endodoncias,2010-06-01,19,46,19,46,65
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-06-01,9,9,9,9,18
CAMIRI,atencion odontologica,endodoncias,2010-06-01,40,49,40,49,89
CAPINOTA,atencion odontologica,endodoncias,2010-06-01,9,35,9,35,44
CARACOLLO,atencion odontologica,endodoncias,2010-06-01,6,3,6,3,9
CARANAVI,atencion odontologica,endodoncias,2010-06-01,1,4,1,4,5
CARAPARI,atencion odontologica,endodoncias,2010-06-01,15,30,15,30,45
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
CATACORA,atencion odontologica,endodoncias,2010-06-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,endodoncias,2010-06-01,8,10,8,10,18
CHARAGUA,atencion odontologica,endodoncias,2010-06-01,7,3,7,3,10
CHAYANTA,atencion odontologica,endodoncias,2010-06-01,6,5,6,5,11
CHIMORE,atencion odontologica,endodoncias,2010-06-01,9,19,9,19,28
CHOQUE COTA,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-06-01,7,19,7,19,26
CHUMA,atencion odontologica,endodoncias,2010-06-01,8,11,8,11,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-06-01,2,2,2,2,4
CLIZA,atencion odontologica,endodoncias,2010-06-01,21,32,21,32,53
COBIJA,atencion odontologica,endodoncias,2010-06-01,36,49,36,49,85
COCHABAMBA,atencion odontologica,endodoncias,2010-06-01,619,730,619,730,1349
COLCAPIRHUA,atencion odontologica,endodoncias,2010-06-01,25,49,25,49,74
"COLCHA ""K""",atencion odontologica,endodoncias,2010-06-01,10,8,10,8,18
COLOMI,atencion odontologica,endodoncias,2010-06-01,0,8,0,8,8
COLPA BELGICA,atencion odontologica,endodoncias,2010-06-01,2,4,2,4,6
COLQUECHACA,atencion odontologica,endodoncias,2010-06-01,1,5,1,5,6
COLQUENCHA,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
COLQUIRI,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
COMANCHE,atencion odontologica,endodoncias,2010-06-01,8,0,8,0,8
COMARAPA,atencion odontologica,endodoncias,2010-06-01,6,19,6,19,25
CONCEPCION,atencion odontologica,endodoncias,2010-06-01,3,4,3,4,7
COPACABANA,atencion odontologica,endodoncias,2010-06-01,5,1,5,1,6
CORIPATA,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
COROICO,atencion odontologica,endodoncias,2010-06-01,27,28,27,28,55
CORQUE,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
COTAGAITA,atencion odontologica,endodoncias,2010-06-01,23,12,23,12,35
COTOCA,atencion odontologica,endodoncias,2010-06-01,3,2,3,2,5
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-06-01,4,7,4,7,11
CUEVO,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
CULPINA,atencion odontologica,endodoncias,2010-06-01,4,15,4,15,19
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-06-01,2,5,2,5,7
EL ALTO,atencion odontologica,endodoncias,2010-06-01,570,722,570,722,1292
EL PUENTE(STC),atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-06-01,7,24,7,24,31
EL TORNO,atencion odontologica,endodoncias,2010-06-01,18,49,18,49,67
EL VILLAR,atencion odontologica,endodoncias,2010-06-01,1,12,1,12,13
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-06-01,5,12,5,12,17
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-06-01,5,4,5,4,9
ESCOMA,atencion odontologica,endodoncias,2010-06-01,3,6,3,6,9
EUCALIPTUS,atencion odontologica,endodoncias,2010-06-01,5,2,5,2,7
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-06-01,3,8,3,8,11
FILADELFIA,atencion odontologica,endodoncias,2010-06-01,2,0,2,0,2
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
GUANAY,atencion odontologica,endodoncias,2010-06-01,14,20,14,20,34
GUAQUI,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,endodoncias,2010-06-01,11,28,11,28,39
GUTIERREZ,atencion odontologica,endodoncias,2010-06-01,16,24,16,24,40
HUACARETA,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
HUACHACALLA,atencion odontologica,endodoncias,2010-06-01,3,2,3,2,5
HUANUNI,atencion odontologica,endodoncias,2010-06-01,0,7,0,7,7
HUARACAJE,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
HUARINA,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
ICLA,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
INCAHUASI,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
INQUISIVI,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-06-01,1,3,1,3,4
IXIAMAS,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-06-01,5,16,5,16,21
LA ASUNTA,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
LA GUARDIA,atencion odontologica,endodoncias,2010-06-01,16,27,16,27,43
LA PAZ,atencion odontologica,endodoncias,2010-06-01,661,886,661,886,1547
LA RIVERA,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
LAJA,atencion odontologica,endodoncias,2010-06-01,2,7,2,7,9
LICOMA PAMPA,atencion odontologica,endodoncias,2010-06-01,1,3,1,3,4
LLALLAGUA,atencion odontologica,endodoncias,2010-06-01,23,19,23,19,42
LORETO,atencion odontologica,endodoncias,2010-06-01,3,3,3,3,6
MACHACAMARCA,atencion odontologica,endodoncias,2010-06-01,1,1,1,1,2
MACHARETI,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
MAGDALENA,atencion odontologica,endodoncias,2010-06-01,7,2,7,2,9
MAIRANA,atencion odontologica,endodoncias,2010-06-01,0,6,0,6,6
MAPIRI,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
MECAPACA,atencion odontologica,endodoncias,2010-06-01,3,2,3,2,5
MINEROS,atencion odontologica,endodoncias,2010-06-01,5,45,5,45,50
MIZQUE,atencion odontologica,endodoncias,2010-06-01,3,9,3,9,12
MOJOCOYA,atencion odontologica,endodoncias,2010-06-01,6,2,6,2,8
MONTEAGUDO,atencion odontologica,endodoncias,2010-06-01,11,29,11,29,40
MONTERO,atencion odontologica,endodoncias,2010-06-01,37,26,37,26,63
MOROCHATA,atencion odontologica,endodoncias,2010-06-01,2,1,2,1,3
OCURI,atencion odontologica,endodoncias,2010-06-01,1,6,1,6,7
OKINAWA,atencion odontologica,endodoncias,2010-06-01,1,4,1,4,5
OMEREQUE,atencion odontologica,endodoncias,2010-06-01,5,11,5,11,16
ORURO,atencion odontologica,endodoncias,2010-06-01,277,334,277,334,611
PADCAYA,atencion odontologica,endodoncias,2010-06-01,25,13,25,13,38
PADILLA,atencion odontologica,endodoncias,2010-06-01,0,9,0,9,9
PAILON,atencion odontologica,endodoncias,2010-06-01,9,11,9,11,20
PALOS BLANCOS,atencion odontologica,endodoncias,2010-06-01,3,4,3,4,7
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
PAMPA GRANDE,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
PASORAPA,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
PATACAMAYA,atencion odontologica,endodoncias,2010-06-01,5,14,5,14,19
PAZÑA,atencion odontologica,endodoncias,2010-06-01,3,2,3,2,5
POCOATA,atencion odontologica,endodoncias,2010-06-01,2,13,2,13,15
POCONA,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
POJO (CBBA),atencion odontologica,endodoncias,2010-06-01,7,20,7,20,27
POOPO,atencion odontologica,endodoncias,2010-06-01,13,6,13,6,19
PORCO,atencion odontologica,endodoncias,2010-06-01,5,4,5,4,9
POROMA,atencion odontologica,endodoncias,2010-06-01,1,2,1,2,3
PORONGO,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,endodoncias,2010-06-01,5,13,5,13,18
PORVENIR,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
POTOSI,atencion odontologica,endodoncias,2010-06-01,269,354,269,354,623
PRESTO,atencion odontologica,endodoncias,2010-06-01,4,6,4,6,10
PUCARANI,atencion odontologica,endodoncias,2010-06-01,1,4,1,4,5
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-06-01,1,6,1,6,7
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2010-06-01,0,3,0,3,3
PUERTO QUIJARRO,atencion odontologica,endodoncias,2010-06-01,0,26,0,26,26
PUERTO RICO,atencion odontologica,endodoncias,2010-06-01,1,3,1,3,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-06-01,1,6,1,6,7
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-06-01,62,55,62,55,117
PUNA,atencion odontologica,endodoncias,2010-06-01,2,9,2,9,11
PUNATA,atencion odontologica,endodoncias,2010-06-01,37,18,37,18,55
QUILLACOLLO,atencion odontologica,endodoncias,2010-06-01,63,100,63,100,163
QUIME,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
QUIRUSILLAS,atencion odontologica,endodoncias,2010-06-01,2,3,2,3,5
RAVELO,atencion odontologica,endodoncias,2010-06-01,0,8,0,8,8
REYES,atencion odontologica,endodoncias,2010-06-01,8,18,8,18,26
RIBERALTA,atencion odontologica,endodoncias,2010-06-01,34,27,34,27,61
ROBORE,atencion odontologica,endodoncias,2010-06-01,4,6,4,6,10
SABAYA,atencion odontologica,endodoncias,2010-06-01,0,1,0,1,1
SACABA,atencion odontologica,endodoncias,2010-06-01,90,113,90,113,203
SACABAMBA,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
SAIPINA,atencion odontologica,endodoncias,2010-06-01,13,19,13,19,32
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-06-01,3,4,3,4,7
SAMAIPATA,atencion odontologica,endodoncias,2010-06-01,1,1,1,1,2
SAN AGUSTIN,atencion odontologica,endodoncias,2010-06-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-06-01,3,4,3,4,7
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-06-01,3,3,3,3,6
SAN BENITO,atencion odontologica,endodoncias,2010-06-01,6,3,6,3,9
SAN BORJA,atencion odontologica,endodoncias,2010-06-01,1,10,1,10,11
SAN CARLOS,atencion odontologica,endodoncias,2010-06-01,12,22,12,22,34
SAN IGNACIO,atencion odontologica,endodoncias,2010-06-01,16,12,16,12,28
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-06-01,15,17,15,17,32
