,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,atencion odontologica,primera consulta,2010-04-01,21,49,21,49,70
PUERTO QUIJARRO,atencion odontologica,primera consulta,2010-04-01,29,39,29,39,68
PUERTO SILES,atencion odontologica,primera consulta,2010-04-01,30,30,30,30,60
PUERTO SUAREZ,atencion odontologica,primera consulta,2010-04-01,78,111,78,111,189
PUERTO VILLARROEL,atencion odontologica,primera consulta,2010-04-01,110,159,110,159,269
PUNA,atencion odontologica,primera consulta,2010-04-01,89,39,89,39,128
PUNATA,atencion odontologica,primera consulta,2010-04-01,144,191,144,191,335
QUILLACOLLO,atencion odontologica,primera consulta,2010-04-01,101,155,101,155,256
QUIME,atencion odontologica,primera consulta,2010-04-01,60,129,60,129,189
QUIRUSILLAS,atencion odontologica,primera consulta,2010-04-01,6,12,6,12,18
RAVELO,atencion odontologica,primera consulta,2010-04-01,16,27,16,27,43
REYES,atencion odontologica,primera consulta,2010-04-01,0,12,0,12,12
RIBERALTA,atencion odontologica,primera consulta,2010-04-01,379,623,379,623,1002
ROBORE,atencion odontologica,primera consulta,2010-04-01,71,65,71,65,136
RURRENABAQUE,atencion odontologica,primera consulta,2010-04-01,19,41,19,41,60
SABAYA,atencion odontologica,primera consulta,2010-04-01,31,21,31,21,52
SACABA,atencion odontologica,primera consulta,2010-04-01,270,446,270,446,716
SACABAMBA,atencion odontologica,primera consulta,2010-04-01,6,7,6,7,13
SACACA,atencion odontologica,primera consulta,2010-04-01,77,114,77,114,191
SAIPINA,atencion odontologica,primera consulta,2010-04-01,38,58,38,58,96
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2010-04-01,62,76,62,76,138
SAMAIPATA,atencion odontologica,primera consulta,2010-04-01,17,22,17,22,39
SAN AGUSTIN,atencion odontologica,primera consulta,2010-04-01,4,1,4,1,5
SAN ANDRES,atencion odontologica,primera consulta,2010-04-01,11,12,11,12,23
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2010-04-01,56,119,56,119,175
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2010-04-01,48,0,48,0,48
SAN BENITO,atencion odontologica,primera consulta,2010-04-01,3,8,3,8,11
SAN BORJA,atencion odontologica,primera consulta,2010-04-01,275,470,275,470,745
SAN BUENA VENTURA,atencion odontologica,primera consulta,2010-04-01,50,85,50,85,135
SAN CARLOS,atencion odontologica,primera consulta,2010-04-01,23,35,23,35,58
SAN IGNACIO,atencion odontologica,primera consulta,2010-04-01,227,264,227,264,491
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2010-04-01,85,121,85,121,206
SAN JAVIER(STC),atencion odontologica,primera consulta,2010-04-01,7,21,7,21,28
SAN JOAQUIN,atencion odontologica,primera consulta,2010-04-01,75,79,75,79,154
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2010-04-01,84,109,84,109,193
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2010-04-01,322,255,322,255,577
SAN JULIAN,atencion odontologica,primera consulta,2010-04-01,26,35,26,35,61
SAN LORENZO(PND),atencion odontologica,primera consulta,2010-04-01,51,48,51,48,99
SAN LORENZO(TJA),atencion odontologica,primera consulta,2010-04-01,182,269,182,269,451
SAN LUCAS,atencion odontologica,primera consulta,2010-04-01,261,368,261,368,629
SAN MATIAS,atencion odontologica,primera consulta,2010-04-01,52,99,52,99,151
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2010-04-01,65,105,65,105,170
SAN PEDRO,atencion odontologica,primera consulta,2010-04-01,9,14,9,14,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2010-04-01,23,55,23,55,78
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2010-04-01,7,12,7,12,19
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2010-04-01,15,32,15,32,47
SAN RAFAEL,atencion odontologica,primera consulta,2010-04-01,17,32,17,32,49
SAN RAMON BENI,atencion odontologica,primera consulta,2010-04-01,47,59,47,59,106
SAN RAMON SCZ,atencion odontologica,primera consulta,2010-04-01,38,55,38,55,93
SANTA ANA,atencion odontologica,primera consulta,2010-04-01,72,88,72,88,160
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2010-04-01,2400,3804,2400,3804,6204
SANTA ROSA,atencion odontologica,primera consulta,2010-04-01,292,278,292,278,570
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2010-04-01,100,146,100,146,246
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2010-04-01,35,46,35,46,81
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2010-04-01,50,61,50,61,111
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2010-04-01,45,65,45,65,110
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2010-04-01,15,15,15,15,30
SANTIVAÑES,atencion odontologica,primera consulta,2010-04-01,4,5,4,5,9
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2010-04-01,18,27,18,27,45
SAPAHAQUI,atencion odontologica,primera consulta,2010-04-01,53,60,53,60,113
SENA,atencion odontologica,primera consulta,2010-04-01,67,89,67,89,156
SHINAOTA,atencion odontologica,primera consulta,2010-04-01,4,3,4,3,7
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2010-04-01,44,85,44,85,129
SICAYA,atencion odontologica,primera consulta,2010-04-01,23,16,23,16,39
SIPE SIPE,atencion odontologica,primera consulta,2010-04-01,75,136,75,136,211
SOPACHUY,atencion odontologica,primera consulta,2010-04-01,532,609,532,609,1141
SORACACHI,atencion odontologica,primera consulta,2010-04-01,61,56,61,56,117
SORATA,atencion odontologica,primera consulta,2010-04-01,46,86,46,86,132
SUCRE,atencion odontologica,primera consulta,2010-04-01,1377,1689,1377,1689,3066
TACACOMA,atencion odontologica,primera consulta,2010-04-01,48,48,48,48,96
TACOPAYA,atencion odontologica,primera consulta,2010-04-01,3,4,3,4,7
TAHUA,atencion odontologica,primera consulta,2010-04-01,17,16,17,16,33
TAPACARI,atencion odontologica,primera consulta,2010-04-01,438,335,438,335,773
TARABUCO,atencion odontologica,primera consulta,2010-04-01,47,72,47,72,119
TARACO,atencion odontologica,primera consulta,2010-04-01,8,10,8,10,18
TARATA,atencion odontologica,primera consulta,2010-04-01,28,33,28,33,61
TARIJA,atencion odontologica,primera consulta,2010-04-01,919,1306,919,1306,2225
TARVITA,atencion odontologica,primera consulta,2010-04-01,91,122,91,122,213
TEOPONTE,atencion odontologica,primera consulta,2010-04-01,1,0,1,0,1
TIAWANACU,atencion odontologica,primera consulta,2010-04-01,81,168,81,168,249
TINGUIPAYA,atencion odontologica,primera consulta,2010-04-01,32,51,32,51,83
TIPUANI,atencion odontologica,primera consulta,2010-04-01,14,18,14,18,32
TIQUIPAYA,atencion odontologica,primera consulta,2010-04-01,836,1002,836,1002,1838
TIRAQUE (CBBA),atencion odontologica,primera consulta,2010-04-01,14,19,14,19,33
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2010-04-01,9,10,9,10,19
TOCO,atencion odontologica,primera consulta,2010-04-01,36,57,36,57,93
TOLATA,atencion odontologica,primera consulta,2010-04-01,38,64,38,64,102
TOLEDO,atencion odontologica,primera consulta,2010-04-01,79,100,79,100,179
TOMAVE,atencion odontologica,primera consulta,2010-04-01,35,67,35,67,102
TOMINA,atencion odontologica,primera consulta,2010-04-01,84,113,84,113,197
TORO TORO,atencion odontologica,primera consulta,2010-04-01,100,98,100,98,198
TOTORA(CBBA),atencion odontologica,primera consulta,2010-04-01,0,119,0,119,119
TOTORA(ORR),atencion odontologica,primera consulta,2010-04-01,0,9,0,9,9
TRIGAL,atencion odontologica,primera consulta,2010-04-01,20,16,20,16,36
TRINIDAD,atencion odontologica,primera consulta,2010-04-01,493,566,493,566,1059
TUPIZA,atencion odontologica,primera consulta,2010-04-01,207,261,207,261,468
TURCO,atencion odontologica,primera consulta,2010-04-01,67,76,67,76,143
UNCIA,atencion odontologica,primera consulta,2010-04-01,31,46,31,46,77
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2010-04-01,115,199,115,199,314
URUBICHA,atencion odontologica,primera consulta,2010-04-01,18,9,18,9,27
UYUNI,atencion odontologica,primera consulta,2010-04-01,22,38,22,38,60
VACAS,atencion odontologica,primera consulta,2010-04-01,94,147,94,147,241
VALLEGRANDE,atencion odontologica,primera consulta,2010-04-01,82,139,82,139,221
VIACHA,atencion odontologica,primera consulta,2010-04-01,172,170,172,170,342
VILA VILA,atencion odontologica,primera consulta,2010-04-01,13,7,13,7,20
VILLA CHARCAS,atencion odontologica,primera consulta,2010-04-01,12,20,12,20,32
VILLA MONTES,atencion odontologica,primera consulta,2010-04-01,225,292,225,292,517
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2010-04-01,21,12,21,12,33
VILLA RIVERO,atencion odontologica,primera consulta,2010-04-01,132,108,132,108,240
VILLA SERRANO,atencion odontologica,primera consulta,2010-04-01,84,376,84,376,460
VILLA TUNARI,atencion odontologica,primera consulta,2010-04-01,551,625,551,625,1176
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2010-04-01,351,393,351,393,744
VILLAZON,atencion odontologica,primera consulta,2010-04-01,212,276,212,276,488
VINTO,atencion odontologica,primera consulta,2010-04-01,17,36,17,36,53
VITICHI,atencion odontologica,primera consulta,2010-04-01,6,15,6,15,21
WALDO BALLIVIAN,atencion odontologica,primera consulta,2010-04-01,14,17,14,17,31
WARNES,atencion odontologica,primera consulta,2010-04-01,193,248,193,248,441
YACO,atencion odontologica,primera consulta,2010-04-01,41,47,41,47,88
YACUIBA,atencion odontologica,primera consulta,2010-04-01,268,505,268,505,773
YAMPARAEZ,atencion odontologica,primera consulta,2010-04-01,70,96,70,96,166
YANACACHI,atencion odontologica,primera consulta,2010-04-01,15,23,15,23,38
YAPACANI,atencion odontologica,primera consulta,2010-04-01,84,166,84,166,250
YOCALLA,atencion odontologica,primera consulta,2010-04-01,21,30,21,30,51
YOTALA,atencion odontologica,primera consulta,2010-04-01,42,74,42,74,116
YUNCHARA,atencion odontologica,primera consulta,2010-04-01,3,17,3,17,20
ZUDAÑEZ,atencion odontologica,primera consulta,2010-04-01,103,108,103,108,211
ACACIO,atencion odontologica,primera consulta,2010-05-01,30,5,30,5,35
ACHACACHI,atencion odontologica,primera consulta,2010-05-01,283,331,283,331,614
ACHOCALLA,atencion odontologica,primera consulta,2010-05-01,191,183,191,183,374
AIQUILE,atencion odontologica,primera consulta,2010-05-01,40,41,40,41,81
ALALAY,atencion odontologica,primera consulta,2010-05-01,62,67,62,67,129
ALCALA,atencion odontologica,primera consulta,2010-05-01,12,7,12,7,19
ALTO BENI,atencion odontologica,primera consulta,2010-05-01,50,11,50,11,61
ANCORAIMES,atencion odontologica,primera consulta,2010-05-01,44,49,44,49,93
ANDAMARCA,atencion odontologica,primera consulta,2010-05-01,32,26,32,26,58
ANTEQUERA,atencion odontologica,primera consulta,2010-05-01,14,25,14,25,39
ANZALDO,atencion odontologica,primera consulta,2010-05-01,23,57,23,57,80
APOLO,atencion odontologica,primera consulta,2010-05-01,49,74,49,74,123
ARAMPAMPA,atencion odontologica,primera consulta,2010-05-01,13,16,13,16,29
ARANI,atencion odontologica,primera consulta,2010-05-01,303,266,303,266,569
ARBIETO,atencion odontologica,primera consulta,2010-05-01,4,15,4,15,19
ARQUE,atencion odontologica,primera consulta,2010-05-01,8,35,8,35,43
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2010-05-01,45,135,45,135,180
ATOCHA,atencion odontologica,primera consulta,2010-05-01,521,629,521,629,1150
AYATA,atencion odontologica,primera consulta,2010-05-01,103,118,103,118,221
AYO AYO,atencion odontologica,primera consulta,2010-05-01,19,27,19,27,46
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2010-05-01,177,421,177,421,598
AZURDUY,atencion odontologica,primera consulta,2010-05-01,10,11,10,11,21
BATALLAS,atencion odontologica,primera consulta,2010-05-01,30,43,30,43,73
BAURES,atencion odontologica,primera consulta,2010-05-01,15,7,15,7,22
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2010-05-01,9,7,9,7,16
BELEN DE URMIRI,atencion odontologica,primera consulta,2010-05-01,6,11,6,11,17
BERMEJO,atencion odontologica,primera consulta,2010-05-01,240,155,240,155,395
BETANZOS,atencion odontologica,primera consulta,2010-05-01,59,66,59,66,125
BOLIVAR,atencion odontologica,primera consulta,2010-05-01,128,125,128,125,253
BOLPEBRA,atencion odontologica,primera consulta,2010-05-01,71,46,71,46,117
BOYUIBE,atencion odontologica,primera consulta,2010-05-01,17,34,17,34,51
BUENA VISTA,atencion odontologica,primera consulta,2010-05-01,20,19,20,19,39
CABEZAS,atencion odontologica,primera consulta,2010-05-01,101,131,101,131,232
CAIROMA,atencion odontologica,primera consulta,2010-05-01,136,172,136,172,308
"CAIZA ""D""",atencion odontologica,primera consulta,2010-05-01,23,36,23,36,59
CAJUATA,atencion odontologica,primera consulta,2010-05-01,43,67,43,67,110
CALACOTO,atencion odontologica,primera consulta,2010-05-01,53,107,53,107,160
CALAMARCA,atencion odontologica,primera consulta,2010-05-01,185,192,185,192,377
CAMARGO,atencion odontologica,primera consulta,2010-05-01,233,257,233,257,490
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2010-05-01,34,36,34,36,70
CAMIRI,atencion odontologica,primera consulta,2010-05-01,153,264,153,264,417
CAPINOTA,atencion odontologica,primera consulta,2010-05-01,66,62,66,62,128
CAQUIAVIRI,atencion odontologica,primera consulta,2010-05-01,38,36,38,36,74
CARACOLLO,atencion odontologica,primera consulta,2010-05-01,135,10,135,10,145
CARANAVI,atencion odontologica,primera consulta,2010-05-01,173,273,173,273,446
CARAPARI,atencion odontologica,primera consulta,2010-05-01,82,144,82,144,226
CARIPUYO,atencion odontologica,primera consulta,2010-05-01,62,89,62,89,151
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2010-05-01,30,39,30,39,69
CATACORA,atencion odontologica,primera consulta,2010-05-01,11,11,11,11,22
CHACARILLA,atencion odontologica,primera consulta,2010-05-01,7,9,7,9,16
CHALLAPATA,atencion odontologica,primera consulta,2010-05-01,87,107,87,107,194
CHAQUI,atencion odontologica,primera consulta,2010-05-01,8,6,8,6,14
CHARAGUA,atencion odontologica,primera consulta,2010-05-01,79,135,79,135,214
CHARAÑA,atencion odontologica,primera consulta,2010-05-01,4,8,4,8,12
CHAYANTA,atencion odontologica,primera consulta,2010-05-01,96,106,96,106,202
CHIMORE,atencion odontologica,primera consulta,2010-05-01,7,15,7,15,22
CHIPAYA,atencion odontologica,primera consulta,2010-05-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,primera consulta,2010-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2010-05-01,47,56,47,56,103
CHUMA,atencion odontologica,primera consulta,2010-05-01,140,185,140,185,325
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2010-05-01,67,106,67,106,173
CKOCHAS,atencion odontologica,primera consulta,2010-05-01,17,30,17,30,47
CLIZA,atencion odontologica,primera consulta,2010-05-01,19,31,19,31,50
COBIJA,atencion odontologica,primera consulta,2010-05-01,243,336,243,336,579
COCAPATA,atencion odontologica,primera consulta,2010-05-01,24,58,24,58,82
COCHABAMBA,atencion odontologica,primera consulta,2010-05-01,2156,2746,2156,2746,4902
COIPASA,atencion odontologica,primera consulta,2010-05-01,4,3,4,3,7
COLCAPIRHUA,atencion odontologica,primera consulta,2010-05-01,72,91,72,91,163
"COLCHA ""K""",atencion odontologica,primera consulta,2010-05-01,24,30,24,30,54
COLLANA,atencion odontologica,primera consulta,2010-05-01,11,22,11,22,33
COLOMI,atencion odontologica,primera consulta,2010-05-01,45,64,45,64,109
COLPA BELGICA,atencion odontologica,primera consulta,2010-05-01,80,83,80,83,163
COLQUECHACA,atencion odontologica,primera consulta,2010-05-01,78,112,78,112,190
COLQUIRI,atencion odontologica,primera consulta,2010-05-01,49,38,49,38,87
COMANCHE,atencion odontologica,primera consulta,2010-05-01,29,47,29,47,76
COMARAPA,atencion odontologica,primera consulta,2010-05-01,34,74,34,74,108
COMBAYA,atencion odontologica,primera consulta,2010-05-01,53,33,53,33,86
CONCEPCION,atencion odontologica,primera consulta,2010-05-01,5,13,5,13,18
COPACABANA,atencion odontologica,primera consulta,2010-05-01,32,43,32,43,75
CORIPATA,atencion odontologica,primera consulta,2010-05-01,63,61,63,61,124
CORO CORO,atencion odontologica,primera consulta,2010-05-01,85,96,85,96,181
COROICO,atencion odontologica,primera consulta,2010-05-01,4,6,4,6,10
CORQUE,atencion odontologica,primera consulta,2010-05-01,19,19,19,19,38
COTAGAITA,atencion odontologica,primera consulta,2010-05-01,202,148,202,148,350
COTOCA,atencion odontologica,primera consulta,2010-05-01,42,89,42,89,131
CUATRO CAÑADAS,atencion odontologica,primera consulta,2010-05-01,102,103,102,103,205
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2010-05-01,22,17,22,17,39
CUEVO,atencion odontologica,primera consulta,2010-05-01,24,33,24,33,57
CULPINA,atencion odontologica,primera consulta,2010-05-01,28,28,28,28,56
CURVA,atencion odontologica,primera consulta,2010-05-01,16,24,16,24,40
EL ALTO,atencion odontologica,primera consulta,2010-05-01,2378,3084,2378,3084,5462
EL CHORO,atencion odontologica,primera consulta,2010-05-01,10,14,10,14,24
EL PUENTE(STC),atencion odontologica,primera consulta,2010-05-01,21,40,21,40,61
EL PUENTE(TJA),atencion odontologica,primera consulta,2010-05-01,84,124,84,124,208
EL TORNO,atencion odontologica,primera consulta,2010-05-01,131,183,131,183,314
EL VILLAR,atencion odontologica,primera consulta,2010-05-01,19,41,19,41,60
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2010-05-01,61,128,61,128,189
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2010-05-01,17,31,17,31,48
ESCOMA,atencion odontologica,primera consulta,2010-05-01,50,59,50,59,109
EUCALIPTUS,atencion odontologica,primera consulta,2010-05-01,27,31,27,31,58
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2010-05-01,22,43,22,43,65
FILADELFIA,atencion odontologica,primera consulta,2010-05-01,32,49,32,49,81
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2010-05-01,50,59,50,59,109
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2010-05-01,154,151,154,151,305
GUANAY,atencion odontologica,primera consulta,2010-05-01,118,223,118,223,341
GUAQUI,atencion odontologica,primera consulta,2010-05-01,101,116,101,116,217
GUAYARAMERIN,atencion odontologica,primera consulta,2010-05-01,120,270,120,270,390
