,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
TARATA,atencion odontologica,restauraciones,2010-04-01,36,52,36,52,88
TARIJA,atencion odontologica,restauraciones,2010-04-01,1308,1939,1308,1939,3247
TARVITA,atencion odontologica,restauraciones,2010-04-01,48,57,48,57,105
TEOPONTE,atencion odontologica,restauraciones,2010-04-01,2,5,2,5,7
TIAWANACU,atencion odontologica,restauraciones,2010-04-01,8,20,8,20,28
TINGUIPAYA,atencion odontologica,restauraciones,2010-04-01,4,12,4,12,16
TIQUIPAYA,atencion odontologica,restauraciones,2010-04-01,345,617,345,617,962
TIRAQUE (CBBA),atencion odontologica,restauraciones,2010-04-01,13,14,13,14,27
TOCO,atencion odontologica,restauraciones,2010-04-01,40,40,40,40,80
TOLATA,atencion odontologica,restauraciones,2010-04-01,39,32,39,32,71
TOLEDO,atencion odontologica,restauraciones,2010-04-01,23,55,23,55,78
TOMAVE,atencion odontologica,restauraciones,2010-04-01,20,27,20,27,47
TOMINA,atencion odontologica,restauraciones,2010-04-01,51,54,51,54,105
TORO TORO,atencion odontologica,restauraciones,2010-04-01,11,9,11,9,20
TOTORA(CBBA),atencion odontologica,restauraciones,2010-04-01,0,108,0,108,108
TOTORA(ORR),atencion odontologica,restauraciones,2010-04-01,3,10,3,10,13
TRIGAL,atencion odontologica,restauraciones,2010-04-01,3,10,3,10,13
TRINIDAD,atencion odontologica,restauraciones,2010-04-01,587,413,587,413,1000
TUPIZA,atencion odontologica,restauraciones,2010-04-01,165,178,165,178,343
TURCO,atencion odontologica,restauraciones,2010-04-01,10,12,10,12,22
UNCIA,atencion odontologica,restauraciones,2010-04-01,14,22,14,22,36
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2010-04-01,109,231,109,231,340
UYUNI,atencion odontologica,restauraciones,2010-04-01,7,7,7,7,14
VACAS,atencion odontologica,restauraciones,2010-04-01,15,43,15,43,58
VALLEGRANDE,atencion odontologica,restauraciones,2010-04-01,80,170,80,170,250
VIACHA,atencion odontologica,restauraciones,2010-04-01,54,90,54,90,144
VILA VILA,atencion odontologica,restauraciones,2010-04-01,5,11,5,11,16
VILLA CHARCAS,atencion odontologica,restauraciones,2010-04-01,5,9,5,9,14
VILLA MONTES,atencion odontologica,restauraciones,2010-04-01,118,198,118,198,316
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2010-04-01,20,16,20,16,36
VILLA RIVERO,atencion odontologica,restauraciones,2010-04-01,4,16,4,16,20
VILLA SERRANO,atencion odontologica,restauraciones,2010-04-01,122,195,122,195,317
VILLA TUNARI,atencion odontologica,restauraciones,2010-04-01,326,569,326,569,895
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2010-04-01,41,73,41,73,114
VILLAZON,atencion odontologica,restauraciones,2010-04-01,73,148,73,148,221
VINTO,atencion odontologica,restauraciones,2010-04-01,44,42,44,42,86
VITICHI,atencion odontologica,restauraciones,2010-04-01,0,17,0,17,17
WALDO BALLIVIAN,atencion odontologica,restauraciones,2010-04-01,17,17,17,17,34
WARNES,atencion odontologica,restauraciones,2010-04-01,118,176,118,176,294
YACO,atencion odontologica,restauraciones,2010-04-01,3,7,3,7,10
YACUIBA,atencion odontologica,restauraciones,2010-04-01,374,932,374,932,1306
YAMPARAEZ,atencion odontologica,restauraciones,2010-04-01,8,26,8,26,34
YANACACHI,atencion odontologica,restauraciones,2010-04-01,5,13,5,13,18
YAPACANI,atencion odontologica,restauraciones,2010-04-01,105,142,105,142,247
YOCALLA,atencion odontologica,restauraciones,2010-04-01,3,17,3,17,20
YOTALA,atencion odontologica,restauraciones,2010-04-01,17,73,17,73,90
YUNCHARA,atencion odontologica,restauraciones,2010-04-01,12,36,12,36,48
ZUDAÑEZ,atencion odontologica,restauraciones,2010-04-01,10,10,10,10,20
ACACIO,atencion odontologica,restauraciones,2010-05-01,0,5,0,5,5
ACHACACHI,atencion odontologica,restauraciones,2010-05-01,47,70,47,70,117
ACHOCALLA,atencion odontologica,restauraciones,2010-05-01,4,33,4,33,37
AIQUILE,atencion odontologica,restauraciones,2010-05-01,43,11,43,11,54
ALALAY,atencion odontologica,restauraciones,2010-05-01,2,0,2,0,2
ALCALA,atencion odontologica,restauraciones,2010-05-01,13,24,13,24,37
ALTO BENI,atencion odontologica,restauraciones,2010-05-01,16,10,16,10,26
ANCORAIMES,atencion odontologica,restauraciones,2010-05-01,7,1,7,1,8
ANDAMARCA,atencion odontologica,restauraciones,2010-05-01,13,7,13,7,20
ANTEQUERA,atencion odontologica,restauraciones,2010-05-01,37,31,37,31,68
ANZALDO,atencion odontologica,restauraciones,2010-05-01,4,16,4,16,20
APOLO,atencion odontologica,restauraciones,2010-05-01,27,59,27,59,86
ARAMPAMPA,atencion odontologica,restauraciones,2010-05-01,11,15,11,15,26
ARANI,atencion odontologica,restauraciones,2010-05-01,83,93,83,93,176
ARBIETO,atencion odontologica,restauraciones,2010-05-01,2,44,2,44,46
ARQUE,atencion odontologica,restauraciones,2010-05-01,1,61,1,61,62
ATOCHA,atencion odontologica,restauraciones,2010-05-01,181,241,181,241,422
AYATA,atencion odontologica,restauraciones,2010-05-01,6,27,6,27,33
AYO AYO,atencion odontologica,restauraciones,2010-05-01,5,8,5,8,13
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2010-05-01,18,73,18,73,91
AZURDUY,atencion odontologica,restauraciones,2010-05-01,0,17,0,17,17
BATALLAS,atencion odontologica,restauraciones,2010-05-01,11,24,11,24,35
BAURES,atencion odontologica,restauraciones,2010-05-01,9,5,9,5,14
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2010-05-01,4,5,4,5,9
BELEN DE URMIRI,atencion odontologica,restauraciones,2010-05-01,1,2,1,2,3
BERMEJO,atencion odontologica,restauraciones,2010-05-01,103,147,103,147,250
BETANZOS,atencion odontologica,restauraciones,2010-05-01,55,79,55,79,134
BOLIVAR,atencion odontologica,restauraciones,2010-05-01,5,5,5,5,10
BOYUIBE,atencion odontologica,restauraciones,2010-05-01,8,34,8,34,42
BUENA VISTA,atencion odontologica,restauraciones,2010-05-01,10,14,10,14,24
CABEZAS,atencion odontologica,restauraciones,2010-05-01,31,28,31,28,59
CAIROMA,atencion odontologica,restauraciones,2010-05-01,26,34,26,34,60
"CAIZA ""D""",atencion odontologica,restauraciones,2010-05-01,9,16,9,16,25
CAJUATA,atencion odontologica,restauraciones,2010-05-01,9,30,9,30,39
CALACOTO,atencion odontologica,restauraciones,2010-05-01,35,38,35,38,73
CALAMARCA,atencion odontologica,restauraciones,2010-05-01,27,24,27,24,51
CAMARGO,atencion odontologica,restauraciones,2010-05-01,48,88,48,88,136
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2010-05-01,6,13,6,13,19
CAMIRI,atencion odontologica,restauraciones,2010-05-01,154,272,154,272,426
CAPINOTA,atencion odontologica,restauraciones,2010-05-01,18,35,18,35,53
CAQUIAVIRI,atencion odontologica,restauraciones,2010-05-01,5,9,5,9,14
CARACOLLO,atencion odontologica,restauraciones,2010-05-01,103,22,103,22,125
CARANAVI,atencion odontologica,restauraciones,2010-05-01,58,93,58,93,151
CARAPARI,atencion odontologica,restauraciones,2010-05-01,40,101,40,101,141
CARIPUYO,atencion odontologica,restauraciones,2010-05-01,5,34,5,34,39
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2010-05-01,11,29,11,29,40
CATACORA,atencion odontologica,restauraciones,2010-05-01,15,22,15,22,37
CHALLAPATA,atencion odontologica,restauraciones,2010-05-01,47,83,47,83,130
CHAQUI,atencion odontologica,restauraciones,2010-05-01,1,4,1,4,5
CHARAGUA,atencion odontologica,restauraciones,2010-05-01,13,75,13,75,88
CHARAÑA,atencion odontologica,restauraciones,2010-05-01,15,29,15,29,44
CHAYANTA,atencion odontologica,restauraciones,2010-05-01,49,51,49,51,100
CHIMORE,atencion odontologica,restauraciones,2010-05-01,29,61,29,61,90
CHIPAYA,atencion odontologica,restauraciones,2010-05-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,restauraciones,2010-05-01,8,4,8,4,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2010-05-01,40,94,40,94,134
CHUMA,atencion odontologica,restauraciones,2010-05-01,31,35,31,35,66
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2010-05-01,34,73,34,73,107
CKOCHAS,atencion odontologica,restauraciones,2010-05-01,3,11,3,11,14
CLIZA,atencion odontologica,restauraciones,2010-05-01,37,118,37,118,155
COBIJA,atencion odontologica,restauraciones,2010-05-01,62,109,62,109,171
COCAPATA,atencion odontologica,restauraciones,2010-05-01,0,15,0,15,15
COCHABAMBA,atencion odontologica,restauraciones,2010-05-01,2572,3610,2572,3610,6182
COIPASA,atencion odontologica,restauraciones,2010-05-01,4,9,4,9,13
COLCAPIRHUA,atencion odontologica,restauraciones,2010-05-01,135,181,135,181,316
"COLCHA ""K""",atencion odontologica,restauraciones,2010-05-01,4,13,4,13,17
COLLANA,atencion odontologica,restauraciones,2010-05-01,1,5,1,5,6
COLOMI,atencion odontologica,restauraciones,2010-05-01,33,49,33,49,82
COLPA BELGICA,atencion odontologica,restauraciones,2010-05-01,21,35,21,35,56
COLQUECHACA,atencion odontologica,restauraciones,2010-05-01,17,26,17,26,43
COLQUENCHA,atencion odontologica,restauraciones,2010-05-01,0,5,0,5,5
COLQUIRI,atencion odontologica,restauraciones,2010-05-01,7,21,7,21,28
COMANCHE,atencion odontologica,restauraciones,2010-05-01,18,55,18,55,73
COMARAPA,atencion odontologica,restauraciones,2010-05-01,54,133,54,133,187
COMBAYA,atencion odontologica,restauraciones,2010-05-01,1,4,1,4,5
CONCEPCION,atencion odontologica,restauraciones,2010-05-01,8,17,8,17,25
COPACABANA,atencion odontologica,restauraciones,2010-05-01,9,23,9,23,32
CORIPATA,atencion odontologica,restauraciones,2010-05-01,36,30,36,30,66
CORO CORO,atencion odontologica,restauraciones,2010-05-01,14,17,14,17,31
COROICO,atencion odontologica,restauraciones,2010-05-01,57,89,57,89,146
CORQUE,atencion odontologica,restauraciones,2010-05-01,7,25,7,25,32
COTAGAITA,atencion odontologica,restauraciones,2010-05-01,118,84,118,84,202
COTOCA,atencion odontologica,restauraciones,2010-05-01,18,44,18,44,62
CUATRO CAÑADAS,atencion odontologica,restauraciones,2010-05-01,46,123,46,123,169
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2010-05-01,4,0,4,0,4
CUEVO,atencion odontologica,restauraciones,2010-05-01,2,3,2,3,5
CULPINA,atencion odontologica,restauraciones,2010-05-01,10,9,10,9,19
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2010-05-01,4,5,4,5,9
CURVA,atencion odontologica,restauraciones,2010-05-01,7,2,7,2,9
EL ALTO,atencion odontologica,restauraciones,2010-05-01,2252,3929,2252,3929,6181
EL CHORO,atencion odontologica,restauraciones,2010-05-01,9,16,9,16,25
EL PUENTE(STC),atencion odontologica,restauraciones,2010-05-01,7,10,7,10,17
EL PUENTE(TJA),atencion odontologica,restauraciones,2010-05-01,35,109,35,109,144
EL TORNO,atencion odontologica,restauraciones,2010-05-01,50,123,50,123,173
EL VILLAR,atencion odontologica,restauraciones,2010-05-01,8,13,8,13,21
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2010-05-01,48,20,48,20,68
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2010-05-01,21,26,21,26,47
ESCOMA,atencion odontologica,restauraciones,2010-05-01,28,29,28,29,57
EUCALIPTUS,atencion odontologica,restauraciones,2010-05-01,6,9,6,9,15
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2010-05-01,31,87,31,87,118
FILADELFIA,atencion odontologica,restauraciones,2010-05-01,4,4,4,4,8
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2010-05-01,6,3,6,3,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2010-05-01,37,29,37,29,66
GUANAY,atencion odontologica,restauraciones,2010-05-01,63,72,63,72,135
GUAQUI,atencion odontologica,restauraciones,2010-05-01,2,9,2,9,11
GUAYARAMERIN,atencion odontologica,restauraciones,2010-05-01,147,231,147,231,378
GUTIERREZ,atencion odontologica,restauraciones,2010-05-01,66,39,66,39,105
HUACARETA,atencion odontologica,restauraciones,2010-05-01,24,36,24,36,60
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2010-05-01,1,2,1,2,3
HUACHACALLA,atencion odontologica,restauraciones,2010-05-01,7,5,7,5,12
HUANUNI,atencion odontologica,restauraciones,2010-05-01,26,48,26,48,74
HUARACAJE,atencion odontologica,restauraciones,2010-05-01,12,26,12,26,38
HUARINA,atencion odontologica,restauraciones,2010-05-01,0,3,0,3,3
HUAYLLAMARCA,atencion odontologica,restauraciones,2010-05-01,9,24,9,24,33
ICLA,atencion odontologica,restauraciones,2010-05-01,3,8,3,8,11
INCAHUASI,atencion odontologica,restauraciones,2010-05-01,4,14,4,14,18
INQUISIVI,atencion odontologica,restauraciones,2010-05-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2010-05-01,114,126,114,126,240
IXIAMAS,atencion odontologica,restauraciones,2010-05-01,5,15,5,15,20
JESUS DE MACHACA,atencion odontologica,restauraciones,2010-05-01,27,64,27,64,91
LA ASUNTA,atencion odontologica,restauraciones,2010-05-01,12,16,12,16,28
LA GUARDIA,atencion odontologica,restauraciones,2010-05-01,42,151,42,151,193
LA PAZ,atencion odontologica,restauraciones,2010-05-01,5546,7161,5546,7161,12707
LAGUNILLAS,atencion odontologica,restauraciones,2010-05-01,2,5,2,5,7
LAJA,atencion odontologica,restauraciones,2010-05-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,restauraciones,2010-05-01,9,8,9,8,17
LICOMA PAMPA,atencion odontologica,restauraciones,2010-05-01,3,31,3,31,34
LLALLAGUA,atencion odontologica,restauraciones,2010-05-01,58,159,58,159,217
LLICA,atencion odontologica,restauraciones,2010-05-01,3,12,3,12,15
LORETO,atencion odontologica,restauraciones,2010-05-01,30,0,30,0,30
LURIBAY,atencion odontologica,restauraciones,2010-05-01,2,1,2,1,3
MACHACAMARCA,atencion odontologica,restauraciones,2010-05-01,45,57,45,57,102
MACHARETI,atencion odontologica,restauraciones,2010-05-01,20,37,20,37,57
MAGDALENA,atencion odontologica,restauraciones,2010-05-01,25,31,25,31,56
MAIRANA,atencion odontologica,restauraciones,2010-05-01,17,65,17,65,82
MAPIRI,atencion odontologica,restauraciones,2010-05-01,14,36,14,36,50
MECAPACA,atencion odontologica,restauraciones,2010-05-01,20,4,20,4,24
MINEROS,atencion odontologica,restauraciones,2010-05-01,27,2,27,2,29
MIZQUE,atencion odontologica,restauraciones,2010-05-01,10,76,10,76,86
MOCOMOCO,atencion odontologica,restauraciones,2010-05-01,6,6,6,6,12
MOJOCOYA,atencion odontologica,restauraciones,2010-05-01,14,28,14,28,42
MONTEAGUDO,atencion odontologica,restauraciones,2010-05-01,76,138,76,138,214
MONTERO,atencion odontologica,restauraciones,2010-05-01,184,199,184,199,383
MORO MORO,atencion odontologica,restauraciones,2010-05-01,6,9,6,9,15
MOROCHATA,atencion odontologica,restauraciones,2010-05-01,8,87,8,87,95
OCURI,atencion odontologica,restauraciones,2010-05-01,6,10,6,10,16
OKINAWA,atencion odontologica,restauraciones,2010-05-01,10,36,10,36,46
OMEREQUE,atencion odontologica,restauraciones,2010-05-01,5,18,5,18,23
ORURO,atencion odontologica,restauraciones,2010-05-01,640,917,640,917,1557
PADCAYA,atencion odontologica,restauraciones,2010-05-01,81,144,81,144,225
PADILLA,atencion odontologica,restauraciones,2010-05-01,15,29,15,29,44
PAILON,atencion odontologica,restauraciones,2010-05-01,37,91,37,91,128
PALCA,atencion odontologica,restauraciones,2010-05-01,20,20,20,20,40
PALOS BLANCOS,atencion odontologica,restauraciones,2010-05-01,37,49,37,49,86
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-05-01,18,48,18,48,66
PAMPA GRANDE,atencion odontologica,restauraciones,2010-05-01,0,11,0,11,11
PAPEL PAMPA,atencion odontologica,restauraciones,2010-05-01,19,9,19,9,28
PASORAPA,atencion odontologica,restauraciones,2010-05-01,6,8,6,8,14
PATACAMAYA,atencion odontologica,restauraciones,2010-05-01,15,73,15,73,88
PAZÑA,atencion odontologica,restauraciones,2010-05-01,24,29,24,29,53
PELECHUCO,atencion odontologica,restauraciones,2010-05-01,7,23,7,23,30
POCOATA,atencion odontologica,restauraciones,2010-05-01,6,22,6,22,28
POCONA,atencion odontologica,restauraciones,2010-05-01,25,58,25,58,83
POJO (CBBA),atencion odontologica,restauraciones,2010-05-01,19,87,19,87,106
POOPO,atencion odontologica,restauraciones,2010-05-01,33,44,33,44,77
PORCO,atencion odontologica,restauraciones,2010-05-01,6,16,6,16,22
POROMA,atencion odontologica,restauraciones,2010-05-01,20,11,20,11,31
PORONGO,atencion odontologica,restauraciones,2010-05-01,16,13,16,13,29
PORTACHUELO,atencion odontologica,restauraciones,2010-05-01,83,122,83,122,205
PORVENIR,atencion odontologica,restauraciones,2010-05-01,8,21,8,21,29
POSTRER VALLE,atencion odontologica,restauraciones,2010-05-01,13,32,13,32,45
POTOSI,atencion odontologica,restauraciones,2010-05-01,323,540,323,540,863
PRESTO,atencion odontologica,restauraciones,2010-05-01,8,7,8,7,15
PUCARA,atencion odontologica,restauraciones,2010-05-01,1,18,1,18,19
PUCARANI,atencion odontologica,restauraciones,2010-05-01,10,26,10,26,36
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-05-01,6,13,6,13,19
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-05-01,7,9,7,9,16
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-05-01,26,22,26,22,48
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-05-01,13,52,13,52,65
PUERTO RICO,atencion odontologica,restauraciones,2010-05-01,4,5,4,5,9
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-05-01,24,91,24,91,115
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-05-01,105,230,105,230,335
PUNA,atencion odontologica,restauraciones,2010-05-01,23,48,23,48,71
PUNATA,atencion odontologica,restauraciones,2010-05-01,62,118,62,118,180
QUILLACOLLO,atencion odontologica,restauraciones,2010-05-01,303,453,303,453,756
QUIME,atencion odontologica,restauraciones,2010-05-01,53,64,53,64,117
QUIRUSILLAS,atencion odontologica,restauraciones,2010-05-01,7,1,7,1,8
RAVELO,atencion odontologica,restauraciones,2010-05-01,3,7,3,7,10
REYES,atencion odontologica,restauraciones,2010-05-01,6,15,6,15,21
RIBERALTA,atencion odontologica,restauraciones,2010-05-01,60,214,60,214,274
ROBORE,atencion odontologica,restauraciones,2010-05-01,38,43,38,43,81
RURRENABAQUE,atencion odontologica,restauraciones,2010-05-01,5,17,5,17,22
SABAYA,atencion odontologica,restauraciones,2010-05-01,17,20,17,20,37
SACABA,atencion odontologica,restauraciones,2010-05-01,303,601,303,601,904
SACABAMBA,atencion odontologica,restauraciones,2010-05-01,3,16,3,16,19
SACACA,atencion odontologica,restauraciones,2010-05-01,11,35,11,35,46
SAIPINA,atencion odontologica,restauraciones,2010-05-01,8,46,8,46,54
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-05-01,46,45,46,45,91
SAMAIPATA,atencion odontologica,restauraciones,2010-05-01,8,31,8,31,39
SAN AGUSTIN,atencion odontologica,restauraciones,2010-05-01,2,1,2,1,3
SAN ANDRES,atencion odontologica,restauraciones,2010-05-01,13,9,13,9,22
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-05-01,100,115,100,115,215
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-05-01,30,0,30,0,30
SAN BENITO,atencion odontologica,restauraciones,2010-05-01,34,33,34,33,67
SAN BORJA,atencion odontologica,restauraciones,2010-05-01,188,299,188,299,487
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-05-01,12,20,12,20,32
SAN CARLOS,atencion odontologica,restauraciones,2010-05-01,56,79,56,79,135
SAN IGNACIO,atencion odontologica,restauraciones,2010-05-01,85,123,85,123,208
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-05-01,44,70,44,70,114
SAN JAVIER(BNI),atencion odontologica,restauraciones,2010-05-01,9,9,9,9,18
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-05-01,4,21,4,21,25
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-05-01,51,87,51,87,138
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-05-01,211,240,211,240,451
SAN JULIAN,atencion odontologica,restauraciones,2010-05-01,30,61,30,61,91
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-05-01,0,4,0,4,4
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-05-01,82,110,82,110,192
SAN LUCAS,atencion odontologica,restauraciones,2010-05-01,17,41,17,41,58
