,group,variable,month,TOTAL 1910 ANTI AMARÍLICA CANTIDAD,TOTAL 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
MONTERO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,12,4,16
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,44,40,84
PADCAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,1,3
PADILLA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,23,0,23
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,1,3
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,2,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,1,2
POROMA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,18,11,29
PRESTO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,3,3
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,4,0,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,6,20,26
RAVELO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,2,2
REYES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,4,1,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,21,4,25
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,4,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,6,0,6
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,42,0,42
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,1,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,4,2,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,3,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,1,3
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,1,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,175,91,266
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,10,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,8,0,8
SORATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,10,0,10
TARABUCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,22,12,34
TARVITA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,4,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,4,5,9
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
TOCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,10,10
TORO TORO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,16,5,21
TUPIZA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,3,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,6,0,6
VIACHA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,5,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,6,7,13
VINTO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,9,9,18
VITICHI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,16,1,17
YACUIBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,6,3,9
YANACACHI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-10-01,0,2,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,2,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,2,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,7,7
AYATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,9,9
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,9,1,10
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,1,5
COCAPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,5,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,92,5,97
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,8,3,11
COLOMI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,3,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,4,4
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,12,13
CORIPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,0,3
COROICO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,2,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,59,63,122
EL TORNO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,6,1,7
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,2,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,6,1,7
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,6,3,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,50,3,53
LAJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,6,6
LLICA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,2,2
LORETO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,2,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,1,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,7,0,7
OCURI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,16,12,28
PAILON,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,0,4
PALCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,4,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,0,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,5,5
POCONA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,4,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,29,10,39
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,6,7
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,13,1,14
PUNATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,3,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,10,27,37
RAVELO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,18,0,18
ROBORE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,15,8,23
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,3,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,14,14
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,10,2,12
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,4,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,14,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,9,12
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,167,40,207
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,2,1,3
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,2,6
SORATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,16,3,19
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,17,6,23
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,4,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
TOCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,0,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,9,7,16
TUPIZA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,1,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,3,2,5
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,10,0,10
VILA VILA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,1,3,4
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,10,2,12
VILLAZON,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,1,5
VINTO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,8,6,14
WARNES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,12,1,13
YACUIBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,6,1,7
YOCALLA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-11-01,4,0,4
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,2,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,0,2
AYATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,5,5
BAURES,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,3,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,3,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,5,0,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,10,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,6,6
CLIZA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,16,2,18
COCAPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,6,0,6
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,56,23,79
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,3,0,3
COLLANA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,3,3
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,3,2,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,44,38,82
EL CHORO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,3,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,6,0,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,2,3
HUACARETA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,8,1,9
HUANUNI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,4,4
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,5,2,7
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,9,1,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,63,0,63
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,9,10
LLICA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
LORETO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,7,7
MAPIRI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,2,1,3
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
MOJINETE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,6,0,6
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,15,9,24
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,6,6
OCURI,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,23,18,41
PADCAYA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,5,5
PADILLA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,18,0,18
PALCA,vacunaciones en ninos de 2 a 4 anos,        anti amarilica,2014-12-01,0,1,1
