,group,variable,month,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,6,6
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,4,7
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,3,5
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,51,234,285
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,4,6
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,0,3
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,40,42
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,1,7
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,17,17
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,4,6
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,5,5
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,0,3
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,12,47,59
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,12,16,28
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,3,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,10,14
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,15,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,154,74,228
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,15,15
PUCARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,2,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,13,91,104
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,19,21
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,22,24
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,64,70
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,39,35,74
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,14,20
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,11,4,15
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,40,158,198
QUIME,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,14,4,18
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,30,32
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,26,8,34
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,14,3,17
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,50,34,84
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,7,9
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,8,21,29
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,7,4,11
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,3,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,19,22,41
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,12,58,70
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,16,11,27
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,9,3,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,38,84,122
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,8,14,22
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,16,98,114
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,24,93,117
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,4,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,10,2,12
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,28,21,49
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,5,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,5,10,15
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,6,6
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,14,0,14
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,555,177,732
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,5,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,17,64,81
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,10,12
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,15,17
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,2,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,22,8,30
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,3,4
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,10,12
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,6,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,118,200,318
TACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,4,4
TACACOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,3,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,8,11,19
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,5,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,7,2,9
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,21,23
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,54,21,75
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,3,4
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,13,13
TIPUANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,19,24,43
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,20,23
TOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,10,14
TOLATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,1,5
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,4,4
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,5,2,7
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,2,14,16
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,12,15
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,8,9,17
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,63,110,173
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,5,5,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,0,6
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,17,17
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,0,6
VACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,5,6
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,9,2,11
VILA VILA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,6,9,15
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,7,7,14
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,5,14,19
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,17,9,26
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,40,27,67
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,9,4,13
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,17,9,26
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,17,3,20
VITICHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,16,5,21
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,87,113,200
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,40,97,137
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,12,3,15
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,20,3,23
YOTALA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,4,4,8
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-05-01,3,4,7
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,8,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,3,6
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,9,12,21
ALALAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,1,5
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,0,3
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,14,17
ARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,5,7
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,20,24
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,9,1,10
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,1,4
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,6,108,114
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,8,8,16
BAURES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,0,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,4,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,6,0,6
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,7,0,7
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,7,8
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,3,4
CAIROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,0,5
CAMARGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,5,8
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,1,5
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,8,2,10
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,1,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,8,6,14
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,8,3,11
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,18,6,24
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,10,11
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,2,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,7,3,10
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,12,7,19
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,18,21
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,264,68,332
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,37,2,39
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,21,3,24
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,11,2,13
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,3,3
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,0,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,8,8
COPACABANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,3,3
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,0,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,6,2,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,13,4,17
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,12,12,24
CULPINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,3,4
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,2,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,197,186,383
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,2,7
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,4,6
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,21,16,37
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,18,5,23
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,11,11
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,14,3,17
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,14,76,90
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,5,9
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,2,2
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,0,2
ICLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,0,5
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,1,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,11,3,14
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,16,3,19
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,88,18,106
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,206,69,275
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,3,5
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,8,11,19
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,3,2,5
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,2,3
MACHARETI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,10,0,10
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
MAPIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,12,0,12
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,14,0,14
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,6,3,9
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,2,7
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,0,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,57,4,61
MORO MORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,8,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,7,1,8
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,52,3,55
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,5,0,5
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,7,23,30
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,30,0,30
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,10,1,11
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,8,12
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,56,60
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,10,2,12
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,6,8
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,19,7,26
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,9,5,14
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,19,0,19
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,4,2,6
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,2,4,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,107,18,125
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,7,8
PUCARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,1,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,9,29,38
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,4,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,3,4
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,1,3,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-06-01,0,3,3
