,group,variable,month,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,9,17,26
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,3,5
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,2,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,4,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,30,3,33
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,2,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,3,3
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,2,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,20,20
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,12,4,16
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,40,0,40
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2
PORCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,25,25
POROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,8,8
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,12,0,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,3,4
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,6,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,2,4
SACACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,6,5,11
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,1,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,8,2,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,56,45,101
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,4,6
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,16,0,16
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,3,3
TARATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,5,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,1,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,4,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,4,2,6
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,3,4,7
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,32,32
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,1,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,9,11
APOLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,11,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,2,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,8,1,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,1,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,5,9,14
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,5,3,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,3,2,5
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,22,0,22
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,5,6
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,4,4
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,8,8
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,6,3,9
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,4,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,4,8,12
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,55,0,55
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,5,0,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,41,42
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,4,2,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,14,15
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,7,1,8
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,4,26,30
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,29,7,36
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,3,5,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,6,0,6
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,8,8
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,4,5,9
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-12-01,0,1,1
