,group,variable,month,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,4,25,29
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,31,7,38
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,5,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,7,6,13
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,0,3
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,6,0,6
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,8,2,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,25,25
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,4,5,9
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,6,0,6
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,4,1,5
