municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,36,36
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,20,20
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,8,8
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,18,18
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,9,9
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,9,9
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,15,15
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,13,13
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,24,24
PUNATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,17,17
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
SAIPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,10,10
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,10,10
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,28,28
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,9,9
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,25,25
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,9,9
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,8,8
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,14,14
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,5,5
TRINIDAD,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,13,13
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,6,6
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,8,8
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,12,12
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,4,4
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,7,7
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,3,3
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-04-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,3,3
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,31,31
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,5,5
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,3,3
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,6,6
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,5,5
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,2,2
ANTEQUERA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,6,6
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,5,5
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,8,8
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,2,2
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,5,5
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-05-01,15,15
