municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,9,9
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,7,7
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,6,6
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,10,10
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,14,14
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,22,22
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,18,18
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,9,9
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,6,6
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,9,9
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,11,11
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,19,19
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
TODOS SANTOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,8,8
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,6,6
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,9,9
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,14,14
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,13,13
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,41,41
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,38,38
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,10,10
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,5,5
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,15,15
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,11,11
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,14,14
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,7,7
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,20,20
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,13,13
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,21,21
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,8,8
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,5,5
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,7,7
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,24,24
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,11,11
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-11-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,10,10
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,5,5
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,9,9
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,7,7
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,9,9
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,7,7
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,30,30
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,8,8
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
MOJINETE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,7,7
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,12,12
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,6,6
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,6,6
