municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
POSTRER VALLE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,2220,2220
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,240,240
PUCARA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
PUERTO ACOSTA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,31,31
PUERTO CARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,116,116
PUERTO QUIJARRO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
PUERTO RICO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,115,115
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1170,1170
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,180,180
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,630,630
QUIABAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1111,1111
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,9,9
QUIRUSILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1260,1260
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,237,237
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,240,240
SABAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1350,1350
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
SAIPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,141,141
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,360,360
SAMAIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,180,180
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,450,450
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,420,420
SAN IGNACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,542,542
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,990,990
SAN JAVIER(BNI),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,28,28
SAN JAVIER(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,855,855
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,218,218
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,720,720
SAN LORENZO(PND),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,86,86
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,630,630
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,242,242
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
SAN PEDRO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,234,234
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
SAN RAFAEL,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SAN RAMON BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
SAN RAMON SCZ,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,210,210
SANTA ANA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,24300,24300
SANTA ROSA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,298,298
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,91,91
SANTIAGO DE HUARI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,180,180
SANTIAGO DE HUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
SANTIVAÑES,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,180,180
SAPAHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
SENA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,74,74
SHINAOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,614,614
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,176,176
SICAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,58,58
SIPE SIPE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,928,928
SOPACHUY,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,356,356
SORACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
SORATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
SUCRE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,4451,4451
TACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
TACACOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,142,142
TACOPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,210,210
TAPACARI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,538,538
TARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,420,420
TARATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
TARIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1494,1494
TARVITA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,717,717
TEOPONTE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
TIAWANACU,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
TIPUANI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
TIQUIPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,598,598
TIRAQUE (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,540,540
TOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
TOLATA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
TOMINA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,540,540
TORO TORO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
TOTORA(CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,300,300
TOTORA(ORR),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
TRIGAL,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
TRINIDAD,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1760,1760
TUPIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,540,540
UMALA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
UNCIA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
URUBICHA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,60,60
UYUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,540,540
VACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,242,242
VALLEGRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,210,210
VIACHA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,884,884
VILA VILA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,90,90
VILLA CHARCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,99,99
VILLA MONTES,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,360,360
VILLA RIVERO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,150,150
VILLA SERRANO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,420,420
VILLA TUNARI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1278,1278
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,267,267
VILLAZON,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,420,420
VINTO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,211,211
VITICHI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
WARNES,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,1262,1262
YACO,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
YACUIBA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,626,626
YAMPARAEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
YANACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,30,30
YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,456,456
YOTALA,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,210,210
ZUDAÑEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-04-01,120,120
ACACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
ACHACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,341,341
ACHOCALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,62,62
AIQUILE,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,527,527
ALALAY,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,124,124
ALCALA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,124,124
ALTO BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,155,155
ANCORAIMES,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,62,62
ANDAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
ANTEQUERA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
ANZALDO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,93,93
APOLO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,93,93
ARAMPAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
ARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,217,217
ARBIETO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,186,186
ARQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,209,209
ASCENCION DE GUARAYOS,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,248,248
ATOCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,403,403
AYATA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,93,93
AYO AYO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,1177,1177
AZURDUY,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,257,257
BAURES,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
BELLA FLOR,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,90,90
BERMEJO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,234,234
BETANZOS,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,248,248
BOLIVAR,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,155,155
BOYUIBE,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,124,124
BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,104,104
CABEZAS,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,124,124
CAIROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,248,248
"CAIZA ""D""",internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,62,62
CAJUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,117,117
CALACOTO,internaciones dias camas,      dias camas disponibles maternidad,2014-05-01,31,31
