municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,31,31
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,391,391
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,23,23
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,34,34
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,33,33
HUACHACALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
HUANUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,148,148
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,18,18
HUARINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
HUATAJATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,10,10
HUAYLLAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,24,24
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,16,16
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,13,13
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,48,48
LA GUARDIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,76,76
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5738,5738
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,15,15
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
LAS CARRERAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
LLALLAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,221,221
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
MACHARETI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,67,67
MAIRANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,52,52
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,33,33
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,42,42
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,101,101
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
MOJINETE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,13,13
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,200,200
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,967,967
MORO MORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
NAZACARA DE PACAJES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,22,22
OKINAWA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,22,22
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1916,1916
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,111,111
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,56,56
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,3,3
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,27,27
PAMPA GRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,37,37
PAPEL PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
PASORAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,57,57
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,11,11
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,29,29
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,17,17
PORONGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,139,139
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
POSTRER VALLE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1330,1330
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,37,37
PUERTO ACOSTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,3,3
PUERTO CARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
PUERTO QUIJARRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,39,39
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,35,35
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,234,234
PUNA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,13,13
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,317,317
QUIABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,485,485
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
QUIRUSILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1,1
RAVELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,54,54
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,853,853
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,53,53
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,207,207
SABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,380,380
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,15,15
SAIPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,21,21
SAMAIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,28,28
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,14,14
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,172,172
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,59,59
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,142,142
SAN IGNACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,142,142
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,302,302
SAN JAVIER(BNI),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,68,68
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,16,16
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,52,52
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,24,24
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,149,149
SAN LORENZO(PND),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,50,50
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,45,45
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,46,46
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,10,10
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,34,34
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,34,34
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,205,205
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12174,12174
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,49,49
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,14,14
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,3,3
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,11,11
SANTIAGO DE HUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,10,10
SENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,16,16
SHINAOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,128,128
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,17,17
SICAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,33,33
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,26,26
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2016,2016
TACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,9,9
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,7,7
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,105,105
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1581,1581
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,48,48
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,13,13
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,11,11
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,13,13
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,380,380
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,32,32
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,3,3
TOLATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,27,27
TORO TORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,12,12
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,65,65
TOTORA(ORR),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,8,8
TRIGAL,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,1161,1161
TUPIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,214,214
UMALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
UNCIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,43,43
URUBICHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,16,16
UYUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,174,174
VACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,6,6
VALLEGRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,138,138
VIACHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,92,92
VILA VILA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
VILLA CHARCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,36,36
VILLA MONTES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,313,313
VILLA RIVERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,5,5
VILLA SERRANO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,26,26
VILLA TUNARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,778,778
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,4,4
VILLAZON,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,162,162
VINTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,440,440
VITICHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
WARNES,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,261,261
YACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,10,10
YACUIBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,356,356
YAMPARAEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,16,16
YANACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,2,2
YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,203,203
YOTALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,51,51
ZUDAÑEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-04-01,38,38
ACACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-05-01,4,4
ACHACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-05-01,67,67
ACHOCALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-05-01,2,2
AIQUILE,internaciones dias camas,      dias camas ocupadas maternidad,2014-05-01,63,63
