municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,69,75,69,75,144
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,18,18,18,18,36
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,25,16,25,16,41
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,79,89,79,89,168
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6,6,6,6,12
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,26,18,26,18,44
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,16,9,16,25
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,114,116,114,116,230
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,50,34,50,34,84
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,91,89,91,89,180
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,123,152,123,152,275
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,257,304,257,304,561
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,4,6,4,6,10
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,57,57,57,57,114
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,63,85,63,85,148
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,95,101,95,101,196
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,38,63,38,63,101
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,110,110,110,110,220
SAN LORENZO(PND),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,4,8,4,12
SAN LORENZO(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,57,94,57,94,151
SAN LUCAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,157,225,157,225,382
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,31,20,31,51
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,78,97,78,97,175
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,18,27,18,27,45
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,39,41,39,41,80
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,38,54,38,54,92
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,28,27,28,55
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,30,20,30,50
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,9,14,9,23
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,31,38,31,38,69
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,29,40,29,40,69
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,149,177,149,177,326
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6583,9154,6583,9154,15737
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,47,47,47,47,94
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,45,37,45,37,82
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,14,15,14,29
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,63,50,63,50,113
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,17,22,17,22,39
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,38,42,38,80
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,24,22,24,22,46
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,31,40,31,71
SENA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,49,41,49,41,90
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,4,8,4,12
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,24,27,24,27,51
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,45,75,45,75,120
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,24,21,24,21,45
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,55,48,55,48,103
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2736,3628,2736,3628,6364
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,5,3,5,3,8
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,20,27,20,47
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,46,33,46,79
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,34,28,34,62
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,14,10,14,24
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,46,59,46,59,105
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,103,163,103,163,266
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,32,32,32,32,64
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,17,35,17,35,52
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1974,2287,1974,2287,4261
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,50,112,50,112,162
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,70,51,70,51,121
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,37,20,37,57
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,36,66,36,66,102
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,3,8,3,11
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,54,33,54,87
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,36,51,36,51,87
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,11,14,11,14,25
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,10,10,10,20
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,43,61,43,61,104
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,62,74,62,74,136
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,52,80,52,80,132
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,47,79,47,79,126
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,17,25,17,25,42
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,21,25,21,25,46
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,25,15,25,40
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,498,340,498,340,838
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,292,558,292,558,850
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,54,43,54,43,97
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,16,16,16,32
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,90,196,90,196,286
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,72,98,72,98,170
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,16,9,16,25
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,179,183,179,183,362
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,26,44,26,44,70
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,281,345,281,345,626
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,317,316,317,316,633
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1,4,1,4,5
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,185,211,185,211,396
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,17,13,17,13,30
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,13,9,13,22
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,69,92,69,92,161
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,92,84,92,84,176
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,89,40,89,129
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,241,360,241,360,601
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,18,9,18,27
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,51,107,51,107,158
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6,6,6,6,12
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,48,42,48,90
YACO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,29,16,29,16,45
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,630,942,630,942,1572
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,46,51,46,51,97
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,18,15,18,33
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,357,214,357,214,571
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,74,40,74,114
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,67,27,67,94
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,11,12,11,12,23
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,64,105,64,105,169
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,11,31,11,31,42
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,181,166,181,166,347
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,9,13,9,13,22
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,116,148,116,148,264
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,1,10,1,10,11
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,22,37,22,37,59
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,39,29,39,29,68
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,64,68,64,68,132
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,4,12,4,12,16
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,19,28,19,28,47
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,36,44,36,44,80
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,8,19,8,19,27
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,11,14,11,14,25
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,27,48,27,48,75
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,14,20,14,20,34
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,14,11,14,11,25
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,102,116,102,116,218
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,17,15,17,15,32
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,42,40,42,40,82
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,18,13,18,13,31
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,59,82,59,82,141
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,99,118,99,118,217
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,44,42,44,42,86
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,13,20,13,20,33
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,10,16,10,16,26
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,13,10,13,10,23
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,8,6,8,6,14
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,257,286,257,286,543
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,188,376,188,376,564
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,24,39,24,39,63
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,7,8,7,8,15
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,4,17,4,17,21
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,77,73,77,73,150
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,26,36,26,36,62
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,53,39,53,39,92
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,60,92,60,92,152
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,35,41,35,41,76
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,42,29,42,29,71
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,22,18,22,18,40
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,227,328,227,328,555
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,61,69,61,69,130
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,748,848,748,848,1596
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,50,69,50,69,119
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,32,32,32,32,64
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,119,79,119,79,198
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,377,171,377,171,548
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,2,1,2,1,3
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,106,112,106,112,218
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,12,16,12,16,28
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,4,1,4,1,5
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,6,14,6,14,20
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,2,3,2,3,5
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,114,132,114,132,246
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,35,52,35,52,87
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,34,35,34,35,69
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,16,20,16,20,36
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,56,102,56,102,158
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,15,14,15,14,29
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,6,6,6,6,12
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,11,12,11,12,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,71,47,71,47,118
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,54,58,54,58,112
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,29,49,29,49,78
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,284,333,284,333,617
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,6879,6929,6879,6929,13808
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,5,2,5,2,7
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,182,428,182,428,610
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,96,109,96,109,205
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,13,12,13,12,25
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,22,16,22,16,38
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,70,47,70,47,117
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,81,140,81,140,221
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,40,47,40,47,87
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,55,42,55,42,97
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,18,16,18,16,34
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,92,85,92,85,177
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,9,7,9,7,16
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,24,41,24,41,65
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,37,34,37,34,71
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,27,23,27,23,50
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,23,23,23,23,46
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,78,61,78,61,139
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,63,57,63,57,120
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,187,433,187,433,620
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,18,21,18,21,39
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,50,52,50,52,102
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,6,6,6,6,12
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,20,26,20,26,46
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,77,115,77,115,192
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,33,34,33,34,67
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,5,7,5,7,12
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,18,20,18,20,38
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,1314,1472,1314,1472,2786
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,29,32,29,32,61
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,32,32,32,32,64
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,70,110,70,110,180
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,268,201,268,201,469
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,29,67,29,67,96
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,86,66,86,66,152
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-05-01,18,16,18,16,34
