municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5588,7395,5588,7395,12983
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,66,78,66,78,144
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,7,5,7,12
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,26,13,26,13,39
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,6,4,6,10
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,1,5,1,6
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,2,5,2,7
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,16,14,16,14,30
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,46,64,46,64,110
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,10,4,10,14
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,28,36,28,36,64
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,19,9,19,28
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,1,3,1,4
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,6,0,6,6
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,881,1038,881,1038,1919
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,262,249,262,249,511
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,5,5,5,10
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,9,7,9,16
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,3,5,3,8
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,3,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,10,5,10,15
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,5,3,5,8
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,182,182,182,182,364
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,6,4,6,10
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,4,8,4,12
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,135,152,135,152,287
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,3,0,3,3
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,4,7,4,11
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,7,7,7,14
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,19,16,19,16,35
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,7,6,7,13
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9296,13397,9296,13397,22693
LA RIVERA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,1,5,1,6
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,18,12,18,12,30
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,5,5,5,10
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,39,42,39,42,81
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,4,8,4,12
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,2,2,2,4
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,31,28,31,28,59
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,10,9,10,9,19
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,53,98,53,98,151
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,0,2,0,2
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,3,0,3,3
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,4,5,4,9
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,3,3,3,6
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,4,5,4,9
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,3,1,3,4
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,118,118,118,118,236
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,471,374,471,374,845
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,2,2,2,4
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,12,4,12,16
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,0,4,0,4
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,10,8,10,18
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1613,1858,1613,1858,3471
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,19,23,19,23,42
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,10,31,10,31,41
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,8,4,8,12
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,6,5,6,11
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,17,7,17,24
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,10,1,10,11
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,12,9,12,21
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,22,6,22,6,28
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,14,19,14,19,33
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1030,1482,1030,1482,2512
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,14,4,14,18
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,11,3,11,14
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,31,14,31,14,45
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,10,5,10,15
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,3,0,3,3
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,6,5,6,11
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,0,3,0,3
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,12,12,12,12,24
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,6,8,6,14
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,7,6,7,13
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,86,106,86,106,192
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,299,419,299,419,718
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,50,65,50,65,115
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,14,7,14,7,21
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,11,30,11,30,41
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,83,109,83,109,192
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,4,4,4,8
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,75,181,75,181,256
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,5,9,5,14
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,2,4,2,6
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,7,1,7,8
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,3,3,3,6
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,1,5,1,6
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,34,82,34,82,116
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,6,8,6,14
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,13,27,13,27,40
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,74,84,74,84,158
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,59,99,59,99,158
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,3,6,3,9
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,10,5,10,5,15
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,10,3,10,13
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,10,6,10,6,16
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,7,5,7,12
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,43,78,43,78,121
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,13,4,13,4,17
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,4,5,4,9
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,2,6,2,8
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,20,42,20,42,62
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,5,6,5,11
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,59,74,59,74,133
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3068,4745,3068,4745,7813
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,0,2,0,2
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,31,33,31,33,64
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,3,0,3,3
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,5,7,5,12
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,4,1,4,5
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,12,14,12,14,26
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,9,2,9,11
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,0,4,0,4
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,1,4,1,5
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1746,2756,1746,2756,4502
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,6,2,6,8
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,4,1,4,5
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,4,3,4,7
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,10,7,10,17
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,1,4,1,5
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1325,2125,1325,2125,3450
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,4,6,4,10
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,4,0,4,4
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,5,4,5,9
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,11,19,11,19,30
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,14,9,14,9,23
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,4,5,4,9
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,11,5,11,16
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,8,8,8,16
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,372,466,372,466,838
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,36,58,36,58,94
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
UMALA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,41,80,41,80,121
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,13,9,13,22
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,86,95,86,95,181
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,16,3,16,19
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,164,308,164,308,472
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,171,189,171,189,360
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,16,29,16,29,45
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,4,3,4,7
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,4,9,4,13
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,3,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,14,63,14,63,77
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,15,3,15,18
