municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
VILLAZON,consulta externa,repetidas en menores de 5 anos,2007-03-01,34,47,34,47,81
VINTO,consulta externa,repetidas en menores de 5 anos,2007-03-01,157,128,157,128,285
VITICHI,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,6,3,6,9
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,3,2,3,5
WARNES,consulta externa,repetidas en menores de 5 anos,2007-03-01,75,81,75,81,156
YACO,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en menores de 5 anos,2007-03-01,198,169,198,169,367
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,26,21,26,21,47
YANACACHI,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,1,3,1,4
YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-03-01,51,56,51,56,107
YOTALA,consulta externa,repetidas en menores de 5 anos,2007-03-01,40,15,40,15,55
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,7,5,7,12
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,7,5,7,12
ACACIO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,4,1,4,5
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,12,10,12,22
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,5,10,5,15
AIQUILE,consulta externa,repetidas en menores de 5 anos,2007-04-01,147,135,147,135,282
ALALAY,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,6,7,6,13
ALCALA,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,2,6,2,8
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,5,10,5,15
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,5,3,5,8
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,6,6,6,12
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,14,16,14,30
APOLO,consulta externa,repetidas en menores de 5 anos,2007-04-01,17,16,17,16,33
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
ARANI,consulta externa,repetidas en menores de 5 anos,2007-04-01,43,36,43,36,79
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-04-01,14,5,14,5,19
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-04-01,14,21,14,21,35
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,38,37,38,37,75
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-04-01,42,28,42,28,70
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,21,27,21,27,48
AYATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,14,12,14,12,26
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-04-01,13,13,13,13,26
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,2,2,2,4
BATALLAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,5,1,5,6
BAURES,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,3,8,3,11
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,2,0,2,2
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,5,3,5,8
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-04-01,41,31,41,31,72
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,23,25,23,25,48
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,0,4,0,4
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,3,2,3,5
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-04-01,27,23,27,23,50
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,47,44,47,44,91
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,25,8,25,8,33
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,2,4,2,6
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-04-01,6,1,6,1,7
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,5,7,5,12
CALACOTO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,3,1,3,4
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,7,16,7,23
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,1,10,1,11
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-04-01,8,11,8,11,19
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-04-01,146,123,146,123,269
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,59,42,59,42,101
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,3,1,3,4
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-04-01,83,140,83,140,223
CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,18,9,18,27
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
CATACORA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,1,1,1,2
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,26,39,26,39,65
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-04-01,57,87,57,87,144
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-04-01,14,23,14,23,37
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-04-01,24,24,24,24,48
CHUMA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,2,0,2,2
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-04-01,40,46,40,46,86
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-04-01,90,68,90,68,158
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-04-01,3826,3550,3826,3550,7376
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-04-01,116,121,116,121,237
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-04-01,2,3,2,3,5
COLLANA,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,0,3,0,3
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-04-01,64,55,64,55,119
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-04-01,47,48,47,48,95
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,5,1,5,6
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,11,4,11,15
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-04-01,30,29,30,29,59
COMANCHE,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,5,1,5,6
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-04-01,30,13,30,13,43
COMBAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-04-01,14,12,14,12,26
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,2,7,2,9
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
COROICO,consulta externa,repetidas en menores de 5 anos,2007-04-01,45,29,45,29,74
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,7,9,7,16
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-04-01,43,53,43,53,96
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,33,46,33,46,79
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,52,54,52,54,106
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-04-01,2,5,2,5,7
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-04-01,17,10,17,10,27
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-04-01,11,12,11,12,23
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,2,0,2,2
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1813,1836,1813,1836,3649
EL CHORO,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,2,0,2,2
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-04-01,12,10,12,10,22
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-04-01,13,9,13,9,22
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-04-01,76,69,76,69,145
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,29,20,29,20,49
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,2,4,2,6
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,10,13,10,23
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,4,4,4,8
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-04-01,19,12,19,12,31
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,9,7,9,16
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-04-01,6,7,6,7,13
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,7,8,7,15
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,8,3,8,11
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-04-01,59,88,59,88,147
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,21,25,21,25,46
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-04-01,25,35,25,35,60
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2007-04-01,0,1,0,1,1
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,5,3,5,8
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-04-01,120,97,120,97,217
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,7,1,7,8
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
ICHOCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
ICLA,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,7,6,7,13
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,4,7,4,11
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-04-01,10,5,10,5,15
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-04-01,27,21,27,21,48
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-04-01,15,5,15,5,20
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,12,12,12,12,24
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-04-01,5,4,5,4,9
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,18,23,18,23,41
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-04-01,108,83,108,83,191
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,4101,3985,4101,3985,8086
LA RIVERA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,5,13,5,18
LAJA,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,9,10,9,19
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,8,7,8,15
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,2,0,2,2
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-04-01,23,18,23,18,41
LLICA,consulta externa,repetidas en menores de 5 anos,2007-04-01,5,1,5,1,6
LORETO,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,10,6,10,16
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,8,3,8,11
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,5,4,5,9
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-04-01,12,19,12,19,31
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-04-01,25,28,25,28,53
MAIRANA,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,12,16,12,28
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-04-01,27,18,27,18,45
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-04-01,15,10,15,10,25
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,11,8,11,19
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-04-01,33,31,33,31,64
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,0,4,0,4
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,14,16,14,30
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-04-01,69,41,69,41,110
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-04-01,430,494,430,494,924
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,66,43,66,43,109
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
OCURI,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,4,3,4,7
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,11,13,11,24
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,5,6,5,11
ORURO,consulta externa,repetidas en menores de 5 anos,2007-04-01,593,622,593,622,1215
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,25,13,25,38
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,6,9,6,15
PAILON,consulta externa,repetidas en menores de 5 anos,2007-04-01,20,14,20,14,34
PALCA,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,3,8,3,11
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,22,21,22,21,43
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,2,1,2,3
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,2,2,2,4
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,3,3,3,6
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-04-01,5,2,5,2,7
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,3,7,3,10
POCONA,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,7,9,7,16
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-04-01,4,1,4,1,5
POOPO,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,5,4,5,9
PORCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,5,6,5,11
POROMA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,2,1,2,3
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-04-01,6,22,6,22,28
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-04-01,57,64,57,64,121
PORVENIR,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,2,4,2,6
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-04-01,567,475,567,475,1042
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,1,1,1,2
PUCARA,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,6,9,6,15
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,15,10,15,25
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,11,4,11,4,15
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,9,3,9,12
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-04-01,12,7,12,7,19
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,11,16,11,27
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,2,8,2,10
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2007-04-01,0,3,0,3,3
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,24,31,24,31,55
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-04-01,70,59,70,59,129
PUNA,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,2,13,2,15
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,84,103,84,103,187
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-04-01,359,358,359,358,717
QUIME,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,6,2,6,8
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,4,1,4,5
REYES,consulta externa,repetidas en menores de 5 anos,2007-04-01,20,16,20,16,36
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,157,180,157,180,337
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-04-01,9,14,9,14,23
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-04-01,66,70,66,70,136
SABAYA,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,2,4,2,6
SACABA,consulta externa,repetidas en menores de 5 anos,2007-04-01,364,286,364,286,650
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-04-01,13,2,13,2,15
SACACA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,2,2,2,4
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,6,8,6,14
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-04-01,4,1,4,1,5
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,11,10,11,21
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,1,4,1,4,5
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2007-04-01,3,1,3,1,4
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2007-04-01,18,10,18,10,28
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2007-04-01,103,82,103,82,185
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2007-04-01,10,14,10,14,24
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,39,24,39,24,63
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2007-04-01,79,63,79,63,142
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,148,169,148,169,317
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2007-04-01,0,7,0,7,7
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2007-04-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2007-04-01,7,3,7,3,10
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-04-01,35,39,35,39,74
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2007-04-01,48,40,48,40,88
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2007-04-01,5,1,5,1,6
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2007-04-01,30,7,30,7,37
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,16,12,16,12,28
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2007-04-01,17,9,17,9,26
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-04-01,43,37,43,37,80
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2007-04-01,8,3,8,3,11
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2007-04-01,46,43,46,43,89
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-04-01,60,39,60,39,99
