,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
PATACAMAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,35,2,37
PAZÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
PELECHUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,0,9
POCOATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,22,11,33
POCONA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,1,10
POJO (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,0,10
POOPO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,0,8
PORCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,20,1,21
POROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,3,11
PORONGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,11,0,11
PORTACHUELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,44,0,44
PORVENIR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,5,3,8
POSTRER VALLE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,1,0,1
POTOSI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,577,0,577
PRESTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,15,3,18
PUCARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,37,2,39
PUERTO ACOSTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,2,8
PUERTO CARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,11,3,14
PUERTO GONZALO MORENO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,0,8
PUERTO PEREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3,2,5
PUERTO QUIJARRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,32,0,32
PUERTO RICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,17,0,17
PUERTO SUAREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,42,0,42
PUERTO VILLARROEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,171,1,172
PUNA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,21,3,24
PUNATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,49,0,49
QUIABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
QUILLACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,255,26,281
QUIME,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,15,0,15
QUIRUSILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,0,6
RAVELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,6,14
REYES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,19,3,22
RIBERALTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,279,7,286
ROBORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,37,0,37
RURRENABAQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,34,1,35
SABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3,0,3
SACABA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,336,0,336
SACABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,1,7
SACACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,13,0,13
SAIPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,16,0,16
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,14,4,18
SAMAIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,14,2,16
SAN AGUSTIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
SAN ANDRES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,16,1,17
SAN ANDRES DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,2,1,3
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,7,2,9
SAN BENITO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,12,0,12
SAN BORJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,86,2,88
SAN BUENA VENTURA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,20,2,22
SAN CARLOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,48,0,48
SAN IGNACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,43,1,44
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,90,12,102
SAN JAVIER(BNI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,5,3,8
SAN JAVIER(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,17,0,17
SAN JOAQUIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,7,0,7
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,22,0,22
SAN JUAN DE YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,12,1,13
SAN JULIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,104,1,105
SAN LORENZO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,1,7
SAN LORENZO(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,27,2,29
SAN LUCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,38,8,46
SAN MATIAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,37,0,37
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,21,1,22
SAN PABLO DE LIPEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,2,0,2
SAN PEDRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,16,0,16
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,21,5,26
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,5,0,5
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,7,0,7
SAN PEDRO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,1,2,3
SAN RAFAEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,1,9
SAN RAMON BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,0,10
SAN RAMON SCZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,18,0,18
SANTA ANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,29,0,29
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3667,27,3694
SANTA ROSA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,1,11
SANTA ROSA DEL SARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,28,1,29
SANTIAGO DE CALLAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,2,1,3
SANTIAGO DE HUARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,2,12
SANTIAGO DE HUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,0,6
SANTIAGO DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,2,0,2
SANTIVAÑES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,0,8
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,0,6
SAPAHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,0,6
SENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,1,10
SHINAOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,80,0,80
SICA SICA (VILLA AROMA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,37,1,38
SICAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
SIPE SIPE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,74,0,74
SOPACHUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,13,0,13
SORACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,2,10
SORATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,1,14,15
SUCRE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,632,3,635
TACACOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,5,0,5
TACOBAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,3,12
TACOPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,12,0,12
TAHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,2,0,2
TAPACARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,32,5,37
TARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,13,6,19
TARACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3,1,4
TARATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,22,0,22
TARIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,484,7,491
TARVITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,16,3,19
TEOPONTE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,15,1,16
TIAWANACU,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,13,0,13
TINGUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,14,6,20
TIPUANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,29,0,29
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,135,2,137
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,30,0,30
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,1,5
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,0,9
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,1,5
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,9,2,11
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,0,10
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,7,5,12
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,43,0,43
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,3,0,3
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,288,2,290
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,59,20,79
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,5,2,7
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,22,0,22
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,19,1,20
URUBICHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,11,0,11
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,57,0,57
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,0,10
VALLEGRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,31,0,31
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,105,0,105
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,0,4
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,16,8,24
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,75,0,75
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,1,0,1
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,17,1,18
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,12,3,15
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,248,0,248
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,12,0,12
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,61,0,61
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,119,0,119
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,13,0,13
WARNES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,200,3,203
YACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,0,8
YACUIBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,220,1,221
YAMPARAEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,4,2,6
YANACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,6,0,6
YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,93,1,94
YOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,8,0,8
YOTALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,10,1,11
YUNCHARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,7,3,10
ZUDAÑEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-04-01,15,1,16
ACACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,6,0,6
ACHACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,41,1,42
ACHOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,24,11,35
AIQUILE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,29,1,30
ALALAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,1,2
ALCALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,8,0,8
ALTO BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,10,0,10
ANCORAIMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,6,2,8
ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,3,0,3
ANTEQUERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,4,0,4
ANZALDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,5,0,5
APOLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,25,4,29
ARAMPAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,6,1,7
ARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,19,1,20
ARBIETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,21,1,22
ARQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,11,0,11
ASCENCION DE GUARAYOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,52,2,54
ATOCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,29,0,29
AUCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,4,5
AYATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,8,1,9
AYO AYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,31,2,33
AZURDUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,12,3,15
BATALLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,16,2,18
BAURES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,3,0,3
BELEN DE ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,1,2
BELEN DE URMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,0,1
BELLA FLOR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,6,2,8
BERMEJO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,59,2,61
BETANZOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,37,1,38
BOLIVAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,9,2,11
BOLPEBRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,3,0,3
BOYUIBE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,0,1
BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,19,0,19
CABEZAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,34,0,34
CAIROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,12,2,14
"CAIZA ""D""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,15,0,15
CAJUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,19,0,19
CALACOTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,5,3,8
CALAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,15,0,15
CAMARGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,21,0,21
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,1,2
CAMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,105,1,106
CAPINOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,20,1,21
CAQUIAVIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,4,0,4
CARACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,18,1,19
CARANAVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,85,1,86
CARAPARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,13,2,15
CARIPUYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,13,5,18
CARMEN RIVERO TORREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,9,0,9
CATACORA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,2,1,3
CHALLAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,52,12,64
CHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,4,1,5
CHARAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,45,1,46
CHARAÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,0,1
CHAYANTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,17,2,19
CHIMORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,47,2,49
CHIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,39,0,39
CHUMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,4,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,15,0,15
CKOCHAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,16,2,18
CLIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,42,1,43
COBIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,155,0,155
COCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,10,6,16
COCHABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,2062,9,2071
COIPASA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,1,0,1
COLCAPIRHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,86,0,86
"COLCHA ""K""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,11,1,12
COLLANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,4,0,4
COLOMI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-05-01,26,0,26
