,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN JUAN DE YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
SAN JULIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,17,0,17
SAN LORENZO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,1,5
SAN LORENZO(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,9,3,12
SAN LUCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,12,6,18
SAN MATIAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,11,0,11
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3,0,3
SAN PABLO DE LIPEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
SAN PEDRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,9,0,9
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,15,3,18
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,0,1,1
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,1,5
SAN PEDRO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,0,1,1
SAN RAFAEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,1,3
SAN RAMON BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
SAN RAMON SCZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
SANTA ANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,18,0,18
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3572,2,3574
SANTA ROSA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,9,0,9
SANTA ROSA DEL SARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,5,0,5
SANTIAGO DE CALLAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,1,2
SANTIAGO DE HUARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,1,7
SANTIAGO DE HUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,9,2,11
SANTIAGO DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3,0,3
SANTIVAÑES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,0,2
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,0,2
SAPAHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,5,2,7
SENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,7,0,7
SHINAOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,11,0,11
SICA SICA (VILLA AROMA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,1,7
SICAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,0,2
SIPE SIPE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,55,1,56
SOPACHUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
SORACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,14,3,17
SORATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,9,5,14
SUCRE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,81,0,81
TACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
TACACOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TACOBAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,2,6
TACOPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TAPACARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,13,3,16
TARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,2,8
TARATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3,0,3
TARIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,239,5,244
TARVITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,2,4
TEOPONTE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TIAWANACU,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,1,7
TINGUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,19,1,20
TIPUANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,7,0,7
TIQUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,83,0,83
TIRAQUE (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,21,5,26
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,0,1,1
TOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TOLATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TOLEDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
TOMAVE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,3,7
TOMINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
TORO TORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,7,4,11
TOTORA(CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,23,0,23
TOTORA(ORR),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,1,2
TRINIDAD,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,204,5,209
TUPIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,38,1,39
TURCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,2,0,2
UMALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,2,6
UNCIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,17,7,24
URIONDO (A. CONCEPCION),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,12,0,12
URUBICHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,5,0,5
UYUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,19,2,21
VACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,0,6
VALLEGRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,5,0,5
VIACHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,44,0,44
VILA VILA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3,1,4
VILLA CHARCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
VILLA MONTES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,20,0,20
VILLA RIVERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,1,7
VILLA SERRANO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,1,2
VILLA TUNARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,149,1,150
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
VILLAZON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,23,2,25
VINTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,56,0,56
VITICHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,5,0,5
WALDO BALLIVIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,0,1,1
WARNES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,68,2,70
YACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,0,3,3
YACUIBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,128,2,130
YANACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,1,0,1
YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,23,2,25
YOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,4,0,4
YOTALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,6,0,6
ZUDAÑEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-03-01,3,0,3
ACACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
ACHACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,22,2,24
ACHOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,7,10
AIQUILE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,35,1,36
ALALAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,3,3
ALTO BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,1,6
ANCORAIMES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,1,8
ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,1,1
ANTEQUERA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
ANZALDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,1,4
APOLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,1,9
ARAMPAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
ARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,6,0,6
ARBIETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,10,0,10
ARQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,0,5
ASCENCION DE GUARAYOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,15,0,15
ATOCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
AUCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,0,3
AYATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
AYO AYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,15,2,17
BATALLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,0,7
BAURES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
BELLA FLOR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
BERMEJO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,19,0,19
BETANZOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,14,2,16
BOLIVAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,1,4
BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,0,8
CABEZAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,12,0,12
CAIROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,1,6
CAJUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,0,7
CALACOTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,2,5
CALAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,2,13
CAMARGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,1,12
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
CAMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,35,0,35
CAPINOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,19,0,19
CAQUIAVIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,2,10
CARACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,0,8
CARANAVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,29,1,30
CARAPARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,1,5
CARIPUYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,2,6
CARMEN RIVERO TORREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
CHALLAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,21,1,22
CHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,1,6
CHARAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,45,0,45
CHAYANTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,13,5,18
CHIMORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,22,3,25
CHOQUE COTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
CHUA COCANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,0,11
CHUMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,0,3
CKOCHAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,10,1,11
CLIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,3,14
COBIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,52,0,52
COCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,7,18
COCHABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1256,14,1270
COIPASA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,1,1
COLCAPIRHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,43,0,43
"COLCHA ""K""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,3,6
COLOMI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,10,0,10
COLPA BELGICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,0,7
COLQUECHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,18,6,24
COLQUENCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
COLQUIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,6,8,14
COMANCHE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
COMARAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,9,1,10
COMBAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,3,3
CONCEPCION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,16,0,16
COPACABANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,0,8
CORIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,15,0,15
CORO CORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,0,8
COROICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,21,0,21
CORQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
COTAGAITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,12,1,13
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,42,0,42
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,0,7
CUEVO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,2,9
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,653,38,691
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
EL PUENTE(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,0,5
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,1,4
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,23,0,23
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,8,4,12
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,31,0,31
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,1,1
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,0,5
FILADELFIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,1,1
GENERAL SAAVEDRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,6,0,6
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,7,0,7
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,36,0,36
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,11,1,12
HUACARETA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,0,3
HUACHACALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,21,0,21
HUARACAJE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,1,2
HUATAJATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
HUMANATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,0,2,2
ICHOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,2,4
INCAHUASI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,3,5
INGAVI (HUMAITA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,2,0,2
INQUISIVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,5,0,5
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,18,0,18
IXIAMAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,1,5
JESUS DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,4,0,4
LA ASUNTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,29,2,31
LA GUARDIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,61,0,61
LA PAZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1320,0,1320
LAGUNILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
LAJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,6,0,6
LLALLAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,45,6,51
LLICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,3,0,3
LORETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,1,0,1
LURIBAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-04-01,6,4,10
