,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS REPETIDAS,PERSONAS DE 5 A 9 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2008-04-01,17,23,1,2,18,25,43
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2008-04-01,204,215,15,15,219,230,449
MONTERO,consulta externa,personas de 5 a 9 anos,2008-04-01,1007,964,141,120,1148,1084,2232
MORO MORO,consulta externa,personas de 5 a 9 anos,2008-04-01,10,5,0,0,10,5,15
MOROCHATA,consulta externa,personas de 5 a 9 anos,2008-04-01,20,34,0,1,20,35,55
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2008-04-01,55,52,12,15,67,67,134
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2008-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2008-04-01,12,12,1,0,13,12,25
OCURI,consulta externa,personas de 5 a 9 anos,2008-04-01,39,33,0,0,39,33,72
OKINAWA,consulta externa,personas de 5 a 9 anos,2008-04-01,32,38,3,1,35,39,74
OMEREQUE,consulta externa,personas de 5 a 9 anos,2008-04-01,21,20,7,3,28,23,51
ORURO,consulta externa,personas de 5 a 9 anos,2008-04-01,1588,1528,347,387,1935,1915,3850
PADCAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,288,325,2,7,290,332,622
PADILLA,consulta externa,personas de 5 a 9 anos,2008-04-01,55,61,2,0,57,61,118
PAILON,consulta externa,personas de 5 a 9 anos,2008-04-01,66,63,1,2,67,65,132
PALCA,consulta externa,personas de 5 a 9 anos,2008-04-01,19,22,0,0,19,22,41
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2008-04-01,97,85,6,6,103,91,194
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2008-04-01,11,14,1,0,12,14,26
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2008-04-01,20,20,2,2,22,22,44
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2008-04-01,19,16,0,0,19,16,35
PASORAPA,consulta externa,personas de 5 a 9 anos,2008-04-01,20,4,1,0,21,4,25
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,47,26,1,1,48,27,75
PAZÑA,consulta externa,personas de 5 a 9 anos,2008-04-01,9,12,0,0,9,12,21
PELECHUCO,consulta externa,personas de 5 a 9 anos,2008-04-01,16,18,0,0,16,18,34
POCOATA,consulta externa,personas de 5 a 9 anos,2008-04-01,45,28,0,1,45,29,74
POCONA,consulta externa,personas de 5 a 9 anos,2008-04-01,52,58,1,1,53,59,112
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2008-04-01,19,7,0,0,19,7,26
POOPO,consulta externa,personas de 5 a 9 anos,2008-04-01,8,9,0,0,8,9,17
PORCO,consulta externa,personas de 5 a 9 anos,2008-04-01,21,25,0,0,21,25,46
POROMA,consulta externa,personas de 5 a 9 anos,2008-04-01,59,34,0,1,59,35,94
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2008-04-01,94,81,9,4,103,85,188
PORVENIR,consulta externa,personas de 5 a 9 anos,2008-04-01,41,26,1,1,42,27,69
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2008-04-01,9,6,0,0,9,6,15
POTOSI,consulta externa,personas de 5 a 9 anos,2008-04-01,1004,978,490,492,1494,1470,2964
PRESTO,consulta externa,personas de 5 a 9 anos,2008-04-01,33,22,4,0,37,22,59
PUCARA,consulta externa,personas de 5 a 9 anos,2008-04-01,16,7,0,0,16,7,23
PUCARANI,consulta externa,personas de 5 a 9 anos,2008-04-01,45,20,0,0,45,20,65
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2008-04-01,48,35,0,0,48,35,83
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2008-04-01,120,116,0,1,120,117,237
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2008-04-01,25,25,0,0,25,25,50
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2008-04-01,10,11,0,3,10,14,24
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2008-04-01,117,115,12,3,129,118,247
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2008-04-01,83,109,0,0,83,109,192
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2008-04-01,6,4,0,0,6,4,10
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2008-04-01,147,188,12,19,159,207,366
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2008-04-01,179,162,7,2,186,164,350
PUNA,consulta externa,personas de 5 a 9 anos,2008-04-01,98,88,1,1,99,89,188
PUNATA,consulta externa,personas de 5 a 9 anos,2008-04-01,65,57,19,6,84,63,147
QUIABAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,2,3,0,0,2,3,5
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2008-04-01,318,351,135,141,453,492,945
QUIME,consulta externa,personas de 5 a 9 anos,2008-04-01,29,28,0,0,29,28,57
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2008-04-01,37,29,4,0,41,29,70
RAVELO,consulta externa,personas de 5 a 9 anos,2008-04-01,45,32,0,1,45,33,78
REYES,consulta externa,personas de 5 a 9 anos,2008-04-01,74,83,3,4,77,87,164
RIBERALTA,consulta externa,personas de 5 a 9 anos,2008-04-01,489,468,15,19,504,487,991
ROBORE,consulta externa,personas de 5 a 9 anos,2008-04-01,129,125,19,25,148,150,298
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2008-04-01,47,51,3,7,50,58,108
SABAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,10,10,0,0,10,10,20
SACABA,consulta externa,personas de 5 a 9 anos,2008-04-01,289,234,51,45,340,279,619
SACABAMBA,consulta externa,personas de 5 a 9 anos,2008-04-01,6,7,4,4,10,11,21
SACACA,consulta externa,personas de 5 a 9 anos,2008-04-01,53,52,0,1,53,53,106
SAIPINA,consulta externa,personas de 5 a 9 anos,2008-04-01,13,16,0,0,13,16,29
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2008-04-01,29,25,0,0,29,25,54
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2008-04-01,33,33,0,3,33,36,69
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2008-04-01,3,12,1,2,4,14,18
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2008-04-01,187,179,5,1,192,180,372
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-04-01,16,19,0,0,16,19,35
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2008-04-01,7,14,0,0,7,14,21
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2008-04-01,20,21,1,0,21,21,42
SAN BENITO,consulta externa,personas de 5 a 9 anos,2008-04-01,10,12,1,0,11,12,23
SAN BORJA,consulta externa,personas de 5 a 9 anos,2008-04-01,54,71,5,20,59,91,150
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2008-04-01,103,63,5,5,108,68,176
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2008-04-01,126,109,5,0,131,109,240
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2008-04-01,235,275,7,8,242,283,525
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-04-01,174,169,31,22,205,191,396
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2008-04-01,76,53,4,3,80,56,136
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2008-04-01,39,47,2,1,41,48,89
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2008-04-01,62,48,0,0,62,48,110
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2008-04-01,120,125,4,3,124,128,252
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2008-04-01,98,94,16,13,114,107,221
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2008-04-01,292,267,52,26,344,293,637
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2008-04-01,23,19,1,0,24,19,43
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2008-04-01,210,244,1,7,211,251,462
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2008-04-01,129,95,4,3,133,98,231
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2008-04-01,27,34,3,0,30,34,64
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-04-01,50,43,4,4,54,47,101
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2008-04-01,22,32,2,2,24,34,58
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2008-04-01,150,165,11,11,161,176,337
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-04-01,57,50,1,0,58,50,108
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2008-04-01,30,29,1,0,31,29,60
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2008-04-01,2,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2008-04-01,3,4,1,0,4,4,8
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2008-04-01,14,26,0,0,14,26,40
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2008-04-01,23,33,1,0,24,33,57
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-04-01,36,46,2,7,38,53,91
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-04-01,9,14,0,0,9,14,23
SANTA ANA,consulta externa,personas de 5 a 9 anos,2008-04-01,75,64,1,0,76,64,140
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2008-04-01,7136,7112,1825,1969,8961,9081,18042
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2008-04-01,71,59,1,0,72,59,131
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2008-04-01,42,46,2,0,44,46,90
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2008-04-01,10,8,0,0,10,8,18
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2008-04-01,30,23,0,1,30,24,54
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-04-01,5,6,0,0,5,6,11
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2008-04-01,16,16,1,3,17,19,36
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2008-04-01,5,7,0,0,5,7,12
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2008-04-01,23,20,1,0,24,20,44
SENA,consulta externa,personas de 5 a 9 anos,2008-04-01,14,14,0,0,14,14,28
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2008-04-01,24,13,6,0,30,13,43
SICAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,14,7,0,0,14,7,21
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2008-04-01,60,44,11,18,71,62,133
SOPACHUY,consulta externa,personas de 5 a 9 anos,2008-04-01,34,32,0,2,34,34,68
SORACACHI,consulta externa,personas de 5 a 9 anos,2008-04-01,23,27,1,1,24,28,52
SORATA,consulta externa,personas de 5 a 9 anos,2008-04-01,38,33,1,0,39,33,72
SUCRE,consulta externa,personas de 5 a 9 anos,2008-04-01,1892,1931,682,615,2574,2546,5120
TACACHI,consulta externa,personas de 5 a 9 anos,2008-04-01,2,3,0,0,2,3,5
TACACOMA,consulta externa,personas de 5 a 9 anos,2008-04-01,9,16,0,0,9,16,25
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2008-04-01,20,17,0,0,20,17,37
TACOPAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,18,18,0,0,18,18,36
TAHUA,consulta externa,personas de 5 a 9 anos,2008-04-01,4,8,0,0,4,8,12
TAPACARI,consulta externa,personas de 5 a 9 anos,2008-04-01,32,28,3,2,35,30,65
TARABUCO,consulta externa,personas de 5 a 9 anos,2008-04-01,57,52,3,3,60,55,115
TARACO,consulta externa,personas de 5 a 9 anos,2008-04-01,2,5,0,0,2,5,7
TARATA,consulta externa,personas de 5 a 9 anos,2008-04-01,23,28,0,1,23,29,52
TARIJA,consulta externa,personas de 5 a 9 anos,2008-04-01,1320,1387,404,486,1724,1873,3597
TARVITA,consulta externa,personas de 5 a 9 anos,2008-04-01,40,36,0,2,40,38,78
TEOPONTE,consulta externa,personas de 5 a 9 anos,2008-04-01,98,91,0,1,98,92,190
TIAWANACU,consulta externa,personas de 5 a 9 anos,2008-04-01,11,9,0,1,11,10,21
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,34,35,0,0,34,35,69
TIPUANI,consulta externa,personas de 5 a 9 anos,2008-04-01,34,45,0,2,34,47,81
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,126,142,9,16,135,158,293
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2008-04-01,116,121,9,9,125,130,255
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2008-04-01,9,5,0,0,9,5,14
TOCO,consulta externa,personas de 5 a 9 anos,2008-04-01,11,13,0,0,11,13,24
TOLATA,consulta externa,personas de 5 a 9 anos,2008-04-01,41,29,5,2,46,31,77
TOLEDO,consulta externa,personas de 5 a 9 anos,2008-04-01,22,9,0,0,22,9,31
TOMAVE,consulta externa,personas de 5 a 9 anos,2008-04-01,49,29,1,2,50,31,81
TOMINA,consulta externa,personas de 5 a 9 anos,2008-04-01,58,42,0,0,58,42,100
TORO TORO,consulta externa,personas de 5 a 9 anos,2008-04-01,51,36,0,0,51,36,87
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2008-04-01,14,20,2,1,16,21,37
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2008-04-01,27,29,0,0,27,29,56
TRIGAL,consulta externa,personas de 5 a 9 anos,2008-04-01,10,8,0,1,10,9,19
TRINIDAD,consulta externa,personas de 5 a 9 anos,2008-04-01,920,990,132,157,1052,1147,2199
TUPIZA,consulta externa,personas de 5 a 9 anos,2008-04-01,490,281,367,66,857,347,1204
TURCO,consulta externa,personas de 5 a 9 anos,2008-04-01,20,22,0,0,20,22,42
UMALA,consulta externa,personas de 5 a 9 anos,2008-04-01,3,18,0,0,3,18,21
UNCIA,consulta externa,personas de 5 a 9 anos,2008-04-01,102,87,8,10,110,97,207
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2008-04-01,204,229,2,3,206,232,438
URUBICHA,consulta externa,personas de 5 a 9 anos,2008-04-01,36,27,2,4,38,31,69
UYUNI,consulta externa,personas de 5 a 9 anos,2008-04-01,54,48,2,0,56,48,104
VACAS,consulta externa,personas de 5 a 9 anos,2008-04-01,19,17,2,0,21,17,38
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2008-04-01,78,95,16,15,94,110,204
VIACHA,consulta externa,personas de 5 a 9 anos,2008-04-01,138,158,19,39,157,197,354
VILA VILA,consulta externa,personas de 5 a 9 anos,2008-04-01,12,6,0,2,12,8,20
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2008-04-01,519,493,14,17,533,510,1043
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2008-04-01,11,15,2,4,13,19,32
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2008-04-01,23,11,2,0,25,11,36
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2008-04-01,20,15,0,0,20,15,35
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2008-04-01,226,184,11,23,237,207,444
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2008-04-01,66,65,2,3,68,68,136
VILLAZON,consulta externa,personas de 5 a 9 anos,2008-04-01,247,243,59,46,306,289,595
VINTO,consulta externa,personas de 5 a 9 anos,2008-04-01,106,89,35,23,141,112,253
VITICHI,consulta externa,personas de 5 a 9 anos,2008-04-01,39,41,0,2,39,43,82
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2008-04-01,7,3,0,0,7,3,10
WARNES,consulta externa,personas de 5 a 9 anos,2008-04-01,217,215,13,25,230,240,470
YACO,consulta externa,personas de 5 a 9 anos,2008-04-01,27,22,2,3,29,25,54
YACUIBA,consulta externa,personas de 5 a 9 anos,2008-04-01,813,791,56,71,869,862,1731
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2008-04-01,17,28,1,3,18,31,49
YANACACHI,consulta externa,personas de 5 a 9 anos,2008-04-01,22,28,0,1,22,29,51
YAPACANI,consulta externa,personas de 5 a 9 anos,2008-04-01,98,75,8,4,106,79,185
YOCALLA,consulta externa,personas de 5 a 9 anos,2008-04-01,22,19,5,7,27,26,53
YOTALA,consulta externa,personas de 5 a 9 anos,2008-04-01,48,36,1,2,49,38,87
YUNCHARA,consulta externa,personas de 5 a 9 anos,2008-04-01,57,58,1,3,58,61,119
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2008-04-01,79,89,0,0,79,89,168
ACACIO,consulta externa,personas de 5 a 9 anos,2008-05-01,31,29,2,0,33,29,62
ACHACACHI,consulta externa,personas de 5 a 9 anos,2008-05-01,53,52,4,4,57,56,113
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2008-05-01,13,9,0,0,13,9,22
AIQUILE,consulta externa,personas de 5 a 9 anos,2008-05-01,81,74,4,12,85,86,171
ALALAY,consulta externa,personas de 5 a 9 anos,2008-05-01,3,2,0,0,3,2,5
ALCALA,consulta externa,personas de 5 a 9 anos,2008-05-01,18,31,0,1,18,32,50
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2008-05-01,11,4,2,0,13,4,17
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-05-01,10,5,1,1,11,6,17
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2008-05-01,57,52,0,0,57,52,109
ANZALDO,consulta externa,personas de 5 a 9 anos,2008-05-01,18,18,4,1,22,19,41
APOLO,consulta externa,personas de 5 a 9 anos,2008-05-01,23,29,1,2,24,31,55
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2008-05-01,8,8,0,0,8,8,16
ARANI,consulta externa,personas de 5 a 9 anos,2008-05-01,18,14,0,1,18,15,33
ARBIETO,consulta externa,personas de 5 a 9 anos,2008-05-01,7,12,1,2,8,14,22
ARQUE,consulta externa,personas de 5 a 9 anos,2008-05-01,23,16,1,0,24,16,40
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2008-05-01,104,119,3,14,107,133,240
ATOCHA,consulta externa,personas de 5 a 9 anos,2008-05-01,189,212,43,55,232,267,499
AUCAPATA,consulta externa,personas de 5 a 9 anos,2008-05-01,25,23,3,0,28,23,51
AYATA,consulta externa,personas de 5 a 9 anos,2008-05-01,35,30,3,1,38,31,69
AYO AYO,consulta externa,personas de 5 a 9 anos,2008-05-01,16,15,0,0,16,15,31
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2008-05-01,74,78,2,0,76,78,154
AZURDUY,consulta externa,personas de 5 a 9 anos,2008-05-01,35,23,0,0,35,23,58
BATALLAS,consulta externa,personas de 5 a 9 anos,2008-05-01,11,8,0,0,11,8,19
BAURES,consulta externa,personas de 5 a 9 anos,2008-05-01,12,13,1,4,13,17,30
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-05-01,11,4,0,0,11,4,15
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2008-05-01,2,3,0,0,2,3,5
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2008-05-01,10,7,0,0,10,7,17
BERMEJO,consulta externa,personas de 5 a 9 anos,2008-05-01,391,399,40,49,431,448,879
BETANZOS,consulta externa,personas de 5 a 9 anos,2008-05-01,116,99,8,4,124,103,227
BOLIVAR,consulta externa,personas de 5 a 9 anos,2008-05-01,13,7,0,0,13,7,20
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2008-05-01,9,11,0,0,9,11,20
BOYUIBE,consulta externa,personas de 5 a 9 anos,2008-05-01,16,17,0,2,16,19,35
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-05-01,67,41,9,1,76,42,118
CABEZAS,consulta externa,personas de 5 a 9 anos,2008-05-01,28,31,0,3,28,34,62
CAIROMA,consulta externa,personas de 5 a 9 anos,2008-05-01,23,29,0,0,23,29,52
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2008-05-01,38,27,2,1,40,28,68
CAJUATA,consulta externa,personas de 5 a 9 anos,2008-05-01,40,32,1,0,41,32,73
CALACOTO,consulta externa,personas de 5 a 9 anos,2008-05-01,40,32,1,3,41,35,76
CALAMARCA,consulta externa,personas de 5 a 9 anos,2008-05-01,15,12,2,2,17,14,31
CAMARGO,consulta externa,personas de 5 a 9 anos,2008-05-01,81,86,2,1,83,87,170
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2008-05-01,13,19,0,3,13,22,35
CAMIRI,consulta externa,personas de 5 a 9 anos,2008-05-01,187,184,24,19,211,203,414
CAPINOTA,consulta externa,personas de 5 a 9 anos,2008-05-01,80,66,26,30,106,96,202
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2008-05-01,15,14,1,0,16,14,30
CARACOLLO,consulta externa,personas de 5 a 9 anos,2008-05-01,51,53,0,1,51,54,105
CARANAVI,consulta externa,personas de 5 a 9 anos,2008-05-01,281,259,6,12,287,271,558
CARANGAS,consulta externa,personas de 5 a 9 anos,2008-05-01,7,3,0,0,7,3,10
CARAPARI,consulta externa,personas de 5 a 9 anos,2008-05-01,229,203,1,0,230,203,433
CARIPUYO,consulta externa,personas de 5 a 9 anos,2008-05-01,13,4,1,0,14,4,18
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2008-05-01,26,20,3,5,29,25,54
CATACORA,consulta externa,personas de 5 a 9 anos,2008-05-01,6,3,0,0,6,3,9
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2008-05-01,79,57,7,7,86,64,150
CHAQUI,consulta externa,personas de 5 a 9 anos,2008-05-01,23,20,0,0,23,20,43
CHARAGUA,consulta externa,personas de 5 a 9 anos,2008-05-01,100,132,77,112,177,244,421
CHARAÑA,consulta externa,personas de 5 a 9 anos,2008-05-01,14,9,1,1,15,10,25
CHAYANTA,consulta externa,personas de 5 a 9 anos,2008-05-01,26,28,0,0,26,28,54
CHIMORE,consulta externa,personas de 5 a 9 anos,2008-05-01,46,46,3,2,49,48,97
CHIPAYA,consulta externa,personas de 5 a 9 anos,2008-05-01,6,3,0,0,6,3,9
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2008-05-01,4,7,0,1,4,8,12
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2008-05-01,53,41,7,13,60,54,114
CHUMA,consulta externa,personas de 5 a 9 anos,2008-05-01,46,57,0,0,46,57,103
CLIZA,consulta externa,personas de 5 a 9 anos,2008-05-01,22,28,0,2,22,30,52
COBIJA,consulta externa,personas de 5 a 9 anos,2008-05-01,198,196,12,16,210,212,422
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2008-05-01,4124,3966,2300,1851,6424,5817,12241
COIPASA,consulta externa,personas de 5 a 9 anos,2008-05-01,2,7,0,0,2,7,9
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2008-05-01,94,67,64,23,158,90,248
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2008-05-01,24,17,0,0,24,17,41
COLLANA,consulta externa,personas de 5 a 9 anos,2008-05-01,3,3,0,3,3,6,9
COLOMI,consulta externa,personas de 5 a 9 anos,2008-05-01,22,35,0,2,22,37,59
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2008-05-01,31,25,6,4,37,29,66
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2008-05-01,85,104,0,1,85,105,190
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2008-05-01,28,20,0,1,28,21,49
COLQUIRI,consulta externa,personas de 5 a 9 anos,2008-05-01,52,28,1,1,53,29,82
COMANCHE,consulta externa,personas de 5 a 9 anos,2008-05-01,19,12,0,0,19,12,31
COMARAPA,consulta externa,personas de 5 a 9 anos,2008-05-01,92,100,16,4,108,104,212
COMBAYA,consulta externa,personas de 5 a 9 anos,2008-05-01,7,3,0,0,7,3,10
CONCEPCION,consulta externa,personas de 5 a 9 anos,2008-05-01,28,24,0,1,28,25,53
COPACABANA,consulta externa,personas de 5 a 9 anos,2008-05-01,10,11,1,0,11,11,22
CORIPATA,consulta externa,personas de 5 a 9 anos,2008-05-01,42,50,2,2,44,52,96
CORO CORO,consulta externa,personas de 5 a 9 anos,2008-05-01,15,18,0,0,15,18,33
COROICO,consulta externa,personas de 5 a 9 anos,2008-05-01,73,50,8,10,81,60,141
CORQUE,consulta externa,personas de 5 a 9 anos,2008-05-01,23,18,0,0,23,18,41
COTAGAITA,consulta externa,personas de 5 a 9 anos,2008-05-01,142,160,15,12,157,172,329
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2008-05-01,70,52,4,2,74,54,128
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2008-05-01,6,5,0,0,6,5,11
CUEVO,consulta externa,personas de 5 a 9 anos,2008-05-01,26,34,1,1,27,35,62
CULPINA,consulta externa,personas de 5 a 9 anos,2008-05-01,66,75,0,0,66,75,141
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2008-05-01,11,14,0,0,11,14,25
CURVA,consulta externa,personas de 5 a 9 anos,2008-05-01,2,2,0,0,2,2,4
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2008-05-01,9,8,0,0,9,8,17
EL ALTO,consulta externa,personas de 5 a 9 anos,2008-05-01,3335,3245,958,850,4293,4095,8388
EL CHORO,consulta externa,personas de 5 a 9 anos,2008-05-01,6,16,0,0,6,16,22
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2008-05-01,50,43,3,2,53,45,98
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2008-05-01,165,158,27,27,192,185,377
