,group,variable,month,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS REPETIDAS,MENORES DE 5 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
SAN BENITO,consulta externa,menores de 5 anos,2008-04-01,106,93,17,11,123,104,227
SAN BORJA,consulta externa,menores de 5 anos,2008-04-01,654,670,48,47,702,717,1419
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2008-04-01,339,372,23,11,362,383,745
SAN CARLOS,consulta externa,menores de 5 anos,2008-04-01,2038,362,11,20,2049,382,2431
SAN IGNACIO,consulta externa,menores de 5 anos,2008-04-01,834,822,88,52,922,874,1796
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2008-04-01,1496,1293,188,187,1684,1480,3164
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2008-04-01,108,106,7,5,115,111,226
SAN JAVIER(STC),consulta externa,menores de 5 anos,2008-04-01,248,220,14,10,262,230,492
SAN JOAQUIN,consulta externa,menores de 5 anos,2008-04-01,228,244,71,57,299,301,600
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2008-04-01,327,295,6,8,333,303,636
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2008-04-01,381,362,23,32,404,394,798
SAN JULIAN,consulta externa,menores de 5 anos,2008-04-01,1187,1019,88,88,1275,1107,2382
SAN LORENZO(PND),consulta externa,menores de 5 anos,2008-04-01,117,106,5,11,122,117,239
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2008-04-01,429,394,15,10,444,404,848
SAN LUCAS,consulta externa,menores de 5 anos,2008-04-01,1329,1004,13,19,1342,1023,2365
SAN MATIAS,consulta externa,menores de 5 anos,2008-04-01,234,276,12,12,246,288,534
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2008-04-01,294,215,34,18,328,233,561
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2008-04-01,120,98,6,3,126,101,227
SAN PEDRO,consulta externa,menores de 5 anos,2008-04-01,621,540,35,41,656,581,1237
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2008-04-01,583,524,0,1,583,525,1108
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2008-04-01,79,55,2,0,81,55,136
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2008-04-01,11,12,1,2,12,14,26
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2008-04-01,24,25,0,1,24,26,50
SAN PEDRO(PND),consulta externa,menores de 5 anos,2008-04-01,36,31,4,2,40,33,73
SAN RAFAEL,consulta externa,menores de 5 anos,2008-04-01,229,178,24,10,253,188,441
SAN RAMON,consulta externa,menores de 5 anos,2008-04-01,198,188,9,8,207,196,403
SAN RAMON,consulta externa,menores de 5 anos,2008-04-01,125,120,0,2,125,122,247
SANTA ANA,consulta externa,menores de 5 anos,2008-04-01,290,270,6,6,296,276,572
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2008-04-01,21172,20726,3339,3378,24511,24104,48615
SANTA ROSA,consulta externa,menores de 5 anos,2008-04-01,238,202,8,4,246,206,452
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2008-04-01,524,540,13,19,537,559,1096
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2008-04-01,44,59,0,0,44,59,103
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2008-04-01,167,173,6,12,173,185,358
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2008-04-01,19,18,2,1,21,19,40
SANTIVAÑES,consulta externa,menores de 5 anos,2008-04-01,98,96,9,5,107,101,208
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2008-04-01,72,55,1,3,73,58,131
SAPAHAQUI,consulta externa,menores de 5 anos,2008-04-01,78,71,7,1,85,72,157
SENA,consulta externa,menores de 5 anos,2008-04-01,79,70,0,0,79,70,149
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2008-04-01,202,132,27,1,229,133,362
SICAYA,consulta externa,menores de 5 anos,2008-04-01,57,51,6,6,63,57,120
SIPE SIPE,consulta externa,menores de 5 anos,2008-04-01,425,389,83,78,508,467,975
SOPACHUY,consulta externa,menores de 5 anos,2008-04-01,244,233,3,0,247,233,480
SORACACHI,consulta externa,menores de 5 anos,2008-04-01,145,145,1,1,146,146,292
SORATA,consulta externa,menores de 5 anos,2008-04-01,222,221,4,1,226,222,448
SUCRE,consulta externa,menores de 5 anos,2008-04-01,7118,6712,1271,1138,8389,7850,16239
TACACHI,consulta externa,menores de 5 anos,2008-04-01,16,10,1,3,17,13,30
TACACOMA,consulta externa,menores de 5 anos,2008-04-01,66,65,17,16,83,81,164
TACOBAMBA,consulta externa,menores de 5 anos,2008-04-01,166,109,2,0,168,109,277
TACOPAYA,consulta externa,menores de 5 anos,2008-04-01,122,109,1,1,123,110,233
TAHUA,consulta externa,menores de 5 anos,2008-04-01,17,25,0,0,17,25,42
TAPACARI,consulta externa,menores de 5 anos,2008-04-01,721,577,35,22,756,599,1355
TARABUCO,consulta externa,menores de 5 anos,2008-04-01,809,796,119,124,928,920,1848
TARACO,consulta externa,menores de 5 anos,2008-04-01,37,32,0,0,37,32,69
TARATA,consulta externa,menores de 5 anos,2008-04-01,95,121,21,18,116,139,255
TARIJA,consulta externa,menores de 5 anos,2008-04-01,4833,4174,1316,825,6149,4999,11148
TARVITA,consulta externa,menores de 5 anos,2008-04-01,672,612,17,25,689,637,1326
TEOPONTE,consulta externa,menores de 5 anos,2008-04-01,174,217,5,2,179,219,398
TIAWANACU,consulta externa,menores de 5 anos,2008-04-01,111,99,4,17,115,116,231
TINGUIPAYA,consulta externa,menores de 5 anos,2008-04-01,342,291,5,5,347,296,643
TIPUANI,consulta externa,menores de 5 anos,2008-04-01,184,181,11,13,195,194,389
TIQUIPAYA,consulta externa,menores de 5 anos,2008-04-01,765,762,344,313,1109,1075,2184
TIRAQUE (CBBA),consulta externa,menores de 5 anos,2008-04-01,1036,875,70,52,1106,927,2033
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 5 anos,2008-04-01,22,26,1,0,23,26,49
TOCO,consulta externa,menores de 5 anos,2008-04-01,82,81,9,9,91,90,181
TODOS SANTOS,consulta externa,menores de 5 anos,2008-04-01,6,5,0,0,6,5,11
TOLATA,consulta externa,menores de 5 anos,2008-04-01,92,84,4,5,96,89,185
TOLEDO,consulta externa,menores de 5 anos,2008-04-01,133,100,4,4,137,104,241
TOMAVE,consulta externa,menores de 5 anos,2008-04-01,238,247,5,6,243,253,496
TOMINA,consulta externa,menores de 5 anos,2008-04-01,378,382,4,8,382,390,772
TORO TORO,consulta externa,menores de 5 anos,2008-04-01,282,277,4,10,286,287,573
TOTORA(CBBA),consulta externa,menores de 5 anos,2008-04-01,192,161,6,9,198,170,368
TOTORA(ORR),consulta externa,menores de 5 anos,2008-04-01,76,59,3,2,79,61,140
TRIGAL,consulta externa,menores de 5 anos,2008-04-01,50,37,4,2,54,39,93
TRINIDAD,consulta externa,menores de 5 anos,2008-04-01,2322,2300,247,237,2569,2537,5106
TUPIZA,consulta externa,menores de 5 anos,2008-04-01,1151,805,331,84,1482,889,2371
TURCO,consulta externa,menores de 5 anos,2008-04-01,102,81,6,1,108,82,190
UMALA,consulta externa,menores de 5 anos,2008-04-01,76,51,0,0,76,51,127
UNCIA,consulta externa,menores de 5 anos,2008-04-01,707,647,18,10,725,657,1382
URIONDO (A. CONCEPCION),consulta externa,menores de 5 anos,2008-04-01,470,474,8,14,478,488,966
URUBICHA,consulta externa,menores de 5 anos,2008-04-01,259,268,15,18,274,286,560
UYUNI,consulta externa,menores de 5 anos,2008-04-01,312,259,4,3,316,262,578
VACAS,consulta externa,menores de 5 anos,2008-04-01,162,133,32,31,194,164,358
VALLEGRANDE,consulta externa,menores de 5 anos,2008-04-01,189,157,26,22,215,179,394
VIACHA,consulta externa,menores de 5 anos,2008-04-01,545,669,80,99,625,768,1393
VILA VILA,consulta externa,menores de 5 anos,2008-04-01,81,63,0,2,81,65,146
VILLA MONTES,consulta externa,menores de 5 anos,2008-04-01,504,478,9,17,513,495,1008
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 5 anos,2008-04-01,96,89,13,11,109,100,209
VILLA RIVERO,consulta externa,menores de 5 anos,2008-04-01,65,77,3,7,68,84,152
VILLA SERRANO,consulta externa,menores de 5 anos,2008-04-01,392,404,1,1,393,405,798
VILLA TUNARI,consulta externa,menores de 5 anos,2008-04-01,2209,1961,155,138,2364,2099,4463
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 5 anos,2008-04-01,286,262,9,8,295,270,565
VILLAZON,consulta externa,menores de 5 anos,2008-04-01,897,757,70,58,967,815,1782
VINTO,consulta externa,menores de 5 anos,2008-04-01,245,239,44,43,289,282,571
VITICHI,consulta externa,menores de 5 anos,2008-04-01,201,180,4,2,205,182,387
WALDO BALLIVIAN,consulta externa,menores de 5 anos,2008-04-01,27,31,1,1,28,32,60
WARNES,consulta externa,menores de 5 anos,2008-04-01,1502,1323,120,123,1622,1446,3068
YACO,consulta externa,menores de 5 anos,2008-04-01,83,84,3,1,86,85,171
YACUIBA,consulta externa,menores de 5 anos,2008-04-01,2063,1845,118,165,2181,2010,4191
YAMPARAEZ,consulta externa,menores de 5 anos,2008-04-01,161,144,11,8,172,152,324
YANACACHI,consulta externa,menores de 5 anos,2008-04-01,69,78,0,3,69,81,150
YAPACANI,consulta externa,menores de 5 anos,2008-04-01,694,663,18,34,712,697,1409
YOCALLA,consulta externa,menores de 5 anos,2008-04-01,127,106,1,0,128,106,234
YOTALA,consulta externa,menores de 5 anos,2008-04-01,177,186,22,12,199,198,397
YUNCHARA,consulta externa,menores de 5 anos,2008-04-01,142,130,1,2,143,132,275
ZUDAÑEZ,consulta externa,menores de 5 anos,2008-04-01,324,334,6,7,330,341,671
ACACIO,consulta externa,menores de 5 anos,2008-05-01,208,204,14,10,222,214,436
ACHACACHI,consulta externa,menores de 5 anos,2008-05-01,341,343,14,12,355,355,710
ACHOCALLA,consulta externa,menores de 5 anos,2008-05-01,93,111,0,3,93,114,207
AIQUILE,consulta externa,menores de 5 anos,2008-05-01,398,447,28,25,426,472,898
ALALAY,consulta externa,menores de 5 anos,2008-05-01,41,37,0,0,41,37,78
ALCALA,consulta externa,menores de 5 anos,2008-05-01,163,141,0,0,163,141,304
ANCORAIMES,consulta externa,menores de 5 anos,2008-05-01,188,150,17,3,205,153,358
ANDAMARCA,consulta externa,menores de 5 anos,2008-05-01,66,64,7,2,73,66,139
ANTEQUERA,consulta externa,menores de 5 anos,2008-05-01,90,110,0,0,90,110,200
ANZALDO,consulta externa,menores de 5 anos,2008-05-01,88,95,13,17,101,112,213
APOLO,consulta externa,menores de 5 anos,2008-05-01,387,368,19,19,406,387,793
ARAMPAMPA,consulta externa,menores de 5 anos,2008-05-01,167,161,1,0,168,161,329
ARANI,consulta externa,menores de 5 anos,2008-05-01,173,111,3,1,176,112,288
ARBIETO,consulta externa,menores de 5 anos,2008-05-01,139,133,16,19,155,152,307
ARQUE,consulta externa,menores de 5 anos,2008-05-01,259,225,9,10,268,235,503
ASCENCION DE GUARAYOS,consulta externa,menores de 5 anos,2008-05-01,458,401,44,43,502,444,946
ATOCHA,consulta externa,menores de 5 anos,2008-05-01,315,334,76,69,391,403,794
AUCAPATA,consulta externa,menores de 5 anos,2008-05-01,84,69,4,4,88,73,161
AYATA,consulta externa,menores de 5 anos,2008-05-01,180,148,4,2,184,150,334
AYO AYO,consulta externa,menores de 5 anos,2008-05-01,85,77,1,2,86,79,165
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 5 anos,2008-05-01,618,599,14,19,632,618,1250
AZURDUY,consulta externa,menores de 5 anos,2008-05-01,452,447,6,9,458,456,914
BATALLAS,consulta externa,menores de 5 anos,2008-05-01,154,115,4,3,158,118,276
BAURES,consulta externa,menores de 5 anos,2008-05-01,129,99,11,7,140,106,246
BELEN DE ANDAMARCA,consulta externa,menores de 5 anos,2008-05-01,21,14,1,0,22,14,36
BELEN DE URMIRI,consulta externa,menores de 5 anos,2008-05-01,30,21,2,3,32,24,56
BELLA FLOR,consulta externa,menores de 5 anos,2008-05-01,46,54,1,2,47,56,103
BERMEJO,consulta externa,menores de 5 anos,2008-05-01,715,680,73,95,788,775,1563
BETANZOS,consulta externa,menores de 5 anos,2008-05-01,733,663,15,21,748,684,1432
BOLIVAR,consulta externa,menores de 5 anos,2008-05-01,172,162,0,0,172,162,334
BOLPEBRA,consulta externa,menores de 5 anos,2008-05-01,49,34,2,2,51,36,87
BOYUIBE,consulta externa,menores de 5 anos,2008-05-01,101,97,4,4,105,101,206
BUENA VISTA,consulta externa,menores de 5 anos,2008-05-01,280,239,32,29,312,268,580
CABEZAS,consulta externa,menores de 5 anos,2008-05-01,600,517,8,3,608,520,1128
CAIROMA,consulta externa,menores de 5 anos,2008-05-01,190,192,2,0,192,192,384
"CAIZA ""D""",consulta externa,menores de 5 anos,2008-05-01,199,179,6,10,205,189,394
CAJUATA,consulta externa,menores de 5 anos,2008-05-01,228,240,6,5,234,245,479
CALACOTO,consulta externa,menores de 5 anos,2008-05-01,86,91,3,2,89,93,182
CALAMARCA,consulta externa,menores de 5 anos,2008-05-01,205,173,10,11,215,184,399
CAMARGO,consulta externa,menores de 5 anos,2008-05-01,448,485,6,6,454,491,945
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 5 anos,2008-05-01,109,109,12,9,121,118,239
CAMIRI,consulta externa,menores de 5 anos,2008-05-01,1115,1043,67,102,1182,1145,2327
CAPINOTA,consulta externa,menores de 5 anos,2008-05-01,391,353,90,78,481,431,912
CAQUIAVIRI,consulta externa,menores de 5 anos,2008-05-01,102,78,1,2,103,80,183
CARACOLLO,consulta externa,menores de 5 anos,2008-05-01,281,261,2,2,283,263,546
CARANAVI,consulta externa,menores de 5 anos,2008-05-01,1340,1334,38,44,1378,1378,2756
CARANGAS,consulta externa,menores de 5 anos,2008-05-01,6,5,1,0,7,5,12
CARAPARI,consulta externa,menores de 5 anos,2008-05-01,280,346,2,5,282,351,633
CARIPUYO,consulta externa,menores de 5 anos,2008-05-01,192,180,5,2,197,182,379
CARMEN RIVERO TORREZ,consulta externa,menores de 5 anos,2008-05-01,52,56,7,9,59,65,124
CATACORA,consulta externa,menores de 5 anos,2008-05-01,21,13,1,0,22,13,35
CHALLAPATA,consulta externa,menores de 5 anos,2008-05-01,466,438,21,26,487,464,951
CHAQUI,consulta externa,menores de 5 anos,2008-05-01,120,122,3,1,123,123,246
CHARAGUA,consulta externa,menores de 5 anos,2008-05-01,923,860,55,53,978,913,1891
CHARAÑA,consulta externa,menores de 5 anos,2008-05-01,51,58,3,5,54,63,117
CHAYANTA,consulta externa,menores de 5 anos,2008-05-01,456,464,7,6,463,470,933
CHIMORE,consulta externa,menores de 5 anos,2008-05-01,675,607,15,19,690,626,1316
CHIPAYA,consulta externa,menores de 5 anos,2008-05-01,19,39,0,7,19,46,65
CHOQUE COTA,consulta externa,menores de 5 anos,2008-05-01,14,13,1,1,15,14,29
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 5 anos,2008-05-01,275,227,36,32,311,259,570
CHUMA,consulta externa,menores de 5 anos,2008-05-01,164,163,0,0,164,163,327
CLIZA,consulta externa,menores de 5 anos,2008-05-01,248,216,96,84,344,300,644
COBIJA,consulta externa,menores de 5 anos,2008-05-01,1082,979,229,216,1311,1195,2506
COCHABAMBA,consulta externa,menores de 5 anos,2008-05-01,10210,9270,4328,3757,14538,13027,27565
COIPASA,consulta externa,menores de 5 anos,2008-05-01,20,23,4,1,24,24,48
COLCAPIRHUA,consulta externa,menores de 5 anos,2008-05-01,630,551,314,209,944,760,1704
"COLCHA ""K""",consulta externa,menores de 5 anos,2008-05-01,159,125,1,4,160,129,289
COLLANA,consulta externa,menores de 5 anos,2008-05-01,23,16,1,0,24,16,40
COLOMI,consulta externa,menores de 5 anos,2008-05-01,287,278,17,20,304,298,602
COLPA BELGICA,consulta externa,menores de 5 anos,2008-05-01,182,147,36,39,218,186,404
COLQUECHACA,consulta externa,menores de 5 anos,2008-05-01,926,785,2,1,928,786,1714
COLQUENCHA,consulta externa,menores de 5 anos,2008-05-01,145,100,13,5,158,105,263
COLQUIRI,consulta externa,menores de 5 anos,2008-05-01,370,334,34,27,404,361,765
COMANCHE,consulta externa,menores de 5 anos,2008-05-01,50,31,4,0,54,31,85
COMARAPA,consulta externa,menores de 5 anos,2008-05-01,336,320,69,68,405,388,793
COMBAYA,consulta externa,menores de 5 anos,2008-05-01,42,30,1,2,43,32,75
CONCEPCION,consulta externa,menores de 5 anos,2008-05-01,227,220,7,4,234,224,458
COPACABANA,consulta externa,menores de 5 anos,2008-05-01,132,99,1,3,133,102,235
CORIPATA,consulta externa,menores de 5 anos,2008-05-01,274,295,14,18,288,313,601
CORO CORO,consulta externa,menores de 5 anos,2008-05-01,120,108,0,0,120,108,228
COROICO,consulta externa,menores de 5 anos,2008-05-01,255,194,30,34,285,228,513
CORQUE,consulta externa,menores de 5 anos,2008-05-01,112,109,6,5,118,114,232
COTAGAITA,consulta externa,menores de 5 anos,2008-05-01,618,533,46,30,664,563,1227
COTOCA,consulta externa,menores de 5 anos,2008-05-01,797,688,64,69,861,757,1618
CUATRO CAÑADAS,consulta externa,menores de 5 anos,2008-05-01,359,396,21,22,380,418,798
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 5 anos,2008-05-01,27,16,1,0,28,16,44
CUEVO,consulta externa,menores de 5 anos,2008-05-01,70,94,4,7,74,101,175
CULPINA,consulta externa,menores de 5 anos,2008-05-01,585,583,4,1,589,584,1173
CURAHUARA DE CARANGAS,consulta externa,menores de 5 anos,2008-05-01,109,97,1,2,110,99,209
CURVA,consulta externa,menores de 5 anos,2008-05-01,53,28,2,0,55,28,83
DESAGUADERO,consulta externa,menores de 5 anos,2008-05-01,57,48,2,0,59,48,107
EL ALTO,consulta externa,menores de 5 anos,2008-05-01,11396,10530,2456,2193,13852,12723,26575
EL CHORO,consulta externa,menores de 5 anos,2008-05-01,124,76,2,1,126,77,203
EL PUENTE(STC),consulta externa,menores de 5 anos,2008-05-01,403,432,14,13,417,445,862
EL PUENTE(TJA),consulta externa,menores de 5 anos,2008-05-01,348,351,45,68,393,419,812
EL TORNO,consulta externa,menores de 5 anos,2008-05-01,1227,1091,38,60,1265,1151,2416
EL VILLAR,consulta externa,menores de 5 anos,2008-05-01,137,127,0,2,137,129,266
ENTRE RIOS,consulta externa,menores de 5 anos,2008-05-01,443,433,41,21,484,454,938
ENTRE RIOS,consulta externa,menores de 5 anos,2008-05-01,492,476,1,3,493,479,972
ESCARA,consulta externa,menores de 5 anos,2008-05-01,3,3,1,1,4,4,8
ESMERALDA,consulta externa,menores de 5 anos,2008-05-01,6,7,0,0,6,7,13
EUCALIPTUS,consulta externa,menores de 5 anos,2008-05-01,131,149,9,6,140,155,295
EUREKA (SANTOS MERCADO),consulta externa,menores de 5 anos,2008-05-01,18,20,0,0,18,20,38
EXALTACION,consulta externa,menores de 5 anos,2008-05-01,117,100,13,6,130,106,236
FERNANDEZ ALONSO,consulta externa,menores de 5 anos,2008-05-01,477,377,6,4,483,381,864
FILADELFIA,consulta externa,menores de 5 anos,2008-05-01,77,75,3,0,80,75,155
GENERAL SAAVEDRA,consulta externa,menores de 5 anos,2008-05-01,492,539,1,2,493,541,1034
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 5 anos,2008-05-01,205,197,4,7,209,204,413
GUANAY,consulta externa,menores de 5 anos,2008-05-01,274,265,6,5,280,270,550
GUAQUI,consulta externa,menores de 5 anos,2008-05-01,84,85,10,13,94,98,192
GUAYARAMERIN,consulta externa,menores de 5 anos,2008-05-01,976,771,32,31,1008,802,1810
GUTIERREZ,consulta externa,menores de 5 anos,2008-05-01,475,460,18,18,493,478,971
HUACARETA,consulta externa,menores de 5 anos,2008-05-01,216,245,20,17,236,262,498
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 5 anos,2008-05-01,133,125,0,0,133,125,258
HUACHACALLA,consulta externa,menores de 5 anos,2008-05-01,28,34,0,0,28,34,62
HUANUNI,consulta externa,menores de 5 anos,2008-05-01,280,266,31,21,311,287,598
HUARACAJE,consulta externa,menores de 5 anos,2008-05-01,89,74,5,4,94,78,172
HUAYLLAMARCA,consulta externa,menores de 5 anos,2008-05-01,53,62,1,2,54,64,118
ICHOCA,consulta externa,menores de 5 anos,2008-05-01,73,51,0,0,73,51,124
ICLA,consulta externa,menores de 5 anos,2008-05-01,376,429,2,1,378,430,808
INCAHUASI,consulta externa,menores de 5 anos,2008-05-01,838,860,13,11,851,871,1722
INGAVI (HUMAITA),consulta externa,menores de 5 anos,2008-05-01,31,33,2,10,33,43,76
INQUISIVI,consulta externa,menores de 5 anos,2008-05-01,108,95,1,1,109,96,205
IRUPANA (VILLA DE LANZA),consulta externa,menores de 5 anos,2008-05-01,350,394,9,7,359,401,760
IXIAMAS,consulta externa,menores de 5 anos,2008-05-01,196,182,6,7,202,189,391
JESUS DE MACHACA,consulta externa,menores de 5 anos,2008-05-01,235,243,0,1,235,244,479
LA ASUNTA,consulta externa,menores de 5 anos,2008-05-01,897,733,6,5,903,738,1641
LA GUARDIA,consulta externa,menores de 5 anos,2008-05-01,1435,1332,88,82,1523,1414,2937
LA PAZ,consulta externa,menores de 5 anos,2008-05-01,14755,13867,3600,3625,18355,17492,35847
LA RIVERA,consulta externa,menores de 5 anos,2008-05-01,7,3,0,0,7,3,10
LAGUNILLAS,consulta externa,menores de 5 anos,2008-05-01,220,147,5,6,225,153,378
LAJA,consulta externa,menores de 5 anos,2008-05-01,156,135,5,20,161,155,316
LAS CARRERAS,consulta externa,menores de 5 anos,2008-05-01,73,66,8,6,81,72,153
LICOMA PAMPA,consulta externa,menores de 5 anos,2008-05-01,24,30,0,0,24,30,54
LLALLAGUA,consulta externa,menores de 5 anos,2008-05-01,821,739,25,16,846,755,1601
LLICA,consulta externa,menores de 5 anos,2008-05-01,76,61,1,3,77,64,141
LORETO,consulta externa,menores de 5 anos,2008-05-01,90,108,13,13,103,121,224
LURIBAY,consulta externa,menores de 5 anos,2008-05-01,120,145,1,3,121,148,269
MACHACAMARCA,consulta externa,menores de 5 anos,2008-05-01,58,60,5,4,63,64,127
MACHARETI,consulta externa,menores de 5 anos,2008-05-01,297,265,13,12,310,277,587
MAGDALENA,consulta externa,menores de 5 anos,2008-05-01,159,158,9,10,168,168,336
MAIRANA,consulta externa,menores de 5 anos,2008-05-01,148,106,6,2,154,108,262
MALLA,consulta externa,menores de 5 anos,2008-05-01,59,38,1,0,60,38,98
MAPIRI,consulta externa,menores de 5 anos,2008-05-01,278,263,6,9,284,272,556
