,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS REPETIDAS,PERSONAS DE 10 A 20 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-04-01,15,16,0,0,15,16,31
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2008-04-01,22,23,2,0,24,23,47
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2008-04-01,8,9,0,0,8,9,17
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2008-04-01,42,34,0,2,42,36,78
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2008-04-01,38,29,13,1,51,30,81
SICAYA,consulta externa,personas de 10 a 20 anos,2008-04-01,42,27,0,1,42,28,70
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2008-04-01,46,72,11,29,57,101,158
SOPACHUY,consulta externa,personas de 10 a 20 anos,2008-04-01,36,68,0,0,36,68,104
SORACACHI,consulta externa,personas de 10 a 20 anos,2008-04-01,35,33,3,0,38,33,71
SORATA,consulta externa,personas de 10 a 20 anos,2008-04-01,50,69,0,2,50,71,121
SUCRE,consulta externa,personas de 10 a 20 anos,2008-04-01,2673,3572,991,1287,3664,4859,8523
TACACHI,consulta externa,personas de 10 a 20 anos,2008-04-01,8,5,0,0,8,5,13
TACACOMA,consulta externa,personas de 10 a 20 anos,2008-04-01,13,25,0,4,13,29,42
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2008-04-01,34,45,1,0,35,45,80
TACOPAYA,consulta externa,personas de 10 a 20 anos,2008-04-01,23,31,0,1,23,32,55
TAHUA,consulta externa,personas de 10 a 20 anos,2008-04-01,12,13,0,0,12,13,25
TAPACARI,consulta externa,personas de 10 a 20 anos,2008-04-01,56,86,5,2,61,88,149
TARABUCO,consulta externa,personas de 10 a 20 anos,2008-04-01,98,95,5,13,103,108,211
TARACO,consulta externa,personas de 10 a 20 anos,2008-04-01,12,11,0,0,12,11,23
TARATA,consulta externa,personas de 10 a 20 anos,2008-04-01,22,20,0,2,22,22,44
TARIJA,consulta externa,personas de 10 a 20 anos,2008-04-01,1947,2908,686,1224,2633,4132,6765
TARVITA,consulta externa,personas de 10 a 20 anos,2008-04-01,99,143,1,2,100,145,245
TEOPONTE,consulta externa,personas de 10 a 20 anos,2008-04-01,32,44,2,1,34,45,79
TIAWANACU,consulta externa,personas de 10 a 20 anos,2008-04-01,25,42,1,0,26,42,68
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2008-04-01,56,87,1,0,57,87,144
TIPUANI,consulta externa,personas de 10 a 20 anos,2008-04-01,21,42,3,1,24,43,67
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2008-04-01,120,214,17,56,137,270,407
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2008-04-01,151,243,11,75,162,318,480
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2008-04-01,6,15,4,2,10,17,27
TOCO,consulta externa,personas de 10 a 20 anos,2008-04-01,16,24,0,0,16,24,40
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2008-04-01,1,2,0,0,1,2,3
TOLATA,consulta externa,personas de 10 a 20 anos,2008-04-01,16,26,6,6,22,32,54
TOLEDO,consulta externa,personas de 10 a 20 anos,2008-04-01,25,37,0,4,25,41,66
TOMAVE,consulta externa,personas de 10 a 20 anos,2008-04-01,103,106,4,3,107,109,216
TOMINA,consulta externa,personas de 10 a 20 anos,2008-04-01,65,96,1,0,66,96,162
TORO TORO,consulta externa,personas de 10 a 20 anos,2008-04-01,62,89,2,2,64,91,155
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2008-04-01,19,23,0,0,19,23,42
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2008-04-01,35,38,0,1,35,39,74
TRIGAL,consulta externa,personas de 10 a 20 anos,2008-04-01,11,17,0,1,11,18,29
TRINIDAD,consulta externa,personas de 10 a 20 anos,2008-04-01,296,764,155,357,451,1121,1572
TUPIZA,consulta externa,personas de 10 a 20 anos,2008-04-01,843,530,734,136,1577,666,2243
TURCO,consulta externa,personas de 10 a 20 anos,2008-04-01,20,27,0,0,20,27,47
UMALA,consulta externa,personas de 10 a 20 anos,2008-04-01,12,11,0,0,12,11,23
UNCIA,consulta externa,personas de 10 a 20 anos,2008-04-01,316,624,0,0,316,624,940
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2008-04-01,201,387,1,7,202,394,596
URUBICHA,consulta externa,personas de 10 a 20 anos,2008-04-01,2,1,0,0,2,1,3
UYUNI,consulta externa,personas de 10 a 20 anos,2008-04-01,131,130,7,11,138,141,279
VACAS,consulta externa,personas de 10 a 20 anos,2008-04-01,31,39,4,1,35,40,75
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2008-04-01,68,122,11,13,79,135,214
VIACHA,consulta externa,personas de 10 a 20 anos,2008-04-01,132,208,17,51,149,259,408
VILA VILA,consulta externa,personas de 10 a 20 anos,2008-04-01,12,13,0,0,12,13,25
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2008-04-01,356,448,21,16,377,464,841
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2008-04-01,13,16,3,0,16,16,32
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2008-04-01,27,25,4,5,31,30,61
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2008-04-01,38,61,0,0,38,61,99
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2008-04-01,212,289,16,8,228,297,525
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2008-04-01,114,111,2,6,116,117,233
VILLAZON,consulta externa,personas de 10 a 20 anos,2008-04-01,200,429,68,65,268,494,762
VINTO,consulta externa,personas de 10 a 20 anos,2008-04-01,54,86,9,23,63,109,172
VITICHI,consulta externa,personas de 10 a 20 anos,2008-04-01,59,110,5,4,64,114,178
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2008-04-01,14,10,4,0,18,10,28
WARNES,consulta externa,personas de 10 a 20 anos,2008-04-01,139,212,3,12,142,224,366
YACO,consulta externa,personas de 10 a 20 anos,2008-04-01,49,57,4,5,53,62,115
YACUIBA,consulta externa,personas de 10 a 20 anos,2008-04-01,765,1118,76,124,841,1242,2083
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2008-04-01,50,55,3,4,53,59,112
YANACACHI,consulta externa,personas de 10 a 20 anos,2008-04-01,26,26,0,2,26,28,54
YAPACANI,consulta externa,personas de 10 a 20 anos,2008-04-01,252,233,24,12,276,245,521
YOCALLA,consulta externa,personas de 10 a 20 anos,2008-04-01,36,62,1,3,37,65,102
YOTALA,consulta externa,personas de 10 a 20 anos,2008-04-01,54,56,3,4,57,60,117
YUNCHARA,consulta externa,personas de 10 a 20 anos,2008-04-01,92,143,0,2,92,145,237
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2008-04-01,230,152,1,0,231,152,383
ACACIO,consulta externa,personas de 10 a 20 anos,2008-05-01,53,38,1,0,54,38,92
ACHACACHI,consulta externa,personas de 10 a 20 anos,2008-05-01,120,164,16,23,136,187,323
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2008-05-01,3,17,0,0,3,17,20
AIQUILE,consulta externa,personas de 10 a 20 anos,2008-05-01,115,187,37,60,152,247,399
ALALAY,consulta externa,personas de 10 a 20 anos,2008-05-01,8,5,0,0,8,5,13
ALCALA,consulta externa,personas de 10 a 20 anos,2008-05-01,57,53,1,0,58,53,111
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2008-05-01,29,25,6,5,35,30,65
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-05-01,13,18,0,0,13,18,31
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2008-05-01,19,19,0,0,19,19,38
ANZALDO,consulta externa,personas de 10 a 20 anos,2008-05-01,21,25,2,4,23,29,52
APOLO,consulta externa,personas de 10 a 20 anos,2008-05-01,25,63,4,5,29,68,97
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2008-05-01,21,23,0,0,21,23,44
ARANI,consulta externa,personas de 10 a 20 anos,2008-05-01,15,18,0,0,15,18,33
ARBIETO,consulta externa,personas de 10 a 20 anos,2008-05-01,11,21,1,6,12,27,39
ARQUE,consulta externa,personas de 10 a 20 anos,2008-05-01,47,60,0,0,47,60,107
ATOCHA,consulta externa,personas de 10 a 20 anos,2008-05-01,254,353,65,96,319,449,768
AUCAPATA,consulta externa,personas de 10 a 20 anos,2008-05-01,42,16,6,1,48,17,65
AYATA,consulta externa,personas de 10 a 20 anos,2008-05-01,39,47,2,0,41,47,88
AYO AYO,consulta externa,personas de 10 a 20 anos,2008-05-01,25,28,1,0,26,28,54
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2008-05-01,71,107,3,6,74,113,187
AZURDUY,consulta externa,personas de 10 a 20 anos,2008-05-01,50,55,0,0,50,55,105
BATALLAS,consulta externa,personas de 10 a 20 anos,2008-05-01,29,66,1,3,30,69,99
BAURES,consulta externa,personas de 10 a 20 anos,2008-05-01,18,24,6,5,24,29,53
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-05-01,7,9,1,0,8,9,17
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2008-05-01,14,16,1,0,15,16,31
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2008-05-01,8,8,1,0,9,8,17
BERMEJO,consulta externa,personas de 10 a 20 anos,2008-05-01,432,556,50,38,482,594,1076
BETANZOS,consulta externa,personas de 10 a 20 anos,2008-05-01,191,236,5,8,196,244,440
BOLIVAR,consulta externa,personas de 10 a 20 anos,2008-05-01,26,13,0,1,26,14,40
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2008-05-01,16,14,2,1,18,15,33
BOYUIBE,consulta externa,personas de 10 a 20 anos,2008-05-01,33,45,0,4,33,49,82
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-05-01,83,82,5,8,88,90,178
CABEZAS,consulta externa,personas de 10 a 20 anos,2008-05-01,66,112,1,5,67,117,184
CAIROMA,consulta externa,personas de 10 a 20 anos,2008-05-01,35,46,2,4,37,50,87
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2008-05-01,106,154,0,15,106,169,275
CAJUATA,consulta externa,personas de 10 a 20 anos,2008-05-01,37,44,2,6,39,50,89
CALACOTO,consulta externa,personas de 10 a 20 anos,2008-05-01,51,58,0,1,51,59,110
CALAMARCA,consulta externa,personas de 10 a 20 anos,2008-05-01,23,27,1,0,24,27,51
CAMARGO,consulta externa,personas de 10 a 20 anos,2008-05-01,88,173,1,3,89,176,265
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2008-05-01,31,31,0,0,31,31,62
CAMIRI,consulta externa,personas de 10 a 20 anos,2008-05-01,266,272,34,34,300,306,606
CAPINOTA,consulta externa,personas de 10 a 20 anos,2008-05-01,78,113,80,117,158,230,388
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2008-05-01,29,56,1,1,30,57,87
CARACOLLO,consulta externa,personas de 10 a 20 anos,2008-05-01,59,74,1,0,60,74,134
CARANAVI,consulta externa,personas de 10 a 20 anos,2008-05-01,262,391,5,7,267,398,665
CARANGAS,consulta externa,personas de 10 a 20 anos,2008-05-01,1,2,0,0,1,2,3
CARAPARI,consulta externa,personas de 10 a 20 anos,2008-05-01,245,281,3,1,248,282,530
CARIPUYO,consulta externa,personas de 10 a 20 anos,2008-05-01,25,29,0,0,25,29,54
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2008-05-01,6,5,0,0,6,5,11
CATACORA,consulta externa,personas de 10 a 20 anos,2008-05-01,10,5,1,0,11,5,16
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2008-05-01,143,188,5,3,148,191,339
CHAQUI,consulta externa,personas de 10 a 20 anos,2008-05-01,44,52,2,5,46,57,103
CHARAGUA,consulta externa,personas de 10 a 20 anos,2008-05-01,86,206,24,57,110,263,373
CHARAÑA,consulta externa,personas de 10 a 20 anos,2008-05-01,11,8,0,0,11,8,19
CHAYANTA,consulta externa,personas de 10 a 20 anos,2008-05-01,58,67,0,0,58,67,125
CHIMORE,consulta externa,personas de 10 a 20 anos,2008-05-01,68,70,2,15,70,85,155
CHIPAYA,consulta externa,personas de 10 a 20 anos,2008-05-01,2,11,0,0,2,11,13
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2008-05-01,3,5,0,0,3,5,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2008-05-01,57,76,17,27,74,103,177
CHUMA,consulta externa,personas de 10 a 20 anos,2008-05-01,77,63,5,0,82,63,145
CLIZA,consulta externa,personas de 10 a 20 anos,2008-05-01,31,52,3,2,34,54,88
COBIJA,consulta externa,personas de 10 a 20 anos,2008-05-01,306,396,77,122,383,518,901
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2008-05-01,3193,3691,2147,2186,5340,5877,11217
COIPASA,consulta externa,personas de 10 a 20 anos,2008-05-01,6,9,0,0,6,9,15
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2008-05-01,141,107,111,48,252,155,407
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2008-05-01,49,48,1,0,50,48,98
COLLANA,consulta externa,personas de 10 a 20 anos,2008-05-01,4,4,0,0,4,4,8
COLOMI,consulta externa,personas de 10 a 20 anos,2008-05-01,42,61,3,4,45,65,110
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2008-05-01,22,35,3,9,25,44,69
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2008-05-01,125,171,3,1,128,172,300
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2008-05-01,55,51,4,0,59,51,110
COLQUIRI,consulta externa,personas de 10 a 20 anos,2008-05-01,69,99,4,6,73,105,178
COMANCHE,consulta externa,personas de 10 a 20 anos,2008-05-01,23,27,1,1,24,28,52
COMARAPA,consulta externa,personas de 10 a 20 anos,2008-05-01,53,93,12,24,65,117,182
COMBAYA,consulta externa,personas de 10 a 20 anos,2008-05-01,4,11,0,0,4,11,15
CONCEPCION,consulta externa,personas de 10 a 20 anos,2008-05-01,28,26,0,0,28,26,54
COPACABANA,consulta externa,personas de 10 a 20 anos,2008-05-01,25,42,0,0,25,42,67
CORIPATA,consulta externa,personas de 10 a 20 anos,2008-05-01,23,72,2,6,25,78,103
CORO CORO,consulta externa,personas de 10 a 20 anos,2008-05-01,25,33,0,0,25,33,58
COROICO,consulta externa,personas de 10 a 20 anos,2008-05-01,61,80,10,17,71,97,168
CORQUE,consulta externa,personas de 10 a 20 anos,2008-05-01,34,27,1,0,35,27,62
COTAGAITA,consulta externa,personas de 10 a 20 anos,2008-05-01,255,253,14,25,269,278,547
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2008-05-01,5,6,0,0,5,6,11
CUEVO,consulta externa,personas de 10 a 20 anos,2008-05-01,43,46,0,1,43,47,90
CULPINA,consulta externa,personas de 10 a 20 anos,2008-05-01,84,144,0,1,84,145,229
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2008-05-01,21,28,1,0,22,28,50
CURVA,consulta externa,personas de 10 a 20 anos,2008-05-01,7,7,0,0,7,7,14
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2008-05-01,9,20,0,1,9,21,30
EL ALTO,consulta externa,personas de 10 a 20 anos,2008-05-01,3296,4972,1041,1491,4337,6463,10800
EL CHORO,consulta externa,personas de 10 a 20 anos,2008-05-01,15,24,0,2,15,26,41
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2008-05-01,37,46,2,18,39,64,103
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2008-05-01,239,315,34,59,273,374,647
EL VILLAR,consulta externa,personas de 10 a 20 anos,2008-05-01,49,74,1,1,50,75,125
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-05-01,74,84,8,10,82,94,176
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-05-01,332,408,2,1,334,409,743
ESCARA,consulta externa,personas de 10 a 20 anos,2008-05-01,4,1,1,0,5,1,6
ESMERALDA,consulta externa,personas de 10 a 20 anos,2008-05-01,10,5,0,0,10,5,15
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2008-05-01,14,16,0,2,14,18,32
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2008-05-01,1,2,0,0,1,2,3
EXALTACION,consulta externa,personas de 10 a 20 anos,2008-05-01,22,44,0,0,22,44,66
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2008-05-01,19,17,0,0,19,17,36
FILADELFIA,consulta externa,personas de 10 a 20 anos,2008-05-01,44,54,0,1,44,55,99
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2008-05-01,49,86,0,0,49,86,135
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2008-05-01,34,48,0,0,34,48,82
GUANAY,consulta externa,personas de 10 a 20 anos,2008-05-01,25,71,0,0,25,71,96
GUAQUI,consulta externa,personas de 10 a 20 anos,2008-05-01,19,25,1,1,20,26,46
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2008-05-01,472,509,6,27,478,536,1014
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2008-05-01,73,64,1,1,74,65,139
HUACARETA,consulta externa,personas de 10 a 20 anos,2008-05-01,57,70,4,6,61,76,137
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2008-05-01,19,47,0,3,19,50,69
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2008-05-01,35,35,0,0,35,35,70
HUANUNI,consulta externa,personas de 10 a 20 anos,2008-05-01,58,96,4,15,62,111,173
HUARACAJE,consulta externa,personas de 10 a 20 anos,2008-05-01,17,35,0,1,17,36,53
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2008-05-01,9,5,0,0,9,5,14
ICHOCA,consulta externa,personas de 10 a 20 anos,2008-05-01,25,27,0,0,25,27,52
ICLA,consulta externa,personas de 10 a 20 anos,2008-05-01,48,45,0,0,48,45,93
INCAHUASI,consulta externa,personas de 10 a 20 anos,2008-05-01,102,182,0,0,102,182,284
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2008-05-01,2,10,0,0,2,10,12
INQUISIVI,consulta externa,personas de 10 a 20 anos,2008-05-01,30,38,1,0,31,38,69
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2008-05-01,74,130,2,3,76,133,209
IXIAMAS,consulta externa,personas de 10 a 20 anos,2008-05-01,26,23,0,0,26,23,49
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-05-01,40,104,4,5,44,109,153
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2008-05-01,108,199,1,1,109,200,309
LA PAZ,consulta externa,personas de 10 a 20 anos,2008-05-01,5024,6329,2477,3405,7501,9734,17235
LA RIVERA,consulta externa,personas de 10 a 20 anos,2008-05-01,3,3,0,0,3,3,6
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2008-05-01,17,41,3,0,20,41,61
LAJA,consulta externa,personas de 10 a 20 anos,2008-05-01,52,62,5,1,57,63,120
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2008-05-01,15,44,1,3,16,47,63
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2008-05-01,7,16,0,0,7,16,23
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2008-05-01,277,146,7,2,284,148,432
LLICA,consulta externa,personas de 10 a 20 anos,2008-05-01,22,45,2,1,24,46,70
LORETO,consulta externa,personas de 10 a 20 anos,2008-05-01,36,52,12,25,48,77,125
LURIBAY,consulta externa,personas de 10 a 20 anos,2008-05-01,42,62,6,6,48,68,116
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2008-05-01,16,23,0,2,16,25,41
MACHARETI,consulta externa,personas de 10 a 20 anos,2008-05-01,66,108,1,8,67,116,183
MAGDALENA,consulta externa,personas de 10 a 20 anos,2008-05-01,66,94,31,15,97,109,206
MAIRANA,consulta externa,personas de 10 a 20 anos,2008-05-01,25,52,1,2,26,54,80
MALLA,consulta externa,personas de 10 a 20 anos,2008-05-01,18,28,1,0,19,28,47
MAPIRI,consulta externa,personas de 10 a 20 anos,2008-05-01,45,86,1,0,46,86,132
MECAPACA,consulta externa,personas de 10 a 20 anos,2008-05-01,36,49,7,2,43,51,94
MINEROS,consulta externa,personas de 10 a 20 anos,2008-05-01,13,20,1,1,14,21,35
MIZQUE,consulta externa,personas de 10 a 20 anos,2008-05-01,31,66,9,19,40,85,125
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2008-05-01,80,59,1,7,81,66,147
MOJINETE,consulta externa,personas de 10 a 20 anos,2008-05-01,5,13,0,0,5,13,18
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2008-05-01,24,41,2,6,26,47,73
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2008-05-01,318,433,15,61,333,494,827
MONTERO,consulta externa,personas de 10 a 20 anos,2008-05-01,710,1316,151,246,861,1562,2423
MORO MORO,consulta externa,personas de 10 a 20 anos,2008-05-01,7,11,0,0,7,11,18
MOROCHATA,consulta externa,personas de 10 a 20 anos,2008-05-01,23,47,0,6,23,53,76
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2008-05-01,6,8,0,0,6,8,14
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2008-05-01,24,23,2,0,26,23,49
OCURI,consulta externa,personas de 10 a 20 anos,2008-05-01,76,91,2,2,78,93,171
OKINAWA,consulta externa,personas de 10 a 20 anos,2008-05-01,52,106,1,10,53,116,169
OMEREQUE,consulta externa,personas de 10 a 20 anos,2008-05-01,18,35,11,12,29,47,76
ORURO,consulta externa,personas de 10 a 20 anos,2008-05-01,1903,2125,409,599,2312,2724,5036
PADCAYA,consulta externa,personas de 10 a 20 anos,2008-05-01,323,430,10,20,333,450,783
PADILLA,consulta externa,personas de 10 a 20 anos,2008-05-01,77,94,1,5,78,99,177
PALCA,consulta externa,personas de 10 a 20 anos,2008-05-01,45,51,1,3,46,54,100
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2008-05-01,163,142,39,10,202,152,354
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2008-05-01,7,9,0,0,7,9,16
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2008-05-01,15,39,1,0,16,39,55
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2008-05-01,27,34,1,1,28,35,63
PASORAPA,consulta externa,personas de 10 a 20 anos,2008-05-01,20,30,1,0,21,30,51
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2008-05-01,63,65,1,0,64,65,129
PAZÑA,consulta externa,personas de 10 a 20 anos,2008-05-01,17,28,4,11,21,39,60
PELECHUCO,consulta externa,personas de 10 a 20 anos,2008-05-01,34,34,0,0,34,34,68
POCOATA,consulta externa,personas de 10 a 20 anos,2008-05-01,74,89,0,0,74,89,163
POCONA,consulta externa,personas de 10 a 20 anos,2008-05-01,60,67,1,0,61,67,128
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2008-05-01,19,18,2,3,21,21,42
POOPO,consulta externa,personas de 10 a 20 anos,2008-05-01,17,21,0,0,17,21,38
PORCO,consulta externa,personas de 10 a 20 anos,2008-05-01,34,48,0,0,34,48,82
POROMA,consulta externa,personas de 10 a 20 anos,2008-05-01,65,109,1,2,66,111,177
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2008-05-01,88,141,28,7,116,148,264
PORVENIR,consulta externa,personas de 10 a 20 anos,2008-05-01,29,49,1,5,30,54,84
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2008-05-01,10,24,0,0,10,24,34
POTOSI,consulta externa,personas de 10 a 20 anos,2008-05-01,1330,2399,696,1273,2026,3672,5698
PRESTO,consulta externa,personas de 10 a 20 anos,2008-05-01,71,67,1,0,72,67,139
PUCARA,consulta externa,personas de 10 a 20 anos,2008-05-01,6,16,0,0,6,16,22
PUCARANI,consulta externa,personas de 10 a 20 anos,2008-05-01,64,128,6,5,70,133,203
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2008-05-01,95,80,4,9,99,89,188
