,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-04-01,27,46,2,5,29,51,80
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-04-01,97,338,22,49,119,387,506
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,8,22,0,0,8,22,30
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-04-01,41,68,0,0,41,68,109
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-04-01,64,142,2,0,66,142,208
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-04-01,133,191,6,6,139,197,336
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-04-01,59,117,4,2,63,119,182
COROICO,consulta externa,personas de 21 a 59 anos,2008-04-01,139,286,45,102,184,388,572
CORQUE,consulta externa,personas de 21 a 59 anos,2008-04-01,62,146,2,15,64,161,225
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-04-01,553,793,20,19,573,812,1385
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-04-01,207,402,5,17,212,419,631
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-04-01,12,27,0,1,12,28,40
CUEVO,consulta externa,personas de 21 a 59 anos,2008-04-01,77,111,3,5,80,116,196
CULPINA,consulta externa,personas de 21 a 59 anos,2008-04-01,222,541,0,5,222,546,768
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-04-01,65,115,1,1,66,116,182
CURVA,consulta externa,personas de 21 a 59 anos,2008-04-01,21,53,0,2,21,55,76
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-04-01,29,71,3,9,32,80,112
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-04-01,5450,13480,2903,6994,8353,20474,28827
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-04-01,49,107,0,3,49,110,159
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-04-01,111,217,3,4,114,221,335
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-04-01,221,543,1,9,222,552,774
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-04-01,83,136,4,9,87,145,232
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-04-01,198,235,18,16,216,251,467
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-04-01,618,1067,5,9,623,1076,1699
ESCARA,consulta externa,personas de 21 a 59 anos,2008-04-01,3,6,0,1,3,7,10
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-04-01,0,1,0,3,0,4,4
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-04-01,19,83,1,5,20,88,108
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-04-01,14,20,0,0,14,20,34
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-04-01,48,96,2,9,50,105,155
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-04-01,60,139,2,2,62,141,203
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-04-01,80,128,3,7,83,135,218
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-04-01,57,161,9,10,66,171,237
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-04-01,63,118,13,18,76,136,212
GUANAY,consulta externa,personas de 21 a 59 anos,2008-04-01,59,161,1,11,60,172,232
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-04-01,47,89,5,12,52,101,153
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-04-01,1130,2285,138,374,1268,2659,3927
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-04-01,216,340,6,13,222,353,575
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-04-01,217,392,20,43,237,435,672
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-04-01,30,77,0,0,30,77,107
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-04-01,155,170,1,3,156,173,329
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-04-01,425,619,219,298,644,917,1561
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-04-01,38,95,2,12,40,107,147
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-04-01,22,33,0,0,22,33,55
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-04-01,30,71,4,9,34,80,114
ICLA,consulta externa,personas de 21 a 59 anos,2008-04-01,101,324,5,0,106,324,430
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-04-01,202,546,2,2,204,548,752
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-04-01,23,26,0,3,23,29,52
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-04-01,73,138,2,1,75,139,214
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-04-01,186,409,18,14,204,423,627
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-04-01,68,112,3,4,71,116,187
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-04-01,78,250,2,17,80,267,347
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-04-01,196,333,4,7,200,340,540
LA PAZ,consulta externa,personas de 21 a 59 anos,2008-04-01,18175,37051,12241,29572,30416,66623,97039
LA RIVERA,consulta externa,personas de 21 a 59 anos,2008-04-01,6,8,0,0,6,8,14
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2008-04-01,102,167,7,7,109,174,283
LAJA,consulta externa,personas de 21 a 59 anos,2008-04-01,55,140,4,4,59,144,203
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2008-04-01,50,121,3,1,53,122,175
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2008-04-01,32,50,0,3,32,53,85
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2008-04-01,409,936,82,20,491,956,1447
LLICA,consulta externa,personas de 21 a 59 anos,2008-04-01,80,142,3,2,83,144,227
LORETO,consulta externa,personas de 21 a 59 anos,2008-04-01,18,28,0,1,18,29,47
LURIBAY,consulta externa,personas de 21 a 59 anos,2008-04-01,116,190,9,24,125,214,339
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2008-04-01,44,70,9,11,53,81,134
MACHARETI,consulta externa,personas de 21 a 59 anos,2008-04-01,138,337,1,48,139,385,524
MAGDALENA,consulta externa,personas de 21 a 59 anos,2008-04-01,136,280,76,182,212,462,674
MAIRANA,consulta externa,personas de 21 a 59 anos,2008-04-01,79,202,1,1,80,203,283
MALLA,consulta externa,personas de 21 a 59 anos,2008-04-01,31,39,1,0,32,39,71
MAPIRI,consulta externa,personas de 21 a 59 anos,2008-04-01,144,205,4,2,148,207,355
MECAPACA,consulta externa,personas de 21 a 59 anos,2008-04-01,103,146,51,25,154,171,325
MINEROS,consulta externa,personas de 21 a 59 anos,2008-04-01,50,109,0,22,50,131,181
MIZQUE,consulta externa,personas de 21 a 59 anos,2008-04-01,76,116,9,7,85,123,208
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2008-04-01,197,244,12,5,209,249,458
MOJINETE,consulta externa,personas de 21 a 59 anos,2008-04-01,9,32,3,2,12,34,46
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2008-04-01,90,264,5,57,95,321,416
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2008-04-01,717,1288,85,321,802,1609,2411
MONTERO,consulta externa,personas de 21 a 59 anos,2008-04-01,1136,1776,794,914,1930,2690,4620
MORO MORO,consulta externa,personas de 21 a 59 anos,2008-04-01,14,42,0,1,14,43,57
MOROCHATA,consulta externa,personas de 21 a 59 anos,2008-04-01,94,198,3,35,97,233,330
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2008-04-01,158,167,10,20,168,187,355
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2008-04-01,8,8,0,0,8,8,16
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2008-04-01,33,37,6,4,39,41,80
OCURI,consulta externa,personas de 21 a 59 anos,2008-04-01,113,368,0,6,113,374,487
OKINAWA,consulta externa,personas de 21 a 59 anos,2008-04-01,162,347,6,23,168,370,538
OMEREQUE,consulta externa,personas de 21 a 59 anos,2008-04-01,69,141,6,11,75,152,227
ORURO,consulta externa,personas de 21 a 59 anos,2008-04-01,6700,10739,1919,4408,8619,15147,23766
PADCAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,447,917,11,23,458,940,1398
PADILLA,consulta externa,personas de 21 a 59 anos,2008-04-01,380,919,15,23,395,942,1337
PAILON,consulta externa,personas de 21 a 59 anos,2008-04-01,208,219,3,5,211,224,435
PALCA,consulta externa,personas de 21 a 59 anos,2008-04-01,83,155,10,6,93,161,254
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2008-04-01,323,348,25,31,348,379,727
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2008-04-01,27,23,1,3,28,26,54
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2008-04-01,63,130,4,2,67,132,199
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2008-04-01,73,86,0,2,73,88,161
PASORAPA,consulta externa,personas de 21 a 59 anos,2008-04-01,52,76,2,1,54,77,131
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,234,267,2,8,236,275,511
PAZÑA,consulta externa,personas de 21 a 59 anos,2008-04-01,36,84,2,13,38,97,135
PELECHUCO,consulta externa,personas de 21 a 59 anos,2008-04-01,137,127,5,7,142,134,276
POCOATA,consulta externa,personas de 21 a 59 anos,2008-04-01,159,370,2,6,161,376,537
POCONA,consulta externa,personas de 21 a 59 anos,2008-04-01,123,200,2,3,125,203,328
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2008-04-01,36,62,3,4,39,66,105
POOPO,consulta externa,personas de 21 a 59 anos,2008-04-01,66,89,7,1,73,90,163
PORCO,consulta externa,personas de 21 a 59 anos,2008-04-01,90,169,0,2,90,171,261
POROMA,consulta externa,personas de 21 a 59 anos,2008-04-01,202,494,3,5,205,499,704
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2008-04-01,151,363,15,22,166,385,551
PORVENIR,consulta externa,personas de 21 a 59 anos,2008-04-01,80,133,1,0,81,133,214
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2008-04-01,55,51,3,1,58,52,110
POTOSI,consulta externa,personas de 21 a 59 anos,2008-04-01,2334,4595,831,1483,3165,6078,9243
PRESTO,consulta externa,personas de 21 a 59 anos,2008-04-01,137,268,5,12,142,280,422
PUCARA,consulta externa,personas de 21 a 59 anos,2008-04-01,22,81,0,0,22,81,103
PUCARANI,consulta externa,personas de 21 a 59 anos,2008-04-01,84,231,5,7,89,238,327
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2008-04-01,248,322,15,7,263,329,592
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2008-04-01,120,194,9,6,129,200,329
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2008-04-01,61,121,5,1,66,122,188
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2008-04-01,63,72,2,10,65,82,147
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2008-04-01,430,372,15,32,445,404,849
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2008-04-01,56,65,1,3,57,68,125
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2008-04-01,53,37,0,0,53,37,90
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2008-04-01,296,370,17,50,313,420,733
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2008-04-01,279,756,15,48,294,804,1098
PUNA,consulta externa,personas de 21 a 59 anos,2008-04-01,344,818,9,28,353,846,1199
PUNATA,consulta externa,personas de 21 a 59 anos,2008-04-01,153,476,43,136,196,612,808
QUIABAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,33,62,4,0,37,62,99
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2008-04-01,516,978,294,732,810,1710,2520
QUIME,consulta externa,personas de 21 a 59 anos,2008-04-01,290,124,14,4,304,128,432
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2008-04-01,14,37,0,1,14,38,52
RAVELO,consulta externa,personas de 21 a 59 anos,2008-04-01,226,410,3,4,229,414,643
REYES,consulta externa,personas de 21 a 59 anos,2008-04-01,152,235,18,34,170,269,439
RIBERALTA,consulta externa,personas de 21 a 59 anos,2008-04-01,976,2174,96,382,1072,2556,3628
ROBORE,consulta externa,personas de 21 a 59 anos,2008-04-01,197,544,121,173,318,717,1035
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2008-04-01,179,405,39,125,218,530,748
SABAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,102,104,4,2,106,106,212
SACABA,consulta externa,personas de 21 a 59 anos,2008-04-01,353,830,88,259,441,1089,1530
SACABAMBA,consulta externa,personas de 21 a 59 anos,2008-04-01,24,22,3,10,27,32,59
SACACA,consulta externa,personas de 21 a 59 anos,2008-04-01,148,375,0,0,148,375,523
SAIPINA,consulta externa,personas de 21 a 59 anos,2008-04-01,22,60,0,2,22,62,84
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2008-04-01,75,142,1,4,76,146,222
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2008-04-01,80,130,2,4,82,134,216
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2008-04-01,22,68,0,0,22,68,90
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2008-04-01,143,264,8,17,151,281,432
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-04-01,78,163,2,7,80,170,250
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2008-04-01,22,64,1,5,23,69,92
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2008-04-01,44,80,0,0,44,80,124
SAN BENITO,consulta externa,personas de 21 a 59 anos,2008-04-01,36,81,2,10,38,91,129
SAN BORJA,consulta externa,personas de 21 a 59 anos,2008-04-01,165,387,109,151,274,538,812
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2008-04-01,235,386,28,44,263,430,693
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2008-04-01,115,405,29,184,144,589,733
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2008-04-01,358,811,32,125,390,936,1326
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-04-01,548,1159,55,169,603,1328,1931
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2008-04-01,89,122,3,6,92,128,220
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2008-04-01,163,263,4,61,167,324,491
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2008-04-01,440,762,229,308,669,1070,1739
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2008-04-01,244,451,15,35,259,486,745
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2008-04-01,202,340,12,22,214,362,576
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2008-04-01,1035,1575,99,247,1134,1822,2956
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2008-04-01,31,59,2,0,33,59,92
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2008-04-01,347,794,7,58,354,852,1206
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2008-04-01,430,1080,18,32,448,1112,1560
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2008-04-01,91,164,0,6,91,170,261
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-04-01,81,228,14,59,95,287,382
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2008-04-01,75,132,2,11,77,143,220
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2008-04-01,106,176,5,13,111,189,300
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-04-01,198,384,3,0,201,384,585
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2008-04-01,56,57,1,4,57,61,118
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2008-04-01,12,27,0,4,12,31,43
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2008-04-01,24,38,3,7,27,45,72
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2008-04-01,18,23,4,0,22,23,45
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2008-04-01,79,85,0,5,79,90,169
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-04-01,98,91,16,120,114,211,325
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-04-01,33,144,0,0,33,144,177
SANTA ANA,consulta externa,personas de 21 a 59 anos,2008-04-01,241,541,22,60,263,601,864
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2008-04-01,15293,31886,5760,16216,21053,48102,69155
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2008-04-01,77,126,1,9,78,135,213
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2008-04-01,170,280,10,3,180,283,463
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2008-04-01,17,58,0,0,17,58,75
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2008-04-01,92,166,13,21,105,187,292
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-04-01,27,39,0,0,27,39,66
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2008-04-01,43,77,4,9,47,86,133
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2008-04-01,22,26,0,0,22,26,48
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2008-04-01,96,98,8,2,104,100,204
SENA,consulta externa,personas de 21 a 59 anos,2008-04-01,42,36,0,0,42,36,78
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2008-04-01,115,137,35,5,150,142,292
SICAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,18,37,0,2,18,39,57
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2008-04-01,63,271,19,97,82,368,450
SOPACHUY,consulta externa,personas de 21 a 59 anos,2008-04-01,131,329,0,10,131,339,470
SORACACHI,consulta externa,personas de 21 a 59 anos,2008-04-01,62,79,2,3,64,82,146
SORATA,consulta externa,personas de 21 a 59 anos,2008-04-01,167,222,35,11,202,233,435
SUCRE,consulta externa,personas de 21 a 59 anos,2008-04-01,7901,15850,2789,5585,10690,21435,32125
TACACHI,consulta externa,personas de 21 a 59 anos,2008-04-01,11,26,0,4,11,30,41
TACACOMA,consulta externa,personas de 21 a 59 anos,2008-04-01,46,63,11,16,57,79,136
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2008-04-01,79,141,0,1,79,142,221
TACOPAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,65,147,0,0,65,147,212
TAHUA,consulta externa,personas de 21 a 59 anos,2008-04-01,9,33,0,0,9,33,42
TAPACARI,consulta externa,personas de 21 a 59 anos,2008-04-01,119,398,12,10,131,408,539
TARABUCO,consulta externa,personas de 21 a 59 anos,2008-04-01,173,353,23,55,196,408,604
TARACO,consulta externa,personas de 21 a 59 anos,2008-04-01,32,45,0,0,32,45,77
TARATA,consulta externa,personas de 21 a 59 anos,2008-04-01,59,117,1,6,60,123,183
TARIJA,consulta externa,personas de 21 a 59 anos,2008-04-01,4431,10076,2437,5320,6868,15396,22264
TARVITA,consulta externa,personas de 21 a 59 anos,2008-04-01,207,665,6,17,213,682,895
TEOPONTE,consulta externa,personas de 21 a 59 anos,2008-04-01,104,101,2,1,106,102,208
TIAWANACU,consulta externa,personas de 21 a 59 anos,2008-04-01,60,169,5,11,65,180,245
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,101,367,4,7,105,374,479
TIPUANI,consulta externa,personas de 21 a 59 anos,2008-04-01,83,103,6,7,89,110,199
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2008-04-01,227,363,346,123,573,486,1059
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2008-04-01,281,498,126,185,407,683,1090
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2008-04-01,26,38,3,2,29,40,69
TOCO,consulta externa,personas de 21 a 59 anos,2008-04-01,18,46,0,0,18,46,64
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2008-04-01,13,16,1,0,14,16,30
TOLATA,consulta externa,personas de 21 a 59 anos,2008-04-01,18,69,0,10,18,79,97
TOLEDO,consulta externa,personas de 21 a 59 anos,2008-04-01,66,109,2,15,68,124,192
TOMAVE,consulta externa,personas de 21 a 59 anos,2008-04-01,214,369,12,8,226,377,603
TOMINA,consulta externa,personas de 21 a 59 anos,2008-04-01,278,510,3,6,281,516,797
TORO TORO,consulta externa,personas de 21 a 59 anos,2008-04-01,143,253,1,3,144,256,400
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2008-04-01,49,59,0,0,49,59,108
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2008-04-01,57,72,0,2,57,74,131
TRIGAL,consulta externa,personas de 21 a 59 anos,2008-04-01,36,55,0,2,36,57,93
TRINIDAD,consulta externa,personas de 21 a 59 anos,2008-04-01,1085,2604,161,352,1246,2956,4202
TUPIZA,consulta externa,personas de 21 a 59 anos,2008-04-01,1044,1524,665,202,1709,1726,3435
TURCO,consulta externa,personas de 21 a 59 anos,2008-04-01,64,88,1,1,65,89,154
UMALA,consulta externa,personas de 21 a 59 anos,2008-04-01,19,26,0,2,19,28,47
UNCIA,consulta externa,personas de 21 a 59 anos,2008-04-01,177,602,72,200,249,802,1051
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2008-04-01,322,662,5,5,327,667,994
URUBICHA,consulta externa,personas de 21 a 59 anos,2008-04-01,69,109,3,64,72,173,245
UYUNI,consulta externa,personas de 21 a 59 anos,2008-04-01,396,727,31,67,427,794,1221
VACAS,consulta externa,personas de 21 a 59 anos,2008-04-01,91,157,16,27,107,184,291
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2008-04-01,265,628,169,147,434,775,1209
VIACHA,consulta externa,personas de 21 a 59 anos,2008-04-01,462,947,82,329,544,1276,1820
VILA VILA,consulta externa,personas de 21 a 59 anos,2008-04-01,16,37,2,0,18,37,55
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2008-04-01,562,970,90,269,652,1239,1891
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2008-04-01,32,58,8,4,40,62,102
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2008-04-01,32,60,6,12,38,72,110
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2008-04-01,106,303,1,16,107,319,426
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2008-04-01,2321,1893,56,104,2377,1997,4374
