,group,variable,month,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTALES
SAN BENITO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,9,10,19
SAN BORJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,17,29,46
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,15,25
SAN CARLOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,33,19,52
SAN IGNACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,11,3,14
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,6,42,48
SAN JAVIER(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,14,11,25
SAN JOAQUIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,3,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,147,155
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,2,4
SAN JULIAN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,49,57
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,1,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,19,14,33
SAN LUCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,13,23,36
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,18,10,28
SAN PEDRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,1,11
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,5,5
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,6,6
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,5,7
SAN RAFAEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,5,8,13
SAN RAMON BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,20,23
SANTA ANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,409,167,576
SANTA ROSA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,0,4
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,16,51,67
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,3,5
SAPAHAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,2,4
SENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,4,12
SHINAOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,6,8
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,7,17
SIPE SIPE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,10,18
SOPACHUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,2,4
SORACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,1,1
SORATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,11,11
SUCRE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,107,112,219
TACOBAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,5,5
TACOPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,6,9
TAPACARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,5,10,15
TARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,9,22,31
TARACO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,0,4
TARATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,2,6
TARIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,132,62,194
TARVITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,5,8
TEOPONTE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,22,32
TIQUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,15,22,37
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,5,5
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,3,6
TOCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,3,6
TOLATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,1,3
TOLEDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,3,3
TOMINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,7,11
TORO TORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,2,3,5
TOTORA(CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,13,17
TOTORA(ORR),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,6,14
TRIGAL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,2,3
TRINIDAD,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,73,92,165
TUPIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,17,17,34
UNCIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,7,7
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,5,13
URUBICHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,0,28,28
UYUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,7,15
VACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,4,5
VALLEGRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,27,3,30
VIACHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,8,3,11
VILA VILA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,3,4
VILLA CHARCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,6,0,6
VILLA MONTES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,42,56,98
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,2,12
VILLA RIVERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,2,3
VILLA SERRANO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,10,14,24
VILLA TUNARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,34,11,45
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,7,8,15
VILLAZON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,40,7,47
VITICHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,0,4
WARNES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,71,95,166
YACUIBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,63,108,171
YAMPARAEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,14,8,22
YAPACANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,11,0,11
YOTALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,4,11,15
YUNCHARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,1,3,4
ZUDAÑEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-05-01,3,2,5
AIQUILE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,4,8
ALALAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,3,4
ALCALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,5,8
ALTO BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,0,5
ANCORAIMES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,1,2
ANTEQUERA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
ARAMPAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,7,7
ARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,2,7
ARBIETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,12,18
ARQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,12,1,13
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,11,40,51
AZURDUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,4,6
BATALLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,1,4
BAURES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,0,5
BELEN DE URMIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
BELLA FLOR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,7,7
BERMEJO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,19,53,72
BETANZOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
BOLIVAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
BOLPEBRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,1,5
BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,4,12
CAIROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,0,2
CALACOTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
CAMARGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,17,20
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,3,5
CAPINOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,12,0,12
CAQUIAVIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,1,2
CARACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,16,3,19
CARANAVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,35,4,39
CARAPARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
CARIPUYO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,9,9
CHALLAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,2,4
CHIMORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,21,3,24
CHUMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,2,6
CKOCHAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,3,5
CLIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,11,10,21
COBIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,18,9,27
COCAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,29,35
COCHABAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,182,61,243
COLCAPIRHUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,24,29
"COLCHA ""K""",vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
COLOMI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,1,9
COLQUIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,4,5
COMARAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,0,3
CONCEPCION,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,1,2
CORIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
COROICO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,0,4
COTAGAITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,15,6,21
COTOCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,8,12
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,16,0,16
EL ALTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,170,258,428
EL PUENTE(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,4,9
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,9,4,13
EL TORNO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,47,8,55
EL VILLAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,20,22,42
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,17,4,21
ESCARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,0,4
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,10,10
EXALTACION,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,33,1,34
FILADELFIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,6,6
GUANAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,29,94,123
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,3,3
HUANUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,19,23
HUARACAJE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
HUARINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
HUATAJATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
ICLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,7,13
INCAHUASI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,1,6
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
INQUISIVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,4,7
IXIAMAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,1,6
JESUS DE MACHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,2,3
LA ASUNTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,0,5
LA GUARDIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,22,12,34
LA PAZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,181,149,330
LAGUNILLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,3,4
LLALLAGUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,2,5
LORETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,0,4
MACHACAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,2,8
MAGDALENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,10,6,16
MAIRANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
MALLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
MAPIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,28,1,29
MIZQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,4,8
MOJOCOYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,9,1,10
MONTEAGUDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,17,6,23
MONTERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,73,39,112
MORO MORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,3,3
MOROCHATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,3,3
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,4,7
OKINAWA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,15,4,19
OMEREQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,8,8
ORURO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,87,6,93
PADCAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,9,2,11
PADILLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,18,5,23
PAILON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,16,19
PALOS BLANCOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,6,10
PAMPA GRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,9,6,15
PAPEL PAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,8,9
PASORAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
PATACAMAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,9,0,9
PAZÑA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,1,4
POCONA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,5,10
POJO (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,13,7,20
POOPO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,1,5
POROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,16,5,21
PORONGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,9,12
PORTACHUELO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,0,8
PORVENIR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,1,4
POTOSI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,50,13,63
PRESTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,19,19
PUCARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,5,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,6,9
PUERTO PEREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,7,8
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,0,6
PUERTO RICO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,7,13
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,16,8,24
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,28,8,36
PUNA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,1,7
PUNATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,10,3,13
QUILLACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,38,77,115
QUIME,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
QUIRUSILLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
RAVELO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,9,9
REYES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,7,8,15
RIBERALTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,36,220,256
ROBORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,13,21,34
SACABA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,39,68,107
SACABAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,3,3
SACACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,11,12
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,6,9
SAMAIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,3,8
SAN ANDRES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,4,12
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,0,3
SAN BENITO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,3,9
SAN BORJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,17,44,61
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,0,6
SAN CARLOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,20,1,21
SAN IGNACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,1,7
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,11,2,13
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,7,8
SAN JAVIER(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,4,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,11,30,41
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,6,14
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,3,4
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,2,8
SAN LUCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,14,14,28
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,15,13,28
SAN PEDRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,12,0,12
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,17,18
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,4,4
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,14,14
SAN RAFAEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,11,8,19
SAN RAMON BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,8,12
SANTA ANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,352,118,470
SANTA ROSA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,17,19
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,8,17,25
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
SAPAHAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
SENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,4,10,14
SHINAOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,5,5,10
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,3,4
SIPE SIPE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,0,3
SORACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
SORATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,5,5
SUCRE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,155,57,212
TACACOMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
TACOBAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,2,2
TACOPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,0,6,6
TAPACARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,6,3,9
TARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,7,6,13
TARACO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,1,0,1
TARATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,3,6,9
TARIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,155,43,198
TARVITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,15,5,20
TEOPONTE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,2,1,3
TIQUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-06-01,16,9,25
