,group,variable,month,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
BOLPEBRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,1,5
BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,4,12
CAIROMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,0,2
CALACOTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
CAMARGO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,17,20
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,3,5
CAPINOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,12,0,12
CAQUIAVIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,1,2
CARACOLLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,16,3,19
CARANAVI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,35,4,39
CARAPARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
CARIPUYO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,9,9
CHALLAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,3,5
CHIMORE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,21,3,24
CHUMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,2,6
CKOCHAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,3,4
CLIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,11,10,21
COBIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,18,9,27
COCAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,29,35
COCHABAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,185,61,246
COLCAPIRHUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,24,29
"COLCHA ""K""",vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,1,3
COLOMI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,1,9
COLQUIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,4,5
COMARAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,0,3
CONCEPCION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,1,2
CORIPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
COROICO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,0,4
COTAGAITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,15,5,20
COTOCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,8,12
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,16,0,16
EL ALTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,170,258,428
EL PUENTE(STC),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,4,9
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,4,13
EL TORNO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,46,8,54
EL VILLAR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,1,3
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,20,22,42
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,17,4,21
ESCARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,0,4
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,10,10
EXALTACION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,33,1,34
FILADELFIA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,6,6
GUANAY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,29,95,124
HUACARETA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,7,0,7
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,3,3
HUANUNI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,19,23
HUARACAJE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
HUARINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
HUATAJATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
ICLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,7,13
INCAHUASI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,1,6
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
INQUISIVI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,4,7
IXIAMAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,1,6
JESUS DE MACHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,2,3
LA ASUNTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,0,5
LA GUARDIA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,22,12,34
LA PAZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,183,149,332
LAGUNILLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,3,4
LLALLAGUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,2,5
LORETO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,0,4
MACHACAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,2,8
MAGDALENA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,10,6,16
MAIRANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
MALLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
MAPIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,28,1,29
MIZQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,4,8
MOJOCOYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,1,10
MONTEAGUDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,17,6,23
MONTERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,73,39,112
MORO MORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,3,3
MOROCHATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,3,3
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,4,7
OKINAWA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,15,4,19
OMEREQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,8,8
ORURO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,89,22,111
PADCAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,2,11
PADILLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,18,5,23
PAILON,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,16,19
PALCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,1,2
PALOS BLANCOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,6,10
PAMPA GRANDE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,6,15
PAPEL PAMPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,8,9
PASORAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
PATACAMAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,0,9
PAZÑA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,1,4
POCONA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,5,10
POJO (CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,13,7,20
POOPO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,1,5
POROMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,15,6,21
PORONGO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,9,12
PORTACHUELO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,0,8
PORVENIR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,1,4
POTOSI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,63,13,76
PRESTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,19,19
PUCARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,5,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,6,9
PUERTO PEREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,7,8
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,0,6
PUERTO RICO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,7,13
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,16,8,24
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,28,8,36
PUNA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,1,7
PUNATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,10,3,13
QUILLACOLLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,38,77,115
QUIME,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
QUIRUSILLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
RAVELO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,9,9
REYES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,7,8,15
RIBERALTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,36,220,256
ROBORE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,0,6
RURRENABAQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,13,21,34
SACABA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,39,68,107
SACABAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,3,3
SACACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,11,12
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,6,9
SAMAIPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,3,8
SAN ANDRES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,4,12
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,0,3
SAN BENITO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,3,9
SAN BORJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,17,44,61
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,0,6
SAN CARLOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,19,1,20
SAN IGNACIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,0,6
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,11,2,13
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,7,8
SAN JAVIER(STC),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,4,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,11,30,41
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,6,14
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,3,4
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,2,8
SAN LUCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,14,14,28
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,15,13,28
SAN PEDRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,12,0,12
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,17,18
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,4,4
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,14,14
SAN RAFAEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,11,8,19
SAN RAMON BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,8,12
SANTA ANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,516,161,677
SANTA ROSA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,17,19
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,17,25
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,1,3
SENA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,10,14
SHINAOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,5,10
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,1,2
SIPE SIPE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,0,3
SORACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
SORATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,5,5
SUCRE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,116,54,170
TACACOMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
TACOBAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
TACOPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,6,6
TAPACARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,6,3,9
TARABUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,7,6,13
TARACO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,1,0,1
TARATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,6,9
TARIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,155,43,198
TARVITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,15,5,20
TEOPONTE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,1,3
TIQUIPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,16,9,25
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,6,10
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,0,2
TOCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,1,1
TOLATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,0,3
TOMINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,5,2,7
TORO TORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,4,13
TOTORA(ORR),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,2,5
TRINIDAD,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,43,258,301
TUPIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,19,4,23
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,8,18,26
URUBICHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,0,2
UYUNI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,1,4
VACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,6,9
VALLEGRANDE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,19,3,22
VIACHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,21,1,22
VILLA CHARCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,9,6,15
VILLA MONTES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,26,40,66
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,2,2
VILLA RIVERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,0,4
VILLA SERRANO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,28,13,41
VILLA TUNARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,33,3,36
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,4,8,12
VILLAZON,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,44,2,46
VITICHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,2,6,8
WARNES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,75,14,89
YACUIBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,35,4,39
YAMPARAEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,10,2,12
YOTALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,2,5
YUNCHARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,0,3,3
ZUDAÑEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-06-01,3,3,6
ACACIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,1,2,3
ACHACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,9,8,17
ACHOCALLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,2,4,6
AIQUILE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,6,11,17
ALALAY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,0,1,1
ALCALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,3,1,4
ALTO BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,5,0,5
ANCORAIMES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,10,6,16
ANDAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,3,0,3
ANTEQUERA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,5,1,6
ARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,1,0,1
ARBIETO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,7,14,21
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,25,2,27
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,4,6,10
AZURDUY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,10,2,12
BATALLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,4,5,9
BAURES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,3,0,3
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,2,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-07-01,1,4,5
