,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,0,0,0,4,0,4
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,11,0,0,3,11,14
SAN PEDRO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,0,0,0,2,0,2
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,9,6,0,0,9,6,15
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,20,1,0,0,20,1,21
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,8,0,0,0,8,8
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,27,43,0,0,27,43,70
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2017,137,0,0,2017,137,2154
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,21,0,0,4,21,25
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,24,8,0,0,24,8,32
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,4,0,0,0,4,4
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,12,0,0,0,12,12
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,7,0,0,0,7,7
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,6,1,0,0,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,1,5,0,0,1,5,6
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,13,0,0,2,13,15
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,12,0,0,0,12,0,12
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,57,0,0,3,57,60
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,2,0,0,0,2,2
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,29,22,0,0,29,22,51
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,6,0,0,4,6,10
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,5,0,0,3,5,8
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,9,47,0,0,9,47,56
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,323,82,0,0,323,82,405
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,14,14,0,0,14,14,28
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,32,0,0,2,32,34
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,6,0,0,5,6,11
TAHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,1,0,0,0,1,1
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,25,45,0,0,25,45,70
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,19,24,0,0,19,24,43
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,11,0,0,3,11,14
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,7,1,0,0,7,1,8
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,252,62,0,0,252,62,314
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,16,17,0,0,16,17,33
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,17,0,0,5,17,22
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,25,0,0,5,25,30
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,7,47,0,0,7,47,54
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,17,0,0,5,17,22
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,83,55,0,0,83,55,138
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,60,41,0,0,60,41,101
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,3,0,0,2,3,5
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,12,0,0,4,12,16
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,8,0,0,5,8,13
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,2,9,0,0,2,9,11
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,29,0,0,4,29,33
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,12,5,0,0,12,5,17
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,14,13,0,0,14,13,27
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,36,19,0,0,36,19,55
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,6,0,0,3,6,9
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,3,0,0,5,3,8
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,128,112,0,0,128,112,240
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,57,23,0,0,57,23,80
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,10,0,0,5,10,15
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,22,0,0,0,22,22
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,8,55,0,0,8,55,63
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,12,14,0,0,12,14,26
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,19,0,0,0,19,0,19
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,20,29,0,0,20,29,49
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,19,0,0,3,19,22
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,20,2,0,0,20,2,22
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,33,32,0,0,33,32,65
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,8,0,0,4,8,12
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,42,58,0,0,42,58,100
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,0,3,0,0,0,3,3
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,2,0,0,3,2,5
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,17,9,0,0,17,9,26
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,115,94,0,0,115,94,209
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,4,7,0,0,4,7,11
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,74,15,0,0,74,15,89
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,38,27,0,0,38,27,65
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,7,17,0,0,7,17,24
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,1,1,0,0,1,1,2
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,104,35,0,0,104,35,139
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,11,0,0,5,11,16
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,124,89,0,0,124,89,213
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,12,0,0,0,12,0,12
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,7,5,0,0,7,5,12
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,48,53,0,0,48,53,101
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,6,9,0,0,6,9,15
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,10,8,0,0,10,8,18
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,5,8,0,0,5,8,13
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-03-01,3,6,0,0,3,6,9
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,4,0,0,3,4,7
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,20,128,0,0,20,128,148
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,43,0,0,3,43,46
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,22,33,0,0,22,33,55
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,8,0,0,4,8,12
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,2,0,0,3,2,5
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,14,0,0,1,14,15
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,5,0,0,4,5,9
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,30,0,0,0,30,30
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,12,14,0,0,12,14,26
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,39,0,0,4,39,43
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,10,0,0,1,10,11
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,7,0,0,3,7,10
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,14,0,0,4,14,18
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,17,0,0,14,17,31
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,59,2,0,0,59,2,61
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,1,0,0,14,1,15
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,16,0,0,0,16,16
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,7,17,0,0,7,17,24
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,9,0,0,5,9,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,18,55,0,0,18,55,73
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,20,0,0,14,20,34
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,12,25,0,0,12,25,37
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,9,2,0,0,9,2,11
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,1,0,0,2,1,3
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,4,0,0,1,4,5
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,39,37,0,0,39,37,76
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,26,40,0,0,26,40,66
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,18,0,0,4,18,22
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,17,0,0,0,17,17
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,5,0,0,0,5,5
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,27,0,0,14,27,41
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,28,121,0,0,28,121,149
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,22,0,0,3,22,25
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,10,0,0,2,10,12
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,20,0,0,14,20,34
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,4,0,0,6,4,10
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,15,0,0,3,15,18
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,15,11,0,0,15,11,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,4,0,0,0,4,4
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,38,9,0,0,38,9,47
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,22,25,0,0,22,25,47
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,4,0,0,1,4,5
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,23,40,0,0,23,40,63
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,90,89,0,0,90,89,179
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,11,0,0,8,11,19
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,9,0,0,3,9,12
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,42,0,0,2,42,44
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,2,0,0,0,2,2
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,4,0,0,0,4,4
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,18,64,0,0,18,64,82
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,14,0,0,5,14,19
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,20,68,0,0,20,68,88
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,3,0,0,4,3,7
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,23,0,0,8,23,31
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,25,6,0,0,25,6,31
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,0,0,0,4,0,4
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,3,0,0,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,34,0,0,8,34,42
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,32,0,0,5,32,37
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,13,0,0,8,13,21
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,65,18,0,0,65,18,83
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1156,167,0,0,1156,167,1323
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,114,52,0,0,114,52,166
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,19,11,0,0,19,11,30
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,0,0,0,3,0,3
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,13,13,0,0,13,13,26
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,1,0,0,14,1,15
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,22,94,0,0,22,94,116
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,14,0,0,5,14,19
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,57,0,0,6,57,63
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,19,22,0,0,19,22,41
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,8,0,0,0,8,8
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,51,25,0,0,51,25,76
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,16,0,0,5,16,21
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,24,0,0,14,24,38
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,12,0,0,3,12,15
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,23,22,0,0,23,22,45
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,9,8,0,0,9,8,17
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,55,0,0,8,55,63
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,91,73,0,0,91,73,164
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,22,18,0,0,22,18,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,7,0,0,1,7,8
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,8,0,0,1,8,9
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,21,30,0,0,21,30,51
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,13,0,0,6,13,19
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,7,0,0,0,7,7
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,6,0,0,2,6,8
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1366,255,0,0,1366,255,1621
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,16,0,0,1,16,17
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,16,16,0,0,16,16,32
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,9,0,0,6,9,15
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,79,39,0,0,79,39,118
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,5,0,0,4,5,9
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,35,26,0,0,35,26,61
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,17,17,0,0,17,17,34
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,14,0,0,5,14,19
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,9,0,0,0,9,9
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,5,0,0,5,5,10
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,16,7,0,0,16,7,23
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,24,0,0,2,24,26
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,32,21,0,0,32,21,53
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,21,0,0,4,21,25
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,22,0,0,8,22,30
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,12,0,0,2,12,14
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,58,34,0,0,58,34,92
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,14,24,0,0,14,24,38
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,10,14,0,0,10,14,24
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,5,0,0,0,5,0,5
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,3,2,0,0,3,2,5
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,34,61,0,0,34,61,95
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,3,0,0,4,3,7
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,20,0,0,6,20,26
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,9,0,0,0,9,9
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,13,13,0,0,13,13,26
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,19,38,0,0,19,38,57
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,13,0,0,0,13,13
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,7,23,0,0,7,23,30
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,18,0,0,4,18,22
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,9,5,0,0,9,5,14
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,12,2,0,0,12,2,14
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,40,37,0,0,40,37,77
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,108,40,0,0,108,40,148
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1429,154,0,0,1429,154,1583
LA RIVERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,2,0,0,0,2,2
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,8,0,0,6,8,14
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,6,24,0,0,6,24,30
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,2,0,0,2,2,4
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,27,86,0,0,27,86,113
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,0,0,0,4,0,4
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,30,0,0,0,30,30
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,4,18,0,0,4,18,22
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,8,3,0,0,8,3,11
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,11,3,0,0,11,3,14
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,15,0,0,2,15,17
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,11,13,0,0,11,13,24
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,0,6,0,0,0,6,6
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,20,23,0,0,20,23,43
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,13,7,0,0,13,7,20
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,31,20,0,0,31,20,51
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,15,40,0,0,15,40,55
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,2,23,0,0,2,23,25
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-04-01,9,13,0,0,9,13,22
