,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,8,0,0,6,8,14
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,30,0,0,4,30,34
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,2,0,0,2,2,4
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,18,91,0,0,18,91,109
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,0,0,0,4,0,4
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,30,0,0,0,30,30
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,18,0,0,4,18,22
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,3,0,0,9,3,12
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,2,0,0,12,2,14
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,15,0,0,3,15,18
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,15,0,0,10,15,25
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,6,0,0,0,6,6
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,3,0,0,11,3,14
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,9,0,0,11,9,20
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,31,19,0,0,31,19,50
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,21,53,0,0,21,53,74
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,23,0,0,2,23,25
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,9,0,0,9,9,18
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,37,20,0,0,37,20,57
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,114,24,0,0,114,24,138
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,3,0,0,3,3,6
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,15,39,0,0,15,39,54
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,2,0,0,0,2,2
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,3,0,0,0,3,3
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,13,48,0,0,13,48,61
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,23,11,0,0,23,11,34
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,8,0,0,3,8,11
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,402,199,0,0,402,199,601
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,5,39,0,0,5,39,44
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,15,0,0,10,15,25
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,22,41,0,0,22,41,63
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,19,0,0,1,19,20
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,42,0,0,10,42,52
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,8,0,0,4,8,12
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,11,0,0,7,11,18
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,0,0,0,1,0,1
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,4,0,0,3,4,7
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,32,0,0,12,32,44
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,16,0,0,3,16,19
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,8,0,0,0,8,8
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,5,65,0,0,5,65,70
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,8,17,0,0,8,17,25
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,8,0,0,1,8,9
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,8,16,0,0,8,16,24
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,12,0,0,11,12,23
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,15,38,0,0,15,38,53
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,13,22,0,0,13,22,35
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,29,19,0,0,29,19,48
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,10,0,0,2,10,12
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,2,0,0,2,2,4
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,261,155,0,0,261,155,416
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,5,12,0,0,5,12,17
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,8,49,0,0,8,49,57
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,18,35,0,0,18,35,53
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,39,0,0,1,39,40
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,13,0,0,6,13,19
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,24,0,0,0,24,24
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,20,31,0,0,20,31,51
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,4,0,0,7,4,11
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,9,0,0,0,9,9
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,21,32,0,0,21,32,53
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,61,23,0,0,61,23,84
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,59,0,0,12,59,71
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,35,19,0,0,35,19,54
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,117,133,0,0,117,133,250
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,15,0,0,0,15,15
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,18,0,0,3,18,21
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,15,14,0,0,15,14,29
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,232,111,0,0,232,111,343
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,24,33,0,0,24,33,57
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,25,46,0,0,25,46,71
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,6,0,0,9,6,15
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,93,50,0,0,93,50,143
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,10,0,0,1,10,11
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,37,0,0,9,37,46
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,6,0,0,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,19,0,0,1,19,20
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,17,0,0,6,17,23
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,0,0,0,4,0,4
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,15,45,0,0,15,45,60
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,5,0,0,2,5,7
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,9,8,0,0,9,8,17
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,7,0,0,10,7,17
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,49,24,0,0,49,24,73
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,13,19,0,0,13,19,32
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,37,37,0,0,37,37,74
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,55,60,0,0,55,60,115
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,122,90,0,0,122,90,212
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,6,0,0,7,6,13
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,36,0,0,10,36,46
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,23,26,0,0,23,26,49
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,5,0,0,12,5,17
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,28,70,0,0,28,70,98
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,13,0,0,3,13,16
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,17,24,0,0,17,24,41
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,30,59,0,0,30,59,89
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,27,33,0,0,27,33,60
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,19,10,0,0,19,10,29
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,2,0,0,4,2,6
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,30,0,0,0,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,80,0,0,10,80,90
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,0,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,10,0,0,4,10,14
SAN PEDRO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,6,0,0,7,6,13
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,8,0,0,12,8,20
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,21,0,0,3,21,24
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,23,4,0,0,23,4,27
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1845,390,0,0,1845,390,2235
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,7,0,0,7,7,14
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,19,43,0,0,19,43,62
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,43,0,0,2,43,45
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,7,0,0,3,7,10
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,4,0,0,7,4,11
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,7,0,0,2,7,9
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,18,0,0,1,18,19
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,8,2,0,0,8,2,10
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,27,0,0,0,27,27
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,5,0,0,0,5,5
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,24,25,0,0,24,25,49
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,21,0,0,6,21,27
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,51,0,0,4,51,55
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,46,0,0,6,46,52
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,353,195,0,0,353,195,548
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,0,0,0,4,0,4
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,13,0,0,3,13,16
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,21,0,0,0,21,21
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,12,15,0,0,12,15,27
TAHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,37,41,0,0,37,41,78
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,20,23,0,0,20,23,43
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,6,0,0,1,6,7
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,8,0,0,7,8,15
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,506,93,0,0,506,93,599
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,17,13,0,0,17,13,30
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,16,0,0,7,16,23
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,10,0,0,6,10,16
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,20,46,0,0,20,46,66
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,13,0,0,11,13,24
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,39,50,0,0,39,50,89
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,40,67,0,0,40,67,107
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,2,0,0,0,2,0,2
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,10,0,0,3,10,13
TODOS SANTOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,1,0,0,0,1,1
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,4,0,0,7,4,11
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,5,17,0,0,5,17,22
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,10,0,0,1,10,11
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,17,0,0,11,17,28
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,8,28,0,0,8,28,36
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,11,22,0,0,11,22,33
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,13,18,0,0,13,18,31
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,2,0,0,0,2,2
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,175,124,0,0,175,124,299
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,33,30,0,0,33,30,63
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,12,0,0,6,12,18
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,7,0,0,0,7,7
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,31,0,0,6,31,37
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,28,0,0,6,28,34
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,24,0,0,0,24,0,24
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,19,85,0,0,19,85,104
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,3,15,0,0,3,15,18
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,13,4,0,0,13,4,17
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,52,47,0,0,52,47,99
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,7,0,0,6,7,13
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,36,54,0,0,36,54,90
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,4,4,0,0,4,4,8
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,19,19,0,0,19,19,38
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,112,73,0,0,112,73,185
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,14,3,0,0,14,3,17
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,69,22,0,0,69,22,91
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,53,20,0,0,53,20,73
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,10,6,0,0,10,6,16
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,3,0,0,0,3,3
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,73,93,0,0,73,93,166
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,9,0,0,0,9,9
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,121,42,0,0,121,42,163
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,7,5,0,0,7,5,12
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,2,0,0,1,2,3
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,51,76,0,0,51,76,127
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,0,23,0,0,0,23,23
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,1,4,0,0,1,4,5
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,5,5,0,0,5,5,10
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-04-01,6,5,0,0,6,5,11
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,15,0,0,3,15,18
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,11,109,0,0,11,109,120
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,6,16,0,0,6,16,22
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,16,37,0,0,16,37,53
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,8,0,0,3,8,11
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,1,0,0,3,1,4
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,25,0,0,3,25,28
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,3,0,0,3,3,6
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,5,0,0,0,5,0,5
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,4,11,0,0,4,11,15
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,11,28,0,0,11,28,39
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,1,26,0,0,1,26,27
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,8,34,0,0,8,34,42
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,3,35,0,0,3,35,38
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,20,40,0,0,20,40,60
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,32,4,0,0,32,4,36
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,5,9,0,0,5,9,14
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,1,15,0,0,1,15,16
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,7,15,0,0,7,15,22
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,0,9,0,0,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-05-01,16,58,0,0,16,58,74
