,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,8,13
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,2,7
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,12,8,20
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,12,2,14
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,9,9
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,4,4
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,1,5
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,5,9
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,395,200,595
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,78,0,78
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,0,7
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,60,57,117
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,8,8
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,7,8
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,2,4
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,79,33,112
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,13,20
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,5,9
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,11,17
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,8,11
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,25,1,26
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,8,0,8
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,9,3,12
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,2,7
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,4,7
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,17,4,21
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,8,0,8
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,3,5
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,4,10
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,19,16,35
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,8,8
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,20,4,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,2,3
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,53,23,76
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,18,18
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,43,12,55
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,42,95,137
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,12,13
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,6,7
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,9,10
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,11,15
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,1,3
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,7,9
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,5,5
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,37,5,42
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,4,4
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,0,2
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,22,26,48
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,5,7
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,8,16
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,6,2,8
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,14,4,18
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,2,3
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,3,4
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,0,2
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,1,3
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,7,11,18
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,29,16,45
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,10,18
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,121,16,137
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,10,7,17
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,9,13
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,7,7
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,12,1,13
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,4,4
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,9,17
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,7,17,24
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,7,9
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,122,109,231
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,34,4,38
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,16,21
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,14,2,16
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,10,8,18
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,4,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,27,50,77
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,7,1,8
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,9,3,12
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,1,6
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,2,3
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,10,0,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,10,0,10
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,143,9,152
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,4,4
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,1,3
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,27,5,32
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,2,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,22,28,50
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,72,19,91
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,5,7
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,0,2
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,9,3,12
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,2,3
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,111,4,115
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,8,13
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,13,18
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,2,7
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,12,12
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,3,5
PORONGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,2,4
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
POSTRER VALLE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,36,34,70
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,3,5
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,0,8
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,13,7,20
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,18,6,24
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,33,72,105
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,7,15
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,7,12
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,11,3,14
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,34,5,39
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,2,6
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,9,13
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,16,3,19
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,1,3
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,14,48,62
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,17,2,19
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,20,10,30
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,14,10,24
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,8,9,17
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,6,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,3,7
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,21,17,38
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,41,39,80
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,0,5
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,8,10
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,1,6
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,512,374,886
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,13,0,13
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,6,1,7
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,1,3
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,1,6
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,69,47,116
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,3,8
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,3,3
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,2,2
TARACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,11,11
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,1,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,102,66,168
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,6,8,14
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,6,7
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,7,7
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,4,6
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,2,3
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,11,15
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,34,3,37
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,20,13,33
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,16,13,29
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,22,22
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,0,4
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,5,5
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,15,4,19
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,20,0,20
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,0,6,6
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,7,10
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,26,34,60
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,1,2
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,13,18
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,14,3,17
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,5,1,6
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,44,2,46
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,3,0,3
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,72,30,102
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,45,61,106
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,4,2,6
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,2,9,11
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,1,19,20
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-10-01,7,3,10
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,8,8
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,13,17
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,6,9
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,3,7
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,8,0,8
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,21,12,33
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,3,3
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,12,5,17
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,5,8
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,24,40,64
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,5,5
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,13,24,37
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,3,5
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,14,13,27
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,9,12,21
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,24,29
