,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
HUANUNI,atencion odontologica,rayos x dental,2024-05-01,0,2,4,9,0,4,4,16,0,0,0,0,0,0,39
HUATAJATA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
ICHOCA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
INCAHUASI,atencion odontologica,rayos x dental,2024-05-01,1,0,1,2,1,3,3,9,1,1,0,0,0,0,22
INQUISIVI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,1,1,0,3,0,0,0,0,0,0,6
IXIAMAS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,1,2,2,3,1,0,0,0,0,0,10
LA ASUNTA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,4,3,3,6,9,0,0,0,0,0,0,27
LA PAZ,atencion odontologica,rayos x dental,2024-05-01,25,17,100,97,81,78,409,486,100,96,0,0,0,0,1489
LAS CARRERAS,atencion odontologica,rayos x dental,2024-05-01,0,0,1,2,2,0,2,1,0,1,0,0,0,0,9
LLALLAGUA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,0,0,1,3,8,1,0,0,0,0,0,15
MACHACAMARCA,atencion odontologica,rayos x dental,2024-05-01,3,0,4,7,0,2,5,6,0,1,0,0,0,0,28
MAGDALENA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,2,0,0,3,4,0,0,0,0,0,0,10
MAIRANA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MAPIRI,atencion odontologica,rayos x dental,2024-05-01,0,0,1,1,0,2,4,5,0,0,0,0,0,0,13
MECAPACA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,13,2,9,14,14,1,0,0,0,0,0,55
MIZQUE,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,3,0,0,1,7,0,0,0,0,0,0,12
MONTEAGUDO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,5,0,3,6,4,3,0,0,0,0,0,21
MONTERO,atencion odontologica,rayos x dental,2024-05-01,0,0,2,0,0,1,1,4,0,0,0,0,0,0,8
OCURI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,5,3,5,0,1,0,0,0,0,15
ORURO,atencion odontologica,rayos x dental,2024-05-01,29,48,118,88,78,121,254,493,77,57,0,0,0,0,1363
PADCAYA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
PADILLA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,0,1,4,9,1,0,0,0,0,0,16
PAILON,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
PALCA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,3,2,0,2,0,0,0,0,8
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-05-01,2,0,4,3,0,1,5,5,0,0,0,0,0,0,20
PATACAMAYA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,3,5,9,0,0,0,0,0,0,17
PAZÑA,atencion odontologica,rayos x dental,2024-05-01,0,0,4,2,0,4,8,6,0,1,0,0,0,0,25
POCOATA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7
POOPO,atencion odontologica,rayos x dental,2024-05-01,1,0,4,1,1,4,6,9,3,0,0,0,0,0,29
PORCO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
POROMA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PORONGO,atencion odontologica,rayos x dental,2024-05-01,0,2,0,0,0,4,9,17,3,0,0,0,0,0,35
PORTACHUELO,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5
POTOSI,atencion odontologica,rayos x dental,2024-05-01,1,1,15,22,12,24,28,69,7,6,0,0,0,0,185
PUCARANI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
PUERTO RICO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,4,2,4,0,0,0,0,0,0,11
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUNA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,3,1,0,2,4,2,1,0,0,0,0,14
PUNATA,atencion odontologica,rayos x dental,2024-05-01,0,1,2,2,1,0,0,1,1,1,0,0,0,0,9
QUIABAYA,atencion odontologica,rayos x dental,2024-05-01,0,0,3,2,4,1,1,10,1,0,0,0,0,0,22
QUILLACOLLO,atencion odontologica,rayos x dental,2024-05-01,0,3,5,12,3,12,34,32,13,11,0,0,0,0,125
QUIRUSILLAS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RAVELO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,rayos x dental,2024-05-01,1,0,2,3,0,2,5,18,1,2,0,0,0,0,34
SABAYA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,1,1,1,1,5,0,0,0,0,0,0,11
SACABA,atencion odontologica,rayos x dental,2024-05-01,1,0,5,8,3,11,35,53,20,16,0,0,0,0,152
SACACA,atencion odontologica,rayos x dental,2024-05-01,1,0,0,0,0,1,0,8,0,0,0,0,0,0,10
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,1,1,3,1,8,0,2,0,0,0,0,18
SAMAIPATA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,7,0,1,0,0,0,0,9
SAN BORJA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,1,4,16,2,6,0,0,0,0,0,0,30
SAN CARLOS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,rayos x dental,2024-05-01,2,1,2,3,6,7,8,5,2,3,0,0,0,0,39
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SAN LUCAS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,2,1,3,3,6,0,1,0,0,0,0,16
SAN MATIAS,atencion odontologica,rayos x dental,2024-05-01,0,2,3,0,0,0,4,13,0,0,0,0,0,0,22
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,1,0,1,3,0,0,0,0,0,0,6
SAN PEDRO,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,2,0,6,6,20,0,4,0,0,0,0,38
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,0,1,1,10,0,0,0,0,0,0,13
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-05-01,8,11,50,69,25,48,220,294,72,69,0,0,0,0,866
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,0,2,0,6,0,0,0,0,0,0,9
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-05-01,1,0,3,4,4,3,14,5,1,2,0,0,0,0,37
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
SENA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,3,0,4,0,0,0,0,0,0,8
SOPACHUY,atencion odontologica,rayos x dental,2024-05-01,0,0,3,3,1,0,1,7,1,0,0,0,0,0,16
SORACACHI,atencion odontologica,rayos x dental,2024-05-01,0,0,3,1,0,2,1,11,2,0,0,0,0,0,20
SORATA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,1,0,1,2,2,0,1,0,0,0,0,8
SUCRE,atencion odontologica,rayos x dental,2024-05-01,1,1,19,13,12,20,74,125,50,19,0,0,0,0,334
TACACHI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,2,2,0,1,4,1,0,0,0,0,0,10
TARABUCO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
TARACO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
TARATA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
TARIJA,atencion odontologica,rayos x dental,2024-05-01,2,1,176,182,12,11,507,542,10,11,0,0,0,0,1454
TIAHUANACU,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,1,1,0,3,0,0,0,0,0,0,6
TINGUIPAYA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
TODOS SANTOS,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOLATA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
TOLEDO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TOMAVE,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
TORO TORO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,1,8,1,0,0,0,0,0,11
TRINIDAD,atencion odontologica,rayos x dental,2024-05-01,0,0,4,2,0,3,7,11,4,4,0,0,0,0,35
TUPIZA,atencion odontologica,rayos x dental,2024-05-01,0,0,7,14,4,7,18,23,12,15,0,0,0,0,100
TURCO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,0,1,2,7,2,1,0,0,0,0,14
UNCIA,atencion odontologica,rayos x dental,2024-05-01,0,0,2,1,2,2,0,14,1,2,0,0,0,0,24
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-05-01,0,0,2,4,1,7,4,19,0,0,0,0,0,0,37
UYUNI,atencion odontologica,rayos x dental,2024-05-01,0,0,7,2,1,8,26,18,1,5,0,0,0,0,68
VALLEGRANDE,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,3,0,3,3,1,1,0,0,0,0,11
VIACHA,atencion odontologica,rayos x dental,2024-05-01,1,0,8,6,7,6,10,20,2,2,0,0,0,0,62
VILLA MONTES,atencion odontologica,rayos x dental,2024-05-01,0,0,2,1,3,0,4,10,2,0,0,0,0,0,22
VILLA RIVERO,atencion odontologica,rayos x dental,2024-05-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5
VILLA SERRANO,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,rayos x dental,2024-05-01,0,0,2,1,1,2,1,12,1,0,0,0,0,0,20
VILLAZON,atencion odontologica,rayos x dental,2024-05-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,rayos x dental,2024-05-01,0,0,1,1,0,1,1,4,0,3,0,0,0,0,11
YACUIBA,atencion odontologica,rayos x dental,2024-05-01,0,1,3,1,1,3,2,6,2,2,0,0,0,0,21
YANACACHI,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
YOCALLA,atencion odontologica,rayos x dental,2024-05-01,0,0,0,1,0,0,1,6,0,0,0,0,0,0,8
YUNCHARA,atencion odontologica,rayos x dental,2024-05-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-05-01,0,0,0,0,2,1,3,8,0,0,0,0,0,0,14
ACACIO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,1,7,2,0,2,0,0,0,0,13
ACHOCALLA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,6,7,3,3,0,0,0,0,19
ANCORAIMES,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
ANTEQUERA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,2,4,3,10,0,0,0,0,0,0,19
ANZALDO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ARANI,atencion odontologica,rayos x dental,2024-06-01,0,0,4,2,1,3,6,22,0,0,0,0,0,0,38
ATOCHA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,7,1,4,19,19,5,1,0,0,0,0,56
AUCAPATA,atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
AYO AYO,atencion odontologica,rayos x dental,2024-06-01,0,0,4,0,0,2,3,2,0,1,0,0,0,0,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-06-01,0,0,5,0,1,2,11,12,0,5,0,0,0,0,36
BELEN DE ANDAMARCA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,2,2,0,0,0,0,0,5
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BERMEJO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,3,0,1,8,1,5,0,0,0,0,18
BETANZOS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,1,1,4,4,0,0,0,0,0,0,11
CABEZAS,atencion odontologica,rayos x dental,2024-06-01,2,0,5,6,3,18,10,21,0,0,0,0,0,0,65
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-06-01,0,0,3,0,0,0,0,4,0,1,0,0,0,0,8
CAMARGO,atencion odontologica,rayos x dental,2024-06-01,0,3,4,2,1,3,10,18,6,1,0,0,0,0,48
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2024-06-01,3,0,1,4,0,3,5,11,0,1,0,0,0,0,28
CAMIRI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
CAPINOTA,atencion odontologica,rayos x dental,2024-06-01,0,1,2,1,0,0,8,1,0,1,0,0,0,0,14
CAQUIAVIRI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
CARACOLLO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,2,1,6,6,21,2,0,0,0,0,0,38
CARANAVI,atencion odontologica,rayos x dental,2024-06-01,0,1,0,1,0,4,1,9,1,1,0,0,0,0,18
CARIPUYO,atencion odontologica,rayos x dental,2024-06-01,0,0,3,0,0,0,5,3,0,0,0,0,0,0,11
CHALLAPATA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,1,0,11,0,0,0,0,0,0,12
CHARAGUA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
CHAYANTA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHIMORE,atencion odontologica,rayos x dental,2024-06-01,1,0,1,5,2,3,8,12,0,0,0,0,0,0,32
CHUA COCANI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-06-01,0,2,27,13,0,19,50,49,7,0,0,0,0,0,167
COCHABAMBA,atencion odontologica,rayos x dental,2024-06-01,6,2,40,40,28,43,133,229,73,83,0,0,0,0,677
COIPASA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-06-01,0,0,1,8,3,4,10,27,3,1,0,0,0,0,57
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-06-01,0,1,1,4,3,0,3,15,2,0,0,0,0,0,29
COLLANA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
COLOMI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,2,6,3,3,10,0,4,0,0,0,0,28
COLQUIRI,atencion odontologica,rayos x dental,2024-06-01,0,0,8,2,3,11,21,11,1,1,0,0,0,0,58
CORO CORO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4
COROICO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CORQUE,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COTAGAITA,atencion odontologica,rayos x dental,2024-06-01,0,0,1,3,4,0,8,20,3,1,0,0,0,0,40
COTOCA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-06-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
CUEVO,atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
CULPINA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,7,4,21,3,0,0,0,0,0,35
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,rayos x dental,2024-06-01,0,1,4,3,8,2,14,25,6,4,0,0,0,0,67
EL PUENTE(STC),atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
EL VILLAR,atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,0,4,7,0,2,0,0,0,0,14
EUCALIPTUS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-06-01,0,0,2,1,0,0,1,2,0,0,0,0,0,0,6
GUANAY,atencion odontologica,rayos x dental,2024-06-01,0,0,4,2,1,0,0,4,1,1,0,0,0,0,13
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-06-01,0,0,1,2,2,0,7,9,1,1,0,0,0,0,23
HUACARETA,atencion odontologica,rayos x dental,2024-06-01,0,0,2,2,2,1,1,11,4,2,0,0,0,0,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
HUACHACALLA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
HUANUNI,atencion odontologica,rayos x dental,2024-06-01,0,0,4,8,5,3,8,14,5,1,0,0,0,0,48
HUATAJATA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ICHOCA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2024-06-01,0,0,1,1,3,0,6,7,2,1,0,0,0,0,21
INQUISIVI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-06-01,0,0,0,2,2,2,2,3,0,0,0,0,0,0,11
IXIAMAS,atencion odontologica,rayos x dental,2024-06-01,0,0,1,0,0,2,5,8,0,0,0,0,0,0,16
LA ASUNTA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,3,3,3,8,10,0,1,0,0,0,0,28
LA PAZ,atencion odontologica,rayos x dental,2024-06-01,17,14,76,79,65,72,339,522,140,112,0,0,0,0,1436
LAS CARRERAS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,2,1,3,0,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
LLICA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,4,8,1,0,0,0,0,0,13
MAGDALENA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,rayos x dental,2024-06-01,1,1,3,2,0,0,1,13,0,0,0,0,0,0,21
MECAPACA,atencion odontologica,rayos x dental,2024-06-01,0,1,2,8,3,4,9,10,0,0,0,0,0,0,37
MIZQUE,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5
MOJINETE,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,rayos x dental,2024-06-01,0,0,3,6,1,1,4,8,1,0,0,0,0,0,24
MONTERO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,5
OCURI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,2,4,6,0,0,0,0,0,0,13
ORURO,atencion odontologica,rayos x dental,2024-06-01,16,21,79,105,70,88,189,424,34,50,0,0,0,0,1076
PADCAYA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,rayos x dental,2024-06-01,0,0,2,0,0,1,3,11,1,1,0,0,0,0,19
PAILON,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PALCA,atencion odontologica,rayos x dental,2024-06-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,10,2,0,0,0,0,0,12
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-06-01,0,1,2,2,1,1,2,4,0,0,0,0,0,0,13
PASORAPA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,3,4,2,5,0,0,0,0,0,0,14
PAZÑA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,2,8,1,8,1,0,0,0,0,0,20
POCOATA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
POJO (CBBA),atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
POOPO,atencion odontologica,rayos x dental,2024-06-01,0,0,2,4,0,4,13,19,0,1,0,0,0,0,43
PORCO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
PORONGO,atencion odontologica,rayos x dental,2024-06-01,4,0,2,3,4,8,11,7,1,0,0,0,0,0,40
PORTACHUELO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,1,2,1,0,0,0,0,0,5
POTOSI,atencion odontologica,rayos x dental,2024-06-01,1,2,13,21,12,17,31,63,9,5,0,0,0,0,174
PUCARANI,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-06-01,0,0,6,0,0,1,0,12,0,0,0,0,0,0,19
PUERTO QUIJARRO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7
PUNA,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,1,0,6,11,0,0,0,0,0,0,19
PUNATA,atencion odontologica,rayos x dental,2024-06-01,0,1,5,1,0,1,0,2,1,1,0,0,0,0,12
QUIABAYA,atencion odontologica,rayos x dental,2024-06-01,0,1,0,3,1,1,3,5,0,2,0,0,0,0,16
QUILLACOLLO,atencion odontologica,rayos x dental,2024-06-01,1,0,6,6,6,11,18,35,22,15,0,0,0,0,120
QUIRUSILLAS,atencion odontologica,rayos x dental,2024-06-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
RAVELO,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,3,6,1,3,1,0,0,0,0,0,14
