,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,2,0,1,1,1,9,0,0,0,0,0,0,14
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,4,1,4,1,1,2,6,7,1,0,0,0,0,0,27
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,1,3,1,1,0,0,0,0,0,0,7
IXIAMAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,1,1,0,1,0,0,0,0,0,0,0,0,5
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,6,6,0,1,0,1,0,1,0,0,0,0,0,0,15
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,46,47,76,50,17,15,28,54,7,11,0,0,0,0,351
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4
LAJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,2,1,0,0,1,0,1,0,0,0,0,0,0,6
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,4,3,3,0,0,1,0,1,0,0,0,0,0,13
MAIRANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
MECAPACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,2,3,0,2,0,1,0,0,0,0,0,0,9
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,6,3,9,6,2,3,3,15,3,3,0,0,0,0,53
MONTERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
OMEREQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,23,29,50,51,24,24,81,77,7,8,0,0,0,0,374
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,4,2,3,5,1,1,1,7,1,1,0,0,0,0,26
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,7,6,1,3,0,0,0,1,0,0,0,0,0,0,18
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
PELECHUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,2,1,1,2,1,0,0,0,0,0,0,0,7
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,2,1,1,5,3,7,1,0,0,0,0,0,21
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,3,6,0,0,0,2,0,0,0,0,0,0,12
PORONGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,2,2,0,1,2,2,0,2,0,0,0,0,11
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,1,0,4,1,2,2,4,0,0,0,0,0,0,15
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,3,2,5,2,0,2,0,2,0,0,0,0,0,0,16
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,1,5,4,0,1,0,0,2,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,6,5,15,8,5,2,7,16,2,3,0,0,0,0,69
QUIME,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,4,3,6,2,0,0,1,1,1,0,0,0,0,0,18
SABAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,16,10,23,24,4,6,11,35,3,6,0,0,0,0,138
SACACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,2,0,1,1,1,0,0,0,0,0,0,5
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,3,1,2,4,5,6,2,0,0,0,0,0,24
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,3,4,4,1,1,0,0,0,0,0,0,0,13
SAN JULIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,1,5,10,19,11,17,5,4,0,0,0,0,74
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,4,4,0,3,0,3,2,6,1,0,0,0,0,0,23
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,8,10,21,26,10,15,9,20,10,8,0,0,0,0,137
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,3,2,0,0,0,3,0,0,0,0,0,0,8
SAN PEDRO DE TIQUINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,2,0,1,1,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,199,191,56,70,18,26,39,93,21,19,0,0,0,0,732
SANTA ROSA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,4,1,0,3,1,1,0,0,0,0,0,0,11
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
SHINAOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,1,3,0,1,0,1,0,0,0,0,0,0,8
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,1,1,0,0,0,1,1,2,0,0,0,0,0,8
SOPACHUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5
SORACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,2,0,1,0,1,0,0,0,0,4
SORATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4
SUCRE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,59,71,55,57,16,24,51,131,4,10,0,0,0,0,478
TACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TAHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,4,11,2,2,1,1,3,4,1,2,0,0,0,0,31
TARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,5,2,3,1,0,3,0,2,0,1,0,0,0,0,17
TARATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
TARIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,0,3,8,5,2,6,10,0,0,0,0,0,0,36
TARVITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,3,4,4,3,4,8,1,0,0,0,0,0,27
TEOPONTE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
TIAHUANACU,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,2,1,1,0,1,0,2,0,3,0,0,0,0,12
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,4,0,0,0,2,2,0,0,0,0,0,0,8
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,1,1,0,0,1,1,0,0,0,0,0,0,6
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
TOLATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
TOMAVE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,2,1,3,1,1,1,7,0,0,0,0,0,0,17
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,2,0,1,0,2,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,15,8,6,6,2,4,6,12,0,2,0,0,0,0,61
TUPIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TURCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,0,3,0,2,1,8,0,1,0,0,0,0,16
UYUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,0,0,1,0,0,0,1,0,2,0,0,0,0,6
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,5,7,2,1,2,0,0,2,0,0,0,0,0,0,19
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,17,15,2,1,0,1,2,1,0,0,0,0,0,0,39
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,2,2,6,3,2,5,15,2,1,0,0,0,0,38
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,2,1,1,0,4,4,9,0,0,0,0,0,0,22
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,2,2,6,2,1,2,3,7,2,0,0,0,0,0,27
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,5,4,4,9,0,1,2,9,0,0,0,0,0,0,34
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,1,2,0,0,1,3,5,0,0,0,0,0,0,13
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,1,0,0,0,0,0,3,0,1,0,0,0,0,5
VITICHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
WARNES,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4
YACO,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,3,1,6,7,2,7,7,29,10,1,0,0,0,0,73
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,2,1,2,3,2,0,0,0,0,0,0,11
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,5,5,3,8,1,3,0,4,1,0,0,0,0,0,30
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-04-01,0,0,1,2,0,0,0,4,0,0,0,0,0,0,7
ACACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,2,1,0,1,0,0,0,0,0,0,5
ACHACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,5,5,1,2,0,1,0,0,0,0,0,0,0,0,14
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,2,5,0,3,0,0,0,0,0,0,0,0,11
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,2,0,2,2,4,0,1,0,0,0,0,12
ALTO BENI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,4,2,1,0,0,3,0,1,0,0,0,0,11
ARANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,2,0,1,1,0,0,0,0,0,0,5
ARBIETO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,2,0,4,3,1,0,0,1,0,0,0,0,0,0,11
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
ATOCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,1,1,1,2,0,2,0,0,0,0,0,8
AYATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,3,3,1,1,1,2,0,0,0,0,0,0,12
AZURDUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,2,2,1,2,6,4,0,0,0,0,0,0,18
BATALLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,1,0,1,2,5,3,0,0,0,0,0,13
BETANZOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CAJUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
CALAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,0,2,1,2,0,0,0,0,0,0,6
CAMARGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,4,6,1,1,4,11,0,2,0,0,0,0,30
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,8,12,15,11,11,6,15,50,0,0,0,0,0,0,128
CAPINOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,2,2,2,0,3,3,0,0,0,0,0,0,13
CARACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,1,4,7,0,0,3,0,0,0,0,0,0,0,16
CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,2,2,0,0,2,3,3,0,0,0,0,0,0,13
CHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CHARAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,3,4,5,5,2,3,6,15,0,0,0,0,0,0,43
CHAYANTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
CHIMORE,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,1,1,3,2,1,0,0,0,0,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,10,15,1,7,2,1,4,6,1,0,0,0,0,0,47
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,36,25,55,49,20,31,59,124,27,37,0,0,0,0,463
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,2,0,4,4,1,0,6,17,0,1,0,0,0,0,35
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLLANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4
COLOMI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,2,1,2,2,1,0,1,0,0,0,0,0,0,10
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,9,6,5,4,13,61,3,3,0,0,0,0,104
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4
COLQUIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,2,1,1,2,1,2,0,1,0,0,0,0,0,10
COMANCHE,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,3,0,2,1,0,1,0,0,0,0,0,0,7
COMARAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,3,1,3,0,1,0,0,0,0,0,0,8
CORIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COROICO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,4,7,3,4,0,0,0,7,0,1,0,0,0,0,26
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,0,2,0,1,0,0,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,0,0,3,2,1,1,0,0,0,0,8
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,1,1,1,0,0,1,1,1,2,0,0,0,0,8
EL ALTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,14,22,36,29,22,31,15,43,9,7,0,0,0,0,228
EL CHORO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,0,0,0,0,2,7,0,0,0,0,0,0,9
EL TORNO,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,2,0,2,0,1,2,2,0,0,0,0,0,0,9
EL VILLAR,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,2,7,3,1,7,1,11,1,0,0,0,0,0,34
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-05-01,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5
