,group,variable,month,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,7.0,7.0
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,5.0,5.0
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,53.0,48.0,101.0
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,4.0,5.0
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,5.0,9.0
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,28.0,33.0
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,29.0,51.0,80.0
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,1.0,3.0
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,7.0,8.0
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,5.0,8.0
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,7.0,11.0
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,2.0,7.0
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,12.0,15.0
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,8.0,0.0,8.0
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,4.0,7.0
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,32.0,35.0,67.0
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,245.0,283.0,528.0
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,11.0,7.0,18.0
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,6.0,9.0
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,4.0,7.0
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,4.0,6.0
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,6.0,6.0
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,7.0,12.0
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,17.0,20.0
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,0.0,0.0
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,7.0,11.0
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,3.0,6.0
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,120.0,186.0,306.0
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,193.0,190.0,383.0
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,6.0,32.0,38.0
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,1.0,4.0
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,5.0,7.0
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,2.0,5.0
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,8.0,12.0
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,10.0,20.0,30.0
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,7.0,8.0
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,12.0,13.0,25.0
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,23.0,40.0,63.0
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,220.0,251.0,471.0
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,12.0,15.0
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,8.0,10.0
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,4.0,7.0
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,5.0,7.0
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,5.0,8.0
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,31.0,24.0,55.0
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,58.0,127.0,185.0
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,89.0,155.0,244.0
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,3.0,4.0
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,7.0,8.0
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,2.0,5.0
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,8.0,12.0
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,3.0,4.0
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,4.0,4.0
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,48.0,70.0,118.0
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,13.0,8.0,21.0
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,12.0,32.0,44.0
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,7.0,9.0
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,6.0,11.0,17.0
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,9.0,14.0,23.0
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,4.0,9.0
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,5.0,8.0
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,18.0,19.0,37.0
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,15.0,51.0,66.0
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,9.0,27.0,36.0
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,5.0,6.0
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,7.0,12.0
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,2.0,4.0
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,14.0,23.0,37.0
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,6.0,7.0
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,10.0,16.0,26.0
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,5.0,10.0
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,39.0,42.0,81.0
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,3.0,5.0
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,2.0,3.0
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,19.0,21.0,40.0
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,3.0,7.0
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,6.0,12.0,18.0
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,4.0,4.0
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,15.0,17.0
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,11.0,16.0
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,0.0,2.0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,7.0,18.0,25.0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1169.0,1992.0,3161.0
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,15.0,19.0,34.0
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,8.0,13.0
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,1.0,3.0
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,3.0,4.0
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,11.0,16.0
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,28.0,61.0,89.0
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,2.0,2.0
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,4.0,7.0
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,8.0,10.0
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,77.0,110.0,187.0
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,3.0,5.0
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,12.0,16.0
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,3.0,2.0,5.0
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,3.0,3.0
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,226.0,421.0,647.0
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,11.0,13.0
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,0.0,2.0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,11.0,40.0,51.0
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,19.0,23.0
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,18.0,22.0,40.0
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,24.0,30.0,54.0
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,13.0,37.0,50.0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,13.0,15.0
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,18.0,19.0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,17.0,21.0,38.0
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,4.0,10.0,14.0
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,84.0,136.0,220.0
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,13.0,24.0,37.0
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,6.0,3.0,9.0
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,2.0,4.0
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,3.0,4.0
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,5.0,6.0
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,5.0,5.0,10.0
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,4.0,4.0
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,3.0,6.0
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,47.0,38.0,85.0
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,12.0,11.0,23.0
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,3.0,3.0
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,2.0,2.0
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,5.0,12.0,17.0
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,39.0,54.0,93.0
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,7.0,6.0,13.0
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,5.0,5.0
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,2.0,6.0
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,10.0,13.0
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,2.0,6.0
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,8.0,12.0,20.0
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,1.0,5.0
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,4.0,8.0
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,30.0,57.0,87.0
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,323.0,320.0,643.0
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,10.0,12.0,22.0
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,2.0,4.0
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,5.0,9.0
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,0.0,2.0
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,11.0,12.0
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,4.0,4.0
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,2.0,5.0
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,10.0,13.0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,6.0,6.0
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,3.0,6.0
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,6.0,11.0,17.0
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,2.0,4.0
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,141.0,228.0,369.0
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,126.0,136.0,262.0
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,14.0,16.0
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,3.0,5.0
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,14.0,40.0,54.0
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,6.0,9.0
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,8.0,11.0,19.0
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,0.0,2.0
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,4.0,4.0
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,2.0,4.0
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,0.0,2.0
