,group,variable,month,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTALES
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,3,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,6,9,15
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,14,26,40
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,15,34,49
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,15,11,26
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,14,22,36
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,4,15,19
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,2,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,34,65,99
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,18,24,42
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,3,4,7
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,3,5
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,5,5,10
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,1,2
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,2,3
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,4,3,7
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,2,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,3,4,7
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,6,5,11
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,355,719,1074
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,41,26,67
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,10,12
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,23,35,58
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,3,5,8
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,6,5,11
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,0,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,1,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,47,48,95
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,5,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,28,55,83
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,2,2
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,7,5,12
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,3,3,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,129,201,330
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,1,2
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,4,11,15
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,3,3
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,7,20,27
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,34,70,104
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,5,11,16
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,47,86,133
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,26,44,70
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,24,29,53
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,5,7
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,1,3
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,6,7
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,1,1
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,8,10
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,3,2,5
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,29,54,83
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,6,4,10
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,13,9,22
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,13,39,52
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,4,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,11,14,25
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,7,11,18
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,42,38,80
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,14,8,22
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,2,2,4
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,12,10,22
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,4,8,12
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,7,12,19
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,80,68,148
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,6,10,16
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,1,3,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,34,20,54
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,8,8,16
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,13,6,19
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,12,15,27
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,4,13,17
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-04-01,11,18,29
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,10,8,18
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,8,12,20
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,9,11
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,6,19,25
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,2,4
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,1,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,2,2
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,2,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,8,13
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,3,10,13
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,21,9,30
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,12,17
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,17,22,39
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,6,11,17
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,13,20
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,9,23,32
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,6,12,18
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,3,7,10
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,3,0,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,9,12,21
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,12,14
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,36,44,80
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,38,58,96
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,16,12,28
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,6,6
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,10,17
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,3,10
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,1,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,10,12,22
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,11,18
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,8,12,20
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,0,5
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,2,6
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,5,6
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,2,4
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,13,15,28
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,151,358,509
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,0,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,7,12
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,6,11
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,9,16
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,2,2
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,2,6
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,13,26,39
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,0,4
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,11,38,49
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,9,6,15
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,21,22,43
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,6,10
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,6,8,14
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,5,6
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,7,10,17
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,2,6
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,9,10,19
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,6,10
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,137,343,480
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,1,2
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,3,4
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,6,5,11
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,5,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,3,8
ESMERALDA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,3,8
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,1,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,3,7,10
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,0,1,1
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,8,5,13
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,19,17,36
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,10,11,21
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,3,2,5
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,9,13
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,45,36,81
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,2,4,6
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,1,8,9
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,17,32,49
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,5,5,10
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,4,8,12
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-05-01,14,16,30
