,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,3,6
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,4,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,16,19
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,3,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,7,8
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,10,12
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,10,10,20
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,2,6
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,1,5
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,8,12
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,5,5,10
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,6,5,11
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,13,16,29
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,3,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,5,5,10
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,4,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,2,5
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,14,5,19
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,2,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,569,731,1300
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,12,7,19
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,5,12,17
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,27,44,71
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,7,7,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,27,24,51
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,7,11,18
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,2,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,7,13,20
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,313,586,899
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,6,20,26
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,4,5
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,20,19,39
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,24,14,38
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,23,22,45
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,5,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,100,99,199
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,19,14,33
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,74,94,168
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,12,0,12
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,3,6
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,5,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,0,4
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,2,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,1,3
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,11,2,13
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,4,7
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,1,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,7,14
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,46,48,94
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,6,7
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,9,20,29
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,2,4
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,1,4
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,18,57,75
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,46,24,70
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,5,3,8
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,3,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,5,6
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,15,17,32
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,45,60,105
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,2,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,2,3
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,6,4,10
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,153,151,304
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,3,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,39,72,111
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,2,3
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,1,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,1,4
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,5,6
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,11,11,22
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,19,22,41
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,4,4
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,10,17
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,6,7
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,6,6,12
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,15,13,28
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,196,293,489
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,10,14
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,3,7
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,6,10
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,4,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,6,10
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,41,29,70
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,8,11
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,0,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,24,23,47
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,56,62,118
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,8,3,11
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,6,10,16
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,10,14
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,53,68,121
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,3,6
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,9,18,27
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,10,8,18
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,11,3,14
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,3,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,6,7
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
