,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,8,4,8,4,12
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,17,10,17,10,27
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,14,20,14,20,34
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,21,5,21,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,34,3,34,3,37
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,8,1,8,9
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,3,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,359,20,359,20,379
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,16,1,16,17
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,28,13,28,13,41
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,18,5,18,23
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,9,3,9,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,9,1,9,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,22,25,22,25,47
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,6,4,6,10
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,40,4,40,4,44
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,69,18,69,18,87
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,10,15,10,15,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,38,1,38,1,39
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,190,13,190,13,203
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2,12,2,12,14
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,9,24,9,24,33
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,33,22,33,22,55
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,220,117,220,117,337
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,19,11,19,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,15,10,15,10,25
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,1,4,1,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,209,29,209,29,238
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,19,8,19,8,27
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,14,1,14,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,8,6,8,6,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,14,2,14,2,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,7,0,7,0,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,10,19,10,19,29
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,7,5,7,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,13,7,13,7,20
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,79,66,79,66,145
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,21,22,21,22,43
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,42,13,42,13,55
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,57,30,57,30,87
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,119,32,119,32,151
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,29,3,29,3,32
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2,7,2,7,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,36,4,36,4,40
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,10,11,10,11,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,58,62,58,62,120
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,10,4,10,14
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,21,17,21,17,38
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,34,40,34,40,74
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,19,9,19,9,28
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,13,4,13,4,17
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,0,3,0,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,24,5,24,5,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,40,55,40,55,95
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,4,3,4,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,8,4,8,12
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,16,5,16,5,21
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,6,1,6,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,13,0,13,0,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,20,53,20,53,73
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2141,96,2141,96,2237
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,8,11,8,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,20,17,20,17,37
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,13,3,13,16
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,12,6,12,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,11,6,11,17
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,9,1,9,1,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,2,4,2,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,6,3,6,9
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,28,4,28,4,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,19,24,19,24,43
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,73,4,73,4,77
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,1,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,7,11,7,18
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,25,11,25,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,498,28,498,28,526
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,0,5,0,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,8,5,8,5,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,12,20,12,20,32
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,4,3,4,7
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,0,5,0,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,24,15,24,15,39
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,7,9,7,9,16
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,3,1,3,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,8,0,8,0,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,314,17,314,17,331
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,19,17,19,17,36
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,7,11,7,18
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,15,18,15,18,33
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,29,21,29,21,50
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,20,7,20,7,27
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,84,33,84,33,117
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,32,19,32,19,51
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,4,3,4,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,9,1,9,1,10
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,13,5,13,5,18
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,11,11,11,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,14,4,14,18
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,8,9,8,9,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,17,13,17,13,30
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,9,6,9,15
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,3,5,3,5,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,151,9,151,9,160
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,49,22,49,22,71
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2,3,2,3,5
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,5,17,5,17,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,24,8,24,8,32
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,14,16,14,16,30
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,11,2,11,2,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,42,5,42,5,47
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,13,4,13,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,17,3,17,3,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,68,15,68,15,83
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,0,2,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,7,9,7,9,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,66,16,66,16,82
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,8,4,8,12
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,2,6,2,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,16,11,16,11,27
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,95,48,95,48,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,15,7,15,7,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,54,18,54,18,72
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,58,3,58,3,61
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,12,6,12,18
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,0,5,0,5,5
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,111,32,111,32,143
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,12,6,12,18
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,137,15,137,15,152
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,4,0,4,0,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,7,1,7,1,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,85,48,85,48,133
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,10,1,10,1,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,6,14,6,14,20
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-03-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,12,4,12,4,16
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,61,62,61,62,123
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,10,10,10,10,20
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,38,14,38,14,52
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,4,4,4,4,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,3,2,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,23,4,23,4,27
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,15,14,15,14,29
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,3,3,3,3,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,1,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,3,8,3,11
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,7,13,7,13,20
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,4,0,4,0,4
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,12,5,12,5,17
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,10,11,10,11,21
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,5,6,5,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,70,27,70,27,97
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,26,5,26,5,31
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,3,8,3,8,11
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,5,1,5,6
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,6,6,6,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,20,31,20,31,51
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,15,22,15,22,37
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,19,6,19,6,25
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,20,4,20,4,24
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,31,30,31,30,61
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,19,16,19,16,35
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,3,3,3,3,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,6,0,6,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,14,45,14,45,59
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,18,22,18,22,40
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,8,6,8,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,7,2,7,2,9
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,14,3,14,3,17
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,2,8,2,8,10
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,13,8,13,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,22,12,22,12,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,4,2,4,2,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,33,22,33,22,55
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,17,0,17,0,17
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,22,1,22,23
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,17,7,17,7,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,75,38,75,38,113
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,17,6,17,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,18,0,18,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,6,1,6,7
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,29,17,29,17,46
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,2,11,2,11,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,33,6,33,39
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,2,1,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,11,8,11,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,41,11,41,11,52
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,26,28,26,28,54
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,7,0,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,6,3,6,3,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,16,26,16,26,42
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,18,8,18,8,26
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,52,26,52,26,78
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,15,18,15,18,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1076,81,1076,81,1157
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,57,7,57,7,64
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,12,14,12,14,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,27,8,27,8,35
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,10,8,10,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,24,61,24,61,85
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,9,4,9,4,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,5,34,5,34,39
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,5,0,5,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,13,15,13,15,28
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,36,19,36,19,55
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,11,11,11,11,22
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,31,8,31,39
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,0,12,0,12,12
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,21,18,21,18,39
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,3,2,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,17,35,17,35,52
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,74,122,74,122,196
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,22,37,22,37,59
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,2,0,2,0,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,2,8,2,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,19,16,19,16,35
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,2,6,2,6,8
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,7,1,7,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1356,206,1356,206,1562
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,5,6,5,6,11
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,22,5,22,5,27
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,8,9,8,9,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,73,12,73,12,85
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,21,9,21,9,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,41,21,41,21,62
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,1,2,1,2,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,7,0,7,0,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,7,0,7,0,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-04-01,36,7,36,7,43
