,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,61,16,61,16,77
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,2,2,2,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,6,0,6,0,6
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,13,0,13,0,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,27,10,27,10,37
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,46,6,46,6,52
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,2,1,2,3
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,10,0,10,10
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,4,2,4,2,6
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,131,0,131,0,131
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,5,4,5,4,9
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,7,0,7,0,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,1,1,1,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,13,0,13,0,13
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,5,9,5,9,14
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,46,0,46,0,46
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,4,2,4,2,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,26,0,26,0,26
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,10,0,10,0,10
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,20,0,20,0,20
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,25,11,25,11,36
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,47,0,47,0,47
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,9,9,9,9,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,47,17,47,17,64
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,9,6,9,6,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,21,0,21,0,21
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,19,1,19,1,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,7,1,7,1,8
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,12,50,12,50,62
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,22,7,22,7,29
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,5,2,5,7
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,14,0,14,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,397,30,397,30,427
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,10,0,10,10
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,4,2,4,2,6
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,2,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,71,8,71,8,79
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,136,11,136,11,147
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,3,0,3,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,9,8,9,8,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,1,0,1,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,25,21,25,21,46
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,15,2,15,2,17
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,8,2,8,2,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,16,0,16,0,16
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,10,0,10,0,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,7,4,7,4,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,45,4,45,4,49
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,7,2,7,2,9
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,12,0,12,0,12
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,21,28,21,28,49
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,65,32,65,32,97
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,1,1,1,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,0,7,0,7
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,3,1,3,1,4
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,5,2,5,2,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,19,4,19,4,23
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,4,0,4,0,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,9,0,9,0,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,8,7,8,15
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,15,6,15,6,21
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,13,1,13,14
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,210,4,210,4,214
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,17,1,17,1,18
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,9,1,9,10
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,2,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,199,13,199,13,212
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,9,1,9,1,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,53,0,53,0,53
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,6,6,6,6,12
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,15,13,15,13,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,8,0,8,0,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,1,2,1,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,3,0,3,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,10,1,10,11
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,52,1,52,1,53
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,5,8,5,8,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,15,0,15,0,15
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,5,0,5,0,5
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,21,0,21,0,21
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,24,0,24,0,24
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,39,4,39,4,43
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,1,7,1,8
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,111,11,111,11,122
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,4,1,4,1,5
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,0,7,0,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,1,2,1,3
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,7,1,7,8
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,37,0,37,0,37
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,3,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,15,0,15,0,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,19,2,19,2,21
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,21,0,21,0,21
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,15,2,15,17
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,15,11,15,11,26
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,20,4,20,4,24
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,5,2,5,7
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,36,2,36,2,38
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,5,4,5,4,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,29,8,29,8,37
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,8,24,8,24,32
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,23,0,23,0,23
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,8,0,8,0,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,5,0,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,6,1,6,1,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,31,24,31,24,55
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,21,5,21,5,26
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,21,3,21,3,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,166,11,166,11,177
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,3,0,3,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,12,0,12,12
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,12,1,12,1,13
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,83,1,83,1,84
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,130,4,130,4,134
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,6,2,6,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,1,2,1,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,16,8,16,8,24
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,25,13,25,13,38
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,10,6,10,6,16
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,2,4,2,4,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,3,0,3,0,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,14,1,14,1,15
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,16,7,16,23
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,29,2,29,2,31
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,7,17,7,17,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,3,1,3,1,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,14,0,14,0,14
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,35,5,35,5,40
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,76,31,76,31,107
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,4,10,4,10,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,0,2,0,2,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-12-01,1,10,1,10,11
