municipality,group,variable,month,Pentavalentes 2da dosis -DENTRO,TOTAL DENTRO,Pentavalentes 2da dosis -FUERA,TOTAL FUERA
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,32,32
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,6,6
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,2,2
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,5,5
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,33,33
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,14,14
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,13,13
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,7,7
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,12,12,19,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,68,68,6,6
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,24,24,5,5
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,3,3,12,12
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,4,4
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,32,32,45,45
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,23,23
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,15,15,9,9
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,0,0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,5,5
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,16,16,4,4
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,21,21,42,42
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,9,9
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,5,5
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,4,4
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,19,19,7,7
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,19,19,12,12
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,13,13
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,16,16
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,16,16,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,7,7
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,14,14
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,13,13,12,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,43,43,2,2
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,19,19,20,20
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,5,5
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,13,13,19,19
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,54,54,58,58
CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,3,3
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,16,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,2,2
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,5,5
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,21,21,37,37
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,4,4
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,11,11,43,43
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,11,11,20,20
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,22,22,4,4
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,16,16,36,36
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,13,13
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,27,27,2,2
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,44,44,4,4
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,967,967,40,40
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,104,104,1,1
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,21,21,13,13
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,21,21,12,12
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,8,8
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,8,8,85,85
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,13,13
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,32,32
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,3,3
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,19,19,12,12
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,15,15,4,4
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,14,14
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,39,39
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,7,7
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,16,16,33,33
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,8,8
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,10,10,41,41
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,67,67,27,27
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,7,7
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,4,4
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,3,3,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,10,10,17,17
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,2,2
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,2,2,9,9
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1043,1043,20,20
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,2,2
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,7,7
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,10,10
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,51,51,1,1
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,4,4
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,22,22,11,11
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,47,47,8,8
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,3,3,5,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,14,14,11,11
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,9,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,11,11,8,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,9,9
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,8,8,12,12
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,10,10
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,46,46,22,22
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,9,9,26,26
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,14,14,11,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,8,8
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,33,33,5,5
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,3,3,4,4
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,20,20
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,11,11
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,36,36,50,50
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,3,3
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,21,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,10,10,32,32
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,9,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,8,8,5,5
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,59,59,58,58
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,79,79,1,1
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1027,1027,38,38
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,2,2
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,12,12
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,3,3
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,14,14,63,63
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,7,7,1,1
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,14,14
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,4,4
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,2,2
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,6,6,2,2
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,11,11,2,2
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,15,15,1,1
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,0,0,5,5
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,19,19,12,12
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,5,5,17,17
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,21,21,7,7
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,14,14,42,42
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,25,25
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,8,8,5,5
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,25,25,26,26
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,113,113,22,22
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,4,4,1,1
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,15,15,73,73
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,1,1,0,0
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-04-01,11,11,38,38
