municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,30,30,6,6
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,17,17,11,11
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,14,14
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,17,17,4,4
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,6,6
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,29,29,8,8
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,8,8
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,19,19,36,36
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,98,98,4,4
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,23,23,13,13
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,5,5
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,3,3
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,20,20,12,12
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,5,5
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,5,5
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,14,14
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1723,1723,5,5
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,24,24,6,6
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,17,17
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,105,105,3,3
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,6,6
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,39,39,9,9
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,17,17,14,14
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,3,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,3,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,18,18
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,5,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,42,42,19,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,26,26
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,22,22,9,9
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,19,19
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,85,85,6,6
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,8,8,19,19
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,13,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,10,10
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,53,53,6,6
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,5,5
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,17,17
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,7,7
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,54,54,38,38
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,6,6
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,18,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,12,12
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,17,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,4,4
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,54,54,19,19
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,73,73,21,21
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1980,1980,23,23
LA RIVERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,16,16
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,31,31
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,3,3
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,1,1
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,77,77,34,34
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,3,3
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,5,5
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,21,21
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,8,8,2,2
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,12,12
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,21,21,0,0
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,6,6
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,13,13,2,2
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,17,17
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,47,47,1,1
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,34,34,31,31
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,34,34
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,9,9
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,48,48,8,8
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,322,322,6,6
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,1,1
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,23,23,50,50
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,2,2
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,52,52
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,25,25,3,3
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,5,5
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,615,615,23,23
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,22,22,12,12
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,30,30,1,1
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,22,22,39,39
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,18,18
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,33,33,12,12
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,7,7
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,9,9
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,8,8
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,4,4
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,33,33,11,11
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,4,4
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,18,18
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,65,65
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,12,12,10,10
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,14,14
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,4,4
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,17,17
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,25,25,40,40
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,13,13
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,38,38,0,0
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,1,1
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,1,1
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,452,452,12,12
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,10,10
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,14,14,36,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,31,31
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,32,32
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,8,8
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,10,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,29,29,12,12
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,20,20
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,49,49,0,0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,119,119,6,6
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,20,20,54,54
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,72,72,1,1
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,255,255,1,1
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,9,9
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,47,47
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,21,21,5,5
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,291,291,17,17
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,16,16
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,31,31,17,17
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,0,0
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,198,198,25,25
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,10,10
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,50,50
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,11,11
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,3,3
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,29,29
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,5,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,15,15,0,0
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,11,11
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,80,80,40,40
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,28,28
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,59,59,10,10
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,39,39,29,29
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,123,123,15,15
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,38,38,3,3
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,8,8,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,41,41,14,14
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,7,7
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,82,82,21,21
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,25,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,11,11,6,6
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,37,37,50,50
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,20,20,5,5
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,22,22,0,0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,5,5
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,46,46,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,19,19,100,100
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,6,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,3,3
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,9,9
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,17,17,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,25,25,10,10
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3168,3168,81,81
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,18,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,17,17,28,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,5,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,8,8,0,0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,3,3
