municipality,group,variable,month,Polio 1ra dosis -DENTRO,TOTAL DENTRO,Polio 1ra dosis -FUERA,TOTAL FUERA
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,109,109,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,6,6
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,28,28,15,15
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,13,13,3,3
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,122,122
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,4,4
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,25,25
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,7,7
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,24,24,12,12
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,29,29,2,2
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,21,21
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,16,16,14,14
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,18,18
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,13,13,17,17
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,9,9
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,16,16,52,52
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,88,88,26,26
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,34,34,24,24
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,6,6
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,23,23,25,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,7,7,3,3
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,10,10
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,3,3
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1337,1337,117,117
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,7,7
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,22,22,28,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,12,12
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,94,94,13,13
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,8,8,3,3
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,14,14,31,31
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,62,62,14,14
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,5,5,1,1
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,7,7
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,24,24
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,28,28,17,17
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,13,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,21,21,9,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,27,27
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,22,22,16,16
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,7,7
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,63,63,31,31
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,11,11,17,17
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,8,8,12,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,3,3
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,43,43,30,30
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,9,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,3,3
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,14,14
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,13,13
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,28,28,55,55
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,8,8,29,29
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,4,4,14,14
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,5,5,19,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,16,16,9,9
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,39,39,46,46
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,91,91,6,6
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1321,1321,57,57
LA RIVERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,0,0
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,12,12
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,22,22
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,1,1
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,30,30,98,98
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,11,11
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,15,15
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,4,4,17,17
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,2,2
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,5,5
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,12,12,9,9
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,12,12,0,0
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,4,4
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,14,14,8,8
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,18,18
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,64,64,9,9
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,29,29,40,40
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,32,32
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,7,7,9,9
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,33,33,18,18
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,218,218,22,22
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,39,39,132,132
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,2,2
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,14,14,73,73
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,24,24,7,7
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,4,4,11,11
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,392,392,36,36
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,21,21,16,16
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,8,8
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,43,43,24,24
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,37,37
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,33,33,40,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,4,4,4,4
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,7,7,11,11
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,4,4
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,6,6
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,29,29,20,20
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,4,4,8,8
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,19,19
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,85,85
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,23,23
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,15,15,27,27
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,8,8,3,3
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,20,20,12,12
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,23,23,65,65
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,11,11
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,36,36,3,3
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,7,7
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,0,0
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,332,332,27,27
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,18,18
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,1,1,0,0
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,17,17,34,34
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,20,20,36,36
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,28,28
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,17,17
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,17,17
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,15,15,10,10
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,9,9,9,9
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,31,31,1,1
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,80,80,29,29
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,16,16,65,65
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,44,44,1,1
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,3,3
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,221,221,14,14
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,5,5,10,10
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,1,1
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,16,16,67,67
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,25,25,46,46
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,167,167,66,66
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,23,23,7,7
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,18,18,14,14
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,0,0,5,5
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,146,146,90,90
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,6,6,5,5
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,13,13,61,61
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,7,7,5,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,21,21
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,12,12,5,5
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,3,3,1,1
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,5,5,22,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,10,10,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,18,18,3,3
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,8,8,10,10
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,57,57,111,111
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,7,7,14,14
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,40,40,9,9
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,45,45,56,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,89,89,32,32
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-05-01,2,2,7,7
