,group,variable,month,L 17.1 BCG,L 17.1 BCG,TOTALES
PUCARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,18,27,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,24,34
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,25,29
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,7,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,6,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,29,4,33
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,5,8
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,28,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,105,9,114
PUNA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,11,9,20
PUNATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,64,0,64
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,202,2,204
QUIME,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,15,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,9,3,12
REYES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,5,15
RIBERALTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,234,0,234
ROBORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,3,13
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,13,3,16
SABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,1,3
SACABA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,235,5,240
SACABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,5,9
SACACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,11,4,15
SAIPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,7,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,12,1,13
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,2,5
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,9,2,11
SAN BENITO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,8,1,9
SAN BORJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,63,38,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,5,3,8
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,48,11,59
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,31,14,45
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,128,20,148
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,30,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,30,23,53
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,11,6,17
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,89,12,101
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,1,11
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,35,20,55
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,18,14,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,27,1,28
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,24,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,22,16,38
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,4,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,3,3
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,5,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,41,0,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2824,156,2980
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,18,0,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,13,2,15
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,5,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,2,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,11,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,5,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,10,14
SENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,0,4
SHINAOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,62,1,63
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,20,8,28
SICAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,7,10
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,58,0,58
SOPACHUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,9,1,10
SORACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,10,14
SORATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,16,16,32
SUCRE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,543,10,553
TACACOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,9,4,13
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,1,3
TACOPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,5,3,8
TAHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,26,32,58
TARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,19,10,29
TARACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,7,0,7
TARATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,18,1,19
TARIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,355,1,356
TARVITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,9,19
TEOPONTE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,12,10,22
TIAWANACU,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,13,9,22
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,14,0,14
TIPUANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,23,3,26
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,73,8,81
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,26,7,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,1,3
TOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,3,4
TODOS SANTOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,1,1
TOLATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,1,2
TOMAVE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,7,7
TOMINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,15,6,21
TORO TORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,4,7
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,22,5,27
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,326,0,326
TUPIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,33,2,35
TURCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,4,6
UMALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,13,13
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,8,0,8
URUBICHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,21,0,21
UYUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,3,3
VACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,4,10,14
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,19,0,19
VIACHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,69,8,77
VILA VILA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,2,13,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,29,39
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,86,1,87
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,6,11,17
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,8,11
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,172,17,189
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,11,5,16
VILLAZON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,40,0,40
VINTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,80,2,82
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,8,9
WARNES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,151,4,155
YACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,13,16
YACUIBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,189,9,198
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,9,0,9
YANACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,100,10,110
YOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,10,6,16
YOTALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,8,1,9
YUNCHARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,1,7,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-04-01,3,4,7
ACACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,4,4
ACHACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,50,19,69
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,9,17
AIQUILE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,40,1,41
ALALAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,2,3
ALCALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,19,0,19
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,12,21,33
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,7,7
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,5,11
APOLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,16,14,30
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,2,2
ARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,14,1,15
ARBIETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,12,6,18
ARQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,11,4,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,56,0,56
ATOCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,18,1,19
AUCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,8,9
AYATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,5,9
AYO AYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,12,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,22,10,32
AZURDUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,13,5,18
BATALLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,19,13,32
BAURES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,3,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,53,2,55
BETANZOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,25,34,59
BOLIVAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,14,14
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,7,9
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,9,17
CABEZAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,22,8,30
CAIROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,16,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,10,9,19
CAJUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,12,18
CALACOTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,3,6
CALAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,19,25
CAMARGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,22,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,2,5
CAMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,126,3,129
CAPINOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,19,6,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,7,7
CARACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,31,11,42
CARANAVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,101,25,126
CARAPARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,11,4,15
CARIPUYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,19,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,18,20
CATACORA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,3,4
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,57,23,80
CHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,11,16
CHARAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,76,82
CHARAÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,10,22,32
CHIMORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,30,2,32
CHIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,5,6
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,33,2,35
CHUMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,15,23
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,12,17
CKOCHAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,24,20,44
CLIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,20,7,27
COBIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,137,5,142
COCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,10,27,37
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1645,109,1754
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,109,2,111
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,23,4,27
COLLANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,1,2
COLOMI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,35,14,49
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,10,13
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,36,58,94
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,9,12
COLQUIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,47,50
COMANCHE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,6,6
COMARAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,26,2,28
COMBAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,51,14,65
COPACABANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,15,9,24
CORIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,11,4,15
CORO CORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,6,9
COROICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,16,5,21
CORQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,8,13
COTAGAITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,30,35
COTOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,110,20,130
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,26,1,27
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,1,2
CUEVO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,3,7
CULPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,22,9,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,4,7
CURVA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,4,7
EL ALTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1855,31,1886
EL CHORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,18,1,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,10,18
EL TORNO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,119,0,119
EL VILLAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,22,9,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,55,0,55
ESCOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,10,3,13
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,2,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,6,7
EXALTACION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,7,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,14,2,16
FILADELFIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,13,7,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,17,19
GUANAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,11,9,20
GUAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,5,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,119,2,121
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,16,13,29
HUACARETA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,11,1,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,43,2,45
HUARACAJE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,2,3
HUARINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,8,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,0,6,6
ICLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,4,8
INCAHUASI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,8,13,21
INQUISIVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,7,17,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,7,15,22
IXIAMAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,12,2,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,4,18,22
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,51,13,64
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,128,9,137
LA PAZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1885,12,1897
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,2,8
LAJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,16,15,31
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,2,3,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,6,0,6
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,44,68,112
LLICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,9,0,9
LORETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,1,2
LURIBAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,1,7,8
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-05-01,5,1,6
