,group,variable,month,L 17.3 PENTAVALENTE 2DA. DOSIS,L 17.3 PENTAVALENTE 2DA. DOSIS,TOTALES
CKOCHAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,4,10
CLIZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,20,11,31
COBIJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,35,4,39
COCAPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,21,30
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,928,6,934
COIPASA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,63,1,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,18,1,19
COLLANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,34,6,40
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,18,12,30
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,0,8
COLQUIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,37,45
COMANCHE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,33,8,41
COMBAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,16,1,17
COPACABANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,14,6,20
CORIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,27,8,35
CORO CORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,2,10
COROICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,4,17
CORQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,3,9
COTAGAITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,8,19
COTOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,99,12,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,12,4,16
CUEVO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,4,17
CULPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,23,19,42
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,2,7
CURVA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,3,10
EL ALTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,800,23,823
EL CHORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,26,1,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,5,10
EL TORNO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,90,0,90
EL VILLAR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,15,9,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,58,11,69
ESCOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,0,5
EXALTACION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,12,3,15
FILADELFIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,2,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,19,4,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,11,16
GUANAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,15,28
GUAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,3,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,27,10,37
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,24,13,37
HUACARETA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,6,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,43,7,50
HUARACAJE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,0,13
HUARINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,3,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,0,4
HUMANATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,9,9
ICLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,6,11
INCAHUASI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,15,13,28
INQUISIVI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,15,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,14,11,25
IXIAMAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,20,0,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,18,3,21
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,74,12,86
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,146,9,155
LA PAZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,808,17,825
LA RIVERA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,3,8
LAJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,21,4,25
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,7,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,53,14,67
LLICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
LORETO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,0,5
LURIBAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,4,9
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,2,6
MACHARETI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,5,16
MAGDALENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,0,6
MAIRANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,15,1,16
MALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,28,7,35
MECAPACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,6,13
MINEROS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,23,13,36
MIZQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,46,15,61
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,14,7,21
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,6,13
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,44,6,50
MONTERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,196,4,200
MORO MORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,2,4
MOROCHATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,18,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,0,2
OCURI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,6,14
OKINAWA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,6,17
OMEREQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,6,13
ORURO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,168,0,168
PADCAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,7,16
PADILLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,5,8
PAILON,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,31,17,48
PALCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,14,12,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,57,2,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,6,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,8,12
PASORAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,30,7,37
PAZÑA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,2,11
PELECHUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,10,0,10
POCOATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,23,32
POCONA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,5,16
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,22,4,26
POOPO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,3,10
PORCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,17,0,17
POROMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,12,10,22
PORONGO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,10,11,21
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,19,0,19
PORVENIR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,1,1
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,0,3
POTOSI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,130,1,131
PRESTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,12,20
PUCARANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,37,13,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,18,26
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,9,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,2,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,19,7,26
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,7,8
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,20,6,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,94,18,112
PUNA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,19,3,22
PUNATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,29,1,30
QUIABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,1,10
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,132,6,138
QUIME,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,9,22
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,1,3
RAVELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,4,10
REYES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,11,14
RIBERALTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,62,4,66
ROBORE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,1,9
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,14,2,16
SABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,0,4
SACABA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,171,24,195
SACABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,8,15
SACACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,4,11
SAIPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,7,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,5,16
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,12,7,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,3,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,3,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,9,14
SAN BENITO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,10,5,15
SAN BORJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,59,22,81
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,5,13
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,51,0,51
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,25,5,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,102,31,133
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,0,5
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,4,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,25,14,39
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,13,2,15
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,74,21,95
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,17,3,20
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,23,32,55
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,20,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,17,1,18
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,25,15,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,7,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,7,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,2,9,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,25,0,25
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1444,77,1521
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,3,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,30,0,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,7,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,8,4,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,11,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,0,1,1
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,10,3,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,7,7,14
SENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
SHINAOTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,32,0,32
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,19,7,26
SICAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,67,4,71
SOPACHUY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,3,9
SORACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,5,23,28
SORATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,16,24,40
SUCRE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,411,10,421
TACACOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,11,5,16
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,1,5
TACOPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,9,10,19
TAHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,34,23,57
TARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,16,17,33
TARACO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,4,2,6
TARATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-04-01,6,2,8
