,group,variable,month,L 17.4 PENTAVALENTE 3RA. DOSIS,L 17.4 PENTAVALENTE 3RA. DOSIS,TOTALES
LLICA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,1,4
LORETO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,0,3
LURIBAY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,11,7,18
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,3,15
MAGDALENA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,9,22
MAIRANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,0,12
MALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,20,13,33
MECAPACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,10,22
MINEROS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,31,2,33
MIZQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,46,29,75
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,9,21
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,4,8
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,47,6,53
MONTERO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,230,5,235
MORO MORO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,1,9
MOROCHATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,17,30
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,4,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,7,1,8
OCURI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,25,33
OKINAWA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,16,4,20
OMEREQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,5,9
ORURO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,485,15,500
PADCAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,25,3,28
PADILLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,15,4,19
PAILON,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,33,56,89
PALCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,11,7,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,23,11,34
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,14,2,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,2,3
PASORAPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,5,7
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,27,4,31
PAZÑA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,5,13
PELECHUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,16,7,23
POCOATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,16,38,54
POCONA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,15,24
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,20,9,29
POOPO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,2,10
PORCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,31,8,39
POROMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,19,30,49
PORONGO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,14,12,26
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,31,1,32
PORVENIR,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,10,2,12
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,391,8,399
PRESTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,14,23
PUCARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,37,19,56
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,10,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,13,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,8,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,7,5,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,26,11,37
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,15,3,18
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,26,5,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,89,13,102
PUNA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,20,23,43
PUNATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,37,2,39
QUIABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,210,16,226
QUIME,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,14,6,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,20,33
REYES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,19,5,24
RIBERALTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,190,34,224
ROBORE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,22,4,26
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,31,8,39
SABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,254,38,292
SACABAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,8,11
SACACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,22,17,39
SAIPINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,4,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,5,14
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,11,7,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,2,5
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,19,11,30
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,5,7,12
SAN BENITO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,29,3,32
SAN BORJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,83,41,124
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,15,3,18
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,42,5,47
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,42,12,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,111,33,144
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,2,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,40,3,43
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,24,10,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,18,6,24
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,64,42,106
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,10,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,29,11,40
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,29,43,72
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,23,5,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,17,6,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,10,6,16
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,32,1,33
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,21,32,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,7,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,2,6
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,7,2,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,8,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,0,13
SANTA ANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,37,2,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2113,102,2215
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,19,3,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,35,10,45
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,5,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,3,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,3,4
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,5,1,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,4,10
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,4,10
SENA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,8,12
SHINAOTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,43,5,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,27,24,51
SICAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,72,7,79
SOPACHUY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,9,17
SORACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,17,4,21
SORATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,18,21,39
SUCRE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,571,35,606
TACACOMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,2,8
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,6,12
TAHUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,22,21,43
TARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,7,6,13
TARACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,5,8
TARATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,14,2,16
TARIJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,323,8,331
TARVITA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,13,22
TEOPONTE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,7,16
TIAWANACU,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,15,13,28
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,35,17,52
TIPUANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,23,5,28
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,112,27,139
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,30,17,47
TOCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,2,3
TOLATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,2,15
TOLEDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,0,3
TOMAVE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,20,28
TOMINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,6,15
TORO TORO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,11,12,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,23,6,29
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,8,4,12
TRIGAL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,167,3,170
TUPIZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,64,16,80
TURCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,5,6,11
UNCIA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,22,9,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,16,3,19
URUBICHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,12,6,18
UYUNI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,49,2,51
VACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,16,19
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,27,2,29
VIACHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,88,5,93
VILA VILA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,12,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,17,12,29
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,65,13,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,5,4,9
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,13,4,17
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,7,10,17
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,136,25,161
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,20,11,31
VILLAZON,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,87,12,99
VINTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,91,1,92
VITICHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,2,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,163,24,187
YACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,3,11,14
YACUIBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,138,6,144
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,11,2,13
YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,92,18,110
YOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,6,4,10
YOTALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,10,7,17
YUNCHARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-03-01,4,4,8
ACACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,1,0,1
ACHACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,27,29,56
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,6,5,11
AIQUILE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,24,14,38
ALALAY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,1,3,4
ALCALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,17,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,15,2,17
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,8,6,14
APOLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,17,14,31
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,8,2,10
ARANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,17,3,20
ARBIETO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,14,10,24
ARQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,19,7,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,35,5,40
ATOCHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,7,3,10
AUCAPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,3,2,5
AYATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,4,16,20
AYO AYO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,13,4,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,20,26,46
AZURDUY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,10,12,22
BATALLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,19,13,32
BAURES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,8,1,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-04-01,2,1,3
