,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
LA PAZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1263,15,1278
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,3,11
LAJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,22,4,26
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,2,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,0,7
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,71,39,110
LLICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,3,4
LORETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,0,2
LURIBAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,6,12
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,0,11
MACHARETI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,9,1,10
MAGDALENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,16,6,22
MAIRANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,25,0,25
MALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,12,6,18
MECAPACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,3,14
MINEROS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,40,1,41
MIZQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,58,25,83
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,17,6,23
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,4,4,8
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,42,4,46
MONTERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,225,6,231
MORO MORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,15,28
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,3,5,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,18,26
OKINAWA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,27,0,27
OMEREQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,5,4,9
ORURO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,472,11,483
PADCAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,18,9,27
PADILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,16,4,20
PAILON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,30,40,70
PALCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,21,14,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,51,7,58
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,4,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,20,7,27
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,8,9
PASORAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,4,5
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,31,5,36
PAZÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,0,13
PELECHUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,6,17
POCOATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,36,49
POCONA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,10,17
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,19,9,28
POOPO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,9,1,10
PORCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,18,9,27
POROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,20,20,40
PORONGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,14,8,22
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,2,25
PORVENIR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,1,9
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,1,2
POTOSI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,408,9,417
PRESTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,8,14
PUCARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,21,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,14,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,9,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,11,19
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,11,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,16,14,30
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,10,2,12
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,19,5,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,87,12,99
PUNA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,17,10,27
PUNATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,34,0,34
QUIABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,1,8
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,221,10,231
QUIME,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,10,10,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,17,23
REYES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,7,20
RIBERALTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,152,14,166
ROBORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,22,3,25
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,41,2,43
SABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,216,34,250
SACABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,3,9
SACACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,39,25,64
SAIPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,5,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,2,10
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,1,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,3,5
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,15,38
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,6,14
SAN BENITO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,17,3,20
SAN BORJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,69,23,92
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,2,15
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,39,1,40
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,40,8,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,104,26,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,1,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,38,2,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,28,13,41
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,14,2,16
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,54,34,88
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,8,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,22,11,33
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,38,35,73
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,18,3,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,17,13,30
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,19,1,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,38,54,92
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,4,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,12,3,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,4,6,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,24,0,24
SANTA ANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,28,0,28
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2221,76,2297
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,3,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,29,2,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,6,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,3,5,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,3,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,9,7,16
SENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,5,5,10
SHINAOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,39,2,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,24,19,43
SICAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,99,6,105
SOPACHUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,10,8,18
SORACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,7,20
SORATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,14,23,37
SUCRE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,469,19,488
TACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,5,3,8
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,6,19
TACOPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,12,5,17
TAHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,21,24,45
TARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,14,25
TARACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,5,5
TARATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,15,4,19
TARIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,303,3,306
TARVITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,12,35
TEOPONTE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,6,13
TIAWANACU,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,15,38
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,40,11,51
TIPUANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,9,1,10
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,87,11,98
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,26,21,47
TOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,5,11
TOLATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,13,0,13
TOLEDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,5,1,6
TOMAVE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,10,16,26
TOMINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,15,2,17
TORO TORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,9,15,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,26,13,39
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,2,8
TRIGAL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,2,3
TRINIDAD,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,189,2,191
TUPIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,49,23,72
TURCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,1,7
UMALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,6,6
UNCIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,21,12,33
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,19,2,21
URUBICHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,12,5,17
UYUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,46,2,48
VACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,20,22
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,23,1,24
VIACHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,79,7,86
VILA VILA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,4,5,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,18,16,34
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,51,10,61
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,12,2,14
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,11,12,23
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,164,15,179
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,20,9,29
VILLAZON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,49,10,59
VINTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,84,0,84
VITICHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,3,3,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,124,15,139
YACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,8,14
YACUIBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,122,2,124
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,7,2,9
YANACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,83,3,86
YOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,6,1,7
YOTALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,14,8,22
YUNCHARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,2,5,7
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-03-01,5,9,14
ACACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,3,0,3
ACHACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,39,19,58
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,5,7,12
AIQUILE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,34,7,41
ALALAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,24,1,25
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,12,8,20
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,3,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,6,7,13
APOLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,21,11,32
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-04-01,0,1,1
