,group,variable,month,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,TOTALES
PAZÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,6,2,8
PELECHUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,3,14
POCOATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,20,28
POCONA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,14,6,20
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,12,2,14
POOPO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,6,5,11
PORCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,19,2,21
POROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,12,23
PORONGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,6,11
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,22,0,22
PORVENIR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,3,5
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,137,5,142
PRESTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,6,11
PUCARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,32,20,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,20,28
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,13,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,2,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,4,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,22,8,30
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,6,8
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,38,4,42
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,105,16,121
PUNA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,9,2,11
PUNATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,19,1,20
QUIABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,7,1,8
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,131,0,131
QUIME,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,7,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,1,3
RAVELO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,10,7,17
REYES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,9,14
RIBERALTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,37,3,40
ROBORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,15,0,15
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,10,2,12
SABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SACABA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,191,28,219
SACABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,1,6
SACACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,8,12
SAIPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,12,2,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,4,12
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,12,3,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,15,4,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,14,8,22
SAN BENITO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,10,3,13
SAN BORJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,56,27,83
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,7,3,10
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,41,2,43
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,47,3,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,94,21,115
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,0,8
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,21,10,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,2,18
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,71,20,91
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,15,3,18
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,26,35,61
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,8,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,18,3,21
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,23,1,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,23,17,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,4,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,5,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,9,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,16,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,30,0,30
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1657,46,1703
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,7,0,7
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,20,4,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,6,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,13,7,20
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,11,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,7,11
SENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
SHINAOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,41,2,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,26,5,31
SICAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,5,10
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,61,4,65
SOPACHUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,10,8,18
SORACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,10,15
SORATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,19,35
SUCRE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,465,8,473
TACACOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,20,8,28
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,7,10
TACOPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,7,18
TAHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,29,21,50
TARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,9,10,19
TARACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,4,1,5
TARATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,14,2,16
TARIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,213,3,216
TARVITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,8,16
TEOPONTE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,14,30
TIAWANACU,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,13,13,26
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,22,1,23
TIPUANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,30,1,31
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,78,22,100
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,26,9,35
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,6,1,7
TODOS SANTOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,1,6
TOLEDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,11,19
TOMINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,7,10
TORO TORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,8,7,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,18,11,29
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,2,5
TRINIDAD,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,161,7,168
TUPIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,0,16
TURCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,1,3
UMALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,1,4
UNCIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,6,0,6
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,13,0,13
URUBICHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,6,11
UYUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,2,0,2
VACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,9,6,15
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,1,17
VIACHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,82,1,83
VILA VILA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,16,15,31
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,50,6,56
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,11,3,14
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,14,6,20
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,144,14,158
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,12,3,15
VILLAZON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,62,1,63
VINTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,87,3,90
WARNES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,142,5,147
YACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,7,7,14
YACUIBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,139,12,151
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,6,1,7
YANACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,87,25,112
YOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,9,1,10
YOTALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,10,6,16
YUNCHARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,5,5,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-04-01,3,3,6
ACACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,14,2,16
ACHACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,28,18,46
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,9,11,20
AIQUILE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,32,8,40
ALALAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,3,6,9
ALCALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,4,1,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,24,2,26
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,13,6,19
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,8,5,13
APOLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,14,16,30
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,5,4,9
ARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,14,0,14
ARBIETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,7,13,20
ARQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,16,10,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,66,1,67
ATOCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,27,3,30
AUCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,1,6,7
AYATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,5,7,12
AYO AYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,20,22,42
AZURDUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,11,10,21
BATALLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,18,13,31
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,4,1,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,0,11,11
BERMEJO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,69,17,86
BETANZOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,36,11,47
BOLIVAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,10,7,17
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,7,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,18,16,34
CABEZAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,13,7,20
CAIROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,10,6,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,13,4,17
CAJUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,16,1,17
CALACOTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,12,16,28
CAMARGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,23,5,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,5,3,8
CAMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,84,5,89
CAPINOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,37,3,40
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,3,6,9
CARACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,24,8,32
CARANAVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,86,30,116
CARAPARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,36,5,41
CARIPUYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,5,20,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,4,6,10
CATACORA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,61,13,74
CHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,11,5,16
CHARAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,33,47,80
CHARAÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,10,18,28
CHIMORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-05-01,45,5,50
