municipality,group,variable,month,Nº de comunidades que participaron en el CAI de sector,TOTAL
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,7,7
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,15,15
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,12,12
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,25,25
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,35,35
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,30,30
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,21,21
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,13,13
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,41,41
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
CABEZAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
CAMIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,19,19
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,8,8
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,6,6
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,33,33
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,40,40
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,10,10
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,12,12
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,37,37
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,44,44
LORETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,8,8
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
PAPEL PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,27,27
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
PORVENIR,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,14,14
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,23,23
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,13,13
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,6,6
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,23,23
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SAN JUAN DE YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,20,20
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,9,9
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,10,10
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,5,5
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,14,14
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
TACOBAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,41,41
TIPUANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,3,3
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,12,12
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,2,2
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,7,7
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,13,13
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,14,14
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,6,6
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,4,4
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-12-01,16,16
