municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,7,7
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,10,10
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,215,215
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,14,14
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,2,2
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,234,234
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,39,39
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,18,18
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,3,3
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,2,2
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,146,146
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,8,8
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,2,2
WALDO BALLIVIAN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,18,18
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,3,3
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,6,6
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,213,213
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,1017,1017
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,9,9
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,15,15
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,55,55
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,13,13
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-05-01,4,4
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,25,25
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,46,46
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,15,15
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,10,10
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,13,13
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,90,90
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,102,102
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,13,13
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,132,132
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,14,14
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,9,9
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,16,16
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,18,18
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,10,10
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,19,19
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,120,120
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,13,13
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,183,183
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,11,11
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,15,15
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,12,12
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,992,992
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,600,600
COLLANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1366,1366
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,955,955
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,26,26
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,18,18
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,12,12
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,196,196
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,37,37
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
GUAYARAMERIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,99,99
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,12,12
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,9,9
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1238,1238
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,9,9
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,295,295
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,448,448
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,119,119
LURIBAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,233,233
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,11,11
MAGDALENA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,12,12
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,12,12
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,23,23
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,30,30
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1913,1913
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,30,30
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,6,6
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,3,3
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,142,142
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,13,13
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,13,13
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,10,10
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,1,1
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,11,11
REYES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,266,266
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,55,55
ROBORE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,26,26
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,2,2
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,27,27
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,34,34
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,7,7
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,5,5
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,4,4
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,9,9
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,8,8
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,263,263
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,112,112
SAN JOAQUIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,9,9
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,21,21
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-06-01,39,39
