municipality,group,variable,month,Exodoncias,TOTAL
CATACORA,atenciones odontologicas,exodoncias,2008-05-01,16,16
CHALLAPATA,atenciones odontologicas,exodoncias,2008-05-01,141,141
CHARAGUA,atenciones odontologicas,exodoncias,2008-05-01,172,172
CHARAÑA,atenciones odontologicas,exodoncias,2008-05-01,21,21
CHAYANTA,atenciones odontologicas,exodoncias,2008-05-01,27,27
CHIMORE,atenciones odontologicas,exodoncias,2008-05-01,12,12
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-05-01,13,13
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-05-01,35,35
CHUMA,atenciones odontologicas,exodoncias,2008-05-01,101,101
CLIZA,atenciones odontologicas,exodoncias,2008-05-01,22,22
COBIJA,atenciones odontologicas,exodoncias,2008-05-01,145,145
COCHABAMBA,atenciones odontologicas,exodoncias,2008-05-01,2586,2586
COIPASA,atenciones odontologicas,exodoncias,2008-05-01,5,5
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-05-01,29,29
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-05-01,43,43
COLLANA,atenciones odontologicas,exodoncias,2008-05-01,9,9
COLOMI,atenciones odontologicas,exodoncias,2008-05-01,16,16
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-05-01,26,26
COLQUECHACA,atenciones odontologicas,exodoncias,2008-05-01,42,42
COLQUENCHA,atenciones odontologicas,exodoncias,2008-05-01,68,68
COLQUIRI,atenciones odontologicas,exodoncias,2008-05-01,76,76
COMANCHE,atenciones odontologicas,exodoncias,2008-05-01,42,42
COMARAPA,atenciones odontologicas,exodoncias,2008-05-01,51,51
COMBAYA,atenciones odontologicas,exodoncias,2008-05-01,10,10
CONCEPCION,atenciones odontologicas,exodoncias,2008-05-01,26,26
COPACABANA,atenciones odontologicas,exodoncias,2008-05-01,227,227
CORIPATA,atenciones odontologicas,exodoncias,2008-05-01,49,49
CORO CORO,atenciones odontologicas,exodoncias,2008-05-01,30,30
COROICO,atenciones odontologicas,exodoncias,2008-05-01,132,132
CORQUE,atenciones odontologicas,exodoncias,2008-05-01,11,11
COTAGAITA,atenciones odontologicas,exodoncias,2008-05-01,62,62
COTOCA,atenciones odontologicas,exodoncias,2008-05-01,73,73
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-05-01,16,16
CUEVO,atenciones odontologicas,exodoncias,2008-05-01,12,12
CULPINA,atenciones odontologicas,exodoncias,2008-05-01,57,57
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-05-01,39,39
CURVA,atenciones odontologicas,exodoncias,2008-05-01,7,7
DESAGUADERO,atenciones odontologicas,exodoncias,2008-05-01,79,79
EL ALTO,atenciones odontologicas,exodoncias,2008-05-01,2576,2576
EL CHORO,atenciones odontologicas,exodoncias,2008-05-01,5,5
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-05-01,34,34
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-05-01,107,107
EL TORNO,atenciones odontologicas,exodoncias,2008-05-01,77,77
EL VILLAR,atenciones odontologicas,exodoncias,2008-05-01,4,4
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-05-01,29,29
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-05-01,110,110
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-05-01,19,19
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-05-01,34,34
FILADELFIA,atenciones odontologicas,exodoncias,2008-05-01,12,12
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-05-01,135,135
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-05-01,67,67
GUANAY,atenciones odontologicas,exodoncias,2008-05-01,28,28
GUAQUI,atenciones odontologicas,exodoncias,2008-05-01,46,46
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-05-01,34,34
GUTIERREZ,atenciones odontologicas,exodoncias,2008-05-01,130,130
HUACARETA,atenciones odontologicas,exodoncias,2008-05-01,80,80
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2008-05-01,28,28
HUACHACALLA,atenciones odontologicas,exodoncias,2008-05-01,16,16
HUANUNI,atenciones odontologicas,exodoncias,2008-05-01,113,113
HUARACAJE,atenciones odontologicas,exodoncias,2008-05-01,14,14
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-05-01,14,14
ICLA,atenciones odontologicas,exodoncias,2008-05-01,32,32
INCAHUASI,atenciones odontologicas,exodoncias,2008-05-01,31,31
INQUISIVI,atenciones odontologicas,exodoncias,2008-05-01,74,74
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-05-01,48,48
IXIAMAS,atenciones odontologicas,exodoncias,2008-05-01,74,74
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-05-01,95,95
LA ASUNTA,atenciones odontologicas,exodoncias,2008-05-01,68,68
LA GUARDIA,atenciones odontologicas,exodoncias,2008-05-01,46,46
LA PAZ,atenciones odontologicas,exodoncias,2008-05-01,2269,2269
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-05-01,25,25
LAJA,atenciones odontologicas,exodoncias,2008-05-01,93,93
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-05-01,44,44
LLALLAGUA,atenciones odontologicas,exodoncias,2008-05-01,90,90
LLICA,atenciones odontologicas,exodoncias,2008-05-01,35,35
LURIBAY,atenciones odontologicas,exodoncias,2008-05-01,30,30
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-05-01,42,42
MACHARETI,atenciones odontologicas,exodoncias,2008-05-01,22,22
MAGDALENA,atenciones odontologicas,exodoncias,2008-05-01,38,38
MAIRANA,atenciones odontologicas,exodoncias,2008-05-01,13,13
MALLA,atenciones odontologicas,exodoncias,2008-05-01,15,15
MAPIRI,atenciones odontologicas,exodoncias,2008-05-01,92,92
MECAPACA,atenciones odontologicas,exodoncias,2008-05-01,26,26
MINEROS,atenciones odontologicas,exodoncias,2008-05-01,60,60
MIZQUE,atenciones odontologicas,exodoncias,2008-05-01,26,26
MOCOMOCO,atenciones odontologicas,exodoncias,2008-05-01,99,99
MOJOCOYA,atenciones odontologicas,exodoncias,2008-05-01,45,45
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-05-01,30,30
MONTERO,atenciones odontologicas,exodoncias,2008-05-01,254,254
MORO MORO,atenciones odontologicas,exodoncias,2008-05-01,22,22
MOROCHATA,atenciones odontologicas,exodoncias,2008-05-01,122,122
OCURI,atenciones odontologicas,exodoncias,2008-05-01,78,78
OKINAWA,atenciones odontologicas,exodoncias,2008-05-01,33,33
OMEREQUE,atenciones odontologicas,exodoncias,2008-05-01,21,21
ORURO,atenciones odontologicas,exodoncias,2008-05-01,1180,1180
PADCAYA,atenciones odontologicas,exodoncias,2008-05-01,153,153
PADILLA,atenciones odontologicas,exodoncias,2008-05-01,49,49
PAILON,atenciones odontologicas,exodoncias,2008-05-01,66,66
PALCA,atenciones odontologicas,exodoncias,2008-05-01,45,45
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-05-01,81,81
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-05-01,25,25
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-05-01,2,2
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-05-01,14,14
PASORAPA,atenciones odontologicas,exodoncias,2008-05-01,29,29
PATACAMAYA,atenciones odontologicas,exodoncias,2008-05-01,19,19
PAZÑA,atenciones odontologicas,exodoncias,2008-05-01,37,37
PELECHUCO,atenciones odontologicas,exodoncias,2008-05-01,30,30
POCOATA,atenciones odontologicas,exodoncias,2008-05-01,15,15
POCONA,atenciones odontologicas,exodoncias,2008-05-01,37,37
POJO (CBBA),atenciones odontologicas,exodoncias,2008-05-01,23,23
POOPO,atenciones odontologicas,exodoncias,2008-05-01,31,31
PORCO,atenciones odontologicas,exodoncias,2008-05-01,17,17
POROMA,atenciones odontologicas,exodoncias,2008-05-01,28,28
PORONGO,atenciones odontologicas,exodoncias,2008-05-01,36,36
PORTACHUELO,atenciones odontologicas,exodoncias,2008-05-01,51,51
PORVENIR,atenciones odontologicas,exodoncias,2008-05-01,25,25
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-05-01,6,6
POTOSI,atenciones odontologicas,exodoncias,2008-05-01,305,305
PRESTO,atenciones odontologicas,exodoncias,2008-05-01,9,9
PUCARA,atenciones odontologicas,exodoncias,2008-05-01,27,27
PUCARANI,atenciones odontologicas,exodoncias,2008-05-01,150,150
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-05-01,103,103
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-05-01,208,208
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-05-01,7,7
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-05-01,153,153
PUERTO RICO,atenciones odontologicas,exodoncias,2008-05-01,37,37
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-05-01,71,71
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-05-01,77,77
PUNA,atenciones odontologicas,exodoncias,2008-05-01,67,67
PUNATA,atenciones odontologicas,exodoncias,2008-05-01,71,71
QUIABAYA,atenciones odontologicas,exodoncias,2008-05-01,26,26
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-05-01,178,178
QUIME,atenciones odontologicas,exodoncias,2008-05-01,160,160
QUIRUSILLAS,atenciones odontologicas,exodoncias,2008-05-01,3,3
RAVELO,atenciones odontologicas,exodoncias,2008-05-01,74,74
REYES,atenciones odontologicas,exodoncias,2008-05-01,166,166
RIBERALTA,atenciones odontologicas,exodoncias,2008-05-01,343,343
ROBORE,atenciones odontologicas,exodoncias,2008-05-01,47,47
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-05-01,118,118
SABAYA,atenciones odontologicas,exodoncias,2008-05-01,18,18
SACABA,atenciones odontologicas,exodoncias,2008-05-01,165,165
SACACA,atenciones odontologicas,exodoncias,2008-05-01,12,12
SAIPINA,atenciones odontologicas,exodoncias,2008-05-01,55,55
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-05-01,38,38
SAMAIPATA,atenciones odontologicas,exodoncias,2008-05-01,138,138
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-05-01,17,17
SAN ANDRES,atenciones odontologicas,exodoncias,2008-05-01,7,7
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-05-01,118,118
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-05-01,23,23
SAN BENITO,atenciones odontologicas,exodoncias,2008-05-01,23,23
SAN BORJA,atenciones odontologicas,exodoncias,2008-05-01,81,81
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-05-01,62,62
SAN CARLOS,atenciones odontologicas,exodoncias,2008-05-01,46,46
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-05-01,120,120
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-05-01,135,135
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-05-01,19,19
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-05-01,15,15
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-05-01,19,19
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-05-01,58,58
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-05-01,24,24
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2008-05-01,20,20
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-05-01,181,181
SAN LUCAS,atenciones odontologicas,exodoncias,2008-05-01,43,43
SAN MATIAS,atenciones odontologicas,exodoncias,2008-05-01,27,27
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-05-01,48,48
SAN PEDRO,atenciones odontologicas,exodoncias,2008-05-01,24,24
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-05-01,44,44
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-05-01,7,7
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-05-01,33,33
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-05-01,40,40
SAN RAMON,atenciones odontologicas,exodoncias,2008-05-01,10,10
SAN RAMON,atenciones odontologicas,exodoncias,2008-05-01,11,11
SANTA ANA,atenciones odontologicas,exodoncias,2008-05-01,123,123
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-05-01,1878,1878
SANTA ROSA,atenciones odontologicas,exodoncias,2008-05-01,180,180
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-05-01,102,102
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-05-01,80,80
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-05-01,28,28
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-05-01,15,15
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-05-01,10,10
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-05-01,30,30
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-05-01,72,72
SICAYA,atenciones odontologicas,exodoncias,2008-05-01,17,17
SIPE SIPE,atenciones odontologicas,exodoncias,2008-05-01,53,53
SOPACHUY,atenciones odontologicas,exodoncias,2008-05-01,72,72
SORACACHI,atenciones odontologicas,exodoncias,2008-05-01,5,5
SORATA,atenciones odontologicas,exodoncias,2008-05-01,72,72
SUCRE,atenciones odontologicas,exodoncias,2008-05-01,585,585
TACACOMA,atenciones odontologicas,exodoncias,2008-05-01,82,82
TACOPAYA,atenciones odontologicas,exodoncias,2008-05-01,12,12
TAHUA,atenciones odontologicas,exodoncias,2008-05-01,15,15
TAPACARI,atenciones odontologicas,exodoncias,2008-05-01,97,97
TARABUCO,atenciones odontologicas,exodoncias,2008-05-01,33,33
TARACO,atenciones odontologicas,exodoncias,2008-05-01,21,21
TARATA,atenciones odontologicas,exodoncias,2008-05-01,10,10
TARIJA,atenciones odontologicas,exodoncias,2008-05-01,790,790
TARVITA,atenciones odontologicas,exodoncias,2008-05-01,63,63
TEOPONTE,atenciones odontologicas,exodoncias,2008-05-01,36,36
TIAWANACU,atenciones odontologicas,exodoncias,2008-05-01,77,77
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-05-01,40,40
TIPUANI,atenciones odontologicas,exodoncias,2008-05-01,5,5
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-05-01,85,85
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-05-01,100,100
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-05-01,12,12
TOCO,atenciones odontologicas,exodoncias,2008-05-01,18,18
TOLATA,atenciones odontologicas,exodoncias,2008-05-01,11,11
TOLEDO,atenciones odontologicas,exodoncias,2008-05-01,22,22
TOMAVE,atenciones odontologicas,exodoncias,2008-05-01,71,71
TOMINA,atenciones odontologicas,exodoncias,2008-05-01,34,34
TORO TORO,atenciones odontologicas,exodoncias,2008-05-01,35,35
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-05-01,37,37
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-05-01,9,9
TRIGAL,atenciones odontologicas,exodoncias,2008-05-01,8,8
TRINIDAD,atenciones odontologicas,exodoncias,2008-05-01,258,258
TUPIZA,atenciones odontologicas,exodoncias,2008-05-01,159,159
TURCO,atenciones odontologicas,exodoncias,2008-05-01,32,32
UMALA,atenciones odontologicas,exodoncias,2008-05-01,2,2
UNCIA,atenciones odontologicas,exodoncias,2008-05-01,95,95
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-05-01,165,165
URUBICHA,atenciones odontologicas,exodoncias,2008-05-01,69,69
UYUNI,atenciones odontologicas,exodoncias,2008-05-01,96,96
VACAS,atenciones odontologicas,exodoncias,2008-05-01,25,25
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-05-01,102,102
VIACHA,atenciones odontologicas,exodoncias,2008-05-01,54,54
VILA VILA,atenciones odontologicas,exodoncias,2008-05-01,17,17
VILLA MONTES,atenciones odontologicas,exodoncias,2008-05-01,165,165
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2008-05-01,44,44
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-05-01,12,12
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-05-01,24,24
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-05-01,360,360
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-05-01,63,63
VILLAZON,atenciones odontologicas,exodoncias,2008-05-01,104,104
VINTO,atenciones odontologicas,exodoncias,2008-05-01,16,16
VITICHI,atenciones odontologicas,exodoncias,2008-05-01,11,11
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2008-05-01,12,12
WARNES,atenciones odontologicas,exodoncias,2008-05-01,88,88
YACO,atenciones odontologicas,exodoncias,2008-05-01,23,23
YACUIBA,atenciones odontologicas,exodoncias,2008-05-01,357,357
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-05-01,50,50
YANACACHI,atenciones odontologicas,exodoncias,2008-05-01,12,12
YAPACANI,atenciones odontologicas,exodoncias,2008-05-01,69,69
YOCALLA,atenciones odontologicas,exodoncias,2008-05-01,20,20
YOTALA,atenciones odontologicas,exodoncias,2008-05-01,22,22
YUNCHARA,atenciones odontologicas,exodoncias,2008-05-01,60,60
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-05-01,27,27
ACACIO,atenciones odontologicas,exodoncias,2008-06-01,9,9
ACHACACHI,atenciones odontologicas,exodoncias,2008-06-01,161,161
ACHOCALLA,atenciones odontologicas,exodoncias,2008-06-01,56,56
AIQUILE,atenciones odontologicas,exodoncias,2008-06-01,16,16
ALALAY,atenciones odontologicas,exodoncias,2008-06-01,5,5
ALCALA,atenciones odontologicas,exodoncias,2008-06-01,27,27
ANCORAIMES,atenciones odontologicas,exodoncias,2008-06-01,79,79
ANDAMARCA,atenciones odontologicas,exodoncias,2008-06-01,53,53
ANTEQUERA,atenciones odontologicas,exodoncias,2008-06-01,19,19
ANZALDO,atenciones odontologicas,exodoncias,2008-06-01,28,28
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-06-01,5,5
ARANI,atenciones odontologicas,exodoncias,2008-06-01,8,8
ARBIETO,atenciones odontologicas,exodoncias,2008-06-01,8,8
ARQUE,atenciones odontologicas,exodoncias,2008-06-01,14,14
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-06-01,39,39
ATOCHA,atenciones odontologicas,exodoncias,2008-06-01,146,146
AYATA,atenciones odontologicas,exodoncias,2008-06-01,48,48
AYO AYO,atenciones odontologicas,exodoncias,2008-06-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-06-01,71,71
AZURDUY,atenciones odontologicas,exodoncias,2008-06-01,37,37
BATALLAS,atenciones odontologicas,exodoncias,2008-06-01,46,46
BAURES,atenciones odontologicas,exodoncias,2008-06-01,76,76
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-06-01,26,26
BELLA FLOR,atenciones odontologicas,exodoncias,2008-06-01,9,9
BERMEJO,atenciones odontologicas,exodoncias,2008-06-01,246,246
BETANZOS,atenciones odontologicas,exodoncias,2008-06-01,116,116
BOLIVAR,atenciones odontologicas,exodoncias,2008-06-01,34,34
BOLPEBRA,atenciones odontologicas,exodoncias,2008-06-01,30,30
BOYUIBE,atenciones odontologicas,exodoncias,2008-06-01,40,40
BUENA VISTA,atenciones odontologicas,exodoncias,2008-06-01,12,12
CABEZAS,atenciones odontologicas,exodoncias,2008-06-01,91,91
CAIROMA,atenciones odontologicas,exodoncias,2008-06-01,115,115
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-06-01,22,22
CAJUATA,atenciones odontologicas,exodoncias,2008-06-01,17,17
CALACOTO,atenciones odontologicas,exodoncias,2008-06-01,78,78
CALAMARCA,atenciones odontologicas,exodoncias,2008-06-01,40,40
CAMARGO,atenciones odontologicas,exodoncias,2008-06-01,88,88
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-06-01,23,23
CAMIRI,atenciones odontologicas,exodoncias,2008-06-01,142,142
CAPINOTA,atenciones odontologicas,exodoncias,2008-06-01,54,54
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-06-01,50,50
CARACOLLO,atenciones odontologicas,exodoncias,2008-06-01,67,67
CARANAVI,atenciones odontologicas,exodoncias,2008-06-01,168,168
CARAPARI,atenciones odontologicas,exodoncias,2008-06-01,206,206
CARIPUYO,atenciones odontologicas,exodoncias,2008-06-01,40,40
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-06-01,1,1
CATACORA,atenciones odontologicas,exodoncias,2008-06-01,30,30
CHALLAPATA,atenciones odontologicas,exodoncias,2008-06-01,107,107
CHAQUI,atenciones odontologicas,exodoncias,2008-06-01,8,8
CHARAGUA,atenciones odontologicas,exodoncias,2008-06-01,191,191
CHARAÑA,atenciones odontologicas,exodoncias,2008-06-01,18,18
CHAYANTA,atenciones odontologicas,exodoncias,2008-06-01,42,42
CHIMORE,atenciones odontologicas,exodoncias,2008-06-01,12,12
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-06-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-06-01,28,28
CHUMA,atenciones odontologicas,exodoncias,2008-06-01,133,133
CLIZA,atenciones odontologicas,exodoncias,2008-06-01,33,33
COBIJA,atenciones odontologicas,exodoncias,2008-06-01,143,143
COCHABAMBA,atenciones odontologicas,exodoncias,2008-06-01,2591,2591
COIPASA,atenciones odontologicas,exodoncias,2008-06-01,5,5
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-06-01,44,44
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-06-01,24,24
COLLANA,atenciones odontologicas,exodoncias,2008-06-01,15,15
COLOMI,atenciones odontologicas,exodoncias,2008-06-01,24,24
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-06-01,31,31
COLQUECHACA,atenciones odontologicas,exodoncias,2008-06-01,35,35
COLQUENCHA,atenciones odontologicas,exodoncias,2008-06-01,62,62
COLQUIRI,atenciones odontologicas,exodoncias,2008-06-01,83,83
