municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,14,14
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,37,37
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,4,4
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,4,4
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,18,18
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,15,15
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,41,41
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,197,197
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,57,57
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,1,1
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,23,23
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,9,9
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,223,223
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,4,4
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,51,51
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,31,31
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,127,127
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,61,61
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,61,61
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,7,7
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,28,28
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,37,37
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,34,34
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,7,7
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,71,71
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,76,76
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,55,55
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,164,164
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,2,2
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,3,3
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,24,24
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,247,247
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,78,78
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,136,136
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,86,86
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,94,94
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,59,59
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,26,26
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,25,25
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,4,4
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,148,148
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,62,62
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,97,97
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,1588,1588
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,18,18
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,7,7
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,133,133
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,67,67
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,542,542
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,20,20
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,10,10
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,5,5
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,13,13
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,11,11
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,17,17
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,28,28
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,137,137
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,14,14
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,24,24
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,8,8
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,81,81
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,3,3
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,57,57
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,51,51
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,11,11
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,8,8
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,53,53
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,97,97
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,539,539
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,2,2
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,25,25
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,9,9
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,12,12
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,46,46
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,64,64
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,35,35
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,208,208
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,21,21
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,38,38
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,2,2
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,34,34
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,15,15
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,104,104
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,223,223
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,476,476
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,21,21
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,13,13
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,377,377
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,47,47
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,38,38
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,20,20
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,31,31
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,273,273
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,135,135
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,3,3
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,19,19
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,25,25
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,3,3
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,1,1
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,46,46
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,1,1
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,161,161
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,106,106
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,2,2
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,12,12
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,396,396
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,41,41
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,28,28
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,90,90
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,12,12
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,46,46
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,5,5
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,21,21
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,3,3
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,198,198
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,26,26
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,98,98
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,134,134
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,5,5
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,29,29
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,47,47
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,157,157
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,2,2
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,9,9
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,15,15
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,36,36
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-06-01,6,6
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,96,96
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,211,211
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,8,8
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,141,141
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,20,20
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,3,3
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,134,134
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,4,4
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,21,21
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,41,41
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,70,70
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,46,46
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,27,27
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,65,65
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,46,46
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,3,3
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,45,45
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,9,9
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,34,34
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,100,100
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,282,282
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,43,43
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,40,40
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,5,5
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,2,2
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,10,10
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,135,135
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,160,160
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,29,29
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,3,3
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,36,36
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,219,219
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,66,66
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,24,24
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,21,21
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,58,58
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,55,55
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,72,72
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,188,188
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,82,82
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,440,440
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,134,134
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,21,21
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,29,29
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,243,243
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,84,84
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,23,23
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,11,11
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,1,1
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,88,88
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-07-01,12,12
