municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,28,28
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,22,22
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,45,45
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,31,31
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,60,60
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1672,1672
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,16,16
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,52,52
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,30,30
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,20,20
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,29,29
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,40,40
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,16,16
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,53,53
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,51,51
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,28,28
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,10,10
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,26,26
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,23,23
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,154,154
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,16,16
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,20,20
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,45,45
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,21,21
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,37,37
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,28,28
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,41,41
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,290,290
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,21,21
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,29,29
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,10,10
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,11,11
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,37,37
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,116,116
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,53,53
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,71,71
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,136,136
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,29,29
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,400,400
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,36,36
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,48,48
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,131,131
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,34,34
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,10,10
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,16,16
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,117,117
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,95,95
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,53,53
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,118,118
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,32,32
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,32,32
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,26,26
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,76,76
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,20,20
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,10,10
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,55,55
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,25,25
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,31,31
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,35,35
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,37,37
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,50,50
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1226,1226
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,33,33
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,18,18
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,22,22
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,26,26
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,426,426
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,32,32
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,320,320
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,30,30
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,33,33
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,63,63
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,74,74
