municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,41,41
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,88,88
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,27,27
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,33,33
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,24,24
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,76,76
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,115,115
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1186,1186
LA RIVERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,75,75
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,16,16
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,32,32
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,18,18
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,30,30
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,30,30
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,54,54
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,81,81
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,23,23
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,52,52
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,140,140
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,70,70
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,97,97
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,26,26
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,18,18
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,465,465
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,26,26
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,31,31
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,18,18
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,42,42
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,42,42
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,17,17
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,78,78
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,32,32
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,16,16
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,32,32
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,62,62
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,23,23
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,41,41
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,326,326
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,68,68
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,52,52
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,31,31
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,29,29
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,29,29
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,98,98
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,69,69
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,42,42
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,162,162
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,16,16
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,112,112
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,31,31
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,255,255
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,30,30
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,42,42
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,140,140
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,70,70
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,16,16
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,27,27
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,22,22
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,153,153
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,25,25
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,96,96
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,131,131
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,6,6
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,18,18
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,44,44
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,16,16
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,216,216
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,36,36
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,33,33
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,97,97
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,28,28
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,80,80
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,28,28
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1411,1411
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,18,18
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,25,25
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,66,66
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,40,40
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,48,48
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,394,394
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,17,17
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
TAHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,57,57
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,59,59
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,348,348
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,50,50
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,21,21
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,67,67
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,27,27
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,114,114
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,61,61
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,36,36
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,38,38
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,272,272
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,88,88
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,40,40
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,47,47
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
