,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,3,4,4,0,11
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,6,5,23,16,50
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,3,6,7,8,24
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,92,125,76,59,352
TACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,1,3,5,9
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,1,0,0,2
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,1,1,0,3
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,0,1,1,4
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,3,7,17,4,31
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,5,11,6,24
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,1,0,0,1
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,6,1,3,6,16
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,85,66,29,28,208
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,6,2,2,6,16
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,8,7,2,5,22
TIAWANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,1,0,0,1
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,6,11,14,25,56
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,4,6,10,4,24
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,23,27,10,12,72
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,2,6,12,22
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,2,0,7,11
TODOS SANTOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,0,1,0,1
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,0,2,0,4
TOLEDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,2,5,3,12
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,3,4,2,1,10
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,7,5,3,2,17
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,0,0,0,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,7,5,10,7,29
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,5,5,9,7,26
TRIGAL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,0,1,1,2
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,59,46,19,22,146
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,18,19,7,4,48
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,1,7,8,17
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,1,6,1,9
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,12,1,3,17
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,4,4,2,1,11
URUBICHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,10,12,0,0,22
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,10,14,11,4,39
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,1,5,6,14
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,15,21,3,2,41
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,27,19,15,12,73
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,1,0,3,4
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,8,2,4,15
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,21,14,8,8,51
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,0,0,2,3
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,4,1,4,2,11
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,4,1,2,9
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,49,53,33,37,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,2,1,1,6
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,25,15,9,9,58
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,15,27,28,29,99
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,4,3,1,3,11
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,66,69,25,24,184
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,33,48,24,8,113
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,1,4,2,8
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,2,9,8,20
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,7,21,76,63,167
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,2,2,0,0,4
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,1,2,6,3,12
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,0,1,6,2,9
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-04-01,3,2,1,2,8
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,4,3,3,18
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,7,1,1,15
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,3,15,10,34
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,0,2,2
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,3,3,1,8
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,11,9,1,2,23
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,2,2,3,10
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,4,2,2,8
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,0,0,1
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,4,5,4,14
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,6,4,11,23
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,5,4,1,15
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,3,3,7,18
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,15,6,24
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,10,14,1,2,27
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,5,1,4,13
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,4,0,0,7
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,6,18,16,43
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,5,4,2,19
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,0,2,1,6
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,2,0,1,6
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,0,1,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,2,0,1,4
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,1,1,2,7
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,9,13,13,43
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,6,1,1,11
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,2,5,9
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,1,3,5
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,2,0,0,8
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,12,3,1,21
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,6,0,2,16
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,3,1,1,8
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,1,0,1,5
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,3,1,0,8
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,3,4,9,19
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,9,6,0,1,16
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,7,15,12,42
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,1,2
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,4,3,3,16
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,17,18,3,9,47
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,2,1,5,13
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,2,1,1,4
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,0,14,16,35
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,0,1,1
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,7,8,6,5,26
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,1,1,5
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,3,18,11,33
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,17,21,8,6,52
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,2,2,5
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,6,0,2,14
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,1,2,1,7
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,4,8,5,23
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,8,8,9,4,29
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,16,18,18,23,75
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,7,10,9,32
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,163,135,62,55,415
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,18,13,7,7,45
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,3,0,4,8
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,0,0,0,2
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,7,4,8,24
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,7,6,10,3,26
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,8,2,8,23
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,2,0,4
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,7,0,1,12
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,8,3,5,22
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,2,5,8
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,2,0,1,7
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,2,2,5
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,4,0,7
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,2,0,2
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,14,8,15,11,48
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,11,10,15,12,48
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,9,10,20,16,55
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,1,1,3
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,2,1,3,10
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,7,6,4,21
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,0,1,4
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,0,1,3
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,177,179,158,157,671
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,0,0,0,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,10,13,4,4,31
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,3,3,8
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,27,28,29,22,106
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,3,1,1,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,5,9,9,29
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,16,21,10,9,56
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,0,1,3
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,1,2,4
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,10,13,10,37
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,2,6,3,13
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,5,0,1,12
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,1,2,6
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,3,1,2,9
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,0,1,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,7,14,5,9,35
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,1,4,7,15
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,4,2,1,10
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,7,7,15
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,12,5,2,5,24
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,2,8,4,14
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,0,0,2
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,1,2,3,6
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,0,2,2
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,3,3,1,10
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,4,3,3,11
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,4,0,4
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,3,2,6
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,3,4,5,15
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,7,2,0,13
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,1,0,1,5
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,20,18,3,8,49
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,41,37,13,19,110
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,170,190,67,76,503
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,4,2,0,1,7
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,3,2,1,2,8
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,3,0,0,3
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,5,12,17,39
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,6,1,7
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,1,1,2,6
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,9,4,3,22
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,6,6,4,1,17
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,3,8,9,22
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,2,2,2,7
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,8,7,4,24
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,9,7,4,0,20
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,9,13,12,13,47
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,0,1,2,5
MOJINETE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,2,0,1,4
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,16,14,5,5,40
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,53,51,24,30,158
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,1,1,2
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,0,7,7,15
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,2,2,7,3,14
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,3,0,0,3
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,1,1,1,2,5
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,3,2,3,13
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,0,0,6,4,10
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,78,71,29,47,225
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-05-01,5,6,3,2,16
