municipality,group,variable,month,Número de personas que recibieron orientación en,TOTAL
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,120,120
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,18,18
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,213,213
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,52,52
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,136,136
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,21,21
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,257,257
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,67,67
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,171,171
ALALAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,27,27
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,103,103
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,116,116
ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,20,20
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,34,34
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,31,31
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,33,33
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,36,36
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,26,26
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,69,69
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,97,97
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,106,106
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,124,124
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,22,22
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,57,57
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,91,91
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,213,213
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,23,23
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,47,47
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,10,10
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,12,12
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,13,13
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,420,420
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,76,76
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,59,59
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,8,8
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,36,36
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,166,166
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,117,117
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,17,17
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,22,22
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,111,111
CALACOTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,13,13
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,11,11
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,187,187
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,50,50
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,136,136
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,161,161
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,4,4
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,83,83
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,436,436
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,157,157
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,35,35
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,19,19
CHACARILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,1,1
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,210,210
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,9,9
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,110,110
CHARAÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,1,1
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,13,13
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,50,50
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,20,20
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,10,10
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,28,28
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,50,50
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,94,94
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,293,293
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,3650,3650
COIPASA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,2,2
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,334,334
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,25,25
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,2,2
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,97,97
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,48,48
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,120,120
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,9,9
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,118,118
COMANCHE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,7,7
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,83,83
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,194,194
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,47,47
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,15,15
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,8,8
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,31,31
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,26,26
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,92,92
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,350,350
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,239,239
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,10,10
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,9,9
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,257,257
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,46,46
CURVA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,12,12
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,37,37
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,4502,4502
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,34,34
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,120,120
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,129,129
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,392,392
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-03-01,92,92
