,group,variable,month,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
PRESTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2019,0,2019,2019
PUCARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,213,0,213,213
PUCARANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,79,4991,79,4991,5070
PUERTO ACOSTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,1772,0,1772,1772
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2336,0,2336,2336
PUERTO GONZALO MORENO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,135,491,135,491,626
PUERTO PEREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,901,240,901,240,1141
PUERTO QUIJARRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,615,0,615,615
PUERTO RICO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,16,0,16,16
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,744,7490,744,7490,8234
PUNA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,574,2794,574,2794,3368
PUNATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1881,475,1881,475,2356
QUIABAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,435,0,435,435
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,390,33989,390,33989,34379
QUIME,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,959,0,959,959
RAVELO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,534,0,534,534
RIBERALTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,3708,1389,3708,1389,5097
ROBORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,2,220,2,220,222
RURRENABAQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,1699,0,1699,1699
SABAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,155,0,155,155
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1009,52868,1009,52868,53877
SACABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,10,792,10,792,802
SACACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,78,2535,78,2535,2613
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,134,669,134,669,803
SAN AGUSTIN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,74,157,74,157,231
SAN ANDRES DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,831,0,831,831
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,106,0,106,106
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,186,5707,186,5707,5893
SAN BORJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,10,0,10,10
SAN BUENA VENTURA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,43,1016,43,1016,1059
SAN CARLOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,74,1262,74,1262,1336
SAN IGNACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,374,1266,374,1266,1640
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,145,46,145,46,191
SAN JAVIER(STC),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,10,121,10,121,131
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,18,40,18,40,58
SAN LORENZO(PND),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,52,0,52,0,52
SAN LORENZO(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1,3,1,3,4
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,466,4211,466,4211,4677
SAN MATIAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,110,0,110,110
SAN MIGUEL DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2,0,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,204,0,204,204
SAN PEDRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,785,2639,785,2639,3424
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,72,3064,72,3064,3136
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,880,0,880,880
SAN PEDRO DE QUEMES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,86,14,86,14,100
SAN PEDRO DE TIQUINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,220,814,220,814,1034
SAN PEDRO(PND),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,125,0,125,125
SAN RAFAEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,65,0,65,65
SANTA ANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,3481,0,3481,3481
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,89515,181151,89515,181151,270666
SANTA ROSA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1556,142,1556,142,1698
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,8,0,8,0,8
SANTIAGO DE CALLAPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,50,885,50,885,935
SANTIAGO DE HUARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,904,0,904,904
SANTIAGO DE HUATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,1507,0,1507,1507
SANTIAGO DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,182,0,182,182
SANTIVAÑES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,20,1371,20,1371,1391
SANTUARIO DE QUILLACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,391,0,391,391
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,903,0,903,903
SENA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,236,0,236,236
SHINAOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,75,1735,75,1735,1810
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2861,0,2861,2861
SICAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,287,0,287,287
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,216,13977,216,13977,14193
SOPACHUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,30,562,30,562,592
SORACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,6,1875,6,1875,1881
SORATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,20,1745,20,1745,1765
SUCRE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,14778,31589,14778,31589,46367
TACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,10,90,10,90,100
TACACOMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,50,545,50,545,595
TACOBAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,412,0,412,412
TACOPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,18,990,18,990,1008
TAHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,70,172,70,172,242
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,104,3876,104,3876,3980
TARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,65,2337,65,2337,2402
TARACO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,44,1032,44,1032,1076
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,11,3175,11,3175,3186
TARIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,6688,38898,6688,38898,45586
TARVITA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,112,232,112,232,344
TEOPONTE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,19,1118,19,1118,1137
TIAWANACU,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,1903,0,1903,1903
TINGUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,55,2948,55,2948,3003
TIPUANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,243,764,243,764,1007
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,230,18546,230,18546,18776
TIRAQUE (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,220,5052,220,5052,5272
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,48,0,48,48
TOCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,787,0,787,787
TODOS SANTOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,20,0,20,20
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2259,0,2259,2259
TOLEDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,112,1097,112,1097,1209
TOMAVE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,167,1289,167,1289,1456
TOMINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,374,2992,374,2992,3366
TORO TORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1,1661,1,1661,1662
TOTORA(CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,98,1378,98,1378,1476
TOTORA(ORR),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,160,1119,160,1119,1279
TRIGAL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,163,510,163,510,673
TRINIDAD,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1491,5301,1491,5301,6792
TUPIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,222,8655,222,8655,8877
TURCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,520,0,520,520
UMALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,98,1274,98,1274,1372
UNCIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,80,3020,80,3020,3100
URIONDO (A. CONCEPCION),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,5283,0,5283,5283
URUBICHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,87,910,87,910,997
UYUNI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,414,3445,414,3445,3859
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,19,2580,19,2580,2599
VALLEGRANDE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,20,3743,20,3743,3763
VIACHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,480,22331,480,22331,22811
VILA VILA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,34,362,34,362,396
VILLA CHARCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,172,430,172,430,602
VILLA MONTES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,135,1887,135,1887,2022
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,133,0,133,133
VILLA RIVERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,2473,0,2473,2473
VILLA SERRANO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,420,1429,420,1429,1849
VILLA TUNARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,740,4607,740,4607,5347
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,544,0,544,0,544
VILLAZON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,801,10014,801,10014,10815
VINTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,468,17402,468,17402,17870
VITICHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,140,1831,140,1831,1971
WALDO BALLIVIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,319,0,319,319
WARNES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,1652,15454,1652,15454,17106
YACO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,30,900,30,900,930
YAMPARAEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,316,868,316,868,1184
YANACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,40,686,40,686,726
YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,202,0,202,0,202
YOCALLA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,168,1525,168,1525,1693
YOTALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,113,656,113,656,769
YUNCHARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,1442,0,1442,1442
YUNGUYO DE LITORAL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,20,0,20,20
ZUDAÑEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-06-01,0,527,0,527,527
ACACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,134,0,134,134
ACHACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,613,0,613,613
ACHOCALLA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,10,120,10,120,130
AIQUILE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,32,738,32,738,770
ALALAY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,323,0,323,323
ALCALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,511,0,511,511
ALTO BENI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,200,0,200,200
ANCORAIMES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,1910,0,1910,1910
ANDAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,3,23,3,23,26
ANTEQUERA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,60,0,60,60
ANZALDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,1,235,1,235,236
APOLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,973,0,973,973
ARAMPAMPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,257,0,257,257
ARBIETO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,10,214,10,214,224
ARQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,8,90,8,90,98
ASCENCION DE GUARAYOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,776,0,776,776
ATOCHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,568,0,568,568
AUCAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,10,0,10,10
AYATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,88,0,88,88
AYO AYO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,10,462,10,462,472
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,50,1480,50,1480,1530
AZURDUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,200,840,200,840,1040
BATALLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,186,0,186,186
BELEN DE URMIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,30,0,30,30
BERMEJO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,41,0,41,41
BETANZOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,50,526,50,526,576
BOLIVAR,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,2,23,2,23,25
BOYUIBE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,1,396,1,396,397
BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,169,57,169,57,226
CABEZAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,15,1632,15,1632,1647
CAIROMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,179,545,179,545,724
"CAIZA ""D""",otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,60,0,60,60
CALACOTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,600,0,600,600
CALAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,338,0,338,338
CAMARGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,514,0,514,514
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,330,0,330,330
CAMIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,3574,0,3574,3574
CAPINOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,7,58,7,58,65
CAQUIAVIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,324,0,324,324
CARACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,257,0,257,257
CARANAVI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,20,1363,20,1363,1383
CARAPARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,15,553,15,553,568
CARIPUYO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,40,0,40,40
CHALLAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,552,0,552,552
CHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,46,0,46,46
CHARAGUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,88,0,88,88
CHARAÑA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,163,0,163,163
CHAYANTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,29,302,29,302,331
CHIMORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,45,0,45,45
CHIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,28,0,28,28
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,194,0,194,194
CHUMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,304,0,304,304
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,5,621,5,621,626
CKOCHAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,0,270,0,270,270
CLIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-07-01,13,290,13,290,303
