,group,variable,month,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
URUBICHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,36,36,36,36,72
UYUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,10,0,10,0,10
VACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,21,189,21,189,210
VALLEGRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,11,0,11,0,11
VIACHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,52,12,52,12,64
VILA VILA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,1,6,1,6,7
VILLA CHARCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,8,53,8,53,61
VILLA MONTES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,69,38,69,38,107
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,4,0,4,0,4
VILLA RIVERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,14,9,14,9,23
VILLA SERRANO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,13,3,13,3,16
VILLA TUNARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,56,87,56,87,143
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,9,11,9,11,20
VILLAZON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,40,5,40,5,45
VINTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,95,2,95,2,97
VITICHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,2,0,2,0,2
WALDO BALLIVIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,4,0,4,0,4
WARNES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,162,31,162,31,193
YACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,2,4,2,4,6
YACUIBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,94,5,94,5,99
YAMPARAEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,3,1,3,1,4
YANACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,3,0,3,0,3
YAPACANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,65,169,65,169,234
YOTALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,1,2,1,2,3
YUNCHARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,1,7,1,7,8
ZUDAÑEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-03-01,0,10,0,10,10
ACACIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,0,3,0,3
ACHACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,18,20,18,20,38
ACHOCALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,32,3,32,35
AIQUILE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,32,40,32,40,72
ALALAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,8,0,8,8
ALCALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,9,52,9,52,61
ANCORAIMES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,22,13,22,13,35
ANDAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
ANTEQUERA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
ANZALDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,11,2,11,13
APOLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,18,10,18,10,28
ARAMPAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,3,5,3,8
ARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,94,12,94,106
ARBIETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,22,4,22,26
ARQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,8,12,8,12,20
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,30,971,30,971,1001
ATOCHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,1,2,1,3
AUCAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,4,0,4,4
AYATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,4,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,65,12,65,77
AZURDUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,24,4,24,4,28
BATALLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,9,95,9,95,104
BAURES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,1,6,1,7
BERMEJO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,42,199,42,199,241
BETANZOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,14,5,14,19
BOLIVAR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,3,10,3,13
BOYUIBE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,6,3,6,9
BUENA VISTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,137,12,137,149
CABEZAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,22,74,22,74,96
CAIROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,21,4,21,25
"CAIZA ""D""",otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,13,0,13,0,13
CAJUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,0,10,0,10
CALACOTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,30,0,30,30
CALAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,8,1,8,9
CAMARGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,61,7,61,68
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,8,4,8,12
CAMIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,26,11,26,11,37
CAPINOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,22,3,22,3,25
CAQUIAVIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,54,11,54,65
CARACOLLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,9,0,9,9
CARANAVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,71,101,71,101,172
CARAPARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,21,12,21,12,33
CARIPUYO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,0,3,0,3
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,4,1,4,5
CATACORA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,7,1,7,8
CHACARILLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,15,0,15,15
CHALLAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,7,6,7,13
CHAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,32,153,32,153,185
CHARAÑA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,17,0,17,17
CHAYANTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
CHIMORE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,24,70,24,70,94
CHIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,4,4,4,8
CHOQUE COTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,6,5,6,11
CHUMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,0,7,0,7
CKOCHAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
CLIZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,6,10,6,16
COBIJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,9,13,9,13,22
COCAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,18,0,18,18
COCHABAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,327,292,327,292,619
COLCAPIRHUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,19,41,19,41,60
"COLCHA ""K""",otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,1,10,1,11
COLLANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,2,1,2,3
COLOMI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,32,2,32,2,34
COLPA BELGICA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,1,1,1,2
COLQUECHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,11,11,11,22
COLQUENCHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,0,6,0,6
COLQUIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,40,3,40,43
COMANCHE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,10,3,10,13
COMARAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,69,10,69,79
COMBAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
CONCEPCION,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,3,1,3,4
COPACABANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,38,2,38,40
CORIPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,15,6,15,6,21
CORO CORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,71,10,71,81
COROICO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,43,1,43,44
CORQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,2,1,2,3
COTAGAITA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,1,12,1,13
COTOCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,37,53,37,53,90
CUATRO CAÑADAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,15,25,15,25,40
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
CUEVO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,0,11,0,11
CULPINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,15,90,15,90,105
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,2,2,2,4
CURVA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,48,5,48,53
EL ALTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,305,187,305,187,492
EL CHORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,2,0,2,2
EL PUENTE(STC),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,17,271,17,271,288
EL PUENTE(TJA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,9,2,9,2,11
EL TORNO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,50,137,50,137,187
EL VILLAR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,1,12,1,13
ENTRE RIOS TRJ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,10,7,10,17
ENTRE RIOS CBBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,61,80,61,80,141
ESCARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
ESCOMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,2,3,2,5
EUCALIPTUS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,23,108,23,108,131
FILADELFIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,16,2,16,18
GENERAL SAAVEDRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,16,7,16,23
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,6,3,6,9
GUANAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,21,8,21,8,29
GUAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,19,3,19,22
GUAYARAMERIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,19,51,19,51,70
GUTIERREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,17,39,17,39,56
HUACARETA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,5,3,5,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,0,6,0,6
HUACHACALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
HUANUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,18,24,18,24,42
HUARACAJE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
HUARINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,3,1,3,4
HUAYLLAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,0,3,0,3
HUMANATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,12,6,12,18
ICHOCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,9,1,9,10
ICLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,3,3,3,6
INCAHUASI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,13,3,13,3,16
INQUISIVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,30,6,30,36
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,32,2,32,34
IXIAMAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,10,4,10,4,14
JESUS DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,6,11,6,17
LA ASUNTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,42,11,42,53
LA GUARDIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,48,188,48,188,236
LA PAZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,579,413,579,413,992
LAGUNILLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,6,3,6,9
LAJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,21,25,21,25,46
LAS CARRERAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,8,0,8,8
LICOMA PAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,34,0,34,0,34
LORETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,0,5,0,5
LURIBAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,10,3,10,13
MACHACAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,3,7,3,10
MACHARETI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,1,3,1,4
MAIRANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,10,3,10,13
MAPIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,70,9,70,9,79
MECAPACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,28,0,28,28
MINEROS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,7,3,7,10
MIZQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,32,11,32,11,43
MOCOMOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,28,15,28,15,43
MOJOCOYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,6,1,6,7
MONTEAGUDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,29,42,29,42,71
MONTERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,305,508,305,508,813
MORO MORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,18,3,18,21
MOROCHATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,8,17,8,17,25
NAZACARA DE PACAJES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,0,4,0,4
OCURI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,13,5,13,18
OKINAWA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,15,7,15,22
OMEREQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,46,5,46,51
ORURO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,91,12,91,12,103
PADCAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,24,6,24,6,30
PADILLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,1,0,1,1
PAILON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,50,5,50,55
PALCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,14,87,14,87,101
PALOS BLANCOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,23,31,23,31,54
PAMPA AULLAGAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,14,13,14,13,27
PAPEL PAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,6,2,6,2,8
PASORAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,37,18,37,18,55
PATACAMAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,36,8,36,8,44
PAZÑA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,7,0,7,0,7
PELECHUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,15,9,15,9,24
POCOATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,13,3,13,3,16
POCONA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,8,17,8,17,25
POJO (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,22,11,22,33
POOPO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,5,4,5,4,9
POROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,25,32,25,32,57
PORONGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,10,1,10,11
PORTACHUELO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,11,1,11,1,12
PORVENIR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,0,1,0,1
POSTRER VALLE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
POTOSI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,69,190,69,190,259
PRESTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,0,4,0,4,4
PUCARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,0,2,0,2
PUCARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,12,57,12,57,69
PUERTO ACOSTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,3,33,3,33,36
PUERTO CARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,14,38,14,38,52
PUERTO GONZALO MORENO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,4,1,4,5
PUERTO PEREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,12,1,12,13
PUERTO QUIJARRO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,1,67,1,67,68
PUERTO RICO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,2,1,2,1,3
PUERTO SILES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-04-01,4,5,4,5,9
