,group,variable,month,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
AYATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,18,5,18,23
BATALLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,88,4,88,92
BELEN DE ANDAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
BERMEJO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,19,561,19,561,580
BETANZOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,11,0,11,11
BOLIVAR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,18,0,18,0,18
BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,9,0,9,0,9
CABEZAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,10,4,10,4,14
CAIROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,6,0,6,6
"CAIZA ""D""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,3,0,3,3
CAJUATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,4,4,4,8
CALACOTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
CAMARGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,8,4,8,12
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
CAMIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,10,6,10,16
CAPINOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,0,4,0,4
CAQUIAVIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
CARACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,8,0,8,8
CARANAVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,32,77,32,77,109
CARAPARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
CARIPUYO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,7,0,7,7
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,15,22,15,22,37
CHAQUI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,19,0,19,19
CHARAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,20,3,20,23
CHARAÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
CHIMORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,10,13,10,13,23
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,3,1,3,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
CKOCHAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
CLIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,15,33,15,33,48
COBIJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,32,36,32,36,68
COCAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
COCHABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,277,81,277,81,358
COLCAPIRHUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,16,24,16,24,40
"COLCHA ""K""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,1,4,1,5
COLOMI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,18,47,18,47,65
COLPA BELGICA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
COLQUECHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,3,2,3,5
COLQUIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,13,6,13,19
COMANCHE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,9,60,9,60,69
CONCEPCION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,15,0,15,0,15
COPACABANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,14,4,14,18
COROICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
CORQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
COTAGAITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,20,23,20,23,43
COTOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,65,381,65,381,446
CRUZ DE MACHACAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,2,1,2,3
CUEVO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,2,2,2,4
CULPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,2,5,2,7
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
CURVA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,13,0,13,13
DESAGUADERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,0,4,0,4
EL ALTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,514,493,514,493,1007
EL PUENTE(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,17,0,17,0,17
EL PUENTE(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,10,1,10,11
EL TORNO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,33,41,33,41,74
EL VILLAR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,13,0,13,13
ENTRE RIOS TRJ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,12,69,12,69,81
ENTRE RIOS CBBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,24,14,24,14,38
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,2,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,98,2,98,100
FILADELFIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,6,4,6,10
GUANAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,10,4,10,14
GUAQUI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,17,6,17,23
GUAYARAMERIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,17,15,17,15,32
GUTIERREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,31,42,31,42,73
HUACARETA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,17,5,17,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,4,7,4,11
HUANUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,14,4,14,18
HUARACAJE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
ICHOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,42,0,42,42
ICLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,6,0,6,6
INCAHUASI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,9,1,9,10
INQUISIVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,11,14,11,14,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,14,0,14,14
IXIAMAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,62,2,62,64
LA ASUNTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,12,14,12,14,26
LA GUARDIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,59,23,59,23,82
LA PAZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,404,83,404,83,487
LAGUNILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,2,4,2,6
LAJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,25,2,25,27
LAS CARRERAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,11,1,11,12
LORETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,1,4,1,5
LURIBAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
MACHACAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,6,2,6,8
MACHARETI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,7,8,7,15
MAGDALENA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,0,7,0,7
MAIRANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,18,2,18,2,20
MALLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
MAPIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,0,8,0,8
MECAPACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,30,4,30,34
MINEROS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,16,24,16,24,40
MIZQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,16,8,16,24
MOCOMOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,2,2,2,4
MONTEAGUDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,13,4,13,4,17
MONTERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,97,109,97,109,206
MORO MORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,7,1,7,8
OCURI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,7,3,7,10
OKINAWA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,3,0,3,3
OMEREQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,8,3,8,11
ORURO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,176,52,176,52,228
PADCAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,0,5,0,5
PADILLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,7,1,7,8
PAILON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,55,2,55,57
PALCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,12,18,12,18,30
PAMPA GRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,3,3,3,6
PASORAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,43,1,43,44
PATACAMAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
PAZÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,3,3,3,6
PELECHUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
POCOATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,14,8,14,22
POCONA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,13,8,13,21
POJO (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,13,5,13,5,18
PORCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,2,1,2,3
POROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,17,6,17,23
PORONGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,9,1,9,10
PORTACHUELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,12,8,12,20
POTOSI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,77,11,77,11,88
PUCARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,1,6,1,7
PUERTO ACOSTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
PUERTO PEREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,7,0,7,7
PUERTO QUIJARRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,4,4,4,8
PUERTO RICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,16,24,16,24,40
PUNA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,0,5,0,5
PUNATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,33,4,33,4,37
QUIABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,5,0,5,5
QUILLACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,38,108,38,108,146
QUIME,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,2,4,2,6
RAVELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,11,0,11,11
REYES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,9,1,9,10
RIBERALTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,42,10,42,10,52
ROBORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,21,1,21,22
RURRENABAQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,8,6,8,14
SABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,84,319,84,319,403
SACABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,10,3,10,13
SACACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
SAIPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,20,2,20,22
SAMAIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,3,7,3,10
SAN ANDRES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,14,2,14,2,16
SAN ANDRES DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,4,7,4,11
SAN BENITO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,9,2,9,11
SAN BORJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,24,34,24,34,58
SAN BUENA VENTURA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,54,3,54,57
SAN CARLOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,21,188,21,188,209
SAN IGNACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,30,197,30,197,227
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,28,14,28,14,42
SAN JAVIER(BNI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,22,20,22,20,42
SAN JAVIER(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,0,7,0,7
SAN JOAQUIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,16,0,16,0,16
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,8,7,8,15
SAN LORENZO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,19,0,19,19
SAN LORENZO(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,1,5,1,6
SAN LUCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,15,4,15,4,19
SAN MATIAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,14,7,14,7,21
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,5,5,5,10
SAN PABLO DE LIPEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,1,1,1,2
SAN PEDRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,4,64,4,64,68
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,12,22,12,22,34
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,1,3,1,4
SAN PEDRO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
SAN RAMON BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,0,5,0,5
SANTA ANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,891,232,891,232,1123
SANTA ROSA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,42,0,42,0,42
SANTA ROSA DEL SARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,8,15,8,15,23
SANTIAGO DE HUARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,3,0,3,3
SANTIAGO DE HUATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,2,3,2,5
SANTIAGO DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,27,0,27,27
SHINAOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,54,6,54,60
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,6,4,6,4,10
SICAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
SIPE SIPE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,7,75,7,75,82
SOPACHUY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,1,2,1,3
SORACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,6,3,6,9
SORATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,43,3,43,46
SUCRE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,86,265,86,265,351
TACACOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,2,3,2,5
TACOBAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,2,0,2,2
TACOPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,1,5,1,6
TAPACARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,13,3,13,16
TARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,40,2,40,42
