,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES PRIMERA,MENORES DE 6 MESES PRIMERA,TOTALES,TOTALES,TOTALES
TARVITA,consulta externa,menores de 6 meses,2024-04-01,48,37,0,0,0,0,85,0,85
TEOPONTE,consulta externa,menores de 6 meses,2024-04-01,24,11,6,5,0,0,35,11,46
TIAHUANACU,consulta externa,menores de 6 meses,2024-04-01,16,20,13,11,0,0,36,24,60
TINGUIPAYA,consulta externa,menores de 6 meses,2024-04-01,15,27,1,1,5,6,42,2,44
TIPUANI,consulta externa,menores de 6 meses,2024-04-01,18,17,6,3,0,0,35,9,44
TIQUIPAYA,consulta externa,menores de 6 meses,2024-04-01,242,244,42,44,9,5,486,86,572
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2024-04-01,29,39,27,25,1,3,68,52,120
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2024-04-01,2,2,0,0,0,0,4,0,4
TOCO,consulta externa,menores de 6 meses,2024-04-01,8,5,2,3,1,0,13,5,18
TODOS SANTOS,consulta externa,menores de 6 meses,2024-04-01,0,1,0,0,0,0,1,0,1
TOLATA,consulta externa,menores de 6 meses,2024-04-01,32,19,8,7,0,0,51,15,66
TOLEDO,consulta externa,menores de 6 meses,2024-04-01,8,7,0,0,3,0,15,0,15
TOMAVE,consulta externa,menores de 6 meses,2024-04-01,7,9,0,1,0,0,16,1,17
TOMINA,consulta externa,menores de 6 meses,2024-04-01,15,15,1,1,0,0,30,2,32
TORO TORO,consulta externa,menores de 6 meses,2024-04-01,17,12,0,0,0,0,29,0,29
TOTORA(CBBA),consulta externa,menores de 6 meses,2024-04-01,60,49,9,11,1,0,109,20,129
TOTORA(ORR),consulta externa,menores de 6 meses,2024-04-01,5,8,2,0,1,2,13,2,15
TRIGAL,consulta externa,menores de 6 meses,2024-04-01,1,2,0,0,0,0,3,0,3
TRINIDAD,consulta externa,menores de 6 meses,2024-04-01,370,307,69,65,94,76,677,134,811
TUPIZA,consulta externa,menores de 6 meses,2024-04-01,100,98,58,41,4,2,198,99,297
TURCO,consulta externa,menores de 6 meses,2024-04-01,5,6,1,0,2,0,11,1,12
UMALA,consulta externa,menores de 6 meses,2024-04-01,12,7,5,1,0,0,19,6,25
UNCIA,consulta externa,menores de 6 meses,2024-04-01,61,63,4,3,0,0,124,7,131
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2024-04-01,55,43,7,5,16,13,98,12,110
URUBICHA,consulta externa,menores de 6 meses,2024-04-01,10,8,0,0,0,0,18,0,18
UYUNI,consulta externa,menores de 6 meses,2024-04-01,103,112,19,10,3,8,215,29,244
VACAS,consulta externa,menores de 6 meses,2024-04-01,18,9,0,0,0,0,27,0,27
VALLEGRANDE,consulta externa,menores de 6 meses,2024-04-01,40,36,24,24,1,3,76,48,124
VIACHA,consulta externa,menores de 6 meses,2024-04-01,279,283,51,50,12,15,562,101,663
VILA VILA,consulta externa,menores de 6 meses,2024-04-01,10,9,0,0,3,2,19,0,19
VILLA CHARCAS,consulta externa,menores de 6 meses,2024-04-01,34,29,3,1,16,12,63,4,67
VILLA MONTES,consulta externa,menores de 6 meses,2024-04-01,128,102,6,5,1,2,230,11,241
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2024-04-01,2,8,1,0,0,0,10,1,11
VILLA RIVERO,consulta externa,menores de 6 meses,2024-04-01,16,20,4,5,0,0,36,9,45
VILLA SERRANO,consulta externa,menores de 6 meses,2024-04-01,13,18,8,8,0,0,31,16,47
VILLA TUNARI,consulta externa,menores de 6 meses,2024-04-01,438,468,57,60,26,18,906,117,1023
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2024-04-01,24,29,6,8,0,0,53,14,67
VILLAZON,consulta externa,menores de 6 meses,2024-04-01,54,62,4,15,24,28,116,19,135
VINTO,consulta externa,menores de 6 meses,2024-04-01,248,209,51,54,0,0,457,105,562
VITICHI,consulta externa,menores de 6 meses,2024-04-01,12,5,0,0,2,0,17,0,17
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2024-04-01,3,3,4,3,0,0,6,7,13
WARNES,consulta externa,menores de 6 meses,2024-04-01,252,205,60,33,9,3,457,93,550
YACO,consulta externa,menores de 6 meses,2024-04-01,28,11,3,6,0,0,39,9,48
YACUIBA,consulta externa,menores de 6 meses,2024-04-01,280,245,40,40,72,71,525,80,605
YAMPARAEZ,consulta externa,menores de 6 meses,2024-04-01,8,7,1,2,1,0,15,3,18
YANACACHI,consulta externa,menores de 6 meses,2024-04-01,6,15,1,1,0,0,21,2,23
YAPACANI,consulta externa,menores de 6 meses,2024-04-01,242,110,6,10,16,18,352,16,368
YOCALLA,consulta externa,menores de 6 meses,2024-04-01,0,3,0,0,12,11,3,0,3
YOTALA,consulta externa,menores de 6 meses,2024-04-01,16,13,2,1,2,1,29,3,32
YUNCHARA,consulta externa,menores de 6 meses,2024-04-01,13,22,2,2,0,1,35,4,39
ZUDAÑEZ,consulta externa,menores de 6 meses,2024-04-01,16,10,6,1,0,0,26,7,33
ACACIO,consulta externa,menores de 6 meses,2024-05-01,7,5,0,0,0,0,12,0,12
ACHACACHI,consulta externa,menores de 6 meses,2024-05-01,60,66,16,8,0,0,126,24,150
ACHOCALLA,consulta externa,menores de 6 meses,2024-05-01,49,50,32,25,0,0,99,57,156
AIQUILE,consulta externa,menores de 6 meses,2024-05-01,27,38,36,44,22,14,65,80,145
ALALAY,consulta externa,menores de 6 meses,2024-05-01,3,0,0,2,1,0,3,2,5
ALCALA,consulta externa,menores de 6 meses,2024-05-01,5,8,1,1,1,3,13,2,15
ALTO BENI,consulta externa,menores de 6 meses,2024-05-01,36,31,2,1,0,0,67,3,70
ANCORAIMES,consulta externa,menores de 6 meses,2024-05-01,11,11,2,6,5,2,22,8,30
ANDAMARCA,consulta externa,menores de 6 meses,2024-05-01,7,8,3,1,0,0,15,4,19
ANTEQUERA,consulta externa,menores de 6 meses,2024-05-01,3,1,0,0,0,0,4,0,4
ANZALDO,consulta externa,menores de 6 meses,2024-05-01,9,9,1,3,0,0,18,4,22
APOLO,consulta externa,menores de 6 meses,2024-05-01,47,50,26,28,5,4,97,54,151
ARAMPAMPA,consulta externa,menores de 6 meses,2024-05-01,2,1,0,0,1,0,3,0,3
ARANI,consulta externa,menores de 6 meses,2024-05-01,14,21,1,2,1,1,35,3,38
ARBIETO,consulta externa,menores de 6 meses,2024-05-01,87,69,7,14,3,1,156,21,177
ARQUE,consulta externa,menores de 6 meses,2024-05-01,32,30,0,0,0,0,62,0,62
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2024-05-01,53,45,2,3,2,1,98,5,103
ATOCHA,consulta externa,menores de 6 meses,2024-05-01,26,23,2,6,1,11,49,8,57
AUCAPATA,consulta externa,menores de 6 meses,2024-05-01,15,13,0,0,3,2,28,0,28
AYATA,consulta externa,menores de 6 meses,2024-05-01,20,21,0,0,1,5,41,0,41
AYO AYO,consulta externa,menores de 6 meses,2024-05-01,20,12,6,3,0,0,32,9,41
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2024-05-01,51,47,3,1,7,8,98,4,102
AZURDUY,consulta externa,menores de 6 meses,2024-05-01,23,15,1,2,0,0,38,3,41
BATALLAS,consulta externa,menores de 6 meses,2024-05-01,21,25,8,9,0,0,46,17,63
BAURES,consulta externa,menores de 6 meses,2024-05-01,6,4,0,0,0,0,10,0,10
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2024-05-01,1,0,0,0,0,0,1,0,1
BELEN DE URMIRI,consulta externa,menores de 6 meses,2024-05-01,1,2,0,0,0,0,3,0,3
BELLA FLOR,consulta externa,menores de 6 meses,2024-05-01,9,6,3,2,0,0,15,5,20
BERMEJO,consulta externa,menores de 6 meses,2024-05-01,194,173,31,35,2,3,367,66,433
BETANZOS,consulta externa,menores de 6 meses,2024-05-01,53,41,8,4,0,0,94,12,106
BOLIVAR,consulta externa,menores de 6 meses,2024-05-01,4,6,1,1,0,0,10,2,12
BOLPEBRA,consulta externa,menores de 6 meses,2024-05-01,2,1,1,0,0,0,3,1,4
BOYUIBE,consulta externa,menores de 6 meses,2024-05-01,6,7,1,0,0,0,13,1,14
BUENA VISTA,consulta externa,menores de 6 meses,2024-05-01,18,19,0,2,6,6,37,2,39
CABEZAS,consulta externa,menores de 6 meses,2024-05-01,73,76,8,6,0,0,149,14,163
CAIROMA,consulta externa,menores de 6 meses,2024-05-01,17,18,0,1,0,0,35,1,36
"CAIZA ""D""",consulta externa,menores de 6 meses,2024-05-01,20,28,1,3,0,0,48,4,52
CAJUATA,consulta externa,menores de 6 meses,2024-05-01,31,17,0,2,6,6,48,2,50
CALACOTO,consulta externa,menores de 6 meses,2024-05-01,8,8,1,1,0,0,16,2,18
CALAMARCA,consulta externa,menores de 6 meses,2024-05-01,15,10,0,0,0,0,25,0,25
CAMARGO,consulta externa,menores de 6 meses,2024-05-01,35,51,10,26,0,0,86,36,122
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2024-05-01,3,6,0,1,0,1,9,1,10
CAMIRI,consulta externa,menores de 6 meses,2024-05-01,41,29,5,5,2,1,70,10,80
CAPINOTA,consulta externa,menores de 6 meses,2024-05-01,50,49,19,9,0,0,99,28,127
CAQUIAVIRI,consulta externa,menores de 6 meses,2024-05-01,15,25,7,0,0,0,40,7,47
CARACOLLO,consulta externa,menores de 6 meses,2024-05-01,75,87,8,5,10,9,162,13,175
CARANAVI,consulta externa,menores de 6 meses,2024-05-01,168,149,11,16,1,2,317,27,344
CARAPARI,consulta externa,menores de 6 meses,2024-05-01,49,48,5,1,2,3,97,6,103
CARIPUYO,consulta externa,menores de 6 meses,2024-05-01,2,6,0,0,0,0,8,0,8
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2024-05-01,6,6,1,0,1,2,12,1,13
CATACORA,consulta externa,menores de 6 meses,2024-05-01,2,1,1,5,0,0,3,6,9
CHACARILLA,consulta externa,menores de 6 meses,2024-05-01,2,3,0,0,0,0,5,0,5
CHALLAPATA,consulta externa,menores de 6 meses,2024-05-01,71,73,10,4,8,11,144,14,158
CHAQUI,consulta externa,menores de 6 meses,2024-05-01,6,5,1,0,0,0,11,1,12
CHARAGUA,consulta externa,menores de 6 meses,2024-05-01,75,61,10,8,0,0,136,18,154
CHARAÑA,consulta externa,menores de 6 meses,2024-05-01,3,4,3,0,0,0,7,3,10
CHAYANTA,consulta externa,menores de 6 meses,2024-05-01,29,35,1,4,3,1,64,5,69
CHIMORE,consulta externa,menores de 6 meses,2024-05-01,136,133,35,26,0,0,269,61,330
CHIPAYA,consulta externa,menores de 6 meses,2024-05-01,1,3,0,0,0,0,4,0,4
CHOQUE COTA,consulta externa,menores de 6 meses,2024-05-01,1,0,0,0,0,0,1,0,1
CHUA COCANI,consulta externa,menores de 6 meses,2024-05-01,5,1,9,2,0,0,6,11,17
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2024-05-01,35,26,5,12,5,3,61,17,78
CHUMA,consulta externa,menores de 6 meses,2024-05-01,13,11,0,6,6,4,24,6,30
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2024-05-01,13,16,1,0,0,0,29,1,30
CKOCHAS,consulta externa,menores de 6 meses,2024-05-01,22,21,1,1,4,6,43,2,45
CLIZA,consulta externa,menores de 6 meses,2024-05-01,88,75,34,30,0,0,163,64,227
COBIJA,consulta externa,menores de 6 meses,2024-05-01,176,188,65,59,1,5,364,124,488
COCAPATA,consulta externa,menores de 6 meses,2024-05-01,58,58,1,0,0,0,116,1,117
COCHABAMBA,consulta externa,menores de 6 meses,2024-05-01,2260,2097,964,988,110,96,4357,1952,6309
COLCAPIRHUA,consulta externa,menores de 6 meses,2024-05-01,129,129,53,56,0,0,258,109,367
"COLCHA ""K""",consulta externa,menores de 6 meses,2024-05-01,22,15,1,2,3,0,37,3,40
COLLANA,consulta externa,menores de 6 meses,2024-05-01,6,4,6,1,0,0,10,7,17
COLOMI,consulta externa,menores de 6 meses,2024-05-01,54,53,0,2,9,9,107,2,109
COLPA BELGICA,consulta externa,menores de 6 meses,2024-05-01,11,14,0,1,1,0,25,1,26
COLQUECHACA,consulta externa,menores de 6 meses,2024-05-01,38,25,1,0,0,1,63,1,64
COLQUENCHA,consulta externa,menores de 6 meses,2024-05-01,21,19,7,12,0,0,40,19,59
COLQUIRI,consulta externa,menores de 6 meses,2024-05-01,40,37,10,16,9,2,77,26,103
COMANCHE,consulta externa,menores de 6 meses,2024-05-01,3,6,0,0,0,0,9,0,9
COMARAPA,consulta externa,menores de 6 meses,2024-05-01,30,36,7,18,1,1,66,25,91
COMBAYA,consulta externa,menores de 6 meses,2024-05-01,2,1,0,0,0,0,3,0,3
CONCEPCION,consulta externa,menores de 6 meses,2024-05-01,29,29,4,2,1,0,58,6,64
COPACABANA,consulta externa,menores de 6 meses,2024-05-01,11,8,2,0,0,0,19,2,21
CORIPATA,consulta externa,menores de 6 meses,2024-05-01,36,45,3,5,13,8,81,8,89
CORO CORO,consulta externa,menores de 6 meses,2024-05-01,16,14,1,2,0,0,30,3,33
COROICO,consulta externa,menores de 6 meses,2024-05-01,37,46,14,19,8,9,83,33,116
CORQUE,consulta externa,menores de 6 meses,2024-05-01,9,5,2,2,1,1,14,4,18
COTAGAITA,consulta externa,menores de 6 meses,2024-05-01,31,31,3,5,4,5,62,8,70
COTOCA,consulta externa,menores de 6 meses,2024-05-01,35,37,5,6,26,15,72,11,83
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2024-05-01,0,1,0,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2024-05-01,50,38,2,10,0,0,88,12,100
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2024-05-01,4,5,2,1,0,0,9,3,12
CUEVO,consulta externa,menores de 6 meses,2024-05-01,4,7,5,7,0,0,11,12,23
CULPINA,consulta externa,menores de 6 meses,2024-05-01,17,14,1,0,0,0,31,1,32
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2024-05-01,2,4,0,1,0,3,6,1,7
CURVA,consulta externa,menores de 6 meses,2024-05-01,5,10,0,1,1,3,15,1,16
DESAGUADERO,consulta externa,menores de 6 meses,2024-05-01,5,4,7,7,1,0,9,14,23
EL ALTO,consulta externa,menores de 6 meses,2024-05-01,3146,2810,1057,1075,514,412,5956,2132,8088
EL CHORO,consulta externa,menores de 6 meses,2024-05-01,2,4,0,0,0,1,6,0,6
EL PUENTE(STC),consulta externa,menores de 6 meses,2024-05-01,12,14,0,0,2,0,26,0,26
EL PUENTE(TJA),consulta externa,menores de 6 meses,2024-05-01,20,21,2,1,7,11,41,3,44
EL TORNO,consulta externa,menores de 6 meses,2024-05-01,176,177,154,170,0,0,353,324,677
EL VILLAR,consulta externa,menores de 6 meses,2024-05-01,5,8,0,0,0,0,13,0,13
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2024-05-01,30,27,2,0,0,0,57,2,59
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2024-05-01,150,163,12,12,0,5,313,24,337
ESCOMA,consulta externa,menores de 6 meses,2024-05-01,8,10,0,0,0,0,18,0,18
EUCALIPTUS,consulta externa,menores de 6 meses,2024-05-01,9,6,0,0,3,2,15,0,15
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2024-05-01,3,0,0,0,0,0,3,0,3
EXALTACION,consulta externa,menores de 6 meses,2024-05-01,3,6,1,0,0,0,9,1,10
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2024-05-01,28,30,7,3,0,0,58,10,68
FILADELFIA,consulta externa,menores de 6 meses,2024-05-01,11,6,0,0,2,3,17,0,17
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2024-05-01,9,3,0,0,0,0,12,0,12
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2024-05-01,44,59,10,9,0,0,103,19,122
GIA-TIM,consulta externa,menores de 6 meses,2024-05-01,6,6,0,1,3,2,12,1,13
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2024-05-01,7,18,3,1,3,0,25,4,29
GUANAY,consulta externa,menores de 6 meses,2024-05-01,36,35,30,33,0,0,71,63,134
GUAQUI,consulta externa,menores de 6 meses,2024-05-01,7,7,2,0,3,3,14,2,16
GUAYARAMERIN,consulta externa,menores de 6 meses,2024-05-01,99,85,35,21,18,20,184,56,240
GUTIERREZ,consulta externa,menores de 6 meses,2024-05-01,38,34,1,1,0,0,72,2,74
HUACARAJE,consulta externa,menores de 6 meses,2024-05-01,3,4,2,11,0,1,7,13,20
HUACARETA,consulta externa,menores de 6 meses,2024-05-01,5,18,3,4,0,0,23,7,30
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2024-05-01,4,3,0,0,0,1,7,0,7
HUACHACALLA,consulta externa,menores de 6 meses,2024-05-01,0,0,1,1,0,0,0,2,2
HUANUNI,consulta externa,menores de 6 meses,2024-05-01,66,42,26,21,13,18,108,47,155
HUARINA,consulta externa,menores de 6 meses,2024-05-01,7,7,3,6,0,0,14,9,23
HUATAJATA,consulta externa,menores de 6 meses,2024-05-01,4,6,3,4,0,0,10,7,17
HUAYLLAMARCA,consulta externa,menores de 6 meses,2024-05-01,2,8,1,4,0,0,10,5,15
HUMANATA,consulta externa,menores de 6 meses,2024-05-01,1,5,4,6,0,0,6,10,16
ICHOCA,consulta externa,menores de 6 meses,2024-05-01,10,10,1,4,2,3,20,5,25
ICLA,consulta externa,menores de 6 meses,2024-05-01,13,9,4,0,0,0,22,4,26
INCAHUASI,consulta externa,menores de 6 meses,2024-05-01,56,35,3,0,6,2,91,3,94
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2024-05-01,2,9,0,0,0,0,11,0,11
INQUISIVI,consulta externa,menores de 6 meses,2024-05-01,9,25,1,4,2,2,34,5,39
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2024-05-01,41,32,5,8,0,0,73,13,86
IXIAMAS,consulta externa,menores de 6 meses,2024-05-01,38,35,3,7,0,0,73,10,83
JESUS DE MACHACA,consulta externa,menores de 6 meses,2024-05-01,25,15,5,5,1,0,40,10,50
LA ASUNTA,consulta externa,menores de 6 meses,2024-05-01,119,101,11,10,67,45,220,21,241
LA GUARDIA,consulta externa,menores de 6 meses,2024-05-01,284,298,127,113,62,55,582,240,822
LA PAZ,consulta externa,menores de 6 meses,2024-05-01,2445,2488,881,846,211,159,4933,1727,6660
LA RIVERA,consulta externa,menores de 6 meses,2024-05-01,1,0,0,0,0,0,1,0,1
LAGUNILLAS,consulta externa,menores de 6 meses,2024-05-01,11,9,4,6,1,0,20,10,30
LAJA,consulta externa,menores de 6 meses,2024-05-01,27,26,11,7,0,0,53,18,71
LAS CARRERAS,consulta externa,menores de 6 meses,2024-05-01,0,3,0,0,0,0,3,0,3
LICOMA PAMPA,consulta externa,menores de 6 meses,2024-05-01,4,0,0,1,0,0,4,1,5
LLALLAGUA,consulta externa,menores de 6 meses,2024-05-01,136,151,6,2,0,1,287,8,295
LLICA,consulta externa,menores de 6 meses,2024-05-01,5,4,0,1,0,0,9,1,10
LORETO,consulta externa,menores de 6 meses,2024-05-01,3,7,2,6,1,2,10,8,18
LURIBAY,consulta externa,menores de 6 meses,2024-05-01,9,13,0,0,0,0,22,0,22
MACHACAMARCA,consulta externa,menores de 6 meses,2024-05-01,5,10,3,5,2,0,15,8,23
MACHARETI,consulta externa,menores de 6 meses,2024-05-01,11,14,0,1,4,3,25,1,26
MAGDALENA,consulta externa,menores de 6 meses,2024-05-01,7,13,1,5,1,2,20,6,26
MAIRANA,consulta externa,menores de 6 meses,2024-05-01,41,36,7,4,0,0,77,11,88
MALLA,consulta externa,menores de 6 meses,2024-05-01,3,1,0,0,0,0,4,0,4
MAPIRI,consulta externa,menores de 6 meses,2024-05-01,49,50,7,2,0,0,99,9,108
MECAPACA,consulta externa,menores de 6 meses,2024-05-01,18,8,13,3,0,0,26,16,42
MINEROS,consulta externa,menores de 6 meses,2024-05-01,33,37,3,2,0,0,70,5,75
MIZQUE,consulta externa,menores de 6 meses,2024-05-01,73,51,19,11,16,11,124,30,154
MOCOMOCO,consulta externa,menores de 6 meses,2024-05-01,26,10,3,6,0,0,36,9,45
MOJINETE,consulta externa,menores de 6 meses,2024-05-01,1,1,0,0,0,0,2,0,2
MOJOCOYA,consulta externa,menores de 6 meses,2024-05-01,8,12,1,3,0,0,20,4,24
MONTEAGUDO,consulta externa,menores de 6 meses,2024-05-01,57,56,18,13,2,1,113,31,144
MONTERO,consulta externa,menores de 6 meses,2024-05-01,670,682,155,169,0,0,1352,324,1676
MORO MORO,consulta externa,menores de 6 meses,2024-05-01,5,4,0,0,0,0,9,0,9
MOROCHATA,consulta externa,menores de 6 meses,2024-05-01,18,12,0,1,0,0,30,1,31
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2024-05-01,1,9,0,0,0,0,10,0,10
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2024-05-01,1,0,3,0,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2024-05-01,3,2,0,0,0,0,5,0,5
OCURI,consulta externa,menores de 6 meses,2024-05-01,23,22,2,2,1,3,45,4,49
OKINAWA,consulta externa,menores de 6 meses,2024-05-01,17,15,6,4,0,0,32,10,42
OMEREQUE,consulta externa,menores de 6 meses,2024-05-01,19,9,9,8,1,1,28,17,45
ORURO,consulta externa,menores de 6 meses,2024-05-01,1082,1079,476,472,183,159,2161,948,3109
PADCAYA,consulta externa,menores de 6 meses,2024-05-01,46,42,2,8,18,23,88,10,98
PADILLA,consulta externa,menores de 6 meses,2024-05-01,24,20,4,4,1,0,44,8,52
PAILON,consulta externa,menores de 6 meses,2024-05-01,89,94,13,15,0,0,183,28,211
PALCA,consulta externa,menores de 6 meses,2024-05-01,39,48,0,2,11,12,87,2,89
PALOS BLANCOS,consulta externa,menores de 6 meses,2024-05-01,98,100,6,11,0,0,198,17,215
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2024-05-01,3,3,0,0,0,0,6,0,6
PAMPA GRANDE,consulta externa,menores de 6 meses,2024-05-01,16,12,0,0,0,0,28,0,28
PAPEL PAMPA,consulta externa,menores de 6 meses,2024-05-01,6,11,2,2,0,0,17,4,21
PASORAPA,consulta externa,menores de 6 meses,2024-05-01,6,0,4,1,0,0,6,5,11
PATACAMAYA,consulta externa,menores de 6 meses,2024-05-01,50,42,1,3,0,0,92,4,96
PAZÑA,consulta externa,menores de 6 meses,2024-05-01,5,8,0,0,0,0,13,0,13
PELECHUCO,consulta externa,menores de 6 meses,2024-05-01,20,25,4,0,3,0,45,4,49
POCOATA,consulta externa,menores de 6 meses,2024-05-01,25,16,0,0,3,1,41,0,41
POCONA,consulta externa,menores de 6 meses,2024-05-01,23,10,0,1,0,0,33,1,34
POJO (CBBA),consulta externa,menores de 6 meses,2024-05-01,11,20,0,2,8,14,31,2,33
POOPO,consulta externa,menores de 6 meses,2024-05-01,12,16,2,1,0,0,28,3,31
PORCO,consulta externa,menores de 6 meses,2024-05-01,27,28,1,0,0,0,55,1,56
POROMA,consulta externa,menores de 6 meses,2024-05-01,19,18,3,2,6,2,37,5,42
PORONGO,consulta externa,menores de 6 meses,2024-05-01,17,19,1,2,1,2,36,3,39
PORTACHUELO,consulta externa,menores de 6 meses,2024-05-01,19,19,44,22,1,2,38,66,104
PORVENIR,consulta externa,menores de 6 meses,2024-05-01,9,10,1,2,0,0,19,3,22
POSTRER VALLE,consulta externa,menores de 6 meses,2024-05-01,2,0,0,0,0,0,2,0,2
POTOSI,consulta externa,menores de 6 meses,2024-05-01,1294,1074,194,147,286,248,2368,341,2709
PRESTO,consulta externa,menores de 6 meses,2024-05-01,6,10,0,1,0,0,16,1,17
PUCARA,consulta externa,menores de 6 meses,2024-05-01,1,1,0,1,0,0,2,1,3
PUCARANI,consulta externa,menores de 6 meses,2024-05-01,48,67,2,8,0,0,115,10,125
PUERTO ACOSTA,consulta externa,menores de 6 meses,2024-05-01,11,4,2,4,0,0,15,6,21
PUERTO CARABUCO,consulta externa,menores de 6 meses,2024-05-01,11,13,2,2,0,0,24,4,28
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2024-05-01,25,34,14,8,6,11,59,22,81
PUERTO PEREZ,consulta externa,menores de 6 meses,2024-05-01,5,2,2,5,0,0,7,7,14
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2024-05-01,61,60,2,0,2,6,121,2,123
PUERTO RICO,consulta externa,menores de 6 meses,2024-05-01,4,5,0,0,15,10,9,0,9
PUERTO SILES,consulta externa,menores de 6 meses,2024-05-01,4,7,1,1,0,0,11,2,13
PUERTO SUAREZ,consulta externa,menores de 6 meses,2024-05-01,43,39,2,2,10,5,82,4,86
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2024-05-01,469,416,39,36,0,0,885,75,960
PUNA,consulta externa,menores de 6 meses,2024-05-01,16,27,0,1,12,14,43,1,44
PUNATA,consulta externa,menores de 6 meses,2024-05-01,118,108,80,65,0,0,226,145,371
QUIABAYA,consulta externa,menores de 6 meses,2024-05-01,5,2,2,1,0,0,7,3,10
QUILLACOLLO,consulta externa,menores de 6 meses,2024-05-01,520,483,196,183,9,6,1003,379,1382
QUIME,consulta externa,menores de 6 meses,2024-05-01,14,13,1,0,3,1,27,1,28
QUIRUSILLAS,consulta externa,menores de 6 meses,2024-05-01,2,3,1,1,0,0,5,2,7
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2024-05-01,15,9,2,1,6,4,24,3,27
RAVELO,consulta externa,menores de 6 meses,2024-05-01,19,15,0,0,0,0,34,0,34
REYES,consulta externa,menores de 6 meses,2024-05-01,26,20,2,1,1,0,46,3,49
RIBERALTA,consulta externa,menores de 6 meses,2024-05-01,429,402,61,70,50,59,831,131,962
ROBORE,consulta externa,menores de 6 meses,2024-05-01,26,12,4,1,9,6,38,5,43
RURRENABAQUE,consulta externa,menores de 6 meses,2024-05-01,57,42,8,1,4,6,99,9,108
SABAYA,consulta externa,menores de 6 meses,2024-05-01,3,9,1,1,0,1,12,2,14
SACABA,consulta externa,menores de 6 meses,2024-05-01,695,655,160,131,184,204,1350,291,1641
SACABAMBA,consulta externa,menores de 6 meses,2024-05-01,7,12,0,3,2,0,19,3,22
SACACA,consulta externa,menores de 6 meses,2024-05-01,26,18,0,1,0,0,44,1,45
SAIPINA,consulta externa,menores de 6 meses,2024-05-01,15,12,3,0,0,0,27,3,30
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2024-05-01,16,9,2,1,3,1,25,3,28
SAMAIPATA,consulta externa,menores de 6 meses,2024-05-01,11,8,5,12,0,0,19,17,36
SAN AGUSTIN,consulta externa,menores de 6 meses,2024-05-01,2,0,0,0,0,0,2,0,2
