,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,TOTALES,TOTALES,TOTALES
COLQUECHACA,consulta externa,personas de 60 anos y mas,2024-04-01,417,511,1,1,0,0,928,2,930
COLQUENCHA,consulta externa,personas de 60 anos y mas,2024-04-01,191,225,33,53,0,0,416,86,502
COLQUIRI,consulta externa,personas de 60 anos y mas,2024-04-01,403,397,42,29,84,80,800,71,871
COMANCHE,consulta externa,personas de 60 anos y mas,2024-04-01,106,97,6,5,0,0,203,11,214
COMARAPA,consulta externa,personas de 60 anos y mas,2024-04-01,436,532,89,106,19,25,968,195,1163
COMBAYA,consulta externa,personas de 60 anos y mas,2024-04-01,108,111,38,57,0,0,219,95,314
CONCEPCION,consulta externa,personas de 60 anos y mas,2024-04-01,237,192,48,54,1,10,429,102,531
COPACABANA,consulta externa,personas de 60 anos y mas,2024-04-01,223,230,15,31,0,0,453,46,499
CORIPATA,consulta externa,personas de 60 anos y mas,2024-04-01,269,185,50,36,5,4,454,86,540
CORO CORO,consulta externa,personas de 60 anos y mas,2024-04-01,320,347,40,51,0,0,667,91,758
COROICO,consulta externa,personas de 60 anos y mas,2024-04-01,324,312,170,195,11,10,636,365,1001
CORQUE,consulta externa,personas de 60 anos y mas,2024-04-01,403,445,18,9,0,0,848,27,875
COTAGAITA,consulta externa,personas de 60 anos y mas,2024-04-01,938,1314,65,129,71,83,2252,194,2446
COTOCA,consulta externa,personas de 60 anos y mas,2024-04-01,692,883,313,424,164,208,1575,737,2312
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2024-04-01,27,29,5,1,3,4,56,6,62
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2024-04-01,289,291,229,255,3,1,580,484,1064
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2024-04-01,52,73,9,12,0,0,125,21,146
CUEVO,consulta externa,personas de 60 anos y mas,2024-04-01,97,184,42,38,0,0,281,80,361
CULPINA,consulta externa,personas de 60 anos y mas,2024-04-01,362,478,41,77,3,6,840,118,958
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2024-04-01,138,196,13,31,17,30,334,44,378
CURVA,consulta externa,personas de 60 anos y mas,2024-04-01,46,62,3,5,22,40,108,8,116
DESAGUADERO,consulta externa,personas de 60 anos y mas,2024-04-01,117,123,23,35,25,55,240,58,298
EL ALTO,consulta externa,personas de 60 anos y mas,2024-04-01,6953,8393,5970,6969,588,779,15346,12939,28285
EL CHORO,consulta externa,personas de 60 anos y mas,2024-04-01,152,183,7,2,0,0,335,9,344
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2024-04-01,304,270,14,8,5,0,574,22,596
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2024-04-01,214,360,75,146,79,116,574,221,795
EL TORNO,consulta externa,personas de 60 anos y mas,2024-04-01,1014,1135,509,707,0,0,2149,1216,3365
EL VILLAR,consulta externa,personas de 60 anos y mas,2024-04-01,145,213,25,43,0,0,358,68,426
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2024-04-01,431,548,161,231,0,0,979,392,1371
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2024-04-01,583,498,94,90,0,0,1081,184,1265
ESCARA,consulta externa,personas de 60 anos y mas,2024-04-01,11,15,1,1,0,0,26,2,28
ESCOMA,consulta externa,personas de 60 anos y mas,2024-04-01,161,118,17,15,0,0,279,32,311
ESMERALDA,consulta externa,personas de 60 anos y mas,2024-04-01,73,72,9,6,3,0,145,15,160
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2024-04-01,193,221,15,15,28,35,414,30,444
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2024-04-01,11,11,4,1,0,0,22,5,27
EXALTACION,consulta externa,personas de 60 anos y mas,2024-04-01,32,30,0,1,0,0,62,1,63
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2024-04-01,344,326,76,88,0,0,670,164,834
FILADELFIA,consulta externa,personas de 60 anos y mas,2024-04-01,113,53,165,103,73,40,166,268,434
GAIOC JATUN AYLLU YURA,consulta externa,personas de 60 anos y mas,2024-04-01,174,311,2,2,0,0,485,4,489
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2024-04-01,383,430,39,62,0,0,813,101,914
GIA-TIM,consulta externa,personas de 60 anos y mas,2024-04-01,41,26,0,0,10,4,67,0,67
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2024-04-01,194,178,37,11,2,1,372,48,420
GUANAY,consulta externa,personas de 60 anos y mas,2024-04-01,189,157,78,78,0,0,346,156,502
GUAQUI,consulta externa,personas de 60 anos y mas,2024-04-01,182,212,33,40,7,16,394,73,467
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2024-04-01,619,838,332,379,148,130,1457,711,2168
GUTIERREZ,consulta externa,personas de 60 anos y mas,2024-04-01,199,216,58,85,0,0,415,143,558
HUACARAJE,consulta externa,personas de 60 anos y mas,2024-04-01,43,50,22,22,0,0,93,44,137
HUACARETA,consulta externa,personas de 60 anos y mas,2024-04-01,220,330,63,121,0,0,550,184,734
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2024-04-01,81,105,25,41,2,5,186,66,252
HUACHACALLA,consulta externa,personas de 60 anos y mas,2024-04-01,37,65,11,8,0,4,102,19,121
HUANUNI,consulta externa,personas de 60 anos y mas,2024-04-01,470,542,287,289,4,9,1012,576,1588
HUARINA,consulta externa,personas de 60 anos y mas,2024-04-01,138,133,148,186,0,0,271,334,605
HUATAJATA,consulta externa,personas de 60 anos y mas,2024-04-01,32,47,37,77,0,0,79,114,193
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2024-04-01,278,255,14,14,0,0,533,28,561
HUMANATA,consulta externa,personas de 60 anos y mas,2024-04-01,103,96,78,87,11,9,199,165,364
ICHOCA,consulta externa,personas de 60 anos y mas,2024-04-01,188,192,27,19,28,22,380,46,426
ICLA,consulta externa,personas de 60 anos y mas,2024-04-01,132,183,80,115,0,0,315,195,510
INCAHUASI,consulta externa,personas de 60 anos y mas,2024-04-01,205,300,26,41,12,24,505,67,572
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2024-04-01,26,9,4,1,0,0,35,5,40
INQUISIVI,consulta externa,personas de 60 anos y mas,2024-04-01,318,279,28,32,4,4,597,60,657
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2024-04-01,388,281,60,53,0,0,669,113,782
IXIAMAS,consulta externa,personas de 60 anos y mas,2024-04-01,202,160,11,8,0,0,362,19,381
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2024-04-01,391,463,127,134,18,18,854,261,1115
LA ASUNTA,consulta externa,personas de 60 anos y mas,2024-04-01,265,210,42,31,116,88,475,73,548
LA GUARDIA,consulta externa,personas de 60 anos y mas,2024-04-01,1397,1741,406,528,65,76,3138,934,4072
LA PAZ,consulta externa,personas de 60 anos y mas,2024-04-01,18272,26321,19297,28108,713,821,44593,47405,91998
LA RIVERA,consulta externa,personas de 60 anos y mas,2024-04-01,27,24,0,1,0,0,51,1,52
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2024-04-01,83,114,58,68,0,0,197,126,323
LAJA,consulta externa,personas de 60 anos y mas,2024-04-01,306,373,137,152,0,0,679,289,968
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2024-04-01,131,196,21,71,0,0,327,92,419
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2024-04-01,122,110,2,5,0,0,232,7,239
LLALLAGUA,consulta externa,personas de 60 anos y mas,2024-04-01,831,1003,109,102,1,2,1834,211,2045
LLICA,consulta externa,personas de 60 anos y mas,2024-04-01,151,167,10,6,0,0,318,16,334
LORETO,consulta externa,personas de 60 anos y mas,2024-04-01,57,43,17,5,6,5,100,22,122
LURIBAY,consulta externa,personas de 60 anos y mas,2024-04-01,332,287,80,72,0,0,619,152,771
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2024-04-01,162,234,34,51,25,40,396,85,481
MACHARETI,consulta externa,personas de 60 anos y mas,2024-04-01,167,194,101,116,11,17,361,217,578
MAGDALENA,consulta externa,personas de 60 anos y mas,2024-04-01,101,103,65,73,38,42,204,138,342
MAIRANA,consulta externa,personas de 60 anos y mas,2024-04-01,103,151,191,227,0,0,254,418,672
MALLA,consulta externa,personas de 60 anos y mas,2024-04-01,89,80,4,6,0,0,169,10,179
MAPIRI,consulta externa,personas de 60 anos y mas,2024-04-01,156,119,94,64,0,0,275,158,433
MECAPACA,consulta externa,personas de 60 anos y mas,2024-04-01,158,149,47,78,0,0,307,125,432
MINEROS,consulta externa,personas de 60 anos y mas,2024-04-01,308,367,58,65,0,0,675,123,798
MIZQUE,consulta externa,personas de 60 anos y mas,2024-04-01,484,650,346,449,67,67,1134,795,1929
MOCOMOCO,consulta externa,personas de 60 anos y mas,2024-04-01,483,459,89,106,0,0,942,195,1137
MOJINETE,consulta externa,personas de 60 anos y mas,2024-04-01,25,36,7,12,0,0,61,19,80
MOJOCOYA,consulta externa,personas de 60 anos y mas,2024-04-01,353,412,75,86,0,0,765,161,926
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2024-04-01,820,1142,304,457,26,35,1962,761,2723
MONTERO,consulta externa,personas de 60 anos y mas,2024-04-01,2794,2864,1065,1390,392,442,5658,2455,8113
MORO MORO,consulta externa,personas de 60 anos y mas,2024-04-01,36,56,42,61,0,0,92,103,195
MOROCHATA,consulta externa,personas de 60 anos y mas,2024-04-01,456,502,7,14,0,0,958,21,979
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2024-04-01,38,23,16,8,0,0,61,24,85
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2024-04-01,15,24,0,0,0,0,39,0,39
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2024-04-01,32,20,23,6,0,0,52,29,81
OCURI,consulta externa,personas de 60 anos y mas,2024-04-01,484,499,13,5,1,0,983,18,1001
OKINAWA,consulta externa,personas de 60 anos y mas,2024-04-01,230,210,72,80,0,0,440,152,592
OMEREQUE,consulta externa,personas de 60 anos y mas,2024-04-01,152,176,86,109,0,0,328,195,523
ORURO,consulta externa,personas de 60 anos y mas,2024-04-01,7492,9429,4540,5435,473,711,16921,9975,26896
PADCAYA,consulta externa,personas de 60 anos y mas,2024-04-01,418,577,142,209,110,143,995,351,1346
PADILLA,consulta externa,personas de 60 anos y mas,2024-04-01,340,418,98,166,0,0,758,264,1022
PAILON,consulta externa,personas de 60 anos y mas,2024-04-01,370,371,316,329,0,0,741,645,1386
PALCA,consulta externa,personas de 60 anos y mas,2024-04-01,390,346,20,10,94,70,736,30,766
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2024-04-01,518,400,148,115,0,0,918,263,1181
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2024-04-01,111,130,5,4,0,0,241,9,250
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2024-04-01,86,106,39,78,0,0,192,117,309
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2024-04-01,208,218,31,26,0,0,426,57,483
PASORAPA,consulta externa,personas de 60 anos y mas,2024-04-01,107,101,94,89,9,3,208,183,391
PATACAMAYA,consulta externa,personas de 60 anos y mas,2024-04-01,359,349,86,139,0,0,708,225,933
PAZÑA,consulta externa,personas de 60 anos y mas,2024-04-01,156,167,25,21,5,8,323,46,369
PELECHUCO,consulta externa,personas de 60 anos y mas,2024-04-01,127,102,2,5,1,0,229,7,236
POCOATA,consulta externa,personas de 60 anos y mas,2024-04-01,1089,1469,10,13,2,1,2558,23,2581
POCONA,consulta externa,personas de 60 anos y mas,2024-04-01,523,723,12,15,0,0,1246,27,1273
POJO (CBBA),consulta externa,personas de 60 anos y mas,2024-04-01,165,191,58,60,24,17,356,118,474
POOPO,consulta externa,personas de 60 anos y mas,2024-04-01,137,168,35,46,0,0,305,81,386
PORCO,consulta externa,personas de 60 anos y mas,2024-04-01,89,116,9,24,3,5,205,33,238
POROMA,consulta externa,personas de 60 anos y mas,2024-04-01,626,709,56,46,6,8,1335,102,1437
PORONGO,consulta externa,personas de 60 anos y mas,2024-04-01,251,227,137,120,1,1,478,257,735
PORTACHUELO,consulta externa,personas de 60 anos y mas,2024-04-01,97,67,181,188,23,32,164,369,533
PORVENIR,consulta externa,personas de 60 anos y mas,2024-04-01,110,72,62,59,0,0,182,121,303
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2024-04-01,50,54,17,20,0,0,104,37,141
POTOSI,consulta externa,personas de 60 anos y mas,2024-04-01,4880,6119,1807,2492,409,642,10999,4299,15298
PRESTO,consulta externa,personas de 60 anos y mas,2024-04-01,403,474,39,76,0,0,877,115,992
PUCARA,consulta externa,personas de 60 anos y mas,2024-04-01,39,48,70,81,0,0,87,151,238
PUCARANI,consulta externa,personas de 60 anos y mas,2024-04-01,615,703,176,217,0,0,1318,393,1711
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2024-04-01,315,329,24,27,0,0,644,51,695
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2024-04-01,341,329,69,69,0,0,670,138,808
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2024-04-01,97,83,35,35,8,9,180,70,250
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2024-04-01,195,214,56,72,0,0,409,128,537
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2024-04-01,187,236,39,56,68,64,423,95,518
PUERTO RICO,consulta externa,personas de 60 anos y mas,2024-04-01,107,83,29,18,0,0,190,47,237
PUERTO SILES,consulta externa,personas de 60 anos y mas,2024-04-01,16,13,0,1,0,0,29,1,30
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2024-04-01,125,157,102,100,122,125,282,202,484
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2024-04-01,889,861,167,154,0,0,1750,321,2071
PUNA,consulta externa,personas de 60 anos y mas,2024-04-01,982,1390,18,27,94,139,2372,45,2417
PUNATA,consulta externa,personas de 60 anos y mas,2024-04-01,701,1075,785,1101,0,0,1776,1886,3662
QUIABAYA,consulta externa,personas de 60 anos y mas,2024-04-01,110,90,12,23,0,0,200,35,235
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2024-04-01,2496,3073,1819,2485,45,79,5569,4304,9873
QUIME,consulta externa,personas de 60 anos y mas,2024-04-01,129,95,42,29,0,0,224,71,295
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2024-04-01,70,63,62,72,0,0,133,134,267
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2024-04-01,162,207,11,12,22,27,369,23,392
RAVELO,consulta externa,personas de 60 anos y mas,2024-04-01,1109,1240,2,3,0,0,2349,5,2354
REYES,consulta externa,personas de 60 anos y mas,2024-04-01,231,263,5,1,0,0,494,6,500
RIBERALTA,consulta externa,personas de 60 anos y mas,2024-04-01,1678,1944,965,1135,260,200,3622,2100,5722
ROBORE,consulta externa,personas de 60 anos y mas,2024-04-01,276,275,335,409,17,18,551,744,1295
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2024-04-01,595,529,168,143,56,62,1124,311,1435
SABAYA,consulta externa,personas de 60 anos y mas,2024-04-01,143,159,50,50,6,2,302,100,402
SACABA,consulta externa,personas de 60 anos y mas,2024-04-01,2191,3078,1447,1946,452,606,5269,3393,8662
SACABAMBA,consulta externa,personas de 60 anos y mas,2024-04-01,94,153,44,54,0,0,247,98,345
SACACA,consulta externa,personas de 60 anos y mas,2024-04-01,451,571,0,1,0,0,1022,1,1023
SAIPINA,consulta externa,personas de 60 anos y mas,2024-04-01,158,167,59,73,0,0,325,132,457
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2024-04-01,341,358,48,66,79,70,699,114,813
SAMAIPATA,consulta externa,personas de 60 anos y mas,2024-04-01,279,274,118,122,0,0,553,240,793
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2024-04-01,44,93,0,2,0,0,137,2,139
SAN ANDRES,consulta externa,personas de 60 anos y mas,2024-04-01,169,135,87,69,10,5,304,156,460
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2024-04-01,194,211,58,47,0,0,405,105,510
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2024-04-01,39,46,1,1,0,0,85,2,87
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2024-04-01,73,62,5,5,0,0,135,10,145
SAN BENITO,consulta externa,personas de 60 anos y mas,2024-04-01,198,306,244,389,0,0,504,633,1137
SAN BORJA,consulta externa,personas de 60 anos y mas,2024-04-01,691,705,124,177,133,117,1396,301,1697
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2024-04-01,121,162,20,34,0,0,283,54,337
SAN CARLOS,consulta externa,personas de 60 anos y mas,2024-04-01,414,381,56,56,0,0,795,112,907
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2024-04-01,224,274,46,65,35,31,498,111,609
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2024-04-01,788,788,360,335,1,2,1576,695,2271
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2024-04-01,54,34,18,10,15,7,88,28,116
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2024-04-01,183,195,1,1,0,0,378,2,380
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2024-04-01,60,81,27,72,0,0,141,99,240
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2024-04-01,174,172,31,26,5,8,346,57,403
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2024-04-01,147,151,9,20,0,0,298,29,327
SAN JULIAN,consulta externa,personas de 60 anos y mas,2024-04-01,881,723,353,346,17,14,1604,699,2303
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2024-04-01,45,45,145,109,0,0,90,254,344
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2024-04-01,635,950,67,119,0,0,1585,186,1771
SAN LUCAS,consulta externa,personas de 60 anos y mas,2024-04-01,1134,1564,108,147,20,20,2698,255,2953
SAN MATIAS,consulta externa,personas de 60 anos y mas,2024-04-01,247,259,197,245,1,2,506,442,948
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2024-04-01,163,215,189,227,0,0,378,416,794
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2024-04-01,73,88,1,1,19,27,161,2,163
SAN PEDRO,consulta externa,personas de 60 anos y mas,2024-04-01,404,352,66,74,0,0,756,140,896
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2024-04-01,764,893,1,0,121,149,1657,1,1658
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2024-04-01,137,146,20,18,0,0,283,38,321
SAN PEDRO DE MACHA,consulta externa,personas de 60 anos y mas,2024-04-01,681,846,1,3,0,0,1527,4,1531
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2024-04-01,19,27,2,6,0,0,46,8,54
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2024-04-01,83,94,147,190,0,0,177,337,514
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2024-04-01,71,54,6,5,0,0,125,11,136
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2024-04-01,86,75,42,66,0,0,161,108,269
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2024-04-01,67,132,32,58,0,0,199,90,289
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2024-04-01,127,118,24,38,0,0,245,62,307
SANTA ANA,consulta externa,personas de 60 anos y mas,2024-04-01,201,220,86,89,0,0,421,175,596
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2024-04-01,23048,29338,13394,18133,2597,2678,52386,31527,83913
SANTA ROSA,consulta externa,personas de 60 anos y mas,2024-04-01,157,149,69,84,17,21,306,153,459
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2024-04-01,430,356,25,27,28,20,786,52,838
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2024-04-01,338,376,24,21,0,0,714,45,759
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2024-04-01,402,448,27,29,0,1,850,56,906
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2024-04-01,204,218,100,104,0,0,422,204,626
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2024-04-01,185,217,17,25,0,0,402,42,444
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2024-04-01,214,369,62,125,0,0,583,187,770
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2024-04-01,160,206,64,64,137,185,366,128,494
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2024-04-01,228,216,79,48,35,45,444,127,571
SENA,consulta externa,personas de 60 anos y mas,2024-04-01,125,82,36,31,0,0,207,67,274
SHINAOTA,consulta externa,personas de 60 anos y mas,2024-04-01,394,368,86,99,31,35,762,185,947
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2024-04-01,521,537,67,105,116,122,1058,172,1230
SICAYA,consulta externa,personas de 60 anos y mas,2024-04-01,70,97,78,84,0,0,167,162,329
SIPE SIPE,consulta externa,personas de 60 anos y mas,2024-04-01,755,1099,343,492,0,0,1854,835,2689
SOPACHUY,consulta externa,personas de 60 anos y mas,2024-04-01,145,267,80,163,0,0,412,243,655
SORACACHI,consulta externa,personas de 60 anos y mas,2024-04-01,481,527,20,29,2,4,1008,49,1057
SORATA,consulta externa,personas de 60 anos y mas,2024-04-01,438,438,103,103,0,0,876,206,1082
SUCRE,consulta externa,personas de 60 anos y mas,2024-04-01,7791,11102,4184,5967,102,74,18893,10151,29044
TACACHI,consulta externa,personas de 60 anos y mas,2024-04-01,26,57,5,18,0,0,83,23,106
TACACOMA,consulta externa,personas de 60 anos y mas,2024-04-01,187,104,33,29,0,0,291,62,353
TACOBAMBA,consulta externa,personas de 60 anos y mas,2024-04-01,319,434,0,0,0,0,753,0,753
TACOPAYA,consulta externa,personas de 60 anos y mas,2024-04-01,418,468,60,84,0,0,886,144,1030
