,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO PRIMERA,NINOS DE 6 MESES A < 1 AÑO PRIMERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,260,190,201,164,18,17,450,365,815
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,1786,1715,616,585,40,33,3501,1201,4702
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,13,15,5,10,0,0,28,15,43
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,27,33,11,5,0,0,60,16,76
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,1,0,0,0,0,10,0,10
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,3,0,0,0,0,8,0,8
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,80,94,6,5,3,0,174,11,185
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,2,0,1,0,0,6,1,7
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,7,1,1,0,0,12,2,14
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,22,17,0,1,0,0,39,1,40
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,4,1,0,5,3,13,1,14
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,13,2,2,3,2,24,4,28
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,6,8,1,3,6,7,14,4,18
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,24,18,7,3,0,0,42,10,52
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,7,4,0,0,0,0,11,0,11
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,39,32,16,15,0,0,71,31,102
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,10,14,8,4,0,0,24,12,36
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,40,47,13,12,0,0,87,25,112
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,75,54,17,21,11,7,129,38,167
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,18,18,8,2,0,0,36,10,46
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,0,1,0,0,0,0,1,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,12,5,0,2,0,0,17,2,19
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,51,56,31,17,1,4,107,48,155
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,365,410,89,93,16,12,775,182,957
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,3,0,0,0,0,7,0,7
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,21,12,0,0,0,0,33,0,33
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,3,9,0,1,0,0,12,1,13
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,1,3,2,0,0,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,6,0,3,0,0,11,3,14
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,34,23,4,1,0,0,57,5,62
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,26,33,5,8,0,0,59,13,72
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,21,19,4,6,0,0,40,10,50
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,863,751,234,190,89,102,1614,424,2038
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,62,42,8,7,14,6,104,15,119
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,26,26,2,6,0,0,52,8,60
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,89,54,25,11,0,1,143,36,179
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,36,44,1,7,9,9,80,8,88
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,79,81,10,10,0,0,160,20,180
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,6,1,0,0,0,0,7,0,7
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,15,15,0,2,0,0,30,2,32
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,6,0,0,6,0,11,0,11
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,1,13,3,3,0,0,14,6,20
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,42,33,10,11,0,0,75,21,96
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,6,0,2,0,1,11,2,13
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,30,28,2,1,0,0,58,3,61
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,26,24,0,1,2,0,50,1,51
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,14,11,6,0,0,0,25,6,31
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,29,19,11,9,0,0,48,20,68
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,12,1,7,0,0,23,8,31
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,29,26,2,1,5,12,55,3,58
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,42,31,1,2,0,0,73,3,76
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,24,23,8,5,1,2,47,13,60
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,16,4,40,1,1,32,44,76
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,17,10,1,1,0,0,27,2,29
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,613,582,127,110,49,52,1195,237,1432
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,25,0,0,0,0,36,0,36
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,0,2,0,0,0,4,2,6
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,59,52,3,5,0,0,111,8,119
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,10,3,3,7,0,0,13,10,23
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,12,20,0,1,0,0,32,1,33
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,31,28,20,13,3,4,59,33,92
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,7,12,6,6,0,0,19,12,31
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,30,26,0,0,8,4,56,0,56
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,18,7,1,0,0,0,25,1,26
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,6,12,0,1,0,0,18,1,19
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,15,29,17,15,16,23,44,32,76
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,408,390,45,31,4,0,798,76,874
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,26,21,0,0,11,22,47,0,47
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,84,105,67,88,0,0,189,155,344
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,7,4,1,1,0,0,11,2,13
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,423,410,183,143,6,7,833,326,1159
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,18,10,1,2,0,0,28,3,31
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,2,0,0,0,0,0,2,0,2
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,13,10,5,2,2,21,15,36
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,13,14,0,0,0,0,27,0,27
REYES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,29,30,0,0,0,0,59,0,59
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,255,246,21,23,54,49,501,44,545
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,28,30,7,5,1,2,58,12,70
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,82,64,11,4,7,0,146,15,161
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,10,3,5,2,3,26,8,34
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,527,488,110,129,151,141,1015,239,1254
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,4,3,2,0,0,9,5,14
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,20,21,0,0,4,1,41,0,41
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,12,1,1,0,0,20,2,22
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,6,8,0,0,4,1,14,0,14
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,15,10,7,6,0,0,25,13,38
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,27,27,6,3,1,0,54,9,63
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,3,8,2,3,0,0,11,5,16
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,2,2,0,0,0,0,4,0,4
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,6,0,0,0,0,15,0,15
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,46,26,14,7,0,0,72,21,93
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,130,120,34,39,69,67,250,73,323
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,22,2,0,0,0,33,2,35
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,35,24,5,2,0,0,59,7,66
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,71,46,5,6,7,4,117,11,128
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,100,109,8,11,1,0,209,19,228
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,3,6,1,0,0,0,9,1,10
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,20,25,0,0,0,0,45,0,45
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,19,18,6,3,0,0,37,9,46
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,15,23,9,18,3,2,38,27,65
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,21,17,4,2,0,0,38,6,44
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,99,110,26,36,18,21,209,62,271
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,22,17,3,4,0,0,39,7,46
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,100,78,4,4,0,0,178,8,186
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,81,50,2,4,2,1,131,6,137
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,35,16,2,1,6,5,51,3,54
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,21,3,2,0,0,32,5,37
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,1,0,0,0,0,5,0,5
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,70,55,6,3,0,0,125,9,134
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,39,31,0,1,6,7,70,1,71
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,7,7,2,0,0,0,14,2,16
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,33,23,0,0,0,1,56,0,56
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,2,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,9,2,3,0,0,17,5,22
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,4,0,0,0,0,9,0,9
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,17,21,14,13,0,0,38,27,65
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,11,0,2,0,0,19,2,21
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,34,12,0,0,0,0,46,0,46
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,29,32,29,23,0,0,61,52,113
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,3256,3018,1048,1155,669,653,6274,2203,8477
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,19,20,1,1,4,6,39,2,41
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,33,60,2,3,3,7,93,5,98
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,1,3,1,3,0,0,4,4,8
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,8,4,6,0,0,17,10,27
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,5,3,2,0,0,10,5,15
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,2,0,0,0,0,0,2,0,2
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,23,33,1,2,0,0,56,3,59
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,3,0,2,2,1,7,2,9
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,17,1,1,2,4,26,2,28
SENA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,29,14,0,0,0,0,43,0,43
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,131,123,4,3,29,28,254,7,261
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,31,49,2,3,0,0,80,5,85
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,14,11,7,6,0,0,25,13,38
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,165,166,78,54,0,0,331,132,463
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,21,21,1,5,0,0,42,6,48
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,14,7,0,0,1,2,21,0,21
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,35,31,7,9,0,0,66,16,82
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,810,741,135,117,2,1,1551,252,1803
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,4,0,0,0,0,8,0,8
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,25,19,2,4,0,0,44,6,50
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,10,7,0,0,0,0,17,0,17
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,9,0,0,4,5,13,0,13
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,46,41,4,1,0,0,87,5,92
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,32,31,1,2,0,0,63,3,66
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,6,2,4,0,0,11,6,17
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,20,6,4,5,0,0,26,9,35
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,530,529,273,238,30,32,1059,511,1570
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,45,46,0,0,0,0,91,0,91
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,22,14,6,3,0,0,36,9,45
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,20,15,12,6,0,0,35,18,53
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,31,30,2,1,46,0,61,3,64
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,26,30,7,9,0,0,56,16,72
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,202,237,41,41,0,0,439,82,521
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,34,28,37,23,2,0,62,60,122
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,3,0,0,0,0,3,0,3
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,10,8,4,2,0,0,18,6,24
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,1,0,0,0,0,1,0,1
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,9,6,3,0,0,25,9,34
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,6,3,0,2,1,0,9,2,11
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,10,0,0,0,0,21,0,21
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,24,18,2,1,0,0,42,3,45
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,27,17,0,0,0,0,44,0,44
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,50,35,11,14,0,0,85,25,110
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,5,0,0,1,1,9,0,9
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,4,2,0,1,0,0,6,1,7
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,269,214,58,59,81,88,483,117,600
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,98,82,25,18,4,2,180,43,223
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,0,0,0,0,0,8,0,8
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,8,3,5,0,0,17,8,25
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,74,62,9,9,0,0,136,18,154
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,42,64,10,9,22,19,106,19,125
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,11,8,2,0,2,3,19,2,21
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,71,50,7,9,3,1,121,16,137
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,17,15,3,0,0,0,32,3,35
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,20,21,23,1,1,36,44,80
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,158,142,38,29,3,1,300,67,367
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,7,0,0,0,3,16,0,16
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,19,17,0,0,8,1,36,0,36
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,110,113,17,22,1,0,223,39,262
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,5,3,0,5,0,0,8,5,13
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,25,29,16,10,0,0,54,26,80
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,23,24,3,6,0,0,47,9,56
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,435,449,70,77,15,20,884,147,1031
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,12,18,5,4,0,0,30,9,39
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,79,53,10,9,25,18,132,19,151
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,192,200,44,48,0,0,392,92,484
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,11,0,0,3,3,20,0,20
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,0,1,1,2,0,0,1,3,4
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,283,257,41,24,1,0,540,65,605
YACO,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,27,21,9,2,0,0,48,11,59
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,310,251,59,43,83,55,561,102,663
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,23,2,1,1,3,39,3,42
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,14,1,1,0,0,0,15,1,16
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,164,162,25,22,19,24,326,47,373
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,8,9,0,0,3,8,17,0,17
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,9,18,0,0,0,2,27,0,27
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,25,17,14,0,0,0,42,14,56
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,3,2,0,0,0,0,5,0,5
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-03-01,16,20,9,3,0,0,36,12,48
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,12,7,0,0,0,0,19,0,19
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,69,63,5,11,0,0,132,16,148
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,43,41,35,35,0,0,84,70,154
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,45,34,37,34,6,5,79,71,150
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,6,2,1,1,0,0,8,2,10
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,6,7,0,1,0,1,13,1,14
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,52,37,0,1,0,0,89,1,90
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,5,7,6,1,0,1,12,7,19
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,5,2,0,2,0,0,7,2,9
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,8,6,2,2,0,0,14,4,18
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,11,15,3,2,0,0,26,5,31
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,56,37,36,36,3,2,93,72,165
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,0,1,0,0,0,0,1,0,1
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,22,12,3,6,0,1,34,9,43
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,82,88,7,7,3,5,170,14,184
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,32,34,0,0,0,0,66,0,66
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,46,39,0,0,3,3,85,0,85
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,27,43,2,5,1,0,70,7,77
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,15,16,0,0,1,0,31,0,31
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,21,13,0,0,1,1,34,0,34
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,8,14,0,11,0,0,22,11,33
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,75,66,6,1,4,3,141,7,148
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,35,36,7,5,0,0,71,12,83
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,14,15,11,7,0,0,29,18,47
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,27,8,1,0,0,0,35,1,36
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,1,2,0,0,0,0,3,0,3
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,2,1,0,0,0,0,3,0,3
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,7,3,3,5,0,0,10,8,18
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,156,167,30,26,1,1,323,56,379
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,40,37,1,0,0,0,77,1,78
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,9,15,1,2,0,0,24,3,27
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,3,2,0,0,0,0,5,0,5
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,13,8,2,1,0,0,21,3,24
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,26,19,1,0,0,0,45,1,46
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,80,62,3,1,6,0,142,4,146
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,29,21,1,0,8,10,50,1,51
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,32,17,2,0,0,0,49,2,51
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,32,29,1,1,6,10,61,2,63
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,6,7,0,0,0,0,13,0,13
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,22,14,0,0,0,0,36,0,36
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2024-04-01,17,27,11,2,0,0,44,13,57
