municipality,group,variable,month,12.2 Nacidos vivos atendidos por personal de salud,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,14,14
AZURDUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,6,6
BATALLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
BAURES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
BELLA FLOR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
BERMEJO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
BETANZOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,12,12
BOLIVAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,6,6
BOYUIBE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CAIROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
CALACOTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
CALAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CAPINOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
CARACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CARANAVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,10,10
CARAPARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
CARIPUYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
CHALLAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
CHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
CHARAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CHAYANTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
CHIMORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CHIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CHUMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CKOCHAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,14,14
COBIJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,15,15
COCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
"COLCHA ""K""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,8,8
COLOMI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,31,31
COLQUENCHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
COLQUIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,13,13
COMANCHE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
COMARAPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
COMBAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CONCEPCION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
COPACABANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
CORIPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
CORO CORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
COROICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
CORQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
COTAGAITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
CULPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
CURAHUARA DE CARANGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
CURVA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
DESAGUADERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
EL ALTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
EL CHORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
EL VILLAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
ESCOMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
EUCALIPTUS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
FILADELFIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,8,8
GUANAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,12,12
GUAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
GUTIERREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
HUACARETA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
HUACHACALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
HUANUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
HUARINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
HUMANATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
ICHOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
ICLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
INCAHUASI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,6,6
INGAVI (HUMAITA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
INQUISIVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
IXIAMAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,11,11
LA ASUNTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
LA GUARDIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
LAJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,9,9
LAS CARRERAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
LORETO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
LURIBAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
MAGDALENA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
MAIRANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MAPIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MECAPACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
MINEROS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MIZQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,8,8
MOCOMOCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,14,14
MOJINETE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MOJOCOYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
MONTEAGUDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
MONTERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
MOROCHATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
OCURI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,6,6
OMEREQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
ORURO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PADCAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
PADILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PALCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,7,7
PAMPA AULLAGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
PASORAPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
PATACAMAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
PAZÑA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
PELECHUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
POCOATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,30,30
POCONA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PORCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
POROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,13,13
PORVENIR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
POTOSI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PRESTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,8,8
PUCARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,15,15
PUERTO ACOSTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,8,8
PUERTO GONZALO MORENO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,6,6
PUERTO RICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
PUERTO SILES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
PUNA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
PUNATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,2,2
QUILLACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,4,4
RAVELO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,3,3
REYES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,5,5
RIBERALTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-05-01,1,1
