,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,26,1,26,1,27
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2,6,2,6,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,202,10,202,10,212
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,6,17,6,17,23
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,0,5,0,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,11,32,11,32,43
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,18,1,18,1,19
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,205,124,205,124,329
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,20,25,20,25,45
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,27,9,27,9,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,0,5,0,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,208,52,208,52,260
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,0,8,0,8
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,19,16,19,16,35
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,18,4,18,22
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,6,5,6,5,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,19,5,19,24
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,13,15,13,15,28
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,4,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,8,5,8,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,10,13,10,13,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,68,55,68,55,123
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,11,6,11,6,17
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,48,18,48,18,66
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,46,16,46,16,62
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,91,41,91,41,132
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,9,3,9,12
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,34,0,34,0,34
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,7,14,7,14,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,27,2,27,2,29
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,23,2,23,2,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,78,72,78,72,150
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,12,8,12,20
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,23,8,23,8,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,30,33,30,33,63
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,14,18,14,18,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,13,11,13,11,24
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,12,18,12,18,30
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,36,54,36,54,90
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,7,2,7,2,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,7,4,7,11
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,7,3,7,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,15,1,15,16
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,19,2,19,2,21
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,27,23,27,23,50
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2233,130,2233,130,2363
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,28,0,28,0,28
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,21,4,21,4,25
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,0,8,0,8,8
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,9,6,9,6,15
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,12,1,12,13
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,1,3,1,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,1,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,2,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,6,3,6,9
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,12,4,12,4,16
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,50,6,50,6,56
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,20,17,20,17,37
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,0,8,0,8,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,79,7,79,7,86
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,7,12,7,12,19
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,17,3,17,20
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,18,38,18,38,56
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,548,103,548,103,651
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,11,0,11,0,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,10,13,10,13,23
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,10,4,10,14
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,1,3,1,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,23,21,23,21,44
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,16,24,16,24,40
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,9,2,9,2,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,313,32,313,32,345
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,12,17,12,17,29
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,15,14,15,14,29
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,18,6,18,6,24
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,17,22,17,22,39
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,14,6,14,6,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,91,42,91,42,133
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,26,41,26,41,67
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,8,8,8,16
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,4,5,4,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,3,5,3,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,10,24,10,24,34
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,14,8,14,22
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,36,0,36,0,36
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,29,11,29,11,40
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,3,4,3,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,168,13,168,13,181
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,61,19,61,19,80
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,1,3,1,4
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,0,7,0,7,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,26,23,26,23,49
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,19,14,19,14,33
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,11,13,11,13,24
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,56,5,56,5,61
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2,15,2,15,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,28,2,28,2,30
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,81,8,81,8,89
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,16,5,16,21
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,23,24,23,24,47
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,49,38,49,38,87
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,11,4,11,15
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,2,7,2,7,9
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,9,5,9,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,133,37,133,37,170
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,12,11,12,11,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,60,12,60,12,72
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,100,4,100,4,104
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,8,4,8,4,12
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,157,56,157,56,213
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,4,7,4,7,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,147,17,147,17,164
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,3,7,3,7,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,5,5,5,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,63,23,63,23,86
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,13,7,13,7,20
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,5,10,5,10,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,1,11,1,11,12
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-03-01,9,3,9,3,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,4,3,4,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,35,28,35,28,63
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,14,4,14,4,18
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,36,19,36,19,55
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,2,0,2,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,3,3,3,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,18,0,18,0,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,16,8,16,24
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,2,3,2,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,8,0,8,8
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,16,5,16,21
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,17,20,17,20,37
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,4,5,4,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,10,0,10,0,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,17,16,17,16,33
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,22,6,22,6,28
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,60,1,60,1,61
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,23,9,23,9,32
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,2,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,6,3,6,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,30,29,30,29,59
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,5,5,5,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,26,10,26,10,36
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,19,0,19,0,19
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,11,2,11,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,33,51,33,51,84
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,21,43,21,43,64
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,16,0,16,16
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,6,2,6,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,6,23,6,23,29
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,19,81,19,81,100
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,14,4,14,4,18
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,9,5,9,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,15,4,15,4,19
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,6,2,6,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,9,14,9,14,23
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,21,9,21,9,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,63,12,63,12,75
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,32,9,32,9,41
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,10,3,10,13
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,27,7,27,7,34
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,79,27,79,27,106
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,27,7,27,34
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,11,2,11,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,13,8,13,21
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,33,21,33,21,54
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,16,10,16,10,26
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,19,94,19,94,113
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,5,1,5,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,15,3,15,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,32,7,32,7,39
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,2,1,2,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,5,1,5,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,30,6,30,6,36
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,10,9,10,9,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,8,5,8,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,34,12,34,12,46
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,18,9,18,9,27
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,90,57,90,57,147
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,21,8,21,29
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1168,55,1168,55,1223
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,111,8,111,8,119
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,30,10,30,10,40
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,0,5,0,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,16,32,16,32,48
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,10,9,10,9,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,28,42,28,42,70
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,4,5,4,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,5,26,5,26,31
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,0,7,0,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,22,10,22,10,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,3,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,18,9,18,9,27
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,22,24,22,24,46
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,29,0,29,0,29
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,17,7,17,24
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,11,4,11,4,15
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,2,7,2,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,30,22,30,22,52
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,116,81,116,81,197
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,21,12,21,12,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,1,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,4,10,4,10,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,28,17,28,17,45
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,1,7,1,8
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,4,1,4,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,2,7,2,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1536,219,1536,219,1755
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,5,8,5,13
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,20,8,20,8,28
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,12,6,12,6,18
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,104,11,104,11,115
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,0,8,0,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,25,26,25,26,51
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,58,5,58,5,63
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,7,3,7,3,10
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,8,6,8,6,14
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,3,4,3,4,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,24,10,24,10,34
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,29,0,29,29
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,34,4,34,4,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,18,1,18,19
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,13,18,13,18,31
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,7,1,7,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,92,37,92,37,129
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,11,17,11,17,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,14,6,14,6,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,9,0,9,9
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,53,1,53,1,54
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-04-01,0,6,0,6,6
