,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,19,32,19,32,51
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,54,2,54,2,56
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,264,34,264,34,298
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,3,12,3,12,15
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,20,32,20,32,52
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,27,14,27,14,41
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,197,178,197,178,375
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,20,17,20,17,37
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,24,21,24,21,45
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,5,0,5,0,5
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,234,60,234,60,294
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,16,1,16,1,17
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,17,12,17,12,29
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,14,6,14,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,12,6,12,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,10,2,10,12
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,3,6,3,9
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,16,20,16,20,36
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,5,0,5,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,5,9,5,9,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,9,6,9,15
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,60,29,60,29,89
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,7,24,7,24,31
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,41,18,41,18,59
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,33,69,33,69,102
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,110,57,110,57,167
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,24,1,24,25
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,23,6,23,6,29
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,10,4,10,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,22,18,22,18,40
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,9,4,9,4,13
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,78,46,78,46,124
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,5,2,5,2,7
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,11,27,11,27,38
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,48,48,48,48,96
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,21,39,21,39,60
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,11,20,11,20,31
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,7,0,7,0,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,18,6,18,6,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,32,24,32,24,56
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,4,2,4,6
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,5,0,5,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,6,0,6,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,3,9,3,9,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,9,1,9,10
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,16,0,16,0,16
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,31,6,31,6,37
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2765,226,2765,226,2991
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,25,13,25,13,38
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,40,4,40,4,44
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,9,2,9,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,15,33,15,33,48
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,14,2,14,16
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,5,3,5,3,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,4,1,4,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,3,8,3,8,11
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,10,10,10,10,20
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,39,9,39,9,48
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,17,23,17,23,40
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,9,0,9,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,96,12,96,12,108
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,11,7,11,7,18
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,10,4,10,14
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,30,6,30,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,573,47,573,47,620
TACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,6,1,6,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,9,2,9,2,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,5,4,5,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,10,2,10,2,12
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,31,18,31,18,49
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,16,15,16,15,31
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,8,4,8,4,12
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,17,3,17,3,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,302,39,302,39,341
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,16,10,16,10,26
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,13,10,13,10,23
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,25,9,25,9,34
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,17,30,17,30,47
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,8,20,8,20,28
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,98,41,98,41,139
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,23,40,23,40,63
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,10,2,10,12
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,6,2,6,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,8,4,8,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,7,21,7,21,28
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,8,2,8,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,33,0,33,0,33
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,24,15,24,15,39
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,8,1,8,1,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,262,23,262,23,285
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,50,27,50,27,77
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,4,4,4,8
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,8,2,8,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,25,26,25,26,51
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,14,7,14,7,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,20,8,20,8,28
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,63,20,63,20,83
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,23,4,23,27
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,27,1,27,1,28
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,107,17,107,17,124
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,6,1,6,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,18,13,18,13,31
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,44,43,44,43,87
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,10,2,10,12
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,7,28,7,28,35
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,10,13,10,13,23
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,111,59,111,59,170
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,11,11,11,11,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,51,13,51,13,64
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,96,0,96,0,96
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,12,7,12,7,19
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,6,1,6,1,7
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,224,39,224,39,263
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,4,13,4,13,17
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,89,28,89,28,117
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,7,5,7,5,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,5,1,5,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,102,39,102,39,141
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,9,5,9,5,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,1,4,1,4,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,0,19,0,19,19
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-04-01,2,3,2,3,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,7,6,7,6,13
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,45,37,45,37,82
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,9,1,9,1,10
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,62,13,62,13,75
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,0,10,0,10
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,3,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,16,0,16,0,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,14,11,14,11,25
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,6,2,6,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,3,4,3,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,7,4,7,11
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,16,11,16,27
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,3,3,3,6
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,0,11,0,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,12,14,12,14,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,17,11,17,28
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,75,13,75,13,88
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,17,11,17,28
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,0,2,0,2
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,10,10,10,20
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,6,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,15,28,15,28,43
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,18,11,18,11,29
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,14,11,14,25
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,6,10,6,16
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,3,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,3,0,3,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,19,42,19,42,61
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,36,46,36,46,82
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,8,0,8,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,9,0,9,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,13,32,13,32,45
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,18,56,18,56,74
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,14,6,14,6,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,14,7,14,7,21
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,12,2,12,2,14
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,2,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,8,9,8,9,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,18,11,18,11,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,3,3,3,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,69,15,69,15,84
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,29,2,29,2,31
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,9,0,9,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,12,29,12,29,41
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,53,47,53,47,100
CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,2,1,2,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,21,0,21,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,17,4,17,21
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,32,4,32,36
CATACORA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,42,18,42,18,60
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,6,10,6,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,15,103,15,103,118
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,3,2,3,5
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,7,25,7,25,32
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,41,16,41,16,57
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,5,0,5,0,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,7,1,7,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,25,13,25,13,38
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,12,5,12,5,17
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,20,3,20,3,23
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,24,16,24,16,40
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,73,49,73,49,122
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,8,11,8,11,19
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1034,39,1034,39,1073
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,108,26,108,26,134
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,19,17,19,17,36
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,6,4,6,10
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,24,18,24,18,42
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,6,1,6,1,7
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,34,61,34,61,95
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,3,1,3,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,6,68,6,68,74
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,4,2,4,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,31,22,31,22,53
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,34,34,34,34,68
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,14,17,14,17,31
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,27,10,27,37
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,7,3,7,10
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,11,44,11,44,55
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,10,4,10,14
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,32,3,32,35
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,97,36,97,36,133
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,35,34,35,34,69
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,10,0,10,10
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,6,4,6,4,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,19,20,19,20,39
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,3,3,3,6
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,0,10,0,10,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,7,2,7,2,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1367,477,1367,477,1844
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,6,6,6,6,12
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,17,49,17,49,66
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,15,20,15,20,35
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,91,53,91,53,144
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,20,24,20,24,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,92,28,92,28,120
ESCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,2,4,2,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,7,4,7,11
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,3,3,3,3,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,16,22,16,22,38
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,5,1,5,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,13,37,13,37,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,10,16,10,16,26
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,22,11,22,11,33
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,4,9,4,9,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,42,35,42,35,77
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,2,68,2,68,70
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,12,9,12,9,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-05-01,1,5,1,5,6
