,group,variable,month,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
VACAS,consulta externa, personas de 60 anos y mas,2014-03-01,57,114,5,16,62,130,192
VALLEGRANDE,consulta externa, personas de 60 anos y mas,2014-03-01,155,227,288,445,443,672,1115
VIACHA,consulta externa, personas de 60 anos y mas,2014-03-01,513,591,234,285,747,876,1623
VILA VILA,consulta externa, personas de 60 anos y mas,2014-03-01,14,21,2,2,16,23,39
VILLA CHARCAS,consulta externa, personas de 60 anos y mas,2014-03-01,85,146,2,3,87,149,236
VILLA MONTES,consulta externa, personas de 60 anos y mas,2014-03-01,513,563,136,215,649,778,1427
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 60 anos y mas,2014-03-01,19,25,2,3,21,28,49
VILLA RIVERO,consulta externa, personas de 60 anos y mas,2014-03-01,46,97,8,7,54,104,158
VILLA SERRANO,consulta externa, personas de 60 anos y mas,2014-03-01,193,271,12,17,205,288,493
VILLA TUNARI,consulta externa, personas de 60 anos y mas,2014-03-01,283,282,21,23,304,305,609
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 60 anos y mas,2014-03-01,102,141,16,13,118,154,272
VILLAZON,consulta externa, personas de 60 anos y mas,2014-03-01,436,518,89,112,525,630,1155
VINTO,consulta externa, personas de 60 anos y mas,2014-03-01,357,264,89,135,446,399,845
VITICHI,consulta externa, personas de 60 anos y mas,2014-03-01,126,277,3,7,129,284,413
WALDO BALLIVIAN,consulta externa, personas de 60 anos y mas,2014-03-01,19,12,4,9,23,21,44
WARNES,consulta externa, personas de 60 anos y mas,2014-03-01,379,410,22,34,401,444,845
YACO,consulta externa, personas de 60 anos y mas,2014-03-01,109,99,1,1,110,100,210
YACUIBA,consulta externa, personas de 60 anos y mas,2014-03-01,955,1242,281,319,1236,1561,2797
YAMPARAEZ,consulta externa, personas de 60 anos y mas,2014-03-01,92,156,4,8,96,164,260
YANACACHI,consulta externa, personas de 60 anos y mas,2014-03-01,36,26,38,9,74,35,109
YAPACANI,consulta externa, personas de 60 anos y mas,2014-03-01,468,258,47,34,515,292,807
YOCALLA,consulta externa, personas de 60 anos y mas,2014-03-01,140,172,1,0,141,172,313
YOTALA,consulta externa, personas de 60 anos y mas,2014-03-01,104,171,41,70,145,241,386
YUNCHARA,consulta externa, personas de 60 anos y mas,2014-03-01,123,185,1,4,124,189,313
YUNGUYO DE LITORAL,consulta externa, personas de 60 anos y mas,2014-03-01,3,1,0,0,3,1,4
ZUDAÑEZ,consulta externa, personas de 60 anos y mas,2014-03-01,69,95,2,0,71,95,166
ACACIO,consulta externa, personas de 60 anos y mas,2014-04-01,34,56,0,2,34,58,92
ACHACACHI,consulta externa, personas de 60 anos y mas,2014-04-01,328,312,68,157,396,469,865
ACHOCALLA,consulta externa, personas de 60 anos y mas,2014-04-01,55,50,8,11,63,61,124
AIQUILE,consulta externa, personas de 60 anos y mas,2014-04-01,104,132,93,107,197,239,436
ALALAY,consulta externa, personas de 60 anos y mas,2014-04-01,4,8,0,0,4,8,12
ALCALA,consulta externa, personas de 60 anos y mas,2014-04-01,45,69,0,1,45,70,115
ALTO BENI,consulta externa, personas de 60 anos y mas,2014-04-01,129,72,4,4,133,76,209
ANCORAIMES,consulta externa, personas de 60 anos y mas,2014-04-01,140,175,18,31,158,206,364
ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,48,50,1,3,49,53,102
ANTEQUERA,consulta externa, personas de 60 anos y mas,2014-04-01,34,50,4,2,38,52,90
ANZALDO,consulta externa, personas de 60 anos y mas,2014-04-01,61,99,31,35,92,134,226
APOLO,consulta externa, personas de 60 anos y mas,2014-04-01,102,64,12,11,114,75,189
ARAMPAMPA,consulta externa, personas de 60 anos y mas,2014-04-01,6,12,0,0,6,12,18
ARANI,consulta externa, personas de 60 anos y mas,2014-04-01,27,63,1,2,28,65,93
ARBIETO,consulta externa, personas de 60 anos y mas,2014-04-01,57,72,26,30,83,102,185
ARQUE,consulta externa, personas de 60 anos y mas,2014-04-01,33,57,0,0,33,57,90
ASCENCION DE GUARAYOS,consulta externa, personas de 60 anos y mas,2014-04-01,181,149,6,6,187,155,342
ATOCHA,consulta externa, personas de 60 anos y mas,2014-04-01,90,101,17,14,107,115,222
AUCAPATA,consulta externa, personas de 60 anos y mas,2014-04-01,52,55,0,4,52,59,111
AYATA,consulta externa, personas de 60 anos y mas,2014-04-01,41,77,13,6,54,83,137
AYO AYO,consulta externa, personas de 60 anos y mas,2014-04-01,62,68,5,5,67,73,140
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 60 anos y mas,2014-04-01,105,126,10,8,115,134,249
AZURDUY,consulta externa, personas de 60 anos y mas,2014-04-01,78,109,1,4,79,113,192
BATALLAS,consulta externa, personas de 60 anos y mas,2014-04-01,158,139,12,4,170,143,313
BAURES,consulta externa, personas de 60 anos y mas,2014-04-01,94,75,2,6,96,81,177
BELEN DE ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,37,48,5,5,42,53,95
BELEN DE URMIRI,consulta externa, personas de 60 anos y mas,2014-04-01,18,7,2,0,20,7,27
BELLA FLOR,consulta externa, personas de 60 anos y mas,2014-04-01,17,17,1,0,18,17,35
BERMEJO,consulta externa, personas de 60 anos y mas,2014-04-01,904,1005,44,43,948,1048,1996
BETANZOS,consulta externa, personas de 60 anos y mas,2014-04-01,382,447,21,36,403,483,886
BOLIVAR,consulta externa, personas de 60 anos y mas,2014-04-01,28,30,8,7,36,37,73
BOLPEBRA,consulta externa, personas de 60 anos y mas,2014-04-01,24,16,3,0,27,16,43
BOYUIBE,consulta externa, personas de 60 anos y mas,2014-04-01,42,73,0,8,42,81,123
BUENA VISTA,consulta externa, personas de 60 anos y mas,2014-04-01,152,127,2,1,154,128,282
CABEZAS,consulta externa, personas de 60 anos y mas,2014-04-01,190,211,15,24,205,235,440
CAIROMA,consulta externa, personas de 60 anos y mas,2014-04-01,114,102,11,14,125,116,241
"CAIZA ""D""",consulta externa, personas de 60 anos y mas,2014-04-01,115,190,7,13,122,203,325
CAJUATA,consulta externa, personas de 60 anos y mas,2014-04-01,124,115,1,6,125,121,246
CALACOTO,consulta externa, personas de 60 anos y mas,2014-04-01,87,108,10,7,97,115,212
CALAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,157,192,29,34,186,226,412
CAMARGO,consulta externa, personas de 60 anos y mas,2014-04-01,275,332,16,37,291,369,660
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 60 anos y mas,2014-04-01,57,93,3,3,60,96,156
CAMIRI,consulta externa, personas de 60 anos y mas,2014-04-01,790,888,138,160,928,1048,1976
CAPINOTA,consulta externa, personas de 60 anos y mas,2014-04-01,120,156,68,46,188,202,390
CAQUIAVIRI,consulta externa, personas de 60 anos y mas,2014-04-01,127,134,40,38,167,172,339
CARACOLLO,consulta externa, personas de 60 anos y mas,2014-04-01,129,145,17,21,146,166,312
CARANAVI,consulta externa, personas de 60 anos y mas,2014-04-01,309,170,176,104,485,274,759
CARANGAS,consulta externa, personas de 60 anos y mas,2014-04-01,1,4,1,1,2,5,7
CARAPARI,consulta externa, personas de 60 anos y mas,2014-04-01,174,195,11,18,185,213,398
CARIPUYO,consulta externa, personas de 60 anos y mas,2014-04-01,25,23,1,0,26,23,49
CARMEN RIVERO TORREZ,consulta externa, personas de 60 anos y mas,2014-04-01,23,31,5,12,28,43,71
CATACORA,consulta externa, personas de 60 anos y mas,2014-04-01,15,18,3,2,18,20,38
CHACARILLA,consulta externa, personas de 60 anos y mas,2014-04-01,47,56,5,3,52,59,111
CHALLAPATA,consulta externa, personas de 60 anos y mas,2014-04-01,161,191,82,107,243,298,541
CHAQUI,consulta externa, personas de 60 anos y mas,2014-04-01,117,205,0,25,117,230,347
CHARAGUA,consulta externa, personas de 60 anos y mas,2014-04-01,229,279,19,35,248,314,562
CHARAÑA,consulta externa, personas de 60 anos y mas,2014-04-01,31,51,9,9,40,60,100
CHAYANTA,consulta externa, personas de 60 anos y mas,2014-04-01,97,172,0,5,97,177,274
CHIMORE,consulta externa, personas de 60 anos y mas,2014-04-01,114,77,3,4,117,81,198
CHIPAYA,consulta externa, personas de 60 anos y mas,2014-04-01,17,7,0,0,17,7,24
CHOQUE COTA,consulta externa, personas de 60 anos y mas,2014-04-01,6,8,0,1,6,9,15
CHUA COCANI,consulta externa, personas de 60 anos y mas,2014-04-01,51,55,23,20,74,75,149
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 60 anos y mas,2014-04-01,99,78,34,22,133,100,233
CHUMA,consulta externa, personas de 60 anos y mas,2014-04-01,106,146,47,54,153,200,353
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 60 anos y mas,2014-04-01,15,25,0,0,15,25,40
CKOCHAS,consulta externa, personas de 60 anos y mas,2014-04-01,66,81,4,8,70,89,159
CLIZA,consulta externa, personas de 60 anos y mas,2014-04-01,81,121,79,156,160,277,437
COBIJA,consulta externa, personas de 60 anos y mas,2014-04-01,421,437,137,279,558,716,1274
COCAPATA,consulta externa, personas de 60 anos y mas,2014-04-01,22,32,1,0,23,32,55
COCHABAMBA,consulta externa, personas de 60 anos y mas,2014-04-01,6566,8233,8112,9665,14678,17898,32576
COIPASA,consulta externa, personas de 60 anos y mas,2014-04-01,11,9,0,0,11,9,20
COLCAPIRHUA,consulta externa, personas de 60 anos y mas,2014-04-01,113,79,152,81,265,160,425
"COLCHA ""K""",consulta externa, personas de 60 anos y mas,2014-04-01,134,156,5,12,139,168,307
COLLANA,consulta externa, personas de 60 anos y mas,2014-04-01,42,46,31,30,73,76,149
COLOMI,consulta externa, personas de 60 anos y mas,2014-04-01,38,63,1,2,39,65,104
COLPA BELGICA,consulta externa, personas de 60 anos y mas,2014-04-01,98,99,48,26,146,125,271
COLQUECHACA,consulta externa, personas de 60 anos y mas,2014-04-01,156,223,8,6,164,229,393
COLQUENCHA,consulta externa, personas de 60 anos y mas,2014-04-01,98,103,52,36,150,139,289
COLQUIRI,consulta externa, personas de 60 anos y mas,2014-04-01,152,152,23,20,175,172,347
COMANCHE,consulta externa, personas de 60 anos y mas,2014-04-01,45,36,2,4,47,40,87
COMARAPA,consulta externa, personas de 60 anos y mas,2014-04-01,161,164,45,42,206,206,412
COMBAYA,consulta externa, personas de 60 anos y mas,2014-04-01,66,65,5,2,71,67,138
CONCEPCION,consulta externa, personas de 60 anos y mas,2014-04-01,123,102,7,7,130,109,239
COPACABANA,consulta externa, personas de 60 anos y mas,2014-04-01,76,83,9,8,85,91,176
CORIPATA,consulta externa, personas de 60 anos y mas,2014-04-01,94,70,49,35,143,105,248
CORO CORO,consulta externa, personas de 60 anos y mas,2014-04-01,116,115,16,20,132,135,267
COROICO,consulta externa, personas de 60 anos y mas,2014-04-01,154,118,127,153,281,271,552
CORQUE,consulta externa, personas de 60 anos y mas,2014-04-01,59,39,5,4,64,43,107
COTAGAITA,consulta externa, personas de 60 anos y mas,2014-04-01,539,851,32,51,571,902,1473
COTOCA,consulta externa, personas de 60 anos y mas,2014-04-01,229,237,56,69,285,306,591
CRUZ DE MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,2,4,1,2,3,6,9
CUATRO CAÑADAS,consulta externa, personas de 60 anos y mas,2014-04-01,88,64,19,7,107,71,178
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 60 anos y mas,2014-04-01,12,21,1,4,13,25,38
CUEVO,consulta externa, personas de 60 anos y mas,2014-04-01,58,71,25,26,83,97,180
CULPINA,consulta externa, personas de 60 anos y mas,2014-04-01,195,257,8,8,203,265,468
CURAHUARA DE CARANGAS,consulta externa, personas de 60 anos y mas,2014-04-01,33,37,3,1,36,38,74
CURVA,consulta externa, personas de 60 anos y mas,2014-04-01,29,50,2,4,31,54,85
DESAGUADERO,consulta externa, personas de 60 anos y mas,2014-04-01,49,39,47,46,96,85,181
EL ALTO,consulta externa, personas de 60 anos y mas,2014-04-01,3642,4393,2974,3108,6616,7501,14117
EL CHORO,consulta externa, personas de 60 anos y mas,2014-04-01,40,51,0,3,40,54,94
EL PUENTE(STC),consulta externa, personas de 60 anos y mas,2014-04-01,96,66,2,4,98,70,168
EL PUENTE(TJA),consulta externa, personas de 60 anos y mas,2014-04-01,117,442,2,15,119,457,576
EL TORNO,consulta externa, personas de 60 anos y mas,2014-04-01,748,769,282,234,1030,1003,2033
EL VILLAR,consulta externa, personas de 60 anos y mas,2014-04-01,79,144,12,8,91,152,243
ENTRE RIOS TRJ,consulta externa, personas de 60 anos y mas,2014-04-01,301,368,4,2,305,370,675
ENTRE RIOS CBBA,consulta externa, personas de 60 anos y mas,2014-04-01,71,72,7,9,78,81,159
ESCARA,consulta externa, personas de 60 anos y mas,2014-04-01,3,8,4,5,7,13,20
ESCOMA,consulta externa, personas de 60 anos y mas,2014-04-01,76,43,41,24,117,67,184
ESMERALDA,consulta externa, personas de 60 anos y mas,2014-04-01,10,13,1,4,11,17,28
EUCALIPTUS,consulta externa, personas de 60 anos y mas,2014-04-01,70,45,6,1,76,46,122
EUREKA (SANTOS MERCADO),consulta externa, personas de 60 anos y mas,2014-04-01,6,1,0,0,6,1,7
EXALTACION,consulta externa, personas de 60 anos y mas,2014-04-01,10,10,0,3,10,13,23
FERNANDEZ ALONSO,consulta externa, personas de 60 anos y mas,2014-04-01,116,101,21,15,137,116,253
FILADELFIA,consulta externa, personas de 60 anos y mas,2014-04-01,54,33,0,0,54,33,87
GENERAL SAAVEDRA,consulta externa, personas de 60 anos y mas,2014-04-01,135,144,20,27,155,171,326
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 60 anos y mas,2014-04-01,99,92,8,13,107,105,212
GUANAY,consulta externa, personas de 60 anos y mas,2014-04-01,103,76,6,6,109,82,191
GUAQUI,consulta externa, personas de 60 anos y mas,2014-04-01,113,111,21,12,134,123,257
GUAYARAMERIN,consulta externa, personas de 60 anos y mas,2014-04-01,487,550,152,196,639,746,1385
GUTIERREZ,consulta externa, personas de 60 anos y mas,2014-04-01,92,108,7,6,99,114,213
HUACARETA,consulta externa, personas de 60 anos y mas,2014-04-01,83,143,4,18,87,161,248
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 60 anos y mas,2014-04-01,27,51,0,0,27,51,78
HUACHACALLA,consulta externa, personas de 60 anos y mas,2014-04-01,24,50,0,27,24,77,101
HUANUNI,consulta externa, personas de 60 anos y mas,2014-04-01,310,248,162,100,472,348,820
HUARACAJE,consulta externa, personas de 60 anos y mas,2014-04-01,22,15,1,14,23,29,52
HUARINA,consulta externa, personas de 60 anos y mas,2014-04-01,90,65,46,29,136,94,230
HUATAJATA,consulta externa, personas de 60 anos y mas,2014-04-01,64,54,64,79,128,133,261
HUAYLLAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,85,132,4,4,89,136,225
HUMANATA,consulta externa, personas de 60 anos y mas,2014-04-01,49,45,19,8,68,53,121
ICHOCA,consulta externa, personas de 60 anos y mas,2014-04-01,78,56,0,1,78,57,135
ICLA,consulta externa, personas de 60 anos y mas,2014-04-01,110,187,13,24,123,211,334
INCAHUASI,consulta externa, personas de 60 anos y mas,2014-04-01,103,170,1,11,104,181,285
INGAVI (HUMAITA),consulta externa, personas de 60 anos y mas,2014-04-01,4,3,0,0,4,3,7
INQUISIVI,consulta externa, personas de 60 anos y mas,2014-04-01,152,123,5,7,157,130,287
IRUPANA (VILLA DE LANZA),consulta externa, personas de 60 anos y mas,2014-04-01,160,183,47,70,207,253,460
IXIAMAS,consulta externa, personas de 60 anos y mas,2014-04-01,44,29,0,0,44,29,73
JESUS DE MACHACA,consulta externa, personas de 60 anos y mas,2014-04-01,293,278,48,56,341,334,675
LA ASUNTA,consulta externa, personas de 60 anos y mas,2014-04-01,84,64,8,19,92,83,175
LA GUARDIA,consulta externa, personas de 60 anos y mas,2014-04-01,318,346,38,17,356,363,719
LA PAZ,consulta externa, personas de 60 anos y mas,2014-04-01,11281,14903,13088,19572,24369,34475,58844
LA RIVERA,consulta externa, personas de 60 anos y mas,2014-04-01,4,12,0,2,4,14,18
LAGUNILLAS,consulta externa, personas de 60 anos y mas,2014-04-01,75,83,0,4,75,87,162
LAJA,consulta externa, personas de 60 anos y mas,2014-04-01,117,140,60,37,177,177,354
LAS CARRERAS,consulta externa, personas de 60 anos y mas,2014-04-01,53,67,5,3,58,70,128
LICOMA PAMPA,consulta externa, personas de 60 anos y mas,2014-04-01,44,27,9,4,53,31,84
LLALLAGUA,consulta externa, personas de 60 anos y mas,2014-04-01,322,430,69,99,391,529,920
LLICA,consulta externa, personas de 60 anos y mas,2014-04-01,53,54,4,5,57,59,116
LORETO,consulta externa, personas de 60 anos y mas,2014-04-01,16,20,3,2,19,22,41
LURIBAY,consulta externa, personas de 60 anos y mas,2014-04-01,181,183,6,5,187,188,375
MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-04-01,55,77,13,24,68,101,169
MACHARETI,consulta externa, personas de 60 anos y mas,2014-04-01,102,124,13,6,115,130,245
MAGDALENA,consulta externa, personas de 60 anos y mas,2014-04-01,76,105,43,54,119,159,278
MAIRANA,consulta externa, personas de 60 anos y mas,2014-04-01,69,86,21,26,90,112,202
MALLA,consulta externa, personas de 60 anos y mas,2014-04-01,35,46,2,3,37,49,86
MAPIRI,consulta externa, personas de 60 anos y mas,2014-04-01,67,52,12,10,79,62,141
MECAPACA,consulta externa, personas de 60 anos y mas,2014-04-01,138,131,10,17,148,148,296
MINEROS,consulta externa, personas de 60 anos y mas,2014-04-01,80,112,35,31,115,143,258
MIZQUE,consulta externa, personas de 60 anos y mas,2014-04-01,48,47,27,43,75,90,165
MOCOMOCO,consulta externa, personas de 60 anos y mas,2014-04-01,176,115,10,13,186,128,314
MOJINETE,consulta externa, personas de 60 anos y mas,2014-04-01,16,24,2,1,18,25,43
MOJOCOYA,consulta externa, personas de 60 anos y mas,2014-04-01,103,131,35,38,138,169,307
MONTEAGUDO,consulta externa, personas de 60 anos y mas,2014-04-01,573,790,112,152,685,942,1627
MONTERO,consulta externa, personas de 60 anos y mas,2014-04-01,1029,1242,235,294,1264,1536,2800
MORO MORO,consulta externa, personas de 60 anos y mas,2014-04-01,34,44,44,58,78,102,180
MOROCHATA,consulta externa, personas de 60 anos y mas,2014-04-01,64,77,2,2,66,79,145
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 60 anos y mas,2014-04-01,83,4,0,0,83,4,87
NAZACARA DE PACAJES,consulta externa, personas de 60 anos y mas,2014-04-01,5,15,0,3,5,18,23
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 60 anos y mas,2014-04-01,8,4,0,0,8,4,12
OCURI,consulta externa, personas de 60 anos y mas,2014-04-01,40,68,2,2,42,70,112
OKINAWA,consulta externa, personas de 60 anos y mas,2014-04-01,136,126,7,4,143,130,273
OMEREQUE,consulta externa, personas de 60 anos y mas,2014-04-01,36,59,3,5,39,64,103
ORURO,consulta externa, personas de 60 anos y mas,2014-04-01,3822,4525,2518,3107,6340,7632,13972
PADCAYA,consulta externa, personas de 60 anos y mas,2014-04-01,363,473,13,22,376,495,871
PADILLA,consulta externa, personas de 60 anos y mas,2014-04-01,279,423,4,23,283,446,729
PAILON,consulta externa, personas de 60 anos y mas,2014-04-01,51,59,3,8,54,67,121
PALCA,consulta externa, personas de 60 anos y mas,2014-04-01,125,107,12,15,137,122,259
PALOS BLANCOS,consulta externa, personas de 60 anos y mas,2014-04-01,260,173,92,55,352,228,580
PAMPA AULLAGAS,consulta externa, personas de 60 anos y mas,2014-04-01,15,16,0,0,15,16,31
PAMPA GRANDE,consulta externa, personas de 60 anos y mas,2014-04-01,65,108,16,21,81,129,210
PAPEL PAMPA,consulta externa, personas de 60 anos y mas,2014-04-01,203,228,11,6,214,234,448
PASORAPA,consulta externa, personas de 60 anos y mas,2014-04-01,37,58,2,2,39,60,99
PATACAMAYA,consulta externa, personas de 60 anos y mas,2014-04-01,112,84,12,9,124,93,217
PAZÑA,consulta externa, personas de 60 anos y mas,2014-04-01,78,111,9,16,87,127,214
PELECHUCO,consulta externa, personas de 60 anos y mas,2014-04-01,31,14,0,0,31,14,45
POCOATA,consulta externa, personas de 60 anos y mas,2014-04-01,61,74,1,3,62,77,139
POCONA,consulta externa, personas de 60 anos y mas,2014-04-01,66,129,0,5,66,134,200
POJO (CBBA),consulta externa, personas de 60 anos y mas,2014-04-01,12,23,3,0,15,23,38
POOPO,consulta externa, personas de 60 anos y mas,2014-04-01,57,54,9,16,66,70,136
PORCO,consulta externa, personas de 60 anos y mas,2014-04-01,24,30,2,0,26,30,56
POROMA,consulta externa, personas de 60 anos y mas,2014-04-01,141,184,4,4,145,188,333
PORONGO,consulta externa, personas de 60 anos y mas,2014-04-01,87,86,18,10,105,96,201
PORTACHUELO,consulta externa, personas de 60 anos y mas,2014-04-01,207,229,83,88,290,317,607
PORVENIR,consulta externa, personas de 60 anos y mas,2014-04-01,80,63,2,1,82,64,146
POSTRER VALLE,consulta externa, personas de 60 anos y mas,2014-04-01,36,58,15,27,51,85,136
