,group,variable,month,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
QUIRUSILLAS,consulta externa, personas de 21 a 59 anos,2014-04-01,28,61,1,3,29,64,93
RAVELO,consulta externa, personas de 21 a 59 anos,2014-04-01,139,429,3,6,142,435,577
REYES,consulta externa, personas de 21 a 59 anos,2014-04-01,111,392,23,48,134,440,574
RIBERALTA,consulta externa, personas de 21 a 59 anos,2014-04-01,851,2777,69,455,920,3232,4152
ROBORE,consulta externa, personas de 21 a 59 anos,2014-04-01,278,508,41,71,319,579,898
RURRENABAQUE,consulta externa, personas de 21 a 59 anos,2014-04-01,353,473,81,191,434,664,1098
SABAYA,consulta externa, personas de 21 a 59 anos,2014-04-01,87,107,1,9,88,116,204
SACABA,consulta externa, personas de 21 a 59 anos,2014-04-01,948,1887,353,583,1301,2470,3771
SACABAMBA,consulta externa, personas de 21 a 59 anos,2014-04-01,28,32,0,0,28,32,60
SACACA,consulta externa, personas de 21 a 59 anos,2014-04-01,105,280,5,3,110,283,393
SAIPINA,consulta externa, personas de 21 a 59 anos,2014-04-01,57,162,7,21,64,183,247
SALINAS DE GARCI MENDOZA,consulta externa, personas de 21 a 59 anos,2014-04-01,201,310,12,11,213,321,534
SAMAIPATA,consulta externa, personas de 21 a 59 anos,2014-04-01,165,244,3,8,168,252,420
SAN AGUSTIN,consulta externa, personas de 21 a 59 anos,2014-04-01,60,84,3,4,63,88,151
SAN ANDRES,consulta externa, personas de 21 a 59 anos,2014-04-01,207,416,21,23,228,439,667
SAN ANDRES DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-04-01,42,79,5,12,47,91,138
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 21 a 59 anos,2014-04-01,37,63,2,0,39,63,102
SAN ANTONIO DE LOMERIO,consulta externa, personas de 21 a 59 anos,2014-04-01,83,143,0,0,83,143,226
SAN BENITO,consulta externa, personas de 21 a 59 anos,2014-04-01,67,159,13,33,80,192,272
SAN BORJA,consulta externa, personas de 21 a 59 anos,2014-04-01,254,833,185,204,439,1037,1476
SAN BUENA VENTURA,consulta externa, personas de 21 a 59 anos,2014-04-01,173,270,2,4,175,274,449
SAN CARLOS,consulta externa, personas de 21 a 59 anos,2014-04-01,176,833,10,24,186,857,1043
SAN IGNACIO,consulta externa, personas de 21 a 59 anos,2014-04-01,447,985,41,136,488,1121,1609
SAN IGNACIO DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-04-01,479,1022,25,100,504,1122,1626
SAN JAVIER(BNI),consulta externa, personas de 21 a 59 anos,2014-04-01,73,98,15,14,88,112,200
SAN JAVIER(STC),consulta externa, personas de 21 a 59 anos,2014-04-01,63,78,3,8,66,86,152
SAN JOAQUIN,consulta externa, personas de 21 a 59 anos,2014-04-01,146,266,4,3,150,269,419
SAN JOSE DE CHIQUITOS,consulta externa, personas de 21 a 59 anos,2014-04-01,197,535,12,45,209,580,789
SAN JUAN DE YAPACANI,consulta externa, personas de 21 a 59 anos,2014-04-01,111,362,5,11,116,373,489
SAN JULIAN,consulta externa, personas de 21 a 59 anos,2014-04-01,626,1101,44,154,670,1255,1925
SAN LORENZO(PND),consulta externa, personas de 21 a 59 anos,2014-04-01,39,61,0,1,39,62,101
SAN LORENZO(TJA),consulta externa, personas de 21 a 59 anos,2014-04-01,496,948,19,58,515,1006,1521
SAN LUCAS,consulta externa, personas de 21 a 59 anos,2014-04-01,449,1131,0,6,449,1137,1586
SAN MATIAS,consulta externa, personas de 21 a 59 anos,2014-04-01,123,202,22,21,145,223,368
SAN MIGUEL DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-04-01,55,102,20,42,75,144,219
SAN PABLO DE LIPEZ,consulta externa, personas de 21 a 59 anos,2014-04-01,90,145,2,2,92,147,239
SAN PEDRO,consulta externa, personas de 21 a 59 anos,2014-04-01,197,336,12,14,209,350,559
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-04-01,151,380,1,5,152,385,537
SAN PEDRO DE CURAHUARA,consulta externa, personas de 21 a 59 anos,2014-04-01,77,106,1,0,78,106,184
SAN PEDRO DE QUEMES,consulta externa, personas de 21 a 59 anos,2014-04-01,17,21,1,2,18,23,41
SAN PEDRO DE TIQUINA,consulta externa, personas de 21 a 59 anos,2014-04-01,95,92,10,3,105,95,200
SAN PEDRO(PND),consulta externa, personas de 21 a 59 anos,2014-04-01,33,50,1,1,34,51,85
SAN RAFAEL,consulta externa, personas de 21 a 59 anos,2014-04-01,58,133,0,4,58,137,195
SAN RAMON BENI,consulta externa, personas de 21 a 59 anos,2014-04-01,66,177,8,3,74,180,254
SAN RAMON SCZ,consulta externa, personas de 21 a 59 anos,2014-04-01,119,261,23,159,142,420,562
SANTA ANA,consulta externa, personas de 21 a 59 anos,2014-04-01,325,531,134,254,459,785,1244
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 21 a 59 anos,2014-04-01,26703,53955,7690,23079,34393,77034,111427
SANTA ROSA,consulta externa, personas de 21 a 59 anos,2014-04-01,156,426,3,12,159,438,597
SANTA ROSA DEL SARA,consulta externa, personas de 21 a 59 anos,2014-04-01,201,384,19,23,220,407,627
SANTIAGO DE CALLAPA,consulta externa, personas de 21 a 59 anos,2014-04-01,12,29,0,0,12,29,41
SANTIAGO DE HUARI,consulta externa, personas de 21 a 59 anos,2014-04-01,264,343,10,9,274,352,626
SANTIAGO DE HUATA,consulta externa, personas de 21 a 59 anos,2014-04-01,64,70,7,6,71,76,147
SANTIAGO DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-04-01,19,43,0,1,19,44,63
SANTIVAÑES,consulta externa, personas de 21 a 59 anos,2014-04-01,62,144,4,14,66,158,224
SANTUARIO DE QUILLACAS,consulta externa, personas de 21 a 59 anos,2014-04-01,53,57,2,3,55,60,115
SAPAHAQUI,consulta externa, personas de 21 a 59 anos,2014-04-01,85,101,7,3,92,104,196
SENA,consulta externa, personas de 21 a 59 anos,2014-04-01,67,90,0,0,67,90,157
SHINAOTA,consulta externa, personas de 21 a 59 anos,2014-04-01,331,501,26,20,357,521,878
SICA SICA (VILLA AROMA),consulta externa, personas de 21 a 59 anos,2014-04-01,197,343,12,22,209,365,574
SICAYA,consulta externa, personas de 21 a 59 anos,2014-04-01,24,33,0,2,24,35,59
SIPE SIPE,consulta externa, personas de 21 a 59 anos,2014-04-01,93,339,3,26,96,365,461
SOPACHUY,consulta externa, personas de 21 a 59 anos,2014-04-01,83,276,3,3,86,279,365
SORACACHI,consulta externa, personas de 21 a 59 anos,2014-04-01,71,129,2,0,73,129,202
SORATA,consulta externa, personas de 21 a 59 anos,2014-04-01,145,172,17,29,162,201,363
SUCRE,consulta externa, personas de 21 a 59 anos,2014-04-01,8479,18816,2686,7792,11165,26608,37773
TACACHI,consulta externa, personas de 21 a 59 anos,2014-04-01,6,30,0,0,6,30,36
TACACOMA,consulta externa, personas de 21 a 59 anos,2014-04-01,156,145,9,3,165,148,313
TACOBAMBA,consulta externa, personas de 21 a 59 anos,2014-04-01,111,204,0,1,111,205,316
TACOPAYA,consulta externa, personas de 21 a 59 anos,2014-04-01,47,84,1,1,48,85,133
TAHUA,consulta externa, personas de 21 a 59 anos,2014-04-01,5,50,0,0,5,50,55
TAPACARI,consulta externa, personas de 21 a 59 anos,2014-04-01,127,361,6,6,133,367,500
TARABUCO,consulta externa, personas de 21 a 59 anos,2014-04-01,149,340,9,30,158,370,528
TARACO,consulta externa, personas de 21 a 59 anos,2014-04-01,47,62,5,21,52,83,135
TARATA,consulta externa, personas de 21 a 59 anos,2014-04-01,43,45,5,5,48,50,98
TARIJA,consulta externa, personas de 21 a 59 anos,2014-04-01,7489,14785,2257,6419,9746,21204,30950
TARVITA,consulta externa, personas de 21 a 59 anos,2014-04-01,227,579,3,14,230,593,823
TEOPONTE,consulta externa, personas de 21 a 59 anos,2014-04-01,78,195,1,0,79,195,274
TIAWANACU,consulta externa, personas de 21 a 59 anos,2014-04-01,97,193,11,14,108,207,315
TINGUIPAYA,consulta externa, personas de 21 a 59 anos,2014-04-01,127,364,1,5,128,369,497
TIPUANI,consulta externa, personas de 21 a 59 anos,2014-04-01,109,212,6,5,115,217,332
TIQUIPAYA,consulta externa, personas de 21 a 59 anos,2014-04-01,148,406,9,117,157,523,680
TIRAQUE (CBBA),consulta externa, personas de 21 a 59 anos,2014-04-01,115,241,3,9,118,250,368
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 21 a 59 anos,2014-04-01,48,24,1,1,49,25,74
TOCO,consulta externa, personas de 21 a 59 anos,2014-04-01,17,58,1,2,18,60,78
TODOS SANTOS,consulta externa, personas de 21 a 59 anos,2014-04-01,15,8,0,0,15,8,23
TOLATA,consulta externa, personas de 21 a 59 anos,2014-04-01,22,110,11,18,33,128,161
TOLEDO,consulta externa, personas de 21 a 59 anos,2014-04-01,59,78,0,1,59,79,138
TOMAVE,consulta externa, personas de 21 a 59 anos,2014-04-01,183,339,3,6,186,345,531
TOMINA,consulta externa, personas de 21 a 59 anos,2014-04-01,131,293,1,7,132,300,432
TORO TORO,consulta externa, personas de 21 a 59 anos,2014-04-01,143,207,2,1,145,208,353
TOTORA(CBBA),consulta externa, personas de 21 a 59 anos,2014-04-01,61,128,14,12,75,140,215
TOTORA(ORR),consulta externa, personas de 21 a 59 anos,2014-04-01,31,75,1,1,32,76,108
TRIGAL,consulta externa, personas de 21 a 59 anos,2014-04-01,40,54,9,13,49,67,116
TRINIDAD,consulta externa, personas de 21 a 59 anos,2014-04-01,3407,5720,654,1925,4061,7645,11706
TUPIZA,consulta externa, personas de 21 a 59 anos,2014-04-01,687,994,47,112,734,1106,1840
TURCO,consulta externa, personas de 21 a 59 anos,2014-04-01,57,65,2,4,59,69,128
UMALA,consulta externa, personas de 21 a 59 anos,2014-04-01,51,109,3,3,54,112,166
UNCIA,consulta externa, personas de 21 a 59 anos,2014-04-01,227,354,25,14,252,368,620
URIONDO (A. CONCEPCION),consulta externa, personas de 21 a 59 anos,2014-04-01,487,1073,26,56,513,1129,1642
URUBICHA,consulta externa, personas de 21 a 59 anos,2014-04-01,27,95,2,6,29,101,130
UYUNI,consulta externa, personas de 21 a 59 anos,2014-04-01,696,1007,58,261,754,1268,2022
VACAS,consulta externa, personas de 21 a 59 anos,2014-04-01,41,83,4,17,45,100,145
VALLEGRANDE,consulta externa, personas de 21 a 59 anos,2014-04-01,161,380,165,227,326,607,933
VIACHA,consulta externa, personas de 21 a 59 anos,2014-04-01,504,1072,118,260,622,1332,1954
VILA VILA,consulta externa, personas de 21 a 59 anos,2014-04-01,15,36,0,0,15,36,51
VILLA CHARCAS,consulta externa, personas de 21 a 59 anos,2014-04-01,107,335,4,7,111,342,453
VILLA MONTES,consulta externa, personas de 21 a 59 anos,2014-04-01,1530,2359,309,306,1839,2665,4504
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 21 a 59 anos,2014-04-01,17,41,2,1,19,42,61
VILLA RIVERO,consulta externa, personas de 21 a 59 anos,2014-04-01,40,113,6,10,46,123,169
VILLA SERRANO,consulta externa, personas de 21 a 59 anos,2014-04-01,128,274,4,4,132,278,410
VILLA TUNARI,consulta externa, personas de 21 a 59 anos,2014-04-01,916,1847,84,325,1000,2172,3172
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 21 a 59 anos,2014-04-01,125,254,8,29,133,283,416
VILLAZON,consulta externa, personas de 21 a 59 anos,2014-04-01,540,1535,52,212,592,1747,2339
VINTO,consulta externa, personas de 21 a 59 anos,2014-04-01,228,387,48,135,276,522,798
VITICHI,consulta externa, personas de 21 a 59 anos,2014-04-01,110,281,4,10,114,291,405
WALDO BALLIVIAN,consulta externa, personas de 21 a 59 anos,2014-04-01,30,23,6,3,36,26,62
WARNES,consulta externa, personas de 21 a 59 anos,2014-04-01,421,1198,16,75,437,1273,1710
YACO,consulta externa, personas de 21 a 59 anos,2014-04-01,38,78,2,2,40,80,120
YACUIBA,consulta externa, personas de 21 a 59 anos,2014-04-01,2966,5695,450,1242,3416,6937,10353
YAMPARAEZ,consulta externa, personas de 21 a 59 anos,2014-04-01,120,178,7,8,127,186,313
YANACACHI,consulta externa, personas de 21 a 59 anos,2014-04-01,108,114,14,8,122,122,244
YAPACANI,consulta externa, personas de 21 a 59 anos,2014-04-01,341,444,44,63,385,507,892
YOCALLA,consulta externa, personas de 21 a 59 anos,2014-04-01,64,153,0,0,64,153,217
YOTALA,consulta externa, personas de 21 a 59 anos,2014-04-01,82,182,17,34,99,216,315
YUNCHARA,consulta externa, personas de 21 a 59 anos,2014-04-01,200,364,3,6,203,370,573
YUNGUYO DE LITORAL,consulta externa, personas de 21 a 59 anos,2014-04-01,3,0,0,0,3,0,3
ZUDAÑEZ,consulta externa, personas de 21 a 59 anos,2014-04-01,95,220,7,2,102,222,324
ACACIO,consulta externa, personas de 21 a 59 anos,2014-05-01,107,226,0,0,107,226,333
ACHACACHI,consulta externa, personas de 21 a 59 anos,2014-05-01,173,557,45,130,218,687,905
ACHOCALLA,consulta externa, personas de 21 a 59 anos,2014-05-01,41,131,0,2,41,133,174
AIQUILE,consulta externa, personas de 21 a 59 anos,2014-05-01,181,408,32,123,213,531,744
ALALAY,consulta externa, personas de 21 a 59 anos,2014-05-01,21,32,0,0,21,32,53
ALCALA,consulta externa, personas de 21 a 59 anos,2014-05-01,45,152,3,0,48,152,200
ALTO BENI,consulta externa, personas de 21 a 59 anos,2014-05-01,172,281,3,2,175,283,458
ANCORAIMES,consulta externa, personas de 21 a 59 anos,2014-05-01,62,120,1,7,63,127,190
ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-05-01,38,64,2,1,40,65,105
ANTEQUERA,consulta externa, personas de 21 a 59 anos,2014-05-01,35,56,1,1,36,57,93
ANZALDO,consulta externa, personas de 21 a 59 anos,2014-05-01,103,137,15,24,118,161,279
APOLO,consulta externa, personas de 21 a 59 anos,2014-05-01,130,288,1,5,131,293,424
ARAMPAMPA,consulta externa, personas de 21 a 59 anos,2014-05-01,48,107,0,0,48,107,155
ARANI,consulta externa, personas de 21 a 59 anos,2014-05-01,30,64,0,3,30,67,97
ARBIETO,consulta externa, personas de 21 a 59 anos,2014-05-01,82,160,2,12,84,172,256
ARQUE,consulta externa, personas de 21 a 59 anos,2014-05-01,72,230,4,5,76,235,311
ASCENCION DE GUARAYOS,consulta externa, personas de 21 a 59 anos,2014-05-01,103,246,9,8,112,254,366
ATOCHA,consulta externa, personas de 21 a 59 anos,2014-05-01,1167,1054,344,167,1511,1221,2732
AUCAPATA,consulta externa, personas de 21 a 59 anos,2014-05-01,121,127,5,2,126,129,255
AYATA,consulta externa, personas de 21 a 59 anos,2014-05-01,82,200,1,11,83,211,294
AYO AYO,consulta externa, personas de 21 a 59 anos,2014-05-01,39,63,3,2,42,65,107
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 21 a 59 anos,2014-05-01,299,386,40,32,339,418,757
AZURDUY,consulta externa, personas de 21 a 59 anos,2014-05-01,78,241,1,2,79,243,322
BATALLAS,consulta externa, personas de 21 a 59 anos,2014-05-01,72,135,4,7,76,142,218
BAURES,consulta externa, personas de 21 a 59 anos,2014-05-01,93,158,7,6,100,164,264
BELEN DE ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-05-01,17,34,0,3,17,37,54
BELEN DE URMIRI,consulta externa, personas de 21 a 59 anos,2014-05-01,13,12,2,0,15,12,27
BELLA FLOR,consulta externa, personas de 21 a 59 anos,2014-05-01,82,69,3,1,85,70,155
BERMEJO,consulta externa, personas de 21 a 59 anos,2014-05-01,1441,2543,141,282,1582,2825,4407
BETANZOS,consulta externa, personas de 21 a 59 anos,2014-05-01,349,769,35,78,384,847,1231
BOLIVAR,consulta externa, personas de 21 a 59 anos,2014-05-01,56,85,1,0,57,85,142
BOLPEBRA,consulta externa, personas de 21 a 59 anos,2014-05-01,56,57,2,0,58,57,115
BOYUIBE,consulta externa, personas de 21 a 59 anos,2014-05-01,52,104,0,6,52,110,162
BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-05-01,137,239,1,2,138,241,379
CABEZAS,consulta externa, personas de 21 a 59 anos,2014-05-01,458,713,36,37,494,750,1244
CAIROMA,consulta externa, personas de 21 a 59 anos,2014-05-01,224,239,30,24,254,263,517
"CAIZA ""D""",consulta externa, personas de 21 a 59 anos,2014-05-01,187,333,6,4,193,337,530
CAJUATA,consulta externa, personas de 21 a 59 anos,2014-05-01,142,216,2,7,144,223,367
CALACOTO,consulta externa, personas de 21 a 59 anos,2014-05-01,26,286,0,3,26,289,315
CALAMARCA,consulta externa, personas de 21 a 59 anos,2014-05-01,107,273,24,36,131,309,440
CAMARGO,consulta externa, personas de 21 a 59 anos,2014-05-01,255,540,32,47,287,587,874
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 21 a 59 anos,2014-05-01,46,96,3,4,49,100,149
CAMIRI,consulta externa, personas de 21 a 59 anos,2014-05-01,1620,1398,159,168,1779,1566,3345
CAPINOTA,consulta externa, personas de 21 a 59 anos,2014-05-01,202,371,64,133,266,504,770
CAQUIAVIRI,consulta externa, personas de 21 a 59 anos,2014-05-01,76,84,5,5,81,89,170
CARACOLLO,consulta externa, personas de 21 a 59 anos,2014-05-01,162,301,0,3,162,304,466
CARANAVI,consulta externa, personas de 21 a 59 anos,2014-05-01,642,1107,25,63,667,1170,1837
CARANGAS,consulta externa, personas de 21 a 59 anos,2014-05-01,3,1,0,0,3,1,4
CARAPARI,consulta externa, personas de 21 a 59 anos,2014-05-01,665,970,18,25,683,995,1678
CARIPUYO,consulta externa, personas de 21 a 59 anos,2014-05-01,60,120,0,0,60,120,180
CARMEN RIVERO TORREZ,consulta externa, personas de 21 a 59 anos,2014-05-01,42,88,4,5,46,93,139
CATACORA,consulta externa, personas de 21 a 59 anos,2014-05-01,29,50,0,3,29,53,82
CHACARILLA,consulta externa, personas de 21 a 59 anos,2014-05-01,22,27,4,2,26,29,55
CHALLAPATA,consulta externa, personas de 21 a 59 anos,2014-05-01,237,506,51,94,288,600,888
CHAQUI,consulta externa, personas de 21 a 59 anos,2014-05-01,71,155,0,0,71,155,226
CHARAGUA,consulta externa, personas de 21 a 59 anos,2014-05-01,195,416,6,38,201,454,655
CHARAÑA,consulta externa, personas de 21 a 59 anos,2014-05-01,25,38,0,0,25,38,63
CHAYANTA,consulta externa, personas de 21 a 59 anos,2014-05-01,160,333,12,15,172,348,520
CHIMORE,consulta externa, personas de 21 a 59 anos,2014-05-01,302,395,21,9,323,404,727
CHIPAYA,consulta externa, personas de 21 a 59 anos,2014-05-01,8,28,0,2,8,30,38
CHOQUE COTA,consulta externa, personas de 21 a 59 anos,2014-05-01,16,19,2,1,18,20,38
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 21 a 59 anos,2014-05-01,235,316,46,52,281,368,649
CHUMA,consulta externa, personas de 21 a 59 anos,2014-05-01,109,175,13,12,122,187,309
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 21 a 59 anos,2014-05-01,73,108,0,0,73,108,181
CKOCHAS,consulta externa, personas de 21 a 59 anos,2014-05-01,246,400,11,15,257,415,672
CLIZA,consulta externa, personas de 21 a 59 anos,2014-05-01,112,131,9,41,121,172,293
COBIJA,consulta externa, personas de 21 a 59 anos,2014-05-01,1015,2060,247,760,1262,2820,4082
COCAPATA,consulta externa, personas de 21 a 59 anos,2014-05-01,87,115,1,4,88,119,207
COCHABAMBA,consulta externa, personas de 21 a 59 anos,2014-05-01,14373,31477,10079,22735,24452,54212,78664
COIPASA,consulta externa, personas de 21 a 59 anos,2014-05-01,18,22,2,1,20,23,43
COLCAPIRHUA,consulta externa, personas de 21 a 59 anos,2014-05-01,321,339,280,241,601,580,1181
"COLCHA ""K""",consulta externa, personas de 21 a 59 anos,2014-05-01,218,399,13,21,231,420,651
COLLANA,consulta externa, personas de 21 a 59 anos,2014-05-01,38,57,8,6,46,63,109
COLOMI,consulta externa, personas de 21 a 59 anos,2014-05-01,63,116,0,2,63,118,181
COLPA BELGICA,consulta externa, personas de 21 a 59 anos,2014-05-01,205,333,33,49,238,382,620
COLQUECHACA,consulta externa, personas de 21 a 59 anos,2014-05-01,266,437,20,20,286,457,743
COLQUENCHA,consulta externa, personas de 21 a 59 anos,2014-05-01,86,110,21,6,107,116,223
COLQUIRI,consulta externa, personas de 21 a 59 anos,2014-05-01,146,312,81,108,227,420,647
COMANCHE,consulta externa, personas de 21 a 59 anos,2014-05-01,16,32,2,0,18,32,50
COMARAPA,consulta externa, personas de 21 a 59 anos,2014-05-01,154,402,24,72,178,474,652
COMBAYA,consulta externa, personas de 21 a 59 anos,2014-05-01,7,22,1,0,8,22,30
CONCEPCION,consulta externa, personas de 21 a 59 anos,2014-05-01,180,307,17,54,197,361,558
COPACABANA,consulta externa, personas de 21 a 59 anos,2014-05-01,61,94,3,2,64,96,160
CORIPATA,consulta externa, personas de 21 a 59 anos,2014-05-01,128,221,10,4,138,225,363
CORO CORO,consulta externa, personas de 21 a 59 anos,2014-05-01,84,150,1,6,85,156,241
COROICO,consulta externa, personas de 21 a 59 anos,2014-05-01,189,319,60,171,249,490,739
CORQUE,consulta externa, personas de 21 a 59 anos,2014-05-01,71,121,2,4,73,125,198
COTAGAITA,consulta externa, personas de 21 a 59 anos,2014-05-01,832,1239,68,97,900,1336,2236
COTOCA,consulta externa, personas de 21 a 59 anos,2014-05-01,280,790,2,14,282,804,1086
CRUZ DE MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-05-01,7,1,1,1,8,2,10
CUATRO CAÑADAS,consulta externa, personas de 21 a 59 anos,2014-05-01,191,421,19,51,210,472,682
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 21 a 59 anos,2014-05-01,9,27,0,3,9,30,39
CUEVO,consulta externa, personas de 21 a 59 anos,2014-05-01,94,146,6,12,100,158,258
CULPINA,consulta externa, personas de 21 a 59 anos,2014-05-01,170,431,5,15,175,446,621
CURAHUARA DE CARANGAS,consulta externa, personas de 21 a 59 anos,2014-05-01,32,56,0,2,32,58,90
CURVA,consulta externa, personas de 21 a 59 anos,2014-05-01,29,60,2,6,31,66,97
DESAGUADERO,consulta externa, personas de 21 a 59 anos,2014-05-01,51,81,2,10,53,91,144
EL ALTO,consulta externa, personas de 21 a 59 anos,2014-05-01,10016,25197,3992,10623,14008,35820,49828
