,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAMAIPATA,consulta externa, personas de 10 a 20 anos,2014-03-01,30,62,0,3,30,65,95
SAN AGUSTIN,consulta externa, personas de 10 a 20 anos,2014-03-01,18,26,1,0,19,26,45
SAN ANDRES,consulta externa, personas de 10 a 20 anos,2014-03-01,102,133,4,11,106,144,250
SAN ANDRES DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-03-01,26,45,1,2,27,47,74
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 10 a 20 anos,2014-03-01,14,19,2,2,16,21,37
SAN ANTONIO DE LOMERIO,consulta externa, personas de 10 a 20 anos,2014-03-01,11,32,0,0,11,32,43
SAN BENITO,consulta externa, personas de 10 a 20 anos,2014-03-01,40,53,23,12,63,65,128
SAN BORJA,consulta externa, personas de 10 a 20 anos,2014-03-01,200,443,10,94,210,537,747
SAN BUENA VENTURA,consulta externa, personas de 10 a 20 anos,2014-03-01,58,89,0,1,58,90,148
SAN CARLOS,consulta externa, personas de 10 a 20 anos,2014-03-01,75,306,1,9,76,315,391
SAN IGNACIO,consulta externa, personas de 10 a 20 anos,2014-03-01,339,458,38,28,377,486,863
SAN IGNACIO DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-03-01,145,314,2,9,147,323,470
SAN JAVIER(BNI),consulta externa, personas de 10 a 20 anos,2014-03-01,29,57,2,0,31,57,88
SAN JAVIER(STC),consulta externa, personas de 10 a 20 anos,2014-03-01,39,20,1,1,40,21,61
SAN JOAQUIN,consulta externa, personas de 10 a 20 anos,2014-03-01,23,17,1,0,24,17,41
SAN JOSE DE CHIQUITOS,consulta externa, personas de 10 a 20 anos,2014-03-01,113,148,3,20,116,168,284
SAN JUAN DE YAPACANI,consulta externa, personas de 10 a 20 anos,2014-03-01,42,82,4,4,46,86,132
SAN JULIAN,consulta externa, personas de 10 a 20 anos,2014-03-01,197,354,10,31,207,385,592
SAN LORENZO(PND),consulta externa, personas de 10 a 20 anos,2014-03-01,29,44,0,0,29,44,73
SAN LORENZO(TJA),consulta externa, personas de 10 a 20 anos,2014-03-01,195,362,7,19,202,381,583
SAN LUCAS,consulta externa, personas de 10 a 20 anos,2014-03-01,127,251,2,4,129,255,384
SAN MATIAS,consulta externa, personas de 10 a 20 anos,2014-03-01,47,64,6,17,53,81,134
SAN MIGUEL DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-03-01,14,29,2,3,16,32,48
SAN PABLO DE LIPEZ,consulta externa, personas de 10 a 20 anos,2014-03-01,19,51,0,0,19,51,70
SAN PEDRO,consulta externa, personas de 10 a 20 anos,2014-03-01,120,170,4,8,124,178,302
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-03-01,70,132,0,0,70,132,202
SAN PEDRO DE CURAHUARA,consulta externa, personas de 10 a 20 anos,2014-03-01,23,60,4,3,27,63,90
SAN PEDRO DE QUEMES,consulta externa, personas de 10 a 20 anos,2014-03-01,11,14,0,0,11,14,25
SAN PEDRO DE TIQUINA,consulta externa, personas de 10 a 20 anos,2014-03-01,12,10,3,2,15,12,27
SAN PEDRO(PND),consulta externa, personas de 10 a 20 anos,2014-03-01,11,29,0,1,11,30,41
SAN RAFAEL,consulta externa, personas de 10 a 20 anos,2014-03-01,10,41,0,0,10,41,51
SAN RAMON BENI,consulta externa, personas de 10 a 20 anos,2014-03-01,31,47,0,1,31,48,79
SAN RAMON SCZ,consulta externa, personas de 10 a 20 anos,2014-03-01,30,55,7,83,37,138,175
SANTA ANA,consulta externa, personas de 10 a 20 anos,2014-03-01,138,130,14,35,152,165,317
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 10 a 20 anos,2014-03-01,7622,11373,1951,3104,9573,14477,24050
SANTA ROSA,consulta externa, personas de 10 a 20 anos,2014-03-01,68,98,0,3,68,101,169
SANTA ROSA DEL SARA,consulta externa, personas de 10 a 20 anos,2014-03-01,87,158,1,5,88,163,251
SANTIAGO DE CALLAPA,consulta externa, personas de 10 a 20 anos,2014-03-01,7,11,0,0,7,11,18
SANTIAGO DE HUARI,consulta externa, personas de 10 a 20 anos,2014-03-01,42,54,2,1,44,55,99
SANTIAGO DE HUATA,consulta externa, personas de 10 a 20 anos,2014-03-01,23,22,2,2,25,24,49
SANTIAGO DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-03-01,6,19,0,1,6,20,26
SANTIVAÑES,consulta externa, personas de 10 a 20 anos,2014-03-01,28,35,0,2,28,37,65
SANTUARIO DE QUILLACAS,consulta externa, personas de 10 a 20 anos,2014-03-01,19,33,2,0,21,33,54
SAPAHAQUI,consulta externa, personas de 10 a 20 anos,2014-03-01,37,39,4,2,41,41,82
SENA,consulta externa, personas de 10 a 20 anos,2014-03-01,46,54,0,0,46,54,100
SHINAOTA,consulta externa, personas de 10 a 20 anos,2014-03-01,90,144,12,7,102,151,253
SICA SICA (VILLA AROMA),consulta externa, personas de 10 a 20 anos,2014-03-01,73,130,19,11,92,141,233
SICAYA,consulta externa, personas de 10 a 20 anos,2014-03-01,7,9,0,0,7,9,16
SIPE SIPE,consulta externa, personas de 10 a 20 anos,2014-03-01,41,119,2,10,43,129,172
SOPACHUY,consulta externa, personas de 10 a 20 anos,2014-03-01,65,88,1,3,66,91,157
SORACACHI,consulta externa, personas de 10 a 20 anos,2014-03-01,32,43,0,0,32,43,75
SORATA,consulta externa, personas de 10 a 20 anos,2014-03-01,33,72,4,2,37,74,111
SUCRE,consulta externa, personas de 10 a 20 anos,2014-03-01,2277,3408,919,1184,3196,4592,7788
TACACHI,consulta externa, personas de 10 a 20 anos,2014-03-01,4,19,0,0,4,19,23
TACACOMA,consulta externa, personas de 10 a 20 anos,2014-03-01,31,33,3,1,34,34,68
TACOBAMBA,consulta externa, personas de 10 a 20 anos,2014-03-01,37,54,0,0,37,54,91
TACOPAYA,consulta externa, personas de 10 a 20 anos,2014-03-01,15,32,0,3,15,35,50
TAHUA,consulta externa, personas de 10 a 20 anos,2014-03-01,10,19,0,0,10,19,29
TAPACARI,consulta externa, personas de 10 a 20 anos,2014-03-01,52,112,3,1,55,113,168
TARABUCO,consulta externa, personas de 10 a 20 anos,2014-03-01,44,77,6,1,50,78,128
TARACO,consulta externa, personas de 10 a 20 anos,2014-03-01,15,23,7,6,22,29,51
TARATA,consulta externa, personas de 10 a 20 anos,2014-03-01,21,22,0,0,21,22,43
TARIJA,consulta externa, personas de 10 a 20 anos,2014-03-01,2212,3284,515,937,2727,4221,6948
TARVITA,consulta externa, personas de 10 a 20 anos,2014-03-01,80,143,1,2,81,145,226
TEOPONTE,consulta externa, personas de 10 a 20 anos,2014-03-01,42,58,0,2,42,60,102
TIAWANACU,consulta externa, personas de 10 a 20 anos,2014-03-01,39,85,2,4,41,89,130
TINGUIPAYA,consulta externa, personas de 10 a 20 anos,2014-03-01,57,92,0,0,57,92,149
TIPUANI,consulta externa, personas de 10 a 20 anos,2014-03-01,26,59,1,1,27,60,87
TIQUIPAYA,consulta externa, personas de 10 a 20 anos,2014-03-01,114,202,14,40,128,242,370
TIRAQUE (CBBA),consulta externa, personas de 10 a 20 anos,2014-03-01,41,82,2,0,43,82,125
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 10 a 20 anos,2014-03-01,5,7,0,2,5,9,14
TOCO,consulta externa, personas de 10 a 20 anos,2014-03-01,16,30,0,0,16,30,46
TODOS SANTOS,consulta externa, personas de 10 a 20 anos,2014-03-01,6,4,0,0,6,4,10
TOLATA,consulta externa, personas de 10 a 20 anos,2014-03-01,33,33,7,7,40,40,80
TOLEDO,consulta externa, personas de 10 a 20 anos,2014-03-01,15,17,0,0,15,17,32
TOMAVE,consulta externa, personas de 10 a 20 anos,2014-03-01,62,98,2,3,64,101,165
TOMINA,consulta externa, personas de 10 a 20 anos,2014-03-01,100,155,1,1,101,156,257
TORO TORO,consulta externa, personas de 10 a 20 anos,2014-03-01,60,91,1,1,61,92,153
TOTORA(CBBA),consulta externa, personas de 10 a 20 anos,2014-03-01,18,73,2,4,20,77,97
TOTORA(ORR),consulta externa, personas de 10 a 20 anos,2014-03-01,18,38,0,0,18,38,56
TRIGAL,consulta externa, personas de 10 a 20 anos,2014-03-01,9,21,0,0,9,21,30
TRINIDAD,consulta externa, personas de 10 a 20 anos,2014-03-01,1081,1987,141,232,1222,2219,3441
TUPIZA,consulta externa, personas de 10 a 20 anos,2014-03-01,1407,2057,101,200,1508,2257,3765
TURCO,consulta externa, personas de 10 a 20 anos,2014-03-01,14,21,1,0,15,21,36
UMALA,consulta externa, personas de 10 a 20 anos,2014-03-01,30,40,0,5,30,45,75
UNCIA,consulta externa, personas de 10 a 20 anos,2014-03-01,47,112,0,4,47,116,163
URIONDO (A. CONCEPCION),consulta externa, personas de 10 a 20 anos,2014-03-01,172,334,9,13,181,347,528
URUBICHA,consulta externa, personas de 10 a 20 anos,2014-03-01,22,22,0,2,22,24,46
UYUNI,consulta externa, personas de 10 a 20 anos,2014-03-01,153,228,5,16,158,244,402
VACAS,consulta externa, personas de 10 a 20 anos,2014-03-01,28,35,4,5,32,40,72
VALLEGRANDE,consulta externa, personas de 10 a 20 anos,2014-03-01,93,130,28,29,121,159,280
VIACHA,consulta externa, personas de 10 a 20 anos,2014-03-01,245,314,106,100,351,414,765
VILA VILA,consulta externa, personas de 10 a 20 anos,2014-03-01,1,7,0,0,1,7,8
VILLA CHARCAS,consulta externa, personas de 10 a 20 anos,2014-03-01,29,82,1,0,30,82,112
VILLA MONTES,consulta externa, personas de 10 a 20 anos,2014-03-01,587,712,160,157,747,869,1616
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 10 a 20 anos,2014-03-01,16,31,2,4,18,35,53
VILLA RIVERO,consulta externa, personas de 10 a 20 anos,2014-03-01,23,29,5,0,28,29,57
VILLA SERRANO,consulta externa, personas de 10 a 20 anos,2014-03-01,50,73,1,3,51,76,127
VILLA TUNARI,consulta externa, personas de 10 a 20 anos,2014-03-01,312,746,10,61,322,807,1129
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 10 a 20 anos,2014-03-01,42,79,1,0,43,79,122
VILLAZON,consulta externa, personas de 10 a 20 anos,2014-03-01,281,485,10,23,291,508,799
VINTO,consulta externa, personas de 10 a 20 anos,2014-03-01,61,83,9,16,70,99,169
VITICHI,consulta externa, personas de 10 a 20 anos,2014-03-01,69,105,3,9,72,114,186
WALDO BALLIVIAN,consulta externa, personas de 10 a 20 anos,2014-03-01,12,13,3,1,15,14,29
WARNES,consulta externa, personas de 10 a 20 anos,2014-03-01,446,729,26,32,472,761,1233
YACO,consulta externa, personas de 10 a 20 anos,2014-03-01,14,37,1,1,15,38,53
YACUIBA,consulta externa, personas de 10 a 20 anos,2014-03-01,895,1403,89,114,984,1517,2501
YAMPARAEZ,consulta externa, personas de 10 a 20 anos,2014-03-01,41,57,3,3,44,60,104
YANACACHI,consulta externa, personas de 10 a 20 anos,2014-03-01,22,22,3,5,25,27,52
YAPACANI,consulta externa, personas de 10 a 20 anos,2014-03-01,147,238,2,30,149,268,417
YOCALLA,consulta externa, personas de 10 a 20 anos,2014-03-01,36,57,0,0,36,57,93
YOTALA,consulta externa, personas de 10 a 20 anos,2014-03-01,42,65,3,9,45,74,119
YUNCHARA,consulta externa, personas de 10 a 20 anos,2014-03-01,73,121,1,1,74,122,196
ZUDAÑEZ,consulta externa, personas de 10 a 20 anos,2014-03-01,38,64,1,0,39,64,103
ACACIO,consulta externa, personas de 10 a 20 anos,2014-04-01,66,66,0,1,66,67,133
ACHACACHI,consulta externa, personas de 10 a 20 anos,2014-04-01,122,204,24,72,146,276,422
ACHOCALLA,consulta externa, personas de 10 a 20 anos,2014-04-01,22,32,0,2,22,34,56
AIQUILE,consulta externa, personas de 10 a 20 anos,2014-04-01,68,95,15,15,83,110,193
ALALAY,consulta externa, personas de 10 a 20 anos,2014-04-01,3,15,0,1,3,16,19
ALCALA,consulta externa, personas de 10 a 20 anos,2014-04-01,51,38,0,0,51,38,89
ALTO BENI,consulta externa, personas de 10 a 20 anos,2014-04-01,73,84,1,2,74,86,160
ANCORAIMES,consulta externa, personas de 10 a 20 anos,2014-04-01,45,50,1,14,46,64,110
ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-04-01,29,31,1,2,30,33,63
ANTEQUERA,consulta externa, personas de 10 a 20 anos,2014-04-01,7,11,0,0,7,11,18
ANZALDO,consulta externa, personas de 10 a 20 anos,2014-04-01,27,41,3,2,30,43,73
APOLO,consulta externa, personas de 10 a 20 anos,2014-04-01,28,48,0,0,28,48,76
ARAMPAMPA,consulta externa, personas de 10 a 20 anos,2014-04-01,5,26,0,0,5,26,31
ARANI,consulta externa, personas de 10 a 20 anos,2014-04-01,27,25,0,0,27,25,52
ARBIETO,consulta externa, personas de 10 a 20 anos,2014-04-01,60,106,2,9,62,115,177
ARQUE,consulta externa, personas de 10 a 20 anos,2014-04-01,34,44,0,0,34,44,78
ASCENCION DE GUARAYOS,consulta externa, personas de 10 a 20 anos,2014-04-01,51,106,1,2,52,108,160
ATOCHA,consulta externa, personas de 10 a 20 anos,2014-04-01,305,351,62,71,367,422,789
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-04-01,18,31,0,0,18,31,49
AYATA,consulta externa, personas de 10 a 20 anos,2014-04-01,41,52,5,2,46,54,100
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-04-01,14,26,2,0,16,26,42
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-04-01,88,97,3,2,91,99,190
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-04-01,42,66,1,0,43,66,109
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-04-01,27,68,1,3,28,71,99
BAURES,consulta externa, personas de 10 a 20 anos,2014-04-01,42,60,3,2,45,62,107
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-04-01,15,17,0,1,15,18,33
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-04-01,4,7,1,0,5,7,12
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-04-01,19,34,0,0,19,34,53
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-04-01,675,961,19,26,694,987,1681
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-04-01,159,185,41,6,200,191,391
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-04-01,13,22,1,2,14,24,38
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-04-01,26,19,1,0,27,19,46
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-04-01,35,57,0,7,35,64,99
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-04-01,49,93,0,1,49,94,143
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-04-01,186,239,8,14,194,253,447
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-04-01,63,84,12,9,75,93,168
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-04-01,82,125,4,5,86,130,216
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-04-01,36,46,1,0,37,46,83
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-04-01,9,23,0,1,9,24,33
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-04-01,59,53,4,1,63,54,117
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-04-01,62,119,1,5,63,124,187
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-04-01,11,19,0,0,11,19,30
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-04-01,597,685,77,128,674,813,1487
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-04-01,80,99,10,15,90,114,204
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-04-01,43,62,1,2,44,64,108
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-04-01,74,113,4,4,78,117,195
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-04-01,182,275,4,4,186,279,465
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-04-01,2,1,0,0,2,1,3
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-04-01,207,310,15,8,222,318,540
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-04-01,35,57,1,0,36,57,93
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-04-01,26,38,6,5,32,43,75
CATACORA,consulta externa, personas de 10 a 20 anos,2014-04-01,5,6,0,2,5,8,13
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-04-01,16,14,0,1,16,15,31
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-04-01,61,129,3,5,64,134,198
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-04-01,69,76,0,1,69,77,146
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-04-01,82,141,3,5,85,146,231
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-04-01,5,4,0,0,5,4,9
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-04-01,66,109,1,0,67,109,176
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-04-01,138,213,2,3,140,216,356
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-04-01,4,12,0,0,4,12,16
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-04-01,13,8,2,0,15,8,23
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-04-01,12,11,1,0,13,11,24
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-04-01,54,57,3,1,57,58,115
CHUMA,consulta externa, personas de 10 a 20 anos,2014-04-01,48,69,5,2,53,71,124
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-04-01,18,38,0,0,18,38,56
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-04-01,90,116,3,5,93,121,214
CLIZA,consulta externa, personas de 10 a 20 anos,2014-04-01,45,61,2,8,47,69,116
COBIJA,consulta externa, personas de 10 a 20 anos,2014-04-01,594,711,102,139,696,850,1546
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-04-01,63,81,1,1,64,82,146
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-04-01,28634,5211,2013,2625,30647,7836,38483
COIPASA,consulta externa, personas de 10 a 20 anos,2014-04-01,6,15,0,2,6,17,23
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-04-01,116,118,109,54,225,172,397
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-04-01,44,81,4,4,48,85,133
COLLANA,consulta externa, personas de 10 a 20 anos,2014-04-01,23,14,1,3,24,17,41
COLOMI,consulta externa, personas de 10 a 20 anos,2014-04-01,28,60,1,1,29,61,90
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-04-01,43,77,3,6,46,83,129
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-04-01,92,166,12,7,104,173,277
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-04-01,44,81,2,4,46,85,131
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-04-01,71,90,14,24,85,114,199
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-04-01,22,14,3,0,25,14,39
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-04-01,73,95,13,13,86,108,194
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-04-01,4,8,0,0,4,8,12
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-04-01,34,73,0,9,34,82,116
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-04-01,24,26,0,0,24,26,50
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-04-01,58,54,1,6,59,60,119
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-04-01,37,41,1,0,38,41,79
COROICO,consulta externa, personas de 10 a 20 anos,2014-04-01,62,77,12,21,74,98,172
CORQUE,consulta externa, personas de 10 a 20 anos,2014-04-01,30,39,1,0,31,39,70
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-04-01,268,442,10,7,278,449,727
COTOCA,consulta externa, personas de 10 a 20 anos,2014-04-01,165,364,3,1,168,365,533
CRUZ DE MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-04-01,3,2,0,0,3,2,5
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-04-01,112,186,11,16,123,202,325
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-04-01,2,0,0,0,2,0,2
CUEVO,consulta externa, personas de 10 a 20 anos,2014-04-01,45,59,4,2,49,61,110
CULPINA,consulta externa, personas de 10 a 20 anos,2014-04-01,56,107,2,1,58,108,166
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-04-01,5,15,0,0,5,15,20
CURVA,consulta externa, personas de 10 a 20 anos,2014-04-01,5,20,1,1,6,21,27
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-04-01,30,33,0,1,30,34,64
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-04-01,5151,7059,1008,1785,6159,8844,15003
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-04-01,11,23,0,0,11,23,34
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-04-01,74,207,2,5,76,212,288
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-04-01,78,152,0,1,78,153,231
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-04-01,328,935,35,46,363,981,1344
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-04-01,94,91,6,6,100,97,197
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-04-01,274,454,0,5,274,459,733
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-04-01,79,145,7,18,86,163,249
ESCARA,consulta externa, personas de 10 a 20 anos,2014-04-01,3,1,1,0,4,1,5
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-04-01,22,17,2,0,24,17,41
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-04-01,0,2,0,0,0,2,2
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-04-01,8,21,0,2,8,23,31
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-04-01,1,6,0,0,1,6,7
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-04-01,5,18,0,0,5,18,23
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-04-01,105,182,4,4,109,186,295
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-04-01,84,110,0,1,84,111,195
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-04-01,45,114,0,3,45,117,162
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-04-01,36,37,2,0,38,37,75
GUANAY,consulta externa, personas de 10 a 20 anos,2014-04-01,25,72,0,1,25,73,98
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-04-01,15,38,0,1,15,39,54
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-04-01,327,584,55,106,382,690,1072
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-04-01,79,125,0,3,79,128,207
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-04-01,72,68,8,3,80,71,151
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-04-01,13,33,0,0,13,33,46
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-04-01,2,5,0,0,2,5,7
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-04-01,190,202,22,16,212,218,430
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-04-01,27,57,2,0,29,57,86
HUARINA,consulta externa, personas de 10 a 20 anos,2014-04-01,22,18,6,3,28,21,49
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-04-01,35,27,2,2,37,29,66
