,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
URUBICHA,atencion odontologica,restauraciones,2012-04-01,0,1,0,1,1
UYUNI,atencion odontologica,restauraciones,2012-04-01,20,22,20,22,42
VACAS,atencion odontologica,restauraciones,2012-04-01,19,75,19,75,94
VALLEGRANDE,atencion odontologica,restauraciones,2012-04-01,6,21,6,21,27
VIACHA,atencion odontologica,restauraciones,2012-04-01,99,197,99,197,296
VILLA CHARCAS,atencion odontologica,restauraciones,2012-04-01,3,12,3,12,15
VILLA MONTES,atencion odontologica,restauraciones,2012-04-01,159,244,159,244,403
VILLA RIVERO,atencion odontologica,restauraciones,2012-04-01,20,12,20,12,32
VILLA SERRANO,atencion odontologica,restauraciones,2012-04-01,78,78,78,78,156
VILLA TUNARI,atencion odontologica,restauraciones,2012-04-01,221,435,221,435,656
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2012-04-01,54,71,54,71,125
VILLAZON,atencion odontologica,restauraciones,2012-04-01,45,90,45,90,135
VINTO,atencion odontologica,restauraciones,2012-04-01,44,76,44,76,120
WALDO BALLIVIAN,atencion odontologica,restauraciones,2012-04-01,1,2,1,2,3
WARNES,atencion odontologica,restauraciones,2012-04-01,75,119,75,119,194
YACO,atencion odontologica,restauraciones,2012-04-01,6,3,6,3,9
YACUIBA,atencion odontologica,restauraciones,2012-04-01,72,136,72,136,208
YAMPARAEZ,atencion odontologica,restauraciones,2012-04-01,15,35,15,35,50
YANACACHI,atencion odontologica,restauraciones,2012-04-01,11,18,11,18,29
YAPACANI,atencion odontologica,restauraciones,2012-04-01,67,157,67,157,224
YOCALLA,atencion odontologica,restauraciones,2012-04-01,22,24,22,24,46
YOTALA,atencion odontologica,restauraciones,2012-04-01,17,49,17,49,66
YUNCHARA,atencion odontologica,restauraciones,2012-04-01,10,32,10,32,42
ZUDAÑEZ,atencion odontologica,restauraciones,2012-04-01,9,24,9,24,33
ACACIO,atencion odontologica,restauraciones,2012-05-01,2,8,2,8,10
ACHACACHI,atencion odontologica,restauraciones,2012-05-01,78,152,78,152,230
ACHOCALLA,atencion odontologica,restauraciones,2012-05-01,16,32,16,32,48
AIQUILE,atencion odontologica,restauraciones,2012-05-01,48,78,48,78,126
ALALAY,atencion odontologica,restauraciones,2012-05-01,0,7,0,7,7
ALCALA,atencion odontologica,restauraciones,2012-05-01,12,17,12,17,29
ALTO BENI,atencion odontologica,restauraciones,2012-05-01,7,33,7,33,40
ANCORAIMES,atencion odontologica,restauraciones,2012-05-01,8,19,8,19,27
ANDAMARCA,atencion odontologica,restauraciones,2012-05-01,24,29,24,29,53
ANTEQUERA,atencion odontologica,restauraciones,2012-05-01,11,34,11,34,45
ANZALDO,atencion odontologica,restauraciones,2012-05-01,21,46,21,46,67
APOLO,atencion odontologica,restauraciones,2012-05-01,51,96,51,96,147
ARAMPAMPA,atencion odontologica,restauraciones,2012-05-01,0,12,0,12,12
ARANI,atencion odontologica,restauraciones,2012-05-01,17,34,17,34,51
ARBIETO,atencion odontologica,restauraciones,2012-05-01,13,43,13,43,56
ARQUE,atencion odontologica,restauraciones,2012-05-01,19,60,19,60,79
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2012-05-01,15,0,15,0,15
ATOCHA,atencion odontologica,restauraciones,2012-05-01,185,201,185,201,386
AUCAPATA,atencion odontologica,restauraciones,2012-05-01,0,10,0,10,10
AYATA,atencion odontologica,restauraciones,2012-05-01,8,12,8,12,20
AYO AYO,atencion odontologica,restauraciones,2012-05-01,9,33,9,33,42
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2012-05-01,81,170,81,170,251
AZURDUY,atencion odontologica,restauraciones,2012-05-01,16,49,16,49,65
BATALLAS,atencion odontologica,restauraciones,2012-05-01,54,62,54,62,116
BAURES,atencion odontologica,restauraciones,2012-05-01,15,21,15,21,36
BELEN DE URMIRI,atencion odontologica,restauraciones,2012-05-01,3,11,3,11,14
BERMEJO,atencion odontologica,restauraciones,2012-05-01,115,248,115,248,363
BETANZOS,atencion odontologica,restauraciones,2012-05-01,35,102,35,102,137
BOLIVAR,atencion odontologica,restauraciones,2012-05-01,17,29,17,29,46
BOYUIBE,atencion odontologica,restauraciones,2012-05-01,6,11,6,11,17
BUENA VISTA,atencion odontologica,restauraciones,2012-05-01,5,4,5,4,9
CABEZAS,atencion odontologica,restauraciones,2012-05-01,14,29,14,29,43
CAIROMA,atencion odontologica,restauraciones,2012-05-01,21,43,21,43,64
"CAIZA ""D""",atencion odontologica,restauraciones,2012-05-01,3,14,3,14,17
CAJUATA,atencion odontologica,restauraciones,2012-05-01,34,69,34,69,103
CALACOTO,atencion odontologica,restauraciones,2012-05-01,45,40,45,40,85
CALAMARCA,atencion odontologica,restauraciones,2012-05-01,33,70,33,70,103
CAMARGO,atencion odontologica,restauraciones,2012-05-01,37,104,37,104,141
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2012-05-01,10,36,10,36,46
CAMIRI,atencion odontologica,restauraciones,2012-05-01,45,160,45,160,205
CAPINOTA,atencion odontologica,restauraciones,2012-05-01,44,31,44,31,75
CAQUIAVIRI,atencion odontologica,restauraciones,2012-05-01,5,8,5,8,13
CARACOLLO,atencion odontologica,restauraciones,2012-05-01,24,29,24,29,53
CARANAVI,atencion odontologica,restauraciones,2012-05-01,52,64,52,64,116
CARAPARI,atencion odontologica,restauraciones,2012-05-01,72,156,72,156,228
CARIPUYO,atencion odontologica,restauraciones,2012-05-01,38,42,38,42,80
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-05-01,7,8,7,8,15
CATACORA,atencion odontologica,restauraciones,2012-05-01,20,23,20,23,43
CHALLAPATA,atencion odontologica,restauraciones,2012-05-01,68,127,68,127,195
CHAQUI,atencion odontologica,restauraciones,2012-05-01,4,8,4,8,12
CHARAGUA,atencion odontologica,restauraciones,2012-05-01,19,39,19,39,58
CHARAÑA,atencion odontologica,restauraciones,2012-05-01,7,8,7,8,15
CHAYANTA,atencion odontologica,restauraciones,2012-05-01,20,27,20,27,47
CHIMORE,atencion odontologica,restauraciones,2012-05-01,22,38,22,38,60
CHIPAYA,atencion odontologica,restauraciones,2012-05-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,restauraciones,2012-05-01,5,8,5,8,13
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-05-01,62,79,62,79,141
CHUMA,atencion odontologica,restauraciones,2012-05-01,48,51,48,51,99
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2012-05-01,12,22,12,22,34
CKOCHAS,atencion odontologica,restauraciones,2012-05-01,11,37,11,37,48
CLIZA,atencion odontologica,restauraciones,2012-05-01,54,82,54,82,136
COBIJA,atencion odontologica,restauraciones,2012-05-01,33,75,33,75,108
COCAPATA,atencion odontologica,restauraciones,2012-05-01,12,35,12,35,47
COCHABAMBA,atencion odontologica,restauraciones,2012-05-01,2005,2756,2005,2756,4761
COIPASA,atencion odontologica,restauraciones,2012-05-01,7,29,7,29,36
COLCAPIRHUA,atencion odontologica,restauraciones,2012-05-01,186,300,186,300,486
"COLCHA ""K""",atencion odontologica,restauraciones,2012-05-01,22,24,22,24,46
COLLANA,atencion odontologica,restauraciones,2012-05-01,4,12,4,12,16
COLOMI,atencion odontologica,restauraciones,2012-05-01,25,49,25,49,74
COLPA BELGICA,atencion odontologica,restauraciones,2012-05-01,8,35,8,35,43
COLQUECHACA,atencion odontologica,restauraciones,2012-05-01,27,89,27,89,116
COLQUENCHA,atencion odontologica,restauraciones,2012-05-01,12,27,12,27,39
COLQUIRI,atencion odontologica,restauraciones,2012-05-01,8,20,8,20,28
COMANCHE,atencion odontologica,restauraciones,2012-05-01,33,43,33,43,76
COMARAPA,atencion odontologica,restauraciones,2012-05-01,15,23,15,23,38
CONCEPCION,atencion odontologica,restauraciones,2012-05-01,9,17,9,17,26
COPACABANA,atencion odontologica,restauraciones,2012-05-01,3,7,3,7,10
CORIPATA,atencion odontologica,restauraciones,2012-05-01,16,6,16,6,22
CORO CORO,atencion odontologica,restauraciones,2012-05-01,15,18,15,18,33
COROICO,atencion odontologica,restauraciones,2012-05-01,43,65,43,65,108
CORQUE,atencion odontologica,restauraciones,2012-05-01,13,29,13,29,42
COTAGAITA,atencion odontologica,restauraciones,2012-05-01,112,182,112,182,294
COTOCA,atencion odontologica,restauraciones,2012-05-01,19,67,19,67,86
CUATRO CAÑADAS,atencion odontologica,restauraciones,2012-05-01,33,64,33,64,97
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2012-05-01,6,11,6,11,17
CUEVO,atencion odontologica,restauraciones,2012-05-01,5,12,5,12,17
CULPINA,atencion odontologica,restauraciones,2012-05-01,35,63,35,63,98
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2012-05-01,26,47,26,47,73
CURVA,atencion odontologica,restauraciones,2012-05-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,restauraciones,2012-05-01,19,14,19,14,33
EL ALTO,atencion odontologica,restauraciones,2012-05-01,2141,3144,2141,3144,5285
EL PUENTE(STC),atencion odontologica,restauraciones,2012-05-01,10,11,10,11,21
EL PUENTE(TJA),atencion odontologica,restauraciones,2012-05-01,35,63,35,63,98
EL TORNO,atencion odontologica,restauraciones,2012-05-01,202,131,202,131,333
EL VILLAR,atencion odontologica,restauraciones,2012-05-01,5,18,5,18,23
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2012-05-01,20,74,20,74,94
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2012-05-01,35,74,35,74,109
ESCOMA,atencion odontologica,restauraciones,2012-05-01,19,18,19,18,37
EUCALIPTUS,atencion odontologica,restauraciones,2012-05-01,3,19,3,19,22
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2012-05-01,28,94,28,94,122
FILADELFIA,atencion odontologica,restauraciones,2012-05-01,1,6,1,6,7
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2012-05-01,131,163,131,163,294
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2012-05-01,15,28,15,28,43
GUANAY,atencion odontologica,restauraciones,2012-05-01,20,48,20,48,68
GUAQUI,atencion odontologica,restauraciones,2012-05-01,14,32,14,32,46
GUAYARAMERIN,atencion odontologica,restauraciones,2012-05-01,172,248,172,248,420
GUTIERREZ,atencion odontologica,restauraciones,2012-05-01,15,39,15,39,54
HUACARETA,atencion odontologica,restauraciones,2012-05-01,33,63,33,63,96
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2012-05-01,14,8,14,8,22
HUACHACALLA,atencion odontologica,restauraciones,2012-05-01,1,5,1,5,6
HUANUNI,atencion odontologica,restauraciones,2012-05-01,64,71,64,71,135
HUARACAJE,atencion odontologica,restauraciones,2012-05-01,10,31,10,31,41
HUARINA,atencion odontologica,restauraciones,2012-05-01,22,16,22,16,38
HUAYLLAMARCA,atencion odontologica,restauraciones,2012-05-01,28,22,28,22,50
HUMANATA,atencion odontologica,restauraciones,2012-05-01,8,14,8,14,22
ICLA,atencion odontologica,restauraciones,2012-05-01,25,56,25,56,81
INCAHUASI,atencion odontologica,restauraciones,2012-05-01,10,25,10,25,35
INQUISIVI,atencion odontologica,restauraciones,2012-05-01,13,9,13,9,22
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2012-05-01,17,41,17,41,58
IXIAMAS,atencion odontologica,restauraciones,2012-05-01,14,21,14,21,35
JESUS DE MACHACA,atencion odontologica,restauraciones,2012-05-01,11,30,11,30,41
LA ASUNTA,atencion odontologica,restauraciones,2012-05-01,51,75,51,75,126
LA GUARDIA,atencion odontologica,restauraciones,2012-05-01,34,133,34,133,167
LA PAZ,atencion odontologica,restauraciones,2012-05-01,3082,4171,3082,4171,7253
LAGUNILLAS,atencion odontologica,restauraciones,2012-05-01,5,16,5,16,21
LAJA,atencion odontologica,restauraciones,2012-05-01,22,54,22,54,76
LAS CARRERAS,atencion odontologica,restauraciones,2012-05-01,8,10,8,10,18
LICOMA PAMPA,atencion odontologica,restauraciones,2012-05-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,restauraciones,2012-05-01,90,153,90,153,243
LLICA,atencion odontologica,restauraciones,2012-05-01,8,14,8,14,22
LURIBAY,atencion odontologica,restauraciones,2012-05-01,3,19,3,19,22
MACHACAMARCA,atencion odontologica,restauraciones,2012-05-01,16,31,16,31,47
MACHARETI,atencion odontologica,restauraciones,2012-05-01,11,16,11,16,27
MAGDALENA,atencion odontologica,restauraciones,2012-05-01,41,65,41,65,106
MAIRANA,atencion odontologica,restauraciones,2012-05-01,2,17,2,17,19
MALLA,atencion odontologica,restauraciones,2012-05-01,0,2,0,2,2
MAPIRI,atencion odontologica,restauraciones,2012-05-01,65,103,65,103,168
MECAPACA,atencion odontologica,restauraciones,2012-05-01,3,5,3,5,8
MIZQUE,atencion odontologica,restauraciones,2012-05-01,19,45,19,45,64
MOCOMOCO,atencion odontologica,restauraciones,2012-05-01,18,26,18,26,44
MOJOCOYA,atencion odontologica,restauraciones,2012-05-01,7,46,7,46,53
MONTEAGUDO,atencion odontologica,restauraciones,2012-05-01,104,287,104,287,391
MONTERO,atencion odontologica,restauraciones,2012-05-01,215,305,215,305,520
MORO MORO,atencion odontologica,restauraciones,2012-05-01,0,13,0,13,13
MOROCHATA,atencion odontologica,restauraciones,2012-05-01,13,54,13,54,67
OCURI,atencion odontologica,restauraciones,2012-05-01,7,21,7,21,28
OKINAWA,atencion odontologica,restauraciones,2012-05-01,5,15,5,15,20
ORURO,atencion odontologica,restauraciones,2012-05-01,770,993,770,993,1763
PADCAYA,atencion odontologica,restauraciones,2012-05-01,33,47,33,47,80
PADILLA,atencion odontologica,restauraciones,2012-05-01,7,44,7,44,51
PAILON,atencion odontologica,restauraciones,2012-05-01,28,87,28,87,115
PALCA,atencion odontologica,restauraciones,2012-05-01,21,40,21,40,61
PALOS BLANCOS,atencion odontologica,restauraciones,2012-05-01,37,86,37,86,123
PAMPA AULLAGAS,atencion odontologica,restauraciones,2012-05-01,1,7,1,7,8
PAMPA GRANDE,atencion odontologica,restauraciones,2012-05-01,2,16,2,16,18
PAPEL PAMPA,atencion odontologica,restauraciones,2012-05-01,0,8,0,8,8
PASORAPA,atencion odontologica,restauraciones,2012-05-01,4,3,4,3,7
PATACAMAYA,atencion odontologica,restauraciones,2012-05-01,25,63,25,63,88
PAZÑA,atencion odontologica,restauraciones,2012-05-01,6,13,6,13,19
PELECHUCO,atencion odontologica,restauraciones,2012-05-01,18,45,18,45,63
POCOATA,atencion odontologica,restauraciones,2012-05-01,16,67,16,67,83
POCONA,atencion odontologica,restauraciones,2012-05-01,225,252,225,252,477
POJO (CBBA),atencion odontologica,restauraciones,2012-05-01,29,62,29,62,91
POOPO,atencion odontologica,restauraciones,2012-05-01,45,32,45,32,77
PORCO,atencion odontologica,restauraciones,2012-05-01,13,10,13,10,23
POROMA,atencion odontologica,restauraciones,2012-05-01,49,74,49,74,123
PORONGO,atencion odontologica,restauraciones,2012-05-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,restauraciones,2012-05-01,32,124,32,124,156
PORVENIR,atencion odontologica,restauraciones,2012-05-01,6,28,6,28,34
POSTRER VALLE,atencion odontologica,restauraciones,2012-05-01,20,22,20,22,42
POTOSI,atencion odontologica,restauraciones,2012-05-01,513,874,513,874,1387
PRESTO,atencion odontologica,restauraciones,2012-05-01,7,10,7,10,17
PUCARA,atencion odontologica,restauraciones,2012-05-01,0,5,0,5,5
PUCARANI,atencion odontologica,restauraciones,2012-05-01,24,78,24,78,102
PUERTO ACOSTA,atencion odontologica,restauraciones,2012-05-01,10,12,10,12,22
PUERTO CARABUCO,atencion odontologica,restauraciones,2012-05-01,24,29,24,29,53
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2012-05-01,9,15,9,15,24
PUERTO PEREZ,atencion odontologica,restauraciones,2012-05-01,5,11,5,11,16
PUERTO QUIJARRO,atencion odontologica,restauraciones,2012-05-01,41,49,41,49,90
PUERTO RICO,atencion odontologica,restauraciones,2012-05-01,9,11,9,11,20
PUERTO SUAREZ,atencion odontologica,restauraciones,2012-05-01,12,16,12,16,28
PUERTO VILLARROEL,atencion odontologica,restauraciones,2012-05-01,112,184,112,184,296
PUNA,atencion odontologica,restauraciones,2012-05-01,27,48,27,48,75
PUNATA,atencion odontologica,restauraciones,2012-05-01,61,113,61,113,174
QUIABAYA,atencion odontologica,restauraciones,2012-05-01,2,35,2,35,37
QUILLACOLLO,atencion odontologica,restauraciones,2012-05-01,219,374,219,374,593
QUIME,atencion odontologica,restauraciones,2012-05-01,40,34,40,34,74
QUIRUSILLAS,atencion odontologica,restauraciones,2012-05-01,6,2,6,2,8
RAVELO,atencion odontologica,restauraciones,2012-05-01,1,12,1,12,13
REYES,atencion odontologica,restauraciones,2012-05-01,43,2,43,2,45
RIBERALTA,atencion odontologica,restauraciones,2012-05-01,42,170,42,170,212
ROBORE,atencion odontologica,restauraciones,2012-05-01,5,9,5,9,14
RURRENABAQUE,atencion odontologica,restauraciones,2012-05-01,31,40,31,40,71
SABAYA,atencion odontologica,restauraciones,2012-05-01,23,26,23,26,49
SACABA,atencion odontologica,restauraciones,2012-05-01,787,1242,787,1242,2029
SACABAMBA,atencion odontologica,restauraciones,2012-05-01,19,37,19,37,56
SACACA,atencion odontologica,restauraciones,2012-05-01,7,16,7,16,23
SAIPINA,atencion odontologica,restauraciones,2012-05-01,15,23,15,23,38
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2012-05-01,94,139,94,139,233
SAMAIPATA,atencion odontologica,restauraciones,2012-05-01,8,13,8,13,21
SAN AGUSTIN,atencion odontologica,restauraciones,2012-05-01,1,2,1,2,3
SAN ANDRES,atencion odontologica,restauraciones,2012-05-01,2,6,2,6,8
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2012-05-01,39,42,39,42,81
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2012-05-01,8,21,8,21,29
SAN BENITO,atencion odontologica,restauraciones,2012-05-01,39,105,39,105,144
SAN BORJA,atencion odontologica,restauraciones,2012-05-01,57,225,57,225,282
SAN BUENA VENTURA,atencion odontologica,restauraciones,2012-05-01,33,17,33,17,50
SAN CARLOS,atencion odontologica,restauraciones,2012-05-01,59,108,59,108,167
SAN IGNACIO,atencion odontologica,restauraciones,2012-05-01,85,135,85,135,220
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2012-05-01,66,75,66,75,141
SAN JAVIER(BNI),atencion odontologica,restauraciones,2012-05-01,9,5,9,5,14
SAN JAVIER(STC),atencion odontologica,restauraciones,2012-05-01,9,12,9,12,21
SAN JOAQUIN,atencion odontologica,restauraciones,2012-05-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2012-05-01,50,48,50,48,98
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2012-05-01,16,16,16,16,32
SAN JULIAN,atencion odontologica,restauraciones,2012-05-01,5,6,5,6,11
SAN LORENZO(PND),atencion odontologica,restauraciones,2012-05-01,0,4,0,4,4
SAN LORENZO(TJA),atencion odontologica,restauraciones,2012-05-01,38,130,38,130,168
SAN LUCAS,atencion odontologica,restauraciones,2012-05-01,49,94,49,94,143
SAN MATIAS,atencion odontologica,restauraciones,2012-05-01,15,27,15,27,42
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2012-05-01,12,40,12,40,52
SAN PEDRO,atencion odontologica,restauraciones,2012-05-01,48,114,48,114,162
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2012-05-01,7,43,7,43,50
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2012-05-01,36,49,36,49,85
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2012-05-01,2,10,2,10,12
SAN RAFAEL,atencion odontologica,restauraciones,2012-05-01,9,27,9,27,36
SAN RAMON BENI,atencion odontologica,restauraciones,2012-05-01,3,31,3,31,34
SAN RAMON SCZ,atencion odontologica,restauraciones,2012-05-01,5,0,5,0,5
SANTA ANA,atencion odontologica,restauraciones,2012-05-01,45,102,45,102,147
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2012-05-01,1258,2340,1258,2340,3598
SANTA ROSA,atencion odontologica,restauraciones,2012-05-01,5,6,5,6,11
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2012-05-01,33,104,33,104,137
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2012-05-01,2,4,2,4,6
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2012-05-01,167,140,167,140,307
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2012-05-01,6,4,6,4,10
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2012-05-01,27,56,27,56,83
SANTIVAÑES,atencion odontologica,restauraciones,2012-05-01,16,18,16,18,34
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2012-05-01,12,11,12,11,23
