,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,4,3,4,7
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,41,18,41,59
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,32,24,32,56
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,83,164,83,164,247
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,20,37,20,37,57
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,3,2,3,5
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,2,5,2,7
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,14,9,14,23
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,0,3,0,3
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,40,40,40,40,80
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,32,19,32,19,51
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,19,21,19,21,40
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,2,5,2,7
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,41,58,41,58,99
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,16,0,16,16
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,18,24,18,42
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,153,187,153,187,340
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,32,8,32,40
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,4,8,4,8,12
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,8,6,8,14
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,135,282,135,282,417
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1491,2080,1491,2080,3571
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,3,6,3,9
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,51,38,51,38,89
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,5,0,5,5
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,189,204,189,204,393
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,34,45,34,45,79
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,8,0,8,8
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,16,18,16,34
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,2,2,2,4
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,6,1,6,7
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,52,75,52,75,127
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,12,12,12,24
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,201,193,201,193,394
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,26,14,26,40
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,24,6,24,30
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,4,11,4,15
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,855,940,855,940,1795
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,31,23,31,23,54
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,60,80,60,80,140
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,48,51,48,51,99
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,12,8,12,20
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,121,158,121,158,279
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,244,446,244,446,690
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,93,108,93,108,201
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,26,15,26,15,41
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,55,35,55,35,90
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,11,5,11,16
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,17,15,17,15,32
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,341,588,341,588,929
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,68,24,68,92
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,5,11,5,16
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,21,50,21,50,71
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,95,77,95,77,172
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,78,124,78,124,202
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,4,6,4,6,10
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,71,94,71,94,165
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,19,13,19,32
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,331,311,331,311,642
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,22,50,22,50,72
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,84,258,84,258,342
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,51,62,51,62,113
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,5,0,5,5
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,6,3,6,9
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,37,24,37,61
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,2,3,2,5
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,3,6,3,9
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,25,8,25,33
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,117,136,117,136,253
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,231,268,231,268,499
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,84,123,84,123,207
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,9,2,9,11
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,55,54,55,54,109
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,287,331,287,331,618
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,34,35,34,35,69
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,26,52,26,52,78
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,108,81,108,81,189
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,8,1,8,9
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,21,11,21,32
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,124,120,124,120,244
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,7,1,7,8
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,78,106,78,106,184
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,51,11,51,11,62
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,2,0,2,2
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,41,24,41,65
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,41,13,41,54
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,137,165,137,165,302
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,10,26,10,26,36
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,9,14,9,23
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,8,6,8,6,14
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,115,120,115,120,235
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,22,19,22,19,41
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,7,15,7,15,22
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,13,15,13,15,28
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,4,9,4,9,13
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,0,2,0,2
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,1,1,1,1,2
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,0,5,0,5,5
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,22,60,22,60,82
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,8,2,8,2,10
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,12,6,12,6,18
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,7,4,7,4,11
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,32,56,32,56,88
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,11,2,11,13
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,1,1,1,1,2
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,8,24,8,24,32
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,1,5,1,5,6
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,4,10,4,10,14
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,13,2,13,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,137,146,137,146,283
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,12,14,12,14,26
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,5,2,5,7
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,25,26,25,26,51
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,1,2,1,3
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,9,2,9,11
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,47,50,47,50,97
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,4,5,4,5,9
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,6,6,6,6,12
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,0,3,0,3,3
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,6,6,6,6,12
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,53,76,53,76,129
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,7,5,7,5,12
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,15,20,15,20,35
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,6,21,6,21,27
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,70,90,70,90,160
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,75,75,75,75,150
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,47,62,47,62,109
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,10,51,10,51,61
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,13,16,13,16,29
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,19,26,19,26,45
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,69,103,69,103,172
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,25,14,25,14,39
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,3,3,3,3,6
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,22,41,22,41,63
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,11,8,11,8,19
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,7,9,7,9,16
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,6,26,6,26,32
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,31,48,31,48,79
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,18,33,18,33,51
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,22,24,22,24,46
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,10,18,10,18,28
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,12,11,12,11,23
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,0,5,0,5,5
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,228,452,228,452,680
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,19,12,19,12,31
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,107,74,107,74,181
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-04-01,1205,1485,1205,1485,2690
